District,zone,belt,region,Year AD,Year BS,Communicable Diseases,No of people,Zone,Belt,Region
Palpa,Lumbini,Hill,Western,2012/13,2069/70,Leprosy4,43,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2012/13,2069/70,STD/STI4,181,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2013/14,2070/71,Confirmed Meningitis 5,0,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2013/14,2070/71,HIV/AIDS5,1757,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2013/14,2070/71,Leprosy5,44,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2013/14,2070/71,STD/STI5,1757,Lumbini,Hill,Western
Panchthar,Mechi,Hill,Eastern,2009/10,2066/67,Confirmed Meningitis,5,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2009/10,2066/67,HIV/AIDS,42,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2009/10,2066/67,Leprosy,45,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2009/10,2066/67,STD/STI,217,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2010/11,2067/68,Confirmed Meningitis 2,0,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2010/11,2067/68,HIV/AIDS2,0,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2010/11,2067/68,Leprosy2,4,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2010/11,2067/68,STD/STI2,137,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2011/12,2068/69,Confirmed Meningitis 3,1,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2011/12,2068/69,HIV/AIDS3,0,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2011/12,2068/69,Leprosy3,2,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2011/12,2068/69,STD/STI3,106,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2012/13,2069/70,Confirmed Meningitis 4,0,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2012/13,2069/70,HIV/AIDS4,4,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2012/13,2069/70,Leprosy4,1,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2012/13,2069/70,STD/STI4,182,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2013/14,2070/71,Confirmed Meningitis 5,4,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2013/14,2070/71,HIV/AIDS5,1219,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2013/14,2070/71,Leprosy5,1,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2013/14,2070/71,STD/STI5,1219,Mechi,Hill,Eastern
Parbat,Dhawalagiri,Hill,Western,2009/10,2066/67,Confirmed Meningitis,12,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2009/10,2066/67,HIV/AIDS,1458,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2009/10,2066/67,Leprosy,406,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2009/10,2066/67,STD/STI,1160,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2010/11,2067/68,Confirmed Meningitis 2,1,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2010/11,2067/68,HIV/AIDS2,5,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2010/11,2067/68,Leprosy2,3,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2010/11,2067/68,STD/STI2,37,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2011/12,2068/69,Confirmed Meningitis 3,0,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2011/12,2068/69,HIV/AIDS3,5,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2011/12,2068/69,Leprosy3,11,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2011/12,2068/69,STD/STI3,33,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2012/13,2069/70,Confirmed Meningitis 4,0,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2012/13,2069/70,HIV/AIDS4,0,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2012/13,2069/70,Leprosy4,6,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2012/13,2069/70,STD/STI4,62,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2013/14,2070/71,Confirmed Meningitis 5,0,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2013/14,2070/71,HIV/AIDS5,127,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2013/14,2070/71,Leprosy5,2,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2013/14,2070/71,STD/STI5,127,Dhawalagiri,Hill,Western
Parsa,Narayani,Terai,Central,2013/14,2070/71,HIV/AIDS,0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2013/14,2070/71,STD/STI,0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2010/11,2067/68,Confirmed Meningitis 2,0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2010/11,2067/68,HIV/AIDS2,0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2010/11,2067/68,Leprosy2,0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2010/11,2067/68,STD/STI2,0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2011/12,2068/69,Confirmed Meningitis 3,0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2011/12,2068/69,HIV/AIDS3,0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2011/12,2068/69,Leprosy3,0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2011/12,2068/69,STD/STI3,0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2012/13,2069/70,Confirmed Meningitis 4,0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2012/13,2069/70,HIV/AIDS4,0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2012/13,2069/70,Leprosy4,0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2012/13,2069/70,STD/STI4,0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2013/14,2070/71,Confirmed Meningitis 5,0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2013/14,2070/71,HIV/AIDS5,233,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2013/14,2070/71,Leprosy5,10,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2013/14,2070/71,STD/STI5,233,Narayani,Terai,Central
Pyuthan,Rapti,Hill,Mid-Western,2009/10,2066/67,Confirmed Meningitis,0,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2009/10,2066/67,HIV/AIDS,0,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2009/10,2066/67,Leprosy,1,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2009/10,2066/67,STD/STI,235,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2010/11,2067/68,Confirmed Meningitis 2,0,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2010/11,2067/68,HIV/AIDS2,17,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2010/11,2067/68,Leprosy2,2,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2010/11,2067/68,STD/STI2,198,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2011/12,2068/69,Confirmed Meningitis 3,10,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2011/12,2068/69,HIV/AIDS3,0,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2011/12,2068/69,Leprosy3,4,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2011/12,2068/69,STD/STI3,214,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2012/13,2069/70,Confirmed Meningitis 4,0,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2012/13,2069/70,HIV/AIDS4,0,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2012/13,2069/70,Leprosy4,2,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2012/13,2069/70,STD/STI4,148,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2013/14,2070/71,Confirmed Meningitis 5,7,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2013/14,2070/71,HIV/AIDS5,333,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2013/14,2070/71,Leprosy5,20,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2013/14,2070/71,STD/STI5,333,Rapti,Hill,Mid-Western
Ramechhap,Janakpur,Hill,Central,2009/10,2066/67,Confirmed Meningitis,3,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2009/10,2066/67,HIV/AIDS,0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2009/10,2066/67,Leprosy,3,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2009/10,2066/67,STD/STI,123,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2010/11,2067/68,Confirmed Meningitis 2,8,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2010/11,2067/68,HIV/AIDS2,1,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2010/11,2067/68,Leprosy2,2,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2010/11,2067/68,STD/STI2,91,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2011/12,2068/69,Confirmed Meningitis 3,4,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2011/12,2068/69,HIV/AIDS3,5,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2011/12,2068/69,Leprosy3,1,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2011/12,2068/69,STD/STI3,96,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2012/13,2069/70,Confirmed Meningitis 4,4,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2012/13,2069/70,HIV/AIDS4,3,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2012/13,2069/70,Leprosy4,1,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2012/13,2069/70,STD/STI4,210,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2013/14,2070/71,Confirmed Meningitis 5,4,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2013/14,2070/71,HIV/AIDS5,343,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2013/14,2070/71,Leprosy5,14,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2013/14,2070/71,STD/STI5,343,Janakpur,Hill,Central
Rasuwa,Bagmati,Mountain,Central,2009/10,2066/67,Confirmed Meningitis,0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2009/10,2066/67,HIV/AIDS,0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2009/10,2066/67,Leprosy,0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2009/10,2066/67,STD/STI,94,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2010/11,2067/68,Confirmed Meningitis 2,10,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2010/11,2067/68,HIV/AIDS2,0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2010/11,2067/68,Leprosy2,0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2010/11,2067/68,STD/STI2,151,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2011/12,2068/69,Confirmed Meningitis 3,0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2011/12,2068/69,HIV/AIDS3,0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2011/12,2068/69,Leprosy3,2,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2011/12,2068/69,STD/STI3,114,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2012/13,2069/70,Confirmed Meningitis 4,0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2012/13,2069/70,HIV/AIDS4,0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2012/13,2069/70,Leprosy4,0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2012/13,2069/70,STD/STI4,32,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2013/14,2070/71,Confirmed Meningitis 5,0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2013/14,2070/71,HIV/AIDS5,1636,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2013/14,2070/71,Leprosy5,11,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2013/14,2070/71,STD/STI5,1636,Bagmati,Mountain,Central
Rautahat,Narayani,Terai,Central,2009/10,2066/67,Confirmed Meningitis,103,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2009/10,2066/67,HIV/AIDS,23,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2009/10,2066/67,Leprosy,81,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2009/10,2066/67,STD/STI,979,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2010/11,2067/68,Confirmed Meningitis 2,42,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2010/11,2067/68,HIV/AIDS2,12,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2010/11,2067/68,Leprosy2,78,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2010/11,2067/68,STD/STI2,915,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2011/12,2068/69,Confirmed Meningitis 3,51,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2011/12,2068/69,HIV/AIDS3,13,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2011/12,2068/69,Leprosy3,97,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2011/12,2068/69,STD/STI3,1098,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2012/13,2069/70,Confirmed Meningitis 4,30,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2012/13,2069/70,HIV/AIDS4,20,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2012/13,2069/70,Leprosy4,127,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2012/13,2069/70,STD/STI4,1130,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2013/14,2070/71,Confirmed Meningitis 5,7,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2013/14,2070/71,HIV/AIDS5,1498,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2013/14,2070/71,Leprosy5,65,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2013/14,2070/71,STD/STI5,1498,Narayani,Terai,Central
Rolpa,Rapti,Hill,Mid-Western,2009/10,2066/67,Confirmed Meningitis,0,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2009/10,2066/67,HIV/AIDS,0,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2009/10,2066/67,Leprosy,4,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2009/10,2066/67,STD/STI,306,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2010/11,2067/68,Confirmed Meningitis 2,0,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2010/11,2067/68,HIV/AIDS2,0,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2010/11,2067/68,Leprosy2,6,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2010/11,2067/68,STD/STI2,389,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2011/12,2068/69,Confirmed Meningitis 3,0,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2011/12,2068/69,HIV/AIDS3,33,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2011/12,2068/69,Leprosy3,17,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2011/12,2068/69,STD/STI3,535,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2012/13,2069/70,Confirmed Meningitis 4,2,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2012/13,2069/70,HIV/AIDS4,0,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2012/13,2069/70,Leprosy4,6,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2012/13,2069/70,STD/STI4,317,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2013/14,2070/71,Confirmed Meningitis 5,1,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2013/14,2070/71,HIV/AIDS5,1850,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2013/14,2070/71,Leprosy5,65,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2013/14,2070/71,STD/STI5,1850,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2009/10,2066/67,Confirmed Meningitis,210,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2009/10,2066/67,HIV/AIDS,10,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2009/10,2066/67,Leprosy,29,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2009/10,2066/67,STD/STI,732,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2010/11,2067/68,Confirmed Meningitis 2,7,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2010/11,2067/68,HIV/AIDS2,3,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2010/11,2067/68,Leprosy2,9,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2010/11,2067/68,STD/STI2,635,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2011/12,2068/69,Confirmed Meningitis 3,0,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2011/12,2068/69,HIV/AIDS3,11,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2011/12,2068/69,Leprosy3,10,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2011/12,2068/69,STD/STI3,446,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2012/13,2069/70,Confirmed Meningitis 4,1,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2012/13,2069/70,HIV/AIDS4,6,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2012/13,2069/70,Leprosy4,11,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2012/13,2069/70,STD/STI4,426,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2013/14,2070/71,Confirmed Meningitis 5,1,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2013/14,2070/71,HIV/AIDS5,1483,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2013/14,2070/71,Leprosy5,14,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2013/14,2070/71,STD/STI5,1483,Rapti,Hill,Mid-Western
Rupandehi,Lumbini,Terai,Western,2009/10,2066/67,Confirmed Meningitis,0,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2009/10,2066/67,HIV/AIDS,0,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2009/10,2066/67,Leprosy,0,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2009/10,2066/67,STD/STI,0,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2010/11,2067/68,Confirmed Meningitis 2,0,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2010/11,2067/68,HIV/AIDS2,0,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2010/11,2067/68,Leprosy2,0,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2010/11,2067/68,STD/STI2,0,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2011/12,2068/69,Confirmed Meningitis 3,0,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2011/12,2068/69,HIV/AIDS3,0,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2011/12,2068/69,Leprosy3,0,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2011/12,2068/69,STD/STI3,0,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2012/13,2069/70,Confirmed Meningitis 4,0,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2012/13,2069/70,HIV/AIDS4,0,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2012/13,2069/70,Leprosy4,0,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2012/13,2069/70,STD/STI4,0,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2013/14,2070/71,Confirmed Meningitis 5,1,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2013/14,2070/71,HIV/AIDS5,562,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2013/14,2070/71,Leprosy5,2,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2013/14,2070/71,STD/STI5,562,Lumbini,Terai,Western
Salyan,Rapti,Hill,Mid-Western,2009/10,2066/67,Confirmed Meningitis,2,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2009/10,2066/67,HIV/AIDS,0,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2009/10,2066/67,Leprosy,3,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2009/10,2066/67,STD/STI,735,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2010/11,2067/68,Confirmed Meningitis 2,24,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2010/11,2067/68,HIV/AIDS2,253,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2010/11,2067/68,Leprosy2,19,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2010/11,2067/68,STD/STI2,804,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2011/12,2068/69,Confirmed Meningitis 3,0,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2011/12,2068/69,HIV/AIDS3,4,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2011/12,2068/69,Leprosy3,3,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2011/12,2068/69,STD/STI3,509,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2012/13,2069/70,Confirmed Meningitis 4,0,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2012/13,2069/70,HIV/AIDS4,0,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2012/13,2069/70,Leprosy4,6,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2012/13,2069/70,STD/STI4,531,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2013/14,2070/71,Confirmed Meningitis 5,0,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2013/14,2070/71,HIV/AIDS5,252,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2013/14,2070/71,Leprosy5,0,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2013/14,2070/71,STD/STI5,252,Rapti,Hill,Mid-Western
Sankhuwasabha,Kosi,Mountain,Eastern,2009/10,2066/67,Confirmed Meningitis,2,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2009/10,2066/67,HIV/AIDS,1,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2009/10,2066/67,Leprosy,2,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2009/10,2066/67,STD/STI,103,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2010/11,2067/68,Confirmed Meningitis 2,68,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2010/11,2067/68,HIV/AIDS2,113,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2010/11,2067/68,Leprosy2,44,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2010/11,2067/68,STD/STI2,482,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2011/12,2068/69,Confirmed Meningitis 3,2,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2011/12,2068/69,HIV/AIDS3,2,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2011/12,2068/69,Leprosy3,2,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2011/12,2068/69,STD/STI3,81,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2012/13,2069/70,Confirmed Meningitis 4,1,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2012/13,2069/70,HIV/AIDS4,0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2012/13,2069/70,Leprosy4,0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2012/13,2069/70,STD/STI4,92,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2013/14,2070/71,Confirmed Meningitis 5,0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2013/14,2070/71,HIV/AIDS5,5,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2013/14,2070/71,Leprosy5,1,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2013/14,2070/71,STD/STI5,5,Kosi,Mountain,Eastern
Saptari,Sagarmatha,Terai,Eastern,2009/10,2066/67,Confirmed Meningitis,16,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2009/10,2066/67,HIV/AIDS,0,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2009/10,2066/67,Leprosy,38,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2009/10,2066/67,STD/STI,863,Sagarmatha,Terai,Eastern
