District,Zone,Geographical Region,Development Region,Year BS,Year AD,Diseases,Value
Rautahat,Narayani,Terai,Central,2066/67,2009/10,Chicken pox,75
Rautahat,Narayani,Terai,Central,2066/67,2009/10,Hepatatis-B,12
Sarlahi,Janakpur,Terai,Central,2066/67,2009/10,Measles,17
Sarlahi,Janakpur,Terai,Central,2066/67,2009/10,Diptheria,0
Sarlahi,Janakpur,Terai,Central,2066/67,2009/10,Whooping cough,181
Sarlahi,Janakpur,Terai,Central,2066/67,2009/10,Neonatal Tetanus,18
Sarlahi,Janakpur,Terai,Central,2066/67,2009/10,Tetanus,10
Sarlahi,Janakpur,Terai,Central,2066/67,2009/10,Tuberculosis,363
Sarlahi,Janakpur,Terai,Central,2066/67,2009/10,Acute Flacid Paralysis,1
Sarlahi,Janakpur,Terai,Central,2066/67,2009/10,Rubella,11
Sarlahi,Janakpur,Terai,Central,2066/67,2009/10,Mumps,301
Sarlahi,Janakpur,Terai,Central,2066/67,2009/10,Chicken pox,303
Sarlahi,Janakpur,Terai,Central,2066/67,2009/10,Hepatatis-B,0
Sindhuli,Janakpur,Hill,Central,2066/67,2009/10,Measles,56
Sindhuli,Janakpur,Hill,Central,2066/67,2009/10,Diptheria,0
Sindhuli,Janakpur,Hill,Central,2066/67,2009/10,Whooping cough,94
Sindhuli,Janakpur,Hill,Central,2066/67,2009/10,Neonatal Tetanus,0
Sindhuli,Janakpur,Hill,Central,2066/67,2009/10,Tetanus,6
Sindhuli,Janakpur,Hill,Central,2066/67,2009/10,Tuberculosis,507
Sindhuli,Janakpur,Hill,Central,2066/67,2009/10,Acute Flacid Paralysis,7
Sindhuli,Janakpur,Hill,Central,2066/67,2009/10,Rubella,22
Sindhuli,Janakpur,Hill,Central,2066/67,2009/10,Mumps,414
Sindhuli,Janakpur,Hill,Central,2066/67,2009/10,Chicken pox,149
Sindhuli,Janakpur,Hill,Central,2066/67,2009/10,Hepatatis-B,1
Sindhupalchok,Bagmati,Mountain,Central,2066/67,2009/10,Measles,104
Sindhupalchok,Bagmati,Mountain,Central,2066/67,2009/10,Diptheria,0
Sindhupalchok,Bagmati,Mountain,Central,2066/67,2009/10,Whooping cough,14
Sindhupalchok,Bagmati,Mountain,Central,2066/67,2009/10,Neonatal Tetanus,0
Sindhupalchok,Bagmati,Mountain,Central,2066/67,2009/10,Tetanus,0
Sindhupalchok,Bagmati,Mountain,Central,2066/67,2009/10,Tuberculosis,119
Sindhupalchok,Bagmati,Mountain,Central,2066/67,2009/10,Acute Flacid Paralysis,1
Sindhupalchok,Bagmati,Mountain,Central,2066/67,2009/10,Rubella,8
Sindhupalchok,Bagmati,Mountain,Central,2066/67,2009/10,Mumps,867
Sindhupalchok,Bagmati,Mountain,Central,2066/67,2009/10,Chicken pox,450
Sindhupalchok,Bagmati,Mountain,Central,2066/67,2009/10,Hepatatis-B,3
Arghakhanchi,Lumbini,Hill,Western,2066/67,2009/10,Measles,20
Arghakhanchi,Lumbini,Hill,Western,2066/67,2009/10,Diptheria,0
Arghakhanchi,Lumbini,Hill,Western,2066/67,2009/10,Whooping cough,0
Arghakhanchi,Lumbini,Hill,Western,2066/67,2009/10,Neonatal Tetanus,0
Arghakhanchi,Lumbini,Hill,Western,2066/67,2009/10,Tetanus,0
Arghakhanchi,Lumbini,Hill,Western,2066/67,2009/10,Tuberculosis,49
Arghakhanchi,Lumbini,Hill,Western,2066/67,2009/10,Acute Flacid Paralysis,0
Arghakhanchi,Lumbini,Hill,Western,2066/67,2009/10,Rubella,5
Arghakhanchi,Lumbini,Hill,Western,2066/67,2009/10,Mumps,195
Arghakhanchi,Lumbini,Hill,Western,2066/67,2009/10,Chicken pox,214
Arghakhanchi,Lumbini,Hill,Western,2066/67,2009/10,Hepatatis-B,68
Baglung,Dhawalagiri,Hill,Western,2066/67,2009/10,Measles,9
Baglung,Dhawalagiri,Hill,Western,2066/67,2009/10,Diptheria,0
Baglung,Dhawalagiri,Hill,Western,2066/67,2009/10,Whooping cough,0
Baglung,Dhawalagiri,Hill,Western,2066/67,2009/10,Neonatal Tetanus,0
Baglung,Dhawalagiri,Hill,Western,2066/67,2009/10,Tetanus,0
Baglung,Dhawalagiri,Hill,Western,2066/67,2009/10,Tuberculosis,92
Baglung,Dhawalagiri,Hill,Western,2066/67,2009/10,Acute Flacid Paralysis,2
Baglung,Dhawalagiri,Hill,Western,2066/67,2009/10,Rubella,11
Baglung,Dhawalagiri,Hill,Western,2066/67,2009/10,Mumps,299
Baglung,Dhawalagiri,Hill,Western,2066/67,2009/10,Chicken pox,316
Baglung,Dhawalagiri,Hill,Western,2066/67,2009/10,Hepatatis-B,10
Gorkha,Gandaki,Hill,Western,2066/67,2009/10,Measles,65
Gorkha,Gandaki,Hill,Western,2066/67,2009/10,Diptheria,0
Gorkha,Gandaki,Hill,Western,2066/67,2009/10,Whooping cough,0
Gorkha,Gandaki,Hill,Western,2066/67,2009/10,Neonatal Tetanus,0
Gorkha,Gandaki,Hill,Western,2066/67,2009/10,Tetanus,0
Gorkha,Gandaki,Hill,Western,2066/67,2009/10,Tuberculosis,377
Gorkha,Gandaki,Hill,Western,2066/67,2009/10,Acute Flacid Paralysis,1
Gorkha,Gandaki,Hill,Western,2066/67,2009/10,Rubella,32
Gorkha,Gandaki,Hill,Western,2066/67,2009/10,Mumps,586
Gorkha,Gandaki,Hill,Western,2066/67,2009/10,Chicken pox,300
Gorkha,Gandaki,Hill,Western,2066/67,2009/10,Hepatatis-B,11
Gulmi,Lumbini,Hill,Western,2066/67,2009/10,Measles,8
Gulmi,Lumbini,Hill,Western,2066/67,2009/10,Diptheria,0
Gulmi,Lumbini,Hill,Western,2066/67,2009/10,Whooping cough,0
Gulmi,Lumbini,Hill,Western,2066/67,2009/10,Neonatal Tetanus,0
Gulmi,Lumbini,Hill,Western,2066/67,2009/10,Tetanus,0
Gulmi,Lumbini,Hill,Western,2066/67,2009/10,Tuberculosis,134
Gulmi,Lumbini,Hill,Western,2066/67,2009/10,Acute Flacid Paralysis,3
Gulmi,Lumbini,Hill,Western,2066/67,2009/10,Rubella,28
Gulmi,Lumbini,Hill,Western,2066/67,2009/10,Mumps,748
Gulmi,Lumbini,Hill,Western,2066/67,2009/10,Chicken pox,376
Gulmi,Lumbini,Hill,Western,2066/67,2009/10,Hepatatis-B,5
Kapilbastu,Lumbini,Terai,Western,2066/67,2009/10,Measles,15
Kapilbastu,Lumbini,Terai,Western,2066/67,2009/10,Diptheria,0
Kapilbastu,Lumbini,Terai,Western,2066/67,2009/10,Whooping cough,35
Kapilbastu,Lumbini,Terai,Western,2066/67,2009/10,Neonatal Tetanus,0
Kapilbastu,Lumbini,Terai,Western,2066/67,2009/10,Tetanus,0
Kapilbastu,Lumbini,Terai,Western,2066/67,2009/10,Tuberculosis,216
Kapilbastu,Lumbini,Terai,Western,2066/67,2009/10,Acute Flacid Paralysis,0
Kapilbastu,Lumbini,Terai,Western,2066/67,2009/10,Rubella,0
Kapilbastu,Lumbini,Terai,Western,2066/67,2009/10,Mumps,186
Kapilbastu,Lumbini,Terai,Western,2066/67,2009/10,Chicken pox,127
Kapilbastu,Lumbini,Terai,Western,2066/67,2009/10,Hepatatis-B,0
Kaski,Gandaki,Hill,Western,2066/67,2009/10,Measles,43
Kaski,Gandaki,Hill,Western,2066/67,2009/10,Diptheria,4
Kaski,Gandaki,Hill,Western,2066/67,2009/10,Whooping cough,7
Kaski,Gandaki,Hill,Western,2066/67,2009/10,Neonatal Tetanus,0
Kaski,Gandaki,Hill,Western,2066/67,2009/10,Tetanus,0
Kaski,Gandaki,Hill,Western,2066/67,2009/10,Tuberculosis,71
Kaski,Gandaki,Hill,Western,2066/67,2009/10,Acute Flacid Paralysis,2
Kaski,Gandaki,Hill,Western,2066/67,2009/10,Rubella,23
Kaski,Gandaki,Hill,Western,2066/67,2009/10,Mumps,253
Kaski,Gandaki,Hill,Western,2066/67,2009/10,Chicken pox,462
Kaski,Gandaki,Hill,Western,2066/67,2009/10,Hepatatis-B,19
Lamjung,Gandaki,Hill,Western,2066/67,2009/10,Measles,13
Lamjung,Gandaki,Hill,Western,2066/67,2009/10,Diptheria,0
Lamjung,Gandaki,Hill,Western,2066/67,2009/10,Whooping cough,2
Lamjung,Gandaki,Hill,Western,2066/67,2009/10,Neonatal Tetanus,0
Lamjung,Gandaki,Hill,Western,2066/67,2009/10,Tetanus,0
Lamjung,Gandaki,Hill,Western,2066/67,2009/10,Tuberculosis,14
Lamjung,Gandaki,Hill,Western,2066/67,2009/10,Acute Flacid Paralysis,0
Lamjung,Gandaki,Hill,Western,2066/67,2009/10,Rubella,8
Lamjung,Gandaki,Hill,Western,2066/67,2009/10,Mumps,161
Lamjung,Gandaki,Hill,Western,2066/67,2009/10,Chicken pox,148
Lamjung,Gandaki,Hill,Western,2066/67,2009/10,Hepatatis-B,0
Manang,Gandaki,Mountain,Western,2066/67,2009/10,Measles,0
Manang,Gandaki,Mountain,Western,2066/67,2009/10,Diptheria,0
Manang,Gandaki,Mountain,Western,2066/67,2009/10,Whooping cough,0
Manang,Gandaki,Mountain,Western,2066/67,2009/10,Neonatal Tetanus,0
Manang,Gandaki,Mountain,Western,2066/67,2009/10,Tetanus,0
Manang,Gandaki,Mountain,Western,2066/67,2009/10,Tuberculosis,0
Manang,Gandaki,Mountain,Western,2066/67,2009/10,Acute Flacid Paralysis,0
Manang,Gandaki,Mountain,Western,2066/67,2009/10,Rubella,0
Manang,Gandaki,Mountain,Western,2066/67,2009/10,Mumps,0
Manang,Gandaki,Mountain,Western,2066/67,2009/10,Chicken pox,0
Manang,Gandaki,Mountain,Western,2066/67,2009/10,Hepatatis-B,0
Mustang,Dhawalagiri,Mountain,Western,2066/67,2009/10,Measles,2
Mustang,Dhawalagiri,Mountain,Western,2066/67,2009/10,Diptheria,0
Mustang,Dhawalagiri,Mountain,Western,2066/67,2009/10,Whooping cough,0
Mustang,Dhawalagiri,Mountain,Western,2066/67,2009/10,Neonatal Tetanus,0
Mustang,Dhawalagiri,Mountain,Western,2066/67,2009/10,Tetanus,0
Mustang,Dhawalagiri,Mountain,Western,2066/67,2009/10,Tuberculosis,0
Mustang,Dhawalagiri,Mountain,Western,2066/67,2009/10,Acute Flacid Paralysis,2
Mustang,Dhawalagiri,Mountain,Western,2066/67,2009/10,Rubella,16
Mustang,Dhawalagiri,Mountain,Western,2066/67,2009/10,Mumps,79
Mustang,Dhawalagiri,Mountain,Western,2066/67,2009/10,Chicken pox,17
Mustang,Dhawalagiri,Mountain,Western,2066/67,2009/10,Hepatatis-B,0
Myagdi,Dhawalagiri,Hill,Western,2066/67,2009/10,Measles,4
Myagdi,Dhawalagiri,Hill,Western,2066/67,2009/10,Diptheria,0
Myagdi,Dhawalagiri,Hill,Western,2066/67,2009/10,Whooping cough,58
Myagdi,Dhawalagiri,Hill,Western,2066/67,2009/10,Neonatal Tetanus,0
Myagdi,Dhawalagiri,Hill,Western,2066/67,2009/10,Tetanus,1
Myagdi,Dhawalagiri,Hill,Western,2066/67,2009/10,Tuberculosis,33
Myagdi,Dhawalagiri,Hill,Western,2066/67,2009/10,Acute Flacid Paralysis,1
Myagdi,Dhawalagiri,Hill,Western,2066/67,2009/10,Rubella,4
Myagdi,Dhawalagiri,Hill,Western,2066/67,2009/10,Mumps,363
Myagdi,Dhawalagiri,Hill,Western,2066/67,2009/10,Chicken pox,182
Myagdi,Dhawalagiri,Hill,Western,2066/67,2009/10,Hepatatis-B,4
Nawalparasi,Lumbini,Terai,Western,2066/67,2009/10,Measles,43
Nawalparasi,Lumbini,Terai,Western,2066/67,2009/10,Diptheria,0
Nawalparasi,Lumbini,Terai,Western,2066/67,2009/10,Whooping cough,23
Nawalparasi,Lumbini,Terai,Western,2066/67,2009/10,Neonatal Tetanus,0
Nawalparasi,Lumbini,Terai,Western,2066/67,2009/10,Tetanus,4
Nawalparasi,Lumbini,Terai,Western,2066/67,2009/10,Tuberculosis,1110
Nawalparasi,Lumbini,Terai,Western,2066/67,2009/10,Acute Flacid Paralysis,8
Nawalparasi,Lumbini,Terai,Western,2066/67,2009/10,Rubella,6
Nawalparasi,Lumbini,Terai,Western,2066/67,2009/10,Mumps,490
Nawalparasi,Lumbini,Terai,Western,2066/67,2009/10,Chicken pox,380
Nawalparasi,Lumbini,Terai,Western,2066/67,2009/10,Hepatatis-B,3
Palpa,Lumbini,Hill,Western,2066/67,2009/10,Measles,28
Palpa,Lumbini,Hill,Western,2066/67,2009/10,Diptheria,0
Palpa,Lumbini,Hill,Western,2066/67,2009/10,Whooping cough,2
Palpa,Lumbini,Hill,Western,2066/67,2009/10,Neonatal Tetanus,1
Palpa,Lumbini,Hill,Western,2066/67,2009/10,Tetanus,37
Palpa,Lumbini,Hill,Western,2066/67,2009/10,Tuberculosis,1238
Palpa,Lumbini,Hill,Western,2066/67,2009/10,Acute Flacid Paralysis,10
Palpa,Lumbini,Hill,Western,2066/67,2009/10,Rubella,14
Palpa,Lumbini,Hill,Western,2066/67,2009/10,Mumps,282
Palpa,Lumbini,Hill,Western,2066/67,2009/10,Chicken pox,215
Palpa,Lumbini,Hill,Western,2066/67,2009/10,Hepatatis-B,26
Parbat,Dhawalagiri,Hill,Western,2066/67,2009/10,Measles,8
Parbat,Dhawalagiri,Hill,Western,2066/67,2009/10,Diptheria,0
Parbat,Dhawalagiri,Hill,Western,2066/67,2009/10,Whooping cough,7
Parbat,Dhawalagiri,Hill,Western,2066/67,2009/10,Neonatal Tetanus,0
Parbat,Dhawalagiri,Hill,Western,2066/67,2009/10,Tetanus,0
Parbat,Dhawalagiri,Hill,Western,2066/67,2009/10,Tuberculosis,46
Parbat,Dhawalagiri,Hill,Western,2066/67,2009/10,Acute Flacid Paralysis,1
Parbat,Dhawalagiri,Hill,Western,2066/67,2009/10,Rubella,1
Parbat,Dhawalagiri,Hill,Western,2066/67,2009/10,Mumps,470
Parbat,Dhawalagiri,Hill,Western,2066/67,2009/10,Chicken pox,484
Parbat,Dhawalagiri,Hill,Western,2066/67,2009/10,Hepatatis-B,0
Rupandehi,Lumbini,Terai,Western,2066/67,2009/10,Measles,0
Rupandehi,Lumbini,Terai,Western,2066/67,2009/10,Diptheria,0
Rupandehi,Lumbini,Terai,Western,2066/67,2009/10,Whooping cough,0
Rupandehi,Lumbini,Terai,Western,2066/67,2009/10,Neonatal Tetanus,0
Rupandehi,Lumbini,Terai,Western,2066/67,2009/10,Tetanus,0
Rupandehi,Lumbini,Terai,Western,2066/67,2009/10,Tuberculosis,0
Rupandehi,Lumbini,Terai,Western,2066/67,2009/10,Acute Flacid Paralysis,0
Rupandehi,Lumbini,Terai,Western,2066/67,2009/10,Rubella,0
Rupandehi,Lumbini,Terai,Western,2066/67,2009/10,Mumps,0
Rupandehi,Lumbini,Terai,Western,2066/67,2009/10,Chicken pox,0
Rupandehi,Lumbini,Terai,Western,2066/67,2009/10,Hepatatis-B,0
Syangja,Gandaki,Hill,Western,2066/67,2009/10,Measles,25
Syangja,Gandaki,Hill,Western,2066/67,2009/10,Diptheria,0
Syangja,Gandaki,Hill,Western,2066/67,2009/10,Whooping cough,7
Syangja,Gandaki,Hill,Western,2066/67,2009/10,Neonatal Tetanus,2
Syangja,Gandaki,Hill,Western,2066/67,2009/10,Tetanus,7
Syangja,Gandaki,Hill,Western,2066/67,2009/10,Tuberculosis,252
Syangja,Gandaki,Hill,Western,2066/67,2009/10,Acute Flacid Paralysis,5
Syangja,Gandaki,Hill,Western,2066/67,2009/10,Rubella,24
Syangja,Gandaki,Hill,Western,2066/67,2009/10,Mumps,549
Syangja,Gandaki,Hill,Western,2066/67,2009/10,Chicken pox,635
Syangja,Gandaki,Hill,Western,2066/67,2009/10,Hepatatis-B,43
Tanahu,Gandaki,Hill,Western,2066/67,2009/10,Measles,52
Tanahu,Gandaki,Hill,Western,2066/67,2009/10,Diptheria,0
Tanahu,Gandaki,Hill,Western,2066/67,2009/10,Whooping cough,1
Tanahu,Gandaki,Hill,Western,2066/67,2009/10,Neonatal Tetanus,12
Tanahu,Gandaki,Hill,Western,2066/67,2009/10,Tetanus,21
Tanahu,Gandaki,Hill,Western,2066/67,2009/10,Tuberculosis,396
Tanahu,Gandaki,Hill,Western,2066/67,2009/10,Acute Flacid Paralysis,3
Tanahu,Gandaki,Hill,Western,2066/67,2009/10,Rubella,13
Tanahu,Gandaki,Hill,Western,2066/67,2009/10,Mumps,425
Tanahu,Gandaki,Hill,Western,2066/67,2009/10,Chicken pox,258
Tanahu,Gandaki,Hill,Western,2066/67,2009/10,Hepatatis-B,1
Banke,Bheri,Terai,Mid-Western,2066/67,2009/10,Measles,7
Banke,Bheri,Terai,Mid-Western,2066/67,2009/10,Diptheria,2
Banke,Bheri,Terai,Mid-Western,2066/67,2009/10,Whooping cough,0
Banke,Bheri,Terai,Mid-Western,2066/67,2009/10,Neonatal Tetanus,0
Banke,Bheri,Terai,Mid-Western,2066/67,2009/10,Tetanus,2
Banke,Bheri,Terai,Mid-Western,2066/67,2009/10,Tuberculosis,136
Banke,Bheri,Terai,Mid-Western,2066/67,2009/10,Acute Flacid Paralysis,0
Banke,Bheri,Terai,Mid-Western,2066/67,2009/10,Rubella,4
Banke,Bheri,Terai,Mid-Western,2066/67,2009/10,Mumps,148
Banke,Bheri,Terai,Mid-Western,2066/67,2009/10,Chicken pox,91
Banke,Bheri,Terai,Mid-Western,2066/67,2009/10,Hepatatis-B,2
Bardiya,Bheri,Terai,Mid-Western,2066/67,2009/10,Measles,21
Bardiya,Bheri,Terai,Mid-Western,2066/67,2009/10,Diptheria,0
Bardiya,Bheri,Terai,Mid-Western,2066/67,2009/10,Whooping cough,1
Bardiya,Bheri,Terai,Mid-Western,2066/67,2009/10,Neonatal Tetanus,0
Bardiya,Bheri,Terai,Mid-Western,2066/67,2009/10,Tetanus,0
Bardiya,Bheri,Terai,Mid-Western,2066/67,2009/10,Tuberculosis,557
Bardiya,Bheri,Terai,Mid-Western,2066/67,2009/10,Acute Flacid Paralysis,1
Bardiya,Bheri,Terai,Mid-Western,2066/67,2009/10,Rubella,8
Bardiya,Bheri,Terai,Mid-Western,2066/67,2009/10,Mumps,729
Bardiya,Bheri,Terai,Mid-Western,2066/67,2009/10,Chicken pox,358
Bardiya,Bheri,Terai,Mid-Western,2066/67,2009/10,Hepatatis-B,0
Dailekh,Bheri,Hill,Mid-Western,2066/67,2009/10,Measles,0
Dailekh,Bheri,Hill,Mid-Western,2066/67,2009/10,Diptheria,0
Dailekh,Bheri,Hill,Mid-Western,2066/67,2009/10,Whooping cough,3
Dailekh,Bheri,Hill,Mid-Western,2066/67,2009/10,Neonatal Tetanus,0
Dailekh,Bheri,Hill,Mid-Western,2066/67,2009/10,Tetanus,0
Dailekh,Bheri,Hill,Mid-Western,2066/67,2009/10,Tuberculosis,38
Dailekh,Bheri,Hill,Mid-Western,2066/67,2009/10,Acute Flacid Paralysis,0
Dailekh,Bheri,Hill,Mid-Western,2066/67,2009/10,Rubella,1
Dailekh,Bheri,Hill,Mid-Western,2066/67,2009/10,Mumps,368
Dailekh,Bheri,Hill,Mid-Western,2066/67,2009/10,Chicken pox,206
Dailekh,Bheri,Hill,Mid-Western,2066/67,2009/10,Hepatatis-B,0
Dang,Rapti,Terai,Mid-Western,2066/67,2009/10,Measles,32
Dang,Rapti,Terai,Mid-Western,2066/67,2009/10,Diptheria,0
Dang,Rapti,Terai,Mid-Western,2066/67,2009/10,Whooping cough,21
Dang,Rapti,Terai,Mid-Western,2066/67,2009/10,Neonatal Tetanus,1
Dang,Rapti,Terai,Mid-Western,2066/67,2009/10,Tetanus,0
Dang,Rapti,Terai,Mid-Western,2066/67,2009/10,Tuberculosis,529
Dang,Rapti,Terai,Mid-Western,2066/67,2009/10,Acute Flacid Paralysis,1
Dang,Rapti,Terai,Mid-Western,2066/67,2009/10,Rubella,1
Dang,Rapti,Terai,Mid-Western,2066/67,2009/10,Mumps,970
Dang,Rapti,Terai,Mid-Western,2066/67,2009/10,Chicken pox,254
Dang,Rapti,Terai,Mid-Western,2066/67,2009/10,Hepatatis-B,2
Dolpa,Karnali,Mountain,Mid-Western,2066/67,2009/10,Measles,3
Dolpa,Karnali,Mountain,Mid-Western,2066/67,2009/10,Diptheria,0
Dolpa,Karnali,Mountain,Mid-Western,2066/67,2009/10,Whooping cough,0
Dolpa,Karnali,Mountain,Mid-Western,2066/67,2009/10,Neonatal Tetanus,0
Dolpa,Karnali,Mountain,Mid-Western,2066/67,2009/10,Tetanus,0
Dolpa,Karnali,Mountain,Mid-Western,2066/67,2009/10,Tuberculosis,0
Dolpa,Karnali,Mountain,Mid-Western,2066/67,2009/10,Acute Flacid Paralysis,0
Dolpa,Karnali,Mountain,Mid-Western,2066/67,2009/10,Rubella,0
Dolpa,Karnali,Mountain,Mid-Western,2066/67,2009/10,Mumps,24
Dolpa,Karnali,Mountain,Mid-Western,2066/67,2009/10,Chicken pox,26
Dolpa,Karnali,Mountain,Mid-Western,2066/67,2009/10,Hepatatis-B,15
Humla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Measles,0
Humla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Diptheria,0
Humla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Whooping cough,15
Humla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Neonatal Tetanus,0
Humla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Tetanus,0
Humla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Tuberculosis,1
Humla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Acute Flacid Paralysis,0
Humla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Rubella,5
Humla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Mumps,77
Humla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Chicken pox,20
Humla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Hepatatis-B,0
Jajarkot,Bheri,Hill,Mid-Western,2066/67,2009/10,Measles,2
Jajarkot,Bheri,Hill,Mid-Western,2066/67,2009/10,Diptheria,0
Jajarkot,Bheri,Hill,Mid-Western,2066/67,2009/10,Whooping cough,64
Jajarkot,Bheri,Hill,Mid-Western,2066/67,2009/10,Neonatal Tetanus,0
Jajarkot,Bheri,Hill,Mid-Western,2066/67,2009/10,Tetanus,0
Jajarkot,Bheri,Hill,Mid-Western,2066/67,2009/10,Tuberculosis,0
Jajarkot,Bheri,Hill,Mid-Western,2066/67,2009/10,Acute Flacid Paralysis,0
Jajarkot,Bheri,Hill,Mid-Western,2066/67,2009/10,Rubella,7
Jajarkot,Bheri,Hill,Mid-Western,2066/67,2009/10,Mumps,349
Jajarkot,Bheri,Hill,Mid-Western,2066/67,2009/10,Chicken pox,195
Jajarkot,Bheri,Hill,Mid-Western,2066/67,2009/10,Hepatatis-B,0
Jumla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Measles,0
Jumla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Diptheria,0
Jumla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Whooping cough,4
Jumla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Neonatal Tetanus,0
Jumla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Tetanus,0
Jumla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Tuberculosis,1
Jumla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Acute Flacid Paralysis,1
Jumla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Rubella,0
Jumla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Mumps,96
Jumla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Chicken pox,110
Jumla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Hepatatis-B,0
Kalikot,Karnali,Mountain,Mid-Western,2066/67,2009/10,Measles,0
Kalikot,Karnali,Mountain,Mid-Western,2066/67,2009/10,Diptheria,0
Kalikot,Karnali,Mountain,Mid-Western,2066/67,2009/10,Whooping cough,0
Kalikot,Karnali,Mountain,Mid-Western,2066/67,2009/10,Neonatal Tetanus,0
Kalikot,Karnali,Mountain,Mid-Western,2066/67,2009/10,Tetanus,1
Kalikot,Karnali,Mountain,Mid-Western,2066/67,2009/10,Tuberculosis,0
Kalikot,Karnali,Mountain,Mid-Western,2066/67,2009/10,Acute Flacid Paralysis,0
Kalikot,Karnali,Mountain,Mid-Western,2066/67,2009/10,Rubella,2
Kalikot,Karnali,Mountain,Mid-Western,2066/67,2009/10,Mumps,40
Kalikot,Karnali,Mountain,Mid-Western,2066/67,2009/10,Chicken pox,37
Kalikot,Karnali,Mountain,Mid-Western,2066/67,2009/10,Hepatatis-B,6
Mugu,Karnali,Mountain,Mid-Western,2066/67,2009/10,Measles,0
Mugu,Karnali,Mountain,Mid-Western,2066/67,2009/10,Diptheria,0
Mugu,Karnali,Mountain,Mid-Western,2066/67,2009/10,Whooping cough,0
Mugu,Karnali,Mountain,Mid-Western,2066/67,2009/10,Neonatal Tetanus,0
Mugu,Karnali,Mountain,Mid-Western,2066/67,2009/10,Tetanus,0
Mugu,Karnali,Mountain,Mid-Western,2066/67,2009/10,Tuberculosis,0
Mugu,Karnali,Mountain,Mid-Western,2066/67,2009/10,Acute Flacid Paralysis,0
Mugu,Karnali,Mountain,Mid-Western,2066/67,2009/10,Rubella,0
Mugu,Karnali,Mountain,Mid-Western,2066/67,2009/10,Mumps,13
Mugu,Karnali,Mountain,Mid-Western,2066/67,2009/10,Chicken pox,0
Mugu,Karnali,Mountain,Mid-Western,2066/67,2009/10,Hepatatis-B,0
Pyuthan,Rapti,Hill,Mid-Western,2066/67,2009/10,Measles,19
Pyuthan,Rapti,Hill,Mid-Western,2066/67,2009/10,Diptheria,0
Pyuthan,Rapti,Hill,Mid-Western,2066/67,2009/10,Whooping cough,3
Pyuthan,Rapti,Hill,Mid-Western,2066/67,2009/10,Neonatal Tetanus,0
Pyuthan,Rapti,Hill,Mid-Western,2066/67,2009/10,Tetanus,0
Pyuthan,Rapti,Hill,Mid-Western,2066/67,2009/10,Tuberculosis,218
Pyuthan,Rapti,Hill,Mid-Western,2066/67,2009/10,Acute Flacid Paralysis,5
Pyuthan,Rapti,Hill,Mid-Western,2066/67,2009/10,Rubella,3
Pyuthan,Rapti,Hill,Mid-Western,2066/67,2009/10,Mumps,294
Pyuthan,Rapti,Hill,Mid-Western,2066/67,2009/10,Chicken pox,142
Pyuthan,Rapti,Hill,Mid-Western,2066/67,2009/10,Hepatatis-B,1
Rolpa,Rapti,Hill,Mid-Western,2066/67,2009/10,Measles,31
Rolpa,Rapti,Hill,Mid-Western,2066/67,2009/10,Diptheria,0
Rolpa,Rapti,Hill,Mid-Western,2066/67,2009/10,Whooping cough,4
Rolpa,Rapti,Hill,Mid-Western,2066/67,2009/10,Neonatal Tetanus,0
Rolpa,Rapti,Hill,Mid-Western,2066/67,2009/10,Tetanus,7
Rolpa,Rapti,Hill,Mid-Western,2066/67,2009/10,Tuberculosis,127
Rolpa,Rapti,Hill,Mid-Western,2066/67,2009/10,Acute Flacid Paralysis,0
Rolpa,Rapti,Hill,Mid-Western,2066/67,2009/10,Rubella,28
Rolpa,Rapti,Hill,Mid-Western,2066/67,2009/10,Mumps,461
Rolpa,Rapti,Hill,Mid-Western,2066/67,2009/10,Chicken pox,308
Rolpa,Rapti,Hill,Mid-Western,2066/67,2009/10,Hepatatis-B,15
Rukum,Rapti,Hill,Mid-Western,2066/67,2009/10,Measles,8
Rukum,Rapti,Hill,Mid-Western,2066/67,2009/10,Diptheria,0
Rukum,Rapti,Hill,Mid-Western,2066/67,2009/10,Whooping cough,12
Rukum,Rapti,Hill,Mid-Western,2066/67,2009/10,Neonatal Tetanus,0
Rukum,Rapti,Hill,Mid-Western,2066/67,2009/10,Tetanus,3
