District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Sub- Indicator,Value
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/2012,Japnese Encephalitis,,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/2012,TT Pregnant Women,TT 1,3164
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/2012,TT Pregnant Women,TT 2,2968
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/2012,TT Pregnant Women,TT 2+,969
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/2012,TT Total,TT 2+,7101
Jhapa,Mechi,Terai,Eastern,2068/69,2011/2012,BCG,,19645
Jhapa,Mechi,Terai,Eastern,2068/69,2011/2012,DPT-Hep B-Hib1,,22024
Jhapa,Mechi,Terai,Eastern,2068/69,2011/2012,DPT-Hep B-Hib2,,21290
Jhapa,Mechi,Terai,Eastern,2068/69,2011/2012,DPT-Hep B-Hib3,,21474
Jhapa,Mechi,Terai,Eastern,2068/69,2011/2012,Polio 1,,22033
Jhapa,Mechi,Terai,Eastern,2068/69,2011/2012,Polio 2,,21301
Jhapa,Mechi,Terai,Eastern,2068/69,2011/2012,Polio 3,,21477
Jhapa,Mechi,Terai,Eastern,2068/69,2011/2012,Measles 9-11 months,,21785
Jhapa,Mechi,Terai,Eastern,2068/69,2011/2012,Measles 12-23 months,,217
Jhapa,Mechi,Terai,Eastern,2068/69,2011/2012,Japnese Encephalitis,,14336
Jhapa,Mechi,Terai,Eastern,2068/69,2011/2012,TT Pregnant Women,TT 1,12246
Jhapa,Mechi,Terai,Eastern,2068/69,2011/2012,TT Pregnant Women,TT 2,13748
Jhapa,Mechi,Terai,Eastern,2068/69,2011/2012,TT Pregnant Women,TT 2+,6076
Jhapa,Mechi,Terai,Eastern,2068/69,2011/2012,TT Total,TT 2+,32070
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,BCG,,3175
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,DPT-Hep B-Hib1,,3171
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,DPT-Hep B-Hib2,,3073
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,DPT-Hep B-Hib3,,3153
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Polio 1,,3142
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Polio 2,,3068
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Polio 3,,3140
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Measles 9-11 months,,2766
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Measles 12-23 months,,134
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Japnese Encephalitis,,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,TT Pregnant Women,TT 1,1693
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,TT Pregnant Women,TT 2,1374
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,TT Pregnant Women,TT 2+,1688
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,TT Total,TT 2+,4755
Kailali,Seti,Terai,Far-Western,2068/69,2011/2012,BCG,,16092
Kailali,Seti,Terai,Far-Western,2068/69,2011/2012,DPT-Hep B-Hib1,,15585
Kailali,Seti,Terai,Far-Western,2068/69,2011/2012,DPT-Hep B-Hib2,,15444
Kailali,Seti,Terai,Far-Western,2068/69,2011/2012,DPT-Hep B-Hib3,,15236
Kailali,Seti,Terai,Far-Western,2068/69,2011/2012,Polio 1,,15588
Kailali,Seti,Terai,Far-Western,2068/69,2011/2012,Polio 2,,15444
Kailali,Seti,Terai,Far-Western,2068/69,2011/2012,Polio 3,,15236
Kailali,Seti,Terai,Far-Western,2068/69,2011/2012,Measles 9-11 months,,15021
Kailali,Seti,Terai,Far-Western,2068/69,2011/2012,Measles 12-23 months,,153
Kailali,Seti,Terai,Far-Western,2068/69,2011/2012,Japnese Encephalitis,,11607
Kailali,Seti,Terai,Far-Western,2068/69,2011/2012,TT Pregnant Women,TT 1,6838
Kailali,Seti,Terai,Far-Western,2068/69,2011/2012,TT Pregnant Women,TT 2,5859
Kailali,Seti,Terai,Far-Western,2068/69,2011/2012,TT Pregnant Women,TT 2+,6219
Kailali,Seti,Terai,Far-Western,2068/69,2011/2012,TT Total,TT 2+,18916
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/2012,BCG,,4127
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/2012,DPT-Hep B-Hib1,,4086
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/2012,DPT-Hep B-Hib2,,3774
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/2012,DPT-Hep B-Hib3,,3679
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Polio 1,,4028
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Polio 2,,3755
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Polio 3,,3610
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Measles 9-11 months,,3466
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Measles 12-23 months,,347
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Japnese Encephalitis,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/2012,TT Pregnant Women,TT 1,2938
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/2012,TT Pregnant Women,TT 2,1957
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/2012,TT Pregnant Women,TT 2+,191
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/2012,TT Total,TT 2+,5086
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/2012,BCG,,9936
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/2012,DPT-Hep B-Hib1,,9802
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/2012,DPT-Hep B-Hib2,,9748
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/2012,DPT-Hep B-Hib3,,9540
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/2012,Polio 1,,9800
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/2012,Polio 2,,9754
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/2012,Polio 3,,9549
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/2012,Measles 9-11 months,,9086
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/2012,Measles 12-23 months,,218
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/2012,Japnese Encephalitis,,7516
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/2012,TT Pregnant Women,TT 1,4274
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/2012,TT Pregnant Women,TT 2,3297
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/2012,TT Pregnant Women,TT 2+,3946
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/2012,TT Total,TT 2+,11517
Kaski,Gandaki,Hill,Western,2068/69,2011/2012,BCG,,12962
Kaski,Gandaki,Hill,Western,2068/69,2011/2012,DPT-Hep B-Hib1,,9145
Kaski,Gandaki,Hill,Western,2068/69,2011/2012,DPT-Hep B-Hib2,,9280
Kaski,Gandaki,Hill,Western,2068/69,2011/2012,DPT-Hep B-Hib3,,9691
Kaski,Gandaki,Hill,Western,2068/69,2011/2012,Polio 1,,9145
Kaski,Gandaki,Hill,Western,2068/69,2011/2012,Polio 2,,9280
Kaski,Gandaki,Hill,Western,2068/69,2011/2012,Polio 3,,9691
Kaski,Gandaki,Hill,Western,2068/69,2011/2012,Measles 9-11 months,,9580
Kaski,Gandaki,Hill,Western,2068/69,2011/2012,Measles 12-23 months,,145
Kaski,Gandaki,Hill,Western,2068/69,2011/2012,Japnese Encephalitis,,3558
Kaski,Gandaki,Hill,Western,2068/69,2011/2012,TT Pregnant Women,TT 1,2818
Kaski,Gandaki,Hill,Western,2068/69,2011/2012,TT Pregnant Women,TT 2,5002
Kaski,Gandaki,Hill,Western,2068/69,2011/2012,TT Pregnant Women,TT 2+,5487
Kaski,Gandaki,Hill,Western,2068/69,2011/2012,TT Total,TT 2+,13307
Kathmandu,Bagmati,Hill,Central,2068/69,2011/2012,BCG,,41140
Kathmandu,Bagmati,Hill,Central,2068/69,2011/2012,DPT-Hep B-Hib1,,28832
Kathmandu,Bagmati,Hill,Central,2068/69,2011/2012,DPT-Hep B-Hib2,,28974
Kathmandu,Bagmati,Hill,Central,2068/69,2011/2012,DPT-Hep B-Hib3,,29787
Kathmandu,Bagmati,Hill,Central,2068/69,2011/2012,Polio 1,,28881
Kathmandu,Bagmati,Hill,Central,2068/69,2011/2012,Polio 2,,28966
Kathmandu,Bagmati,Hill,Central,2068/69,2011/2012,Polio 3,,29826
Kathmandu,Bagmati,Hill,Central,2068/69,2011/2012,Measles 9-11 months,,29304
Kathmandu,Bagmati,Hill,Central,2068/69,2011/2012,Measles 12-23 months,,703
Kathmandu,Bagmati,Hill,Central,2068/69,2011/2012,Japnese Encephalitis,,10635
Kathmandu,Bagmati,Hill,Central,2068/69,2011/2012,TT Pregnant Women,TT 1,23272
Kathmandu,Bagmati,Hill,Central,2068/69,2011/2012,TT Pregnant Women,TT 2,17490
Kathmandu,Bagmati,Hill,Central,2068/69,2011/2012,TT Pregnant Women,TT 2+,2946
Kathmandu,Bagmati,Hill,Central,2068/69,2011/2012,TT Total,TT 2+,43708
Kavre,Bagmati,Hill,Central,2068/69,2011/2012,BCG,,7493
Kavre,Bagmati,Hill,Central,2068/69,2011/2012,DPT-Hep B-Hib1,,7961
Kavre,Bagmati,Hill,Central,2068/69,2011/2012,DPT-Hep B-Hib2,,7895
Kavre,Bagmati,Hill,Central,2068/69,2011/2012,DPT-Hep B-Hib3,,7995
Kavre,Bagmati,Hill,Central,2068/69,2011/2012,Polio 1,,7961
Kavre,Bagmati,Hill,Central,2068/69,2011/2012,Polio 2,,7895
Kavre,Bagmati,Hill,Central,2068/69,2011/2012,Polio 3,,7984
Kavre,Bagmati,Hill,Central,2068/69,2011/2012,Measles 9-11 months,,7573
Kavre,Bagmati,Hill,Central,2068/69,2011/2012,Measles 12-23 months,,49
Kavre,Bagmati,Hill,Central,2068/69,2011/2012,Japnese Encephalitis,,3320
Kavre,Bagmati,Hill,Central,2068/69,2011/2012,TT Pregnant Women,TT 1,5010
Kavre,Bagmati,Hill,Central,2068/69,2011/2012,TT Pregnant Women,TT 2,4506
Kavre,Bagmati,Hill,Central,2068/69,2011/2012,TT Pregnant Women,TT 2+,1695
Kavre,Bagmati,Hill,Central,2068/69,2011/2012,TT Total,TT 2+,11211
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/2012,BCG,,4638
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/2012,DPT-Hep B-Hib1,,4723
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/2012,DPT-Hep B-Hib2,,4532
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/2012,DPT-Hep B-Hib3,,4476
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/2012,Polio 1,,4707
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/2012,Polio 2,,4414
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/2012,Polio 3,,4470
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/2012,Measles 9-11 months,,4330
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/2012,Measles 12-23 months,,44
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/2012,Japnese Encephalitis,,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/2012,TT Pregnant Women,TT 1,1989
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/2012,TT Pregnant Women,TT 2,2064
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/2012,TT Pregnant Women,TT 2+,2263
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/2012,TT Total,TT 2+,6316
Lalitpur,Bagmati,Hill,Central,2068/69,2011/2012,BCG,,11691
Lalitpur,Bagmati,Hill,Central,2068/69,2011/2012,DPT-Hep B-Hib1,,6612
Lalitpur,Bagmati,Hill,Central,2068/69,2011/2012,DPT-Hep B-Hib2,,7195
Lalitpur,Bagmati,Hill,Central,2068/69,2011/2012,DPT-Hep B-Hib3,,8183
Lalitpur,Bagmati,Hill,Central,2068/69,2011/2012,Polio 1,,6612
Lalitpur,Bagmati,Hill,Central,2068/69,2011/2012,Polio 2,,7195
Lalitpur,Bagmati,Hill,Central,2068/69,2011/2012,Polio 3,,8183
Lalitpur,Bagmati,Hill,Central,2068/69,2011/2012,Measles 9-11 months,,7692
Lalitpur,Bagmati,Hill,Central,2068/69,2011/2012,Measles 12-23 months,,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/2012,Japnese Encephalitis,,4892
Lalitpur,Bagmati,Hill,Central,2068/69,2011/2012,TT Pregnant Women,TT 1,1154
Lalitpur,Bagmati,Hill,Central,2068/69,2011/2012,TT Pregnant Women,TT 2,9849
Lalitpur,Bagmati,Hill,Central,2068/69,2011/2012,TT Pregnant Women,TT 2+,4677
Lalitpur,Bagmati,Hill,Central,2068/69,2011/2012,TT Total,TT 2+,15680
Lamjung,Gandaki,Hill,Western,2068/69,2011/2012,BCG,,3392
Lamjung,Gandaki,Hill,Western,2068/69,2011/2012,DPT-Hep B-Hib1,,3556
Lamjung,Gandaki,Hill,Western,2068/69,2011/2012,DPT-Hep B-Hib2,,3503
Lamjung,Gandaki,Hill,Western,2068/69,2011/2012,DPT-Hep B-Hib3,,3506
Lamjung,Gandaki,Hill,Western,2068/69,2011/2012,Polio 1,,3556
Lamjung,Gandaki,Hill,Western,2068/69,2011/2012,Polio 2,,3503
Lamjung,Gandaki,Hill,Western,2068/69,2011/2012,Polio 3,,3506
Lamjung,Gandaki,Hill,Western,2068/69,2011/2012,Measles 9-11 months,,3483
Lamjung,Gandaki,Hill,Western,2068/69,2011/2012,Measles 12-23 months,,20
Lamjung,Gandaki,Hill,Western,2068/69,2011/2012,Japnese Encephalitis,,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/2012,TT Pregnant Women,TT 1,1609
Lamjung,Gandaki,Hill,Western,2068/69,2011/2012,TT Pregnant Women,TT 2,2164
Lamjung,Gandaki,Hill,Western,2068/69,2011/2012,TT Pregnant Women,TT 2+,1222
Lamjung,Gandaki,Hill,Western,2068/69,2011/2012,TT Total,TT 2+,4995
Mahottari,Janakpur,Terai,Central,2068/69,2011/2012,BCG,,13896
Mahottari,Janakpur,Terai,Central,2068/69,2011/2012,DPT-Hep B-Hib1,,13721
Mahottari,Janakpur,Terai,Central,2068/69,2011/2012,DPT-Hep B-Hib2,,13784
Mahottari,Janakpur,Terai,Central,2068/69,2011/2012,DPT-Hep B-Hib3,,13456
Mahottari,Janakpur,Terai,Central,2068/69,2011/2012,Polio 1,,14021
Mahottari,Janakpur,Terai,Central,2068/69,2011/2012,Polio 2,,13784
Mahottari,Janakpur,Terai,Central,2068/69,2011/2012,Polio 3,,13456
Mahottari,Janakpur,Terai,Central,2068/69,2011/2012,Measles 9-11 months,,13198
Mahottari,Janakpur,Terai,Central,2068/69,2011/2012,Measles 12-23 months,,395
Mahottari,Janakpur,Terai,Central,2068/69,2011/2012,Japnese Encephalitis,,9828
Mahottari,Janakpur,Terai,Central,2068/69,2011/2012,TT Pregnant Women,TT 1,14155
Mahottari,Janakpur,Terai,Central,2068/69,2011/2012,TT Pregnant Women,TT 2,14126
Mahottari,Janakpur,Terai,Central,2068/69,2011/2012,TT Pregnant Women,TT 2+,1446
Mahottari,Janakpur,Terai,Central,2068/69,2011/2012,TT Total,TT 2+,29727
Manang,Gandaki,Mountain,Western,2068/69,2011/2012,BCG,,39
Manang,Gandaki,Mountain,Western,2068/69,2011/2012,DPT-Hep B-Hib1,,45
Manang,Gandaki,Mountain,Western,2068/69,2011/2012,DPT-Hep B-Hib2,,60
Manang,Gandaki,Mountain,Western,2068/69,2011/2012,DPT-Hep B-Hib3,,65
Manang,Gandaki,Mountain,Western,2068/69,2011/2012,Polio 1,,45
Manang,Gandaki,Mountain,Western,2068/69,2011/2012,Polio 2,,60
Manang,Gandaki,Mountain,Western,2068/69,2011/2012,Polio 3,,65
Manang,Gandaki,Mountain,Western,2068/69,2011/2012,Measles 9-11 months,,62
Manang,Gandaki,Mountain,Western,2068/69,2011/2012,Measles 12-23 months,,1
Manang,Gandaki,Mountain,Western,2068/69,2011/2012,Japnese Encephalitis,,0
Manang,Gandaki,Mountain,Western,2068/69,2011/2012,TT Pregnant Women,TT 1,45
Manang,Gandaki,Mountain,Western,2068/69,2011/2012,TT Pregnant Women,TT 2,32
Manang,Gandaki,Mountain,Western,2068/69,2011/2012,TT Pregnant Women,TT 2+,12
Manang,Gandaki,Mountain,Western,2068/69,2011/2012,TT Total,TT 2+,89
Morang,Kosi,Terai,Eastern,2068/69,2011/2012,BCG,,24536
Morang,Kosi,Terai,Eastern,2068/69,2011/2012,DPT-Hep B-Hib1,,22159
Morang,Kosi,Terai,Eastern,2068/69,2011/2012,DPT-Hep B-Hib2,,22101
Morang,Kosi,Terai,Eastern,2068/69,2011/2012,DPT-Hep B-Hib3,,22400
Morang,Kosi,Terai,Eastern,2068/69,2011/2012,Polio 1,,22159
Morang,Kosi,Terai,Eastern,2068/69,2011/2012,Polio 2,,22101
Morang,Kosi,Terai,Eastern,2068/69,2011/2012,Polio 3,,22400
Morang,Kosi,Terai,Eastern,2068/69,2011/2012,Measles 9-11 months,,20866
Morang,Kosi,Terai,Eastern,2068/69,2011/2012,Measles 12-23 months,,54
Morang,Kosi,Terai,Eastern,2068/69,2011/2012,Japnese Encephalitis,,16228
Morang,Kosi,Terai,Eastern,2068/69,2011/2012,TT Pregnant Women,TT 1,4630
Morang,Kosi,Terai,Eastern,2068/69,2011/2012,TT Pregnant Women,TT 2,6172
Morang,Kosi,Terai,Eastern,2068/69,2011/2012,TT Pregnant Women,TT 2+,13536
Morang,Kosi,Terai,Eastern,2068/69,2011/2012,TT Total,TT 2+,24338
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/2012,BCG,,1383
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/2012,DPT-Hep B-Hib1,,1362
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/2012,DPT-Hep B-Hib2,,1150
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/2012,DPT-Hep B-Hib3,,1133
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Polio 1,,1318
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Polio 2,,1083
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Polio 3,,1071
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Measles 9-11 months,,1073
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Measles 12-23 months,,457
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Japnese Encephalitis,,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/2012,TT Pregnant Women,TT 1,716
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/2012,TT Pregnant Women,TT 2,446
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/2012,TT Pregnant Women,TT 2+,107
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/2012,TT Total,TT 2+,1269
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/2012,BCG,,218
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/2012,DPT-Hep B-Hib1,,243
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/2012,DPT-Hep B-Hib2,,232
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/2012,DPT-Hep B-Hib3,,246
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/2012,Polio 1,,243
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/2012,Polio 2,,232
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/2012,Polio 3,,246
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/2012,Measles 9-11 months,,257
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/2012,Measles 12-23 months,,1
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/2012,Japnese Encephalitis,,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/2012,TT Pregnant Women,TT 1,75
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/2012,TT Pregnant Women,TT 2,158
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/2012,TT Pregnant Women,TT 2+,90
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/2012,TT Total,TT 2+,323
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/2012,BCG,,2439
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/2012,DPT-Hep B-Hib1,,2687
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/2012,DPT-Hep B-Hib2,,2662
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/2012,DPT-Hep B-Hib3,,2702
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/2012,Polio 1,,2690
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/2012,Polio 2,,2662
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/2012,Polio 3,,2702
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/2012,Measles 9-11 months,,2547
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/2012,Measles 12-23 months,,15
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/2012,Japnese Encephalitis,,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/2012,TT Pregnant Women,TT 1,1028
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/2012,TT Pregnant Women,TT 2,1101
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/2012,TT Pregnant Women,TT 2+,1286
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/2012,TT Total,TT 2+,3415
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/2012,BCG,,13310
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/2012,DPT-Hep B-Hib1,,13852
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/2012,DPT-Hep B-Hib2,,13594
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/2012,DPT-Hep B-Hib3,,13555
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/2012,Polio 1,,13852
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/2012,Polio 2,,13694
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/2012,Polio 3,,13555
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/2012,Measles 9-11 months,,13816
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/2012,Measles 12-23 months,,86
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/2012,Japnese Encephalitis,,10841
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/2012,TT Pregnant Women,TT 1,6455
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/2012,TT Pregnant Women,TT 2,7644
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/2012,TT Pregnant Women,TT 2+,4561
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/2012,TT Total,TT 2+,18660
Nuwakot,Bagmati,Hill,Central,2068/69,2011/2012,BCG,,5211
Nuwakot,Bagmati,Hill,Central,2068/69,2011/2012,DPT-Hep B-Hib1,,5625
Nuwakot,Bagmati,Hill,Central,2068/69,2011/2012,DPT-Hep B-Hib2,,5576
Nuwakot,Bagmati,Hill,Central,2068/69,2011/2012,DPT-Hep B-Hib3,,5592
Nuwakot,Bagmati,Hill,Central,2068/69,2011/2012,Polio 1,,5616
Nuwakot,Bagmati,Hill,Central,2068/69,2011/2012,Polio 2,,5574
Nuwakot,Bagmati,Hill,Central,2068/69,2011/2012,Polio 3,,5594
Nuwakot,Bagmati,Hill,Central,2068/69,2011/2012,Measles 9-11 months,,4890
Nuwakot,Bagmati,Hill,Central,2068/69,2011/2012,Measles 12-23 months,,131
Nuwakot,Bagmati,Hill,Central,2068/69,2011/2012,Japnese Encephalitis,,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/2012,TT Pregnant Women,TT 1,1803
Nuwakot,Bagmati,Hill,Central,2068/69,2011/2012,TT Pregnant Women,TT 2,1822
Nuwakot,Bagmati,Hill,Central,2068/69,2011/2012,TT Pregnant Women,TT 2+,2391
Nuwakot,Bagmati,Hill,Central,2068/69,2011/2012,TT Total,TT 2+,6016
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/2012,BCG,,3096
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/2012,DPT-Hep B-Hib1,,2993
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/2012,DPT-Hep B-Hib2,,2956
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/2012,DPT-Hep B-Hib3,,2880
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/2012,Polio 1,,3002
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/2012,Polio 2,,2962
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/2012,Polio 3,,2619
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/2012,Measles 9-11 months,,2751
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/2012,Measles 12-23 months,,82
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/2012,Japnese Encephalitis,,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/2012,TT Pregnant Women,TT 1,969
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/2012,TT Pregnant Women,TT 2,1298
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/2012,TT Pregnant Women,TT 2+,1177
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/2012,TT Total,TT 2+,3444
Palpa,Lumbini,Hill,Western,2068/69,2011/2012,BCG,,6371
Palpa,Lumbini,Hill,Western,2068/69,2011/2012,DPT-Hep B-Hib1,,5492
Palpa,Lumbini,Hill,Western,2068/69,2011/2012,DPT-Hep B-Hib2,,5432
Palpa,Lumbini,Hill,Western,2068/69,2011/2012,DPT-Hep B-Hib3,,5495
Palpa,Lumbini,Hill,Western,2068/69,2011/2012,Polio 1,,5492
Palpa,Lumbini,Hill,Western,2068/69,2011/2012,Polio 2,,5432
Palpa,Lumbini,Hill,Western,2068/69,2011/2012,Polio 3,,5495
Palpa,Lumbini,Hill,Western,2068/69,2011/2012,Measles 9-11 months,,5250
Palpa,Lumbini,Hill,Western,2068/69,2011/2012,Measles 12-23 months,,53
Palpa,Lumbini,Hill,Western,2068/69,2011/2012,Japnese Encephalitis,,2889
Palpa,Lumbini,Hill,Western,2068/69,2011/2012,TT Pregnant Women,TT 1,544
Palpa,Lumbini,Hill,Western,2068/69,2011/2012,TT Pregnant Women,TT 2,512
Palpa,Lumbini,Hill,Western,2068/69,2011/2012,TT Pregnant Women,TT 2+,4261
Palpa,Lumbini,Hill,Western,2068/69,2011/2012,TT Total,TT 2+,5317
Panchthar,Mechi,Hill,Eastern,2068/69,2011/2012,BCG,,4714
Panchthar,Mechi,Hill,Eastern,2068/69,2011/2012,DPT-Hep B-Hib1,,4734
Panchthar,Mechi,Hill,Eastern,2068/69,2011/2012,DPT-Hep B-Hib2,,4729
Panchthar,Mechi,Hill,Eastern,2068/69,2011/2012,DPT-Hep B-Hib3,,4702
