District,Year,Antigens,Number of children
Salyan,2068/69,DPT-HepB 1,5574
Salyan,2068/69,DPT-HepB 2,5574
Salyan,2068/69,DPT-HepB 3,5564
Salyan,2068/69,Polio1,5574
Salyan,2068/69,Polio2,5574
Salyan,2068/69,Polio3,5564
Salyan,2068/69,Measles 9-11 months,5479
Salyan,2068/69,Measles 12-23,26
Salyan,2068/69,Japenese Encephalitis,0
Salyan,2068/69,TT 1,2015
Salyan,2068/69,TT2,2467
Salyan,2068/69,TT 2+,2371
Dang,2068/69,BCG,13263
Dang,2068/69,DPT-HepB 1,13181
Dang,2068/69,DPT-HepB 2,13128
Dang,2068/69,DPT-HepB 3,13085
Dang,2068/69,Polio1,13181
Dang,2068/69,Polio2,13128
Dang,2068/69,Polio3,13085
Dang,2068/69,Measles 9-11 months,13016
Dang,2068/69,Measles 12-23,14
Dang,2068/69,Japenese Encephalitis,10374
Dang,2068/69,TT 1,2256
Dang,2068/69,TT2,7382
Dang,2068/69,TT 2+,6192
Banke,2068/69,BCG,13593
Banke,2068/69,DPT-HepB 1,11808
Banke,2068/69,DPT-HepB 2,11381
Banke,2068/69,DPT-HepB 3,11077
Banke,2068/69,Polio1,11808
Banke,2068/69,Polio2,11381
Banke,2068/69,Polio3,11077
Banke,2068/69,Measles 9-11 months,10177
Banke,2068/69,Measles 12-23,302
Banke,2068/69,Japenese Encephalitis,8254
Banke,2068/69,TT 1,5991
Banke,2068/69,TT2,4819
Banke,2068/69,TT 2+,5740
Bardiya,2068/69,BCG,7740
Bardiya,2068/69,DPT-HepB 1,8217
Bardiya,2068/69,DPT-HepB 2,8085
Bardiya,2068/69,DPT-HepB 3,8132
Bardiya,2068/69,Polio1,8217
Bardiya,2068/69,Polio2,8085
Bardiya,2068/69,Polio3,8132
Bardiya,2068/69,Measles 9-11 months,7707
Bardiya,2068/69,Measles 12-23,39
Bardiya,2068/69,Japenese Encephalitis,7251
Bardiya,2068/69,TT 1,4493
Bardiya,2068/69,TT2,3505
Bardiya,2068/69,TT 2+,3467
Surkhet,2068/69,BCG,8898
Surkhet,2068/69,DPT-HepB 1,8567
Surkhet,2068/69,DPT-HepB 2,8497
Surkhet,2068/69,DPT-HepB 3,8407
Surkhet,2068/69,Polio1,8567
Surkhet,2068/69,Polio2,8497
Surkhet,2068/69,Polio3,8407
Surkhet,2068/69,Measles 9-11 months,7999
Surkhet,2068/69,Measles 12-23,77
Surkhet,2068/69,Japenese Encephalitis,5572
Surkhet,2068/69,TT 1,2794
Surkhet,2068/69,TT2,3834
Surkhet,2068/69,TT 2+,3714
Dailekh,2068/69,BCG,7075
Dailekh,2068/69,DPT-HepB 1,7033
Dailekh,2068/69,DPT-HepB 2,6933
Dailekh,2068/69,DPT-HepB 3,6947
Dailekh,2068/69,Polio1,7033
Dailekh,2068/69,Polio2,6933
Dailekh,2068/69,Polio3,6947
Dailekh,2068/69,Measles 9-11 months,6737
Dailekh,2068/69,Measles 12-23,39
Dailekh,2068/69,Japenese Encephalitis,0
Dailekh,2068/69,TT 1,2614
Dailekh,2068/69,TT2,2418
Dailekh,2068/69,TT 2+,3609
Jajarkot,2068/69,BCG,4977
Jajarkot,2068/69,DPT-HepB 1,5083
Jajarkot,2068/69,DPT-HepB 2,5012
Jajarkot,2068/69,DPT-HepB 3,4852
Jajarkot,2068/69,Polio1,5083
Jajarkot,2068/69,Polio2,5012
Jajarkot,2068/69,Polio3,4852
Jajarkot,2068/69,Measles 9-11 months,4863
Jajarkot,2068/69,Measles 12-23,154
Jajarkot,2068/69,Japenese Encephalitis,0
Jajarkot,2068/69,TT 1,3164
Jajarkot,2068/69,TT2,2968
Jajarkot,2068/69,TT 2+,969
Dolpa,2068/69,BCG,874
Dolpa,2068/69,DPT-HepB 1,900
Dolpa,2068/69,DPT-HepB 2,821
Dolpa,2068/69,DPT-HepB 3,757
Dolpa,2068/69,Polio1,866
Dolpa,2068/69,Polio2,823
Dolpa,2068/69,Polio3,757
Dolpa,2068/69,Measles 9-11 months,766
Dolpa,2068/69,Measles 12-23,24
Dolpa,2068/69,Japenese Encephalitis,0
Dolpa,2068/69,TT 1,729
Dolpa,2068/69,TT2,494
Dolpa,2068/69,TT 2+,145
Jumla,2068/69,BCG,3175
Jumla,2068/69,DPT-HepB 1,3171
Jumla,2068/69,DPT-HepB 2,3073
Jumla,2068/69,DPT-HepB 3,3153
Jumla,2068/69,Polio1,3142
Jumla,2068/69,Polio2,3068
Jumla,2068/69,Polio3,3140
Jumla,2068/69,Measles 9-11 months,2766
Jumla,2068/69,Measles 12-23,134
Jumla,2068/69,Japenese Encephalitis,0
Jumla,2068/69,TT 1,1693
Jumla,2068/69,TT2,1374
Jumla,2068/69,TT 2+,1688
Kalikot,2068/69,BCG,4127
Kalikot,2068/69,DPT-HepB 1,4086
Kalikot,2068/69,DPT-HepB 2,3774
Kalikot,2068/69,DPT-HepB 3,3679
Kalikot,2068/69,Polio1,4028
Kalikot,2068/69,Polio2,3755
Kalikot,2068/69,Polio3,3610
Kalikot,2068/69,Measles 9-11 months,3466
Kalikot,2068/69,Measles 12-23,347
Kalikot,2068/69,Japenese Encephalitis,0
Kalikot,2068/69,TT 1,2938
Kalikot,2068/69,TT2,1957
Kalikot,2068/69,TT 2+,191
Mugu,2068/69,BCG,1383
Mugu,2068/69,DPT-HepB 1,1362
Mugu,2068/69,DPT-HepB 2,1150
Mugu,2068/69,DPT-HepB 3,1133
Mugu,2068/69,Polio1,1318
Mugu,2068/69,Polio2,1083
Mugu,2068/69,Polio3,1071
Mugu,2068/69,Measles 9-11 months,1073
Mugu,2068/69,Measles 12-23,457
Mugu,2068/69,Japenese Encephalitis,0
Mugu,2068/69,TT 1,716
Mugu,2068/69,TT2,446
Mugu,2068/69,TT 2+,107
Humla,2068/69,BCG,1470
Humla,2068/69,DPT-HepB 1,1450
Humla,2068/69,DPT-HepB 2,1417
Humla,2068/69,DPT-HepB 3,1408
Humla,2068/69,Polio1,1450
Humla,2068/69,Polio2,1417
Humla,2068/69,Polio3,1408
Humla,2068/69,Measles 9-11 months,1261
Humla,2068/69,Measles 12-23,188
Humla,2068/69,Japenese Encephalitis,0
Humla,2068/69,TT 1,1016
Humla,2068/69,TT2,712
Humla,2068/69,TT 2+,168
Bajura,2068/69,BCG,3646
Bajura,2068/69,DPT-HepB 1,3442
Bajura,2068/69,DPT-HepB 2,3420
Bajura,2068/69,DPT-HepB 3,3386
Bajura,2068/69,Polio1,3433
Bajura,2068/69,Polio2,3432
Bajura,2068/69,Polio3,3329
Bajura,2068/69,Measles 9-11 months,3233
Bajura,2068/69,Measles 12-23,145
Bajura,2068/69,Japenese Encephalitis,0
Bajura,2068/69,TT 1,1095
Bajura,2068/69,TT2,1119
Bajura,2068/69,TT 2+,1237
Bajhang,2068/69,BCG,5322
Bajhang,2068/69,DPT-HepB 1,5252
Bajhang,2068/69,DPT-HepB 2,5214
Bajhang,2068/69,DPT-HepB 3,5182
Bajhang,2068/69,Polio1,5195
Bajhang,2068/69,Polio2,5118
Bajhang,2068/69,Polio3,5125
Bajhang,2068/69,Measles 9-11 months,5081
Bajhang,2068/69,Measles 12-23,86
Bajhang,2068/69,Japenese Encephalitis,0
Bajhang,2068/69,TT 1,3764
Bajhang,2068/69,TT2,2931
Bajhang,2068/69,TT 2+,1223
Achham,2068/69,BCG,7676
Achham,2068/69,DPT-HepB 1,7639
Achham,2068/69,DPT-HepB 2,7616
Achham,2068/69,DPT-HepB 3,7581
Achham,2068/69,Polio1,7639
Achham,2068/69,Polio2,7616
Achham,2068/69,Polio3,7581
Achham,2068/69,Measles 9-11 months,7581
Achham,2068/69,Measles 12-23,123
Achham,2068/69,Japenese Encephalitis,0
Achham,2068/69,TT 1,1705
Achham,2068/69,TT2,1908
Achham,2068/69,TT 2+,4374
Doti,2068/69,BCG,6152
Doti,2068/69,DPT-HepB 1,6141
Doti,2068/69,DPT-HepB 2,6063
Doti,2068/69,DPT-HepB 3,5877
Doti,2068/69,Polio1,6106
Doti,2068/69,Polio2,6019
Doti,2068/69,Polio3,5848
Doti,2068/69,Measles 9-11 months,5461
Doti,2068/69,Measles 12-23,212
Doti,2068/69,Japenese Encephalitis,0
Doti,2068/69,TT 1,2401
Doti,2068/69,TT2,1946
Doti,2068/69,TT 2+,2462
Kailali,2068/69,BCG,16092
Kailali,2068/69,DPT-HepB 1,15585
Kailali,2068/69,DPT-HepB 2,15444
Kailali,2068/69,DPT-HepB 3,15236
Kailali,2068/69,Polio1,15588
Kailali,2068/69,Polio2,15444
Kailali,2068/69,Polio3,15236
Kailali,2068/69,Measles 9-11 months,15021
Kailali,2068/69,Measles 12-23,153
Kailali,2068/69,Japenese Encephalitis,11607
Kailali,2068/69,TT 1,6838
Kailali,2068/69,TT2,5859
Kailali,2068/69,TT 2+,6219
Kanchanpur,2068/69,BCG,9936
Kanchanpur,2068/69,DPT-HepB 1,9802
Kanchanpur,2068/69,DPT-HepB 2,9748
Kanchanpur,2068/69,DPT-HepB 3,9540
Kanchanpur,2068/69,Polio1,9800
Kanchanpur,2068/69,Polio2,9754
Kanchanpur,2068/69,Polio3,9549
Kanchanpur,2068/69,Measles 9-11 months,9086
Kanchanpur,2068/69,Measles 12-23,218
Kanchanpur,2068/69,Japenese Encephalitis,7516
Kanchanpur,2068/69,TT 1,4274
Kanchanpur,2068/69,TT2,3297
Kanchanpur,2068/69,TT 2+,3946
Dadeldhura,2068/69,BCG,3778
Dadeldhura,2068/69,DPT-HepB 1,3415
Dadeldhura,2068/69,DPT-HepB 2,3414
Dadeldhura,2068/69,DPT-HepB 3,3474
Dadeldhura,2068/69,Polio1,3415
Dadeldhura,2068/69,Polio2,3414
Dadeldhura,2068/69,Polio3,3474
Dadeldhura,2068/69,Measles 9-11 months,3168
Dadeldhura,2068/69,Measles 12-23,92
Dadeldhura,2068/69,Japenese Encephalitis,0
Dadeldhura,2068/69,TT 1,1478
Dadeldhura,2068/69,TT2,1078
Dadeldhura,2068/69,TT 2+,1646
Baitadi,2068/69,BCG,6452
Baitadi,2068/69,DPT-HepB 1,6431
Baitadi,2068/69,DPT-HepB 2,6413
Baitadi,2068/69,DPT-HepB 3,6417
Baitadi,2068/69,Polio1,6134
Baitadi,2068/69,Polio2,6342
Baitadi,2068/69,Polio3,6417
Baitadi,2068/69,Measles 9-11 months,6033
Baitadi,2068/69,Measles 12-23,396
Baitadi,2068/69,Japenese Encephalitis,0
Baitadi,2068/69,TT 1,1862
Baitadi,2068/69,TT2,1752
Baitadi,2068/69,TT 2+,3248
Darchula,2068/69,BCG,3306
Darchula,2068/69,DPT-HepB 1,3324
Darchula,2068/69,DPT-HepB 2,3281
Darchula,2068/69,DPT-HepB 3,3345
Darchula,2068/69,Polio1,3322
Darchula,2068/69,Polio2,3297
Darchula,2068/69,Polio3,3335
Darchula,2068/69,Measles 9-11 months,3556
Darchula,2068/69,Measles 12-23,57
Darchula,2068/69,Japenese Encephalitis,0
Darchula,2068/69,TT 1,1907
Darchula,2068/69,TT2,1561
Darchula,2068/69,TT 2+,1294
Taplejung,2069/70,BCG,3087
Taplejung,2069/70,DPT-Hep B1,3158
Taplejung,2069/70,DPT-Hep B2,3158
Taplejung,2069/70,DPT-Hep B3,3152
Taplejung,2069/70,Polio 1,3296
Taplejung,2069/70,Polio 2,3155
Taplejung,2069/70,Polio 3,3153
Taplejung,2069/70,"Measles 9-11
months",2975
Taplejung,2069/70,"Measles 12-23
months",58
Taplejung,2069/70,"Japnese
Encephalitis",0
Taplejung,2069/70,TT 1,1726
Taplejung,2069/70,TT 2,1868
Taplejung,2069/70,TT 2+,981
Panchthar,2069/70,BCG,4527
Panchthar,2069/70,DPT-Hep B1,4525
Panchthar,2069/70,DPT-Hep B2,4520
Panchthar,2069/70,DPT-Hep B3,4567
Panchthar,2069/70,Polio 1,4525
Panchthar,2069/70,Polio 2,4520
Panchthar,2069/70,Polio 3,4567
Panchthar,2069/70,"Measles 9-11
months",4432
Panchthar,2069/70,"Measles 12-23
months",55
Panchthar,2069/70,"Japnese
Encephalitis",0
Panchthar,2069/70,TT 1,2016
Panchthar,2069/70,TT 2,1940
Panchthar,2069/70,TT 2+,2541
Ilam,2069/70,BCG,6227
Ilam,2069/70,DPT-Hep B1,6199
Ilam,2069/70,DPT-Hep B2,6134
Ilam,2069/70,DPT-Hep B3,6043
Ilam,2069/70,Polio 1,6199
Ilam,2069/70,Polio 2,6134
Ilam,2069/70,Polio 3,6043
Ilam,2069/70,"Measles 9-11
months",5935
Ilam,2069/70,"Measles 12-23
months",61
Ilam,2069/70,"Japnese
Encephalitis",0
Ilam,2069/70,TT 1,1267
Ilam,2069/70,TT 2,2493
Ilam,2069/70,TT 2+,4341
Jhapa,2069/70,BCG,20584
Jhapa,2069/70,DPT-Hep B1,19967
Jhapa,2069/70,DPT-Hep B2,19269
Jhapa,2069/70,DPT-Hep B3,19837
Jhapa,2069/70,Polio 1,19965
Jhapa,2069/70,Polio 2,19307
Jhapa,2069/70,Polio 3,19857
Jhapa,2069/70,"Measles 9-11
months",18539
Jhapa,2069/70,"Measles 12-23
months",157
Jhapa,2069/70,"Japnese
Encephalitis",16119
Jhapa,2069/70,TT 1,13678
Jhapa,2069/70,TT 2,14847
Jhapa,2069/70,TT 2+,7508
Morang,2069/70,BCG,24663
Morang,2069/70,DPT-Hep B1,22817
Morang,2069/70,DPT-Hep B2,22376
Morang,2069/70,DPT-Hep B3,22201
Morang,2069/70,Polio 1,22812
Morang,2069/70,Polio 2,22376
Morang,2069/70,Polio 3,22201
Morang,2069/70,"Measles 9-11
months",21042
Morang,2069/70,"Measles 12-23
months",116
Morang,2069/70,"Japnese
Encephalitis",16937
Morang,2069/70,TT 1,4819
Morang,2069/70,TT 2,6742
Morang,2069/70,TT 2+,13512
Sunsari,2069/70,BCG,18151
Sunsari,2069/70,DPT-Hep B1,17535
Sunsari,2069/70,DPT-Hep B2,17069
Sunsari,2069/70,DPT-Hep B3,16744
Sunsari,2069/70,Polio 1,17535
Sunsari,2069/70,Polio 2,17069
Sunsari,2069/70,Polio 3,16744
Sunsari,2069/70,"Measles 9-11
months",16004
Sunsari,2069/70,"Measles 12-23
months",173
Sunsari,2069/70,"Japnese
Encephalitis",11658
Sunsari,2069/70,TT 1,6332
Sunsari,2069/70,TT 2,7520
Sunsari,2069/70,TT 2+,10561
Dhankuta,2069/70,BCG,3604
Dhankuta,2069/70,DPT-Hep B1,3586
Dhankuta,2069/70,DPT-Hep B2,3567
Dhankuta,2069/70,DPT-Hep B3,3599
Dhankuta,2069/70,Polio 1,3586
Dhankuta,2069/70,Polio 2,3542
Dhankuta,2069/70,Polio 3,3597
Dhankuta,2069/70,"Measles 9-11
months",3544
Dhankuta,2069/70,"Measles 12-23
months",4
Dhankuta,2069/70,"Japnese
Encephalitis",0
Dhankuta,2069/70,TT 1,941
Dhankuta,2069/70,TT 2,1177
Dhankuta,2069/70,TT 2+,2050
Teharthum,2069/70,BCG,2220
Teharthum,2069/70,DPT-Hep B1,2319
Teharthum,2069/70,DPT-Hep B2,2342
Teharthum,2069/70,DPT-Hep B3,2231
Teharthum,2069/70,Polio 1,2319
Teharthum,2069/70,Polio 2,2342
Teharthum,2069/70,Polio 3,2231
Teharthum,2069/70,"Measles 9-11
months",2001
Teharthum,2069/70,"Measles 12-23
months",18
Teharthum,2069/70,"Japnese
Encephalitis",0
Teharthum,2069/70,TT 1,1174
Teharthum,2069/70,TT 2,1321
Teharthum,2069/70,TT 2+,689
Sankhuwasabha,2069/70,BCG,3565
Sankhuwasabha,2069/70,DPT-Hep B1,3597
Sankhuwasabha,2069/70,DPT-Hep B2,3612
Sankhuwasabha,2069/70,DPT-Hep B3,3529
Sankhuwasabha,2069/70,Polio 1,3597
Sankhuwasabha,2069/70,Polio 2,3612
Sankhuwasabha,2069/70,Polio 3,3529
Sankhuwasabha,2069/70,"Measles 9-11
months",3331
Sankhuwasabha,2069/70,"Measles 12-23
months",72
Sankhuwasabha,2069/70,"Japnese
Encephalitis",0
Sankhuwasabha,2069/70,TT 1,334
Sankhuwasabha,2069/70,TT 2,617
Sankhuwasabha,2069/70,TT 2+,2931
Bhojpur,2069/70,BCG,3665
Bhojpur,2069/70,DPT-Hep B1,3758
Bhojpur,2069/70,DPT-Hep B2,3683
Bhojpur,2069/70,DPT-Hep B3,3651
Bhojpur,2069/70,Polio 1,3779
Bhojpur,2069/70,Polio 2,3697
Bhojpur,2069/70,Polio 3,3678
Bhojpur,2069/70,"Measles 9-11
months",3403
Bhojpur,2069/70,"Measles 12-23
months",34
Bhojpur,2069/70,"Japnese
Encephalitis",0
Bhojpur,2069/70,TT 1,581
Bhojpur,2069/70,TT 2,935
Bhojpur,2069/70,TT 2+,2038
Solukhumbu,2069/70,BCG,2041
Solukhumbu,2069/70,DPT-Hep B1,2070
Solukhumbu,2069/70,DPT-Hep B2,2097
Solukhumbu,2069/70,DPT-Hep B3,2033
Solukhumbu,2069/70,Polio 1,2069
Solukhumbu,2069/70,Polio 2,2100
Solukhumbu,2069/70,Polio 3,2032
Solukhumbu,2069/70,"Measles 9-11
months",1848
Solukhumbu,2069/70,"Measles 12-23
months",47
Solukhumbu,2069/70,"Japnese
Encephalitis",0
Solukhumbu,2069/70,TT 1,1114
Solukhumbu,2069/70,TT 2,1342
Solukhumbu,2069/70,TT 2+,1141
Okhaldhunga,2069/70,BCG,2960
Okhaldhunga,2069/70,DPT-Hep B1,2848
Okhaldhunga,2069/70,DPT-Hep B2,2890
Okhaldhunga,2069/70,DPT-Hep B3,2860
Okhaldhunga,2069/70,Polio 1,2819
Okhaldhunga,2069/70,Polio 2,2881
Okhaldhunga,2069/70,Polio 3,2847
Okhaldhunga,2069/70,"Measles 9-11
months",2567
Okhaldhunga,2069/70,"Measles 12-23
months",57
Okhaldhunga,2069/70,"Japnese
Encephalitis",0
Okhaldhunga,2069/70,TT 1,1068
Okhaldhunga,2069/70,TT 2,1324
Okhaldhunga,2069/70,TT 2+,989
Khotang,2069/70,BCG,4912
Khotang,2069/70,DPT-Hep B1,4845
Khotang,2069/70,DPT-Hep B2,4719
Khotang,2069/70,DPT-Hep B3,4774
Khotang,2069/70,Polio 1,4858
Khotang,2069/70,Polio 2,4722
Khotang,2069/70,Polio 3,4744
Khotang,2069/70,"Measles 9-11
months",4442
Khotang,2069/70,"Measles 12-23
months",68
Khotang,2069/70,"Japnese
Encephalitis",0
Khotang,2069/70,TT 1,2226
Khotang,2069/70,TT 2,2233
Khotang,2069/70,TT 2+,2257
Udaypur,2069/70,BCG,7455
Udaypur,2069/70,DPT-Hep B1,7353
Udaypur,2069/70,DPT-Hep B2,7196
Udaypur,2069/70,DPT-Hep B3,7012
Udaypur,2069/70,Polio 1,7353
Udaypur,2069/70,Polio 2,7196
Udaypur,2069/70,Polio 3,7012
Udaypur,2069/70,"Measles 9-11
months",6858
Udaypur,2069/70,"Measles 12-23
months",170
Udaypur,2069/70,"Japnese
Encephalitis",6332
Udaypur,2069/70,TT 1,3183
Udaypur,2069/70,TT 2,3093
Udaypur,2069/70,TT 2+,3733
Saptari,2069/70,BCG,14540
Saptari,2069/70,DPT-Hep B1,14500
Saptari,2069/70,DPT-Hep B2,14174
Saptari,2069/70,DPT-Hep B3,14181
Saptari,2069/70,Polio 1,14960
Saptari,2069/70,Polio 2,14448
Saptari,2069/70,Polio 3,14178
Saptari,2069/70,"Measles 9-11
months",13884
Saptari,2069/70,"Measles 12-23
months",364
Saptari,2069/70,"Japnese
Encephalitis",10865
Saptari,2069/70,TT 1,8968
Saptari,2069/70,TT 2,7631
Saptari,2069/70,TT 2+,8095
Siraha,2069/70,BCG,16032
Siraha,2069/70,DPT-Hep B1,15948
Siraha,2069/70,DPT-Hep B2,15280
Siraha,2069/70,DPT-Hep B3,14801
Siraha,2069/70,Polio 1,15950
Siraha,2069/70,Polio 2,15281
Siraha,2069/70,Polio 3,14816
Siraha,2069/70,"Measles 9-11
months",14088
Siraha,2069/70,"Measles 12-23
months",120
Siraha,2069/70,"Japnese
Encephalitis",10925
Siraha,2069/70,TT 1,6972
Siraha,2069/70,TT 2,5879
Siraha,2069/70,TT 2+,10992
Dhanusha,2069/70,BCG,18741
Dhanusha,2069/70,DPT-Hep B1,18646
Dhanusha,2069/70,DPT-Hep B2,18390
Dhanusha,2069/70,DPT-Hep B3,17273
Dhanusha,2069/70,Polio 1,20569
Dhanusha,2069/70,Polio 2,18036
Dhanusha,2069/70,Polio 3,16995
Dhanusha,2069/70,"Measles 9-11
months",14911
Dhanusha,2069/70,"Measles 12-23
months",478
Dhanusha,2069/70,"Japnese
Encephalitis",9816
Dhanusha,2069/70,TT 1,9210
Dhanusha,2069/70,TT 2,8766
Dhanusha,2069/70,TT 2+,10202
Mahottari,2069/70,BCG,16874
Mahottari,2069/70,DPT-Hep B1,15218
Mahottari,2069/70,DPT-Hep B2,17271
Mahottari,2069/70,DPT-Hep B3,14743
Mahottari,2069/70,Polio 1,15183
Mahottari,2069/70,Polio 2,14889
Mahottari,2069/70,Polio 3,14887
Mahottari,2069/70,"Measles 9-11
months",14171
Mahottari,2069/70,"Measles 12-23
months",200
Mahottari,2069/70,"Japnese
Encephalitis",11193
Mahottari,2069/70,TT 1,13270
Mahottari,2069/70,TT 2,13536
Mahottari,2069/70,TT 2+,2969
Sarlahi,2069/70,BCG,19900
Sarlahi,2069/70,DPT-Hep B1,19453
Sarlahi,2069/70,DPT-Hep B2,18350
Sarlahi,2069/70,DPT-Hep B3,17755
Sarlahi,2069/70,Polio 1,21579
Sarlahi,2069/70,Polio 2,18316
Sarlahi,2069/70,Polio 3,17782
Sarlahi,2069/70,"Measles 9-11
months",16226
Sarlahi,2069/70,"Measles 12-23
months",622
Sarlahi,2069/70,"Japnese
Encephalitis",10747
Sarlahi,2069/70,TT 1,13293
Sarlahi,2069/70,TT 2,15322
Sarlahi,2069/70,TT 2+,9097
Sindhuli,2069/70,BCG,6085
Sindhuli,2069/70,DPT-Hep B1,6073
Sindhuli,2069/70,DPT-Hep B2,5849
Sindhuli,2069/70,DPT-Hep B3,5663
Sindhuli,2069/70,Polio 1,6043
Sindhuli,2069/70,Polio 2,5837
Sindhuli,2069/70,Polio 3,5644
Sindhuli,2069/70,"Measles 9-11
months",5330
Sindhuli,2069/70,"Measles 12-23
months",261
Sindhuli,2069/70,"Japnese
Encephalitis",327
Sindhuli,2069/70,TT 1,2945
Sindhuli,2069/70,TT 2,2451
Sindhuli,2069/70,TT 2+,1512
Ramechhap,2069/70,BCG,3572
Ramechhap,2069/70,DPT-Hep B1,3735
Ramechhap,2069/70,DPT-Hep B2,3708
Ramechhap,2069/70,DPT-Hep B3,3784
Ramechhap,2069/70,Polio 1,3705
Ramechhap,2069/70,Polio 2,3680
Ramechhap,2069/70,Polio 3,3774
Ramechhap,2069/70,"Measles 9-11
months",3384
Ramechhap,2069/70,"Measles 12-23
months",73
Ramechhap,2069/70,"Japnese
Encephalitis",0
Ramechhap,2069/70,TT 1,2370
Ramechhap,2069/70,TT 2,2322
Ramechhap,2069/70,TT 2+,508
Dolkha,2069/70,BCG,3562
Dolkha,2069/70,DPT-Hep B1,3843
Dolkha,2069/70,DPT-Hep B2,3774
Dolkha,2069/70,DPT-Hep B3,3739
Dolkha,2069/70,Polio 1,3744
Dolkha,2069/70,Polio 2,3794
Dolkha,2069/70,Polio 3,3718
Dolkha,2069/70,"Measles 9-11
months",3636
Dolkha,2069/70,"Measles 12-23
months",30
Dolkha,2069/70,"Japnese
Encephalitis",0
Dolkha,2069/70,TT 1,2097
Dolkha,2069/70,TT 2,2268
Dolkha,2069/70,TT 2+,1140
Sindhupalchowk,2069/70,BCG,4829
Sindhupalchowk,2069/70,DPT-Hep B1,5662
Sindhupalchowk,2069/70,DPT-Hep B2,5675
Sindhupalchowk,2069/70,DPT-Hep B3,5615
Sindhupalchowk,2069/70,Polio 1,5648
Sindhupalchowk,2069/70,Polio 2,5641
Sindhupalchowk,2069/70,Polio 3,5639
Sindhupalchowk,2069/70,"Measles 9-11
months",5357
Sindhupalchowk,2069/70,"Measles 12-23
months",58
Sindhupalchowk,2069/70,"Japnese
Encephalitis",0
Sindhupalchowk,2069/70,TT 1,1385
Sindhupalchowk,2069/70,TT 2,1930
Sindhupalchowk,2069/70,TT 2+,2105
Kavre,2069/70,BCG,8217
Kavre,2069/70,DPT-Hep B1,7754
Kavre,2069/70,DPT-Hep B2,7800
Kavre,2069/70,DPT-Hep B3,7859
Kavre,2069/70,Polio 1,7754
Kavre,2069/70,Polio 2,7800
Kavre,2069/70,Polio 3,7859
Kavre,2069/70,"Measles 9-11
months",7359
Kavre,2069/70,"Measles 12-23
months",68
Kavre,2069/70,"Japnese
Encephalitis",5852
Kavre,2069/70,TT 1,5389
Kavre,2069/70,TT 2,4695
Kavre,2069/70,TT 2+,1233
Lalitpur,2069/70,BCG,12583
Lalitpur,2069/70,DPT-Hep B1,7041
Lalitpur,2069/70,DPT-Hep B2,6204
Lalitpur,2069/70,DPT-Hep B3,7727
Lalitpur,2069/70,Polio 1,7041
Lalitpur,2069/70,Polio 2,6204
Lalitpur,2069/70,Polio 3,7727
Lalitpur,2069/70,"Measles 9-11
months",7067
Lalitpur,2069/70,"Measles 12-23
months",0
Lalitpur,2069/70,"Japnese
Encephalitis",5405
Lalitpur,2069/70,TT 1,5107
Lalitpur,2069/70,TT 2,10463
Lalitpur,2069/70,TT 2+,4897
Bhaktapur,2069/70,BCG,3325
Bhaktapur,2069/70,DPT-Hep B1,5196
Bhaktapur,2069/70,DPT-Hep B2,5426
Bhaktapur,2069/70,DPT-Hep B3,5557
Bhaktapur,2069/70,Polio 1,5184
Bhaktapur,2069/70,Polio 2,5426
Bhaktapur,2069/70,Polio 3,5557
Bhaktapur,2069/70,"Measles 9-11
months",5683
Bhaktapur,2069/70,"Measles 12-23
months",154
Bhaktapur,2069/70,"Japnese
Encephalitis",4436
Bhaktapur,2069/70,TT 1,3360
Bhaktapur,2069/70,TT 2,2768
Bhaktapur,2069/70,TT 2+,687
Kathmandu,2069/70,BCG,39300
Kathmandu,2069/70,DPT-Hep B1,28517
Kathmandu,2069/70,DPT-Hep B2,28729
Kathmandu,2069/70,DPT-Hep B3,29547
Kathmandu,2069/70,Polio 1,28560
Kathmandu,2069/70,Polio 2,28700
Kathmandu,2069/70,Polio 3,29512
Kathmandu,2069/70,"Measles 9-11
months",29291
Kathmandu,2069/70,"Measles 12-23
months",690
Kathmandu,2069/70,"Japnese
Encephalitis",17155
Kathmandu,2069/70,TT 1,22240
Kathmandu,2069/70,TT 2,18360
Kathmandu,2069/70,TT 2+,2234
Nuwakot,2069/70,BCG,5430
Nuwakot,2069/70,DPT-Hep B1,5779
Nuwakot,2069/70,DPT-Hep B2,5664
Nuwakot,2069/70,DPT-Hep B3,5559
Nuwakot,2069/70,Polio 1,5779
Nuwakot,2069/70,Polio 2,5664
Nuwakot,2069/70,Polio 3,5559
Nuwakot,2069/70,"Measles 9-11
months",5157
Nuwakot,2069/70,"Measles 12-23
months",128
Nuwakot,2069/70,"Japnese
Encephalitis",0
Nuwakot,2069/70,TT 1,1923
Nuwakot,2069/70,TT 2,1717
Nuwakot,2069/70,TT 2+,2186
Rasuwa,2069/70,BCG,1037
Rasuwa,2069/70,DPT-Hep B1,1068
Rasuwa,2069/70,DPT-Hep B2,1082
Rasuwa,2069/70,DPT-Hep B3,1068
Rasuwa,2069/70,Polio 1,1068
Rasuwa,2069/70,Polio 2,1082
Rasuwa,2069/70,Polio 3,1070
Rasuwa,2069/70,"Measles 9-11
months",966
Rasuwa,2069/70,"Measles 12-23
months",3
Rasuwa,2069/70,"Japnese
Encephalitis",0
Rasuwa,2069/70,TT 1,389
Rasuwa,2069/70,TT 2,488
