Year BS,Year AD,District,zone,belt,region,Gynecological problems,No of people,Zone,Belt,Region
2068/69,2011/12,Banke,Bheri,Terai,Mid-Western,Breast lumps / Breast Abscess,195,Bheri,Terai,Mid-Western
2068/69,2011/12,Banke,Bheri,Terai,Mid-Western,Disfunctional uterine bleeding,497,Bheri,Terai,Mid-Western
2068/69,2011/12,Banke,Bheri,Terai,Mid-Western,Leukerrhoea (Veginal discharge syndrom,1565,Bheri,Terai,Mid-Western
2068/69,2011/12,Banke,Bheri,Terai,Mid-Western,Mastitis (Ingorged breast),42,Bheri,Terai,Mid-Western
2068/69,2011/12,Banke,Bheri,Terai,Mid-Western,Menstrual disorder,466,Bheri,Terai,Mid-Western
2068/69,2011/12,Banke,Bheri,Terai,Mid-Western,Pelvic Inflamatory Disease (PID),952,Bheri,Terai,Mid-Western
2068/69,2011/12,Banke,Bheri,Terai,Mid-Western,Prolapsed uterus,66,Bheri,Terai,Mid-Western
2069/70,2012/13,Banke,Bheri,Terai,Mid-Western,Breast lumps / Breast Abscess,121,Bheri,Terai,Mid-Western
2069/70,2012/13,Banke,Bheri,Terai,Mid-Western,Disfunctional uterine bleeding,532,Bheri,Terai,Mid-Western
2069/70,2012/13,Banke,Bheri,Terai,Mid-Western,Leukerrhoea (Veginal discharge syndrom,1719,Bheri,Terai,Mid-Western
2069/70,2012/13,Banke,Bheri,Terai,Mid-Western,Mastitis (Ingorged breast),42,Bheri,Terai,Mid-Western
2069/70,2012/13,Banke,Bheri,Terai,Mid-Western,Menstrual disorder,440,Bheri,Terai,Mid-Western
2069/70,2012/13,Banke,Bheri,Terai,Mid-Western,Pelvic Inflamatory Disease (PID),877,Bheri,Terai,Mid-Western
2069/70,2012/13,Banke,Bheri,Terai,Mid-Western,Prolapsed uterus,94,Bheri,Terai,Mid-Western
2070/71,2013/14,Banke,Bheri,Terai,Mid-Western,Breast lumps / Breast Abscess,101,Bheri,Terai,Mid-Western
2070/71,2013/14,Banke,Bheri,Terai,Mid-Western,Disfunctional uterine bleeding,378,Bheri,Terai,Mid-Western
2070/71,2013/14,Banke,Bheri,Terai,Mid-Western,Leukerrhoea (Veginal discharge syndrom,1658,Bheri,Terai,Mid-Western
2070/71,2013/14,Banke,Bheri,Terai,Mid-Western,Mastitis (Ingorged breast),46,Bheri,Terai,Mid-Western
2070/71,2013/14,Banke,Bheri,Terai,Mid-Western,Menstrual disorder,472,Bheri,Terai,Mid-Western
2070/71,2013/14,Banke,Bheri,Terai,Mid-Western,Pelvic Inflamatory Disease (PID),872,Bheri,Terai,Mid-Western
2070/71,2013/14,Banke,Bheri,Terai,Mid-Western,Prolapsed uterus,61,Bheri,Terai,Mid-Western
2066/67,2009/10,Bara,Narayani,Terai,Central,Breast lumps / Breast Abscess,273,Narayani,Terai,Central
2066/67,2009/10,Bara,Narayani,Terai,Central,Disfunctional uterine bleeding,216,Narayani,Terai,Central
2066/67,2009/10,Bara,Narayani,Terai,Central,Leukerrhoea (Veginal discharge syndrom,1240,Narayani,Terai,Central
2066/67,2009/10,Bara,Narayani,Terai,Central,Mastitis (Ingorged breast),59,Narayani,Terai,Central
2066/67,2009/10,Bara,Narayani,Terai,Central,Menstrual disorder,589,Narayani,Terai,Central
2066/67,2009/10,Bara,Narayani,Terai,Central,Pelvic Inflamatory Disease (PID),788,Narayani,Terai,Central
2066/67,2009/10,Bara,Narayani,Terai,Central,Prolapsed uterus,67,Narayani,Terai,Central
2067/68,2010/11,Bara,Narayani,Terai,Central,Breast lumps / Breast Abscess,293,Narayani,Terai,Central
2067/68,2010/11,Bara,Narayani,Terai,Central,Disfunctional uterine bleeding,185,Narayani,Terai,Central
2067/68,2010/11,Bara,Narayani,Terai,Central,Leukerrhoea (Veginal discharge syndrom,1130,Narayani,Terai,Central
2067/68,2010/11,Bara,Narayani,Terai,Central,Mastitis (Ingorged breast),54,Narayani,Terai,Central
2067/68,2010/11,Bara,Narayani,Terai,Central,Menstrual disorder,519,Narayani,Terai,Central
2067/68,2010/11,Bara,Narayani,Terai,Central,Pelvic Inflamatory Disease (PID),652,Narayani,Terai,Central
2067/68,2010/11,Bara,Narayani,Terai,Central,Prolapsed uterus,104,Narayani,Terai,Central
2068/69,2011/12,Bara,Narayani,Terai,Central,Breast lumps / Breast Abscess,264,Narayani,Terai,Central
2068/69,2011/12,Bara,Narayani,Terai,Central,Disfunctional uterine bleeding,287,Narayani,Terai,Central
2068/69,2011/12,Bara,Narayani,Terai,Central,Leukerrhoea (Veginal discharge syndrom,1641,Narayani,Terai,Central
2068/69,2011/12,Bara,Narayani,Terai,Central,Mastitis (Ingorged breast),221,Narayani,Terai,Central
2068/69,2011/12,Bara,Narayani,Terai,Central,Menstrual disorder,857,Narayani,Terai,Central
2068/69,2011/12,Bara,Narayani,Terai,Central,Pelvic Inflamatory Disease (PID),962,Narayani,Terai,Central
2068/69,2011/12,Bara,Narayani,Terai,Central,Prolapsed uterus,255,Narayani,Terai,Central
2069/70,2012/13,Bara,Narayani,Terai,Central,Breast lumps / Breast Abscess,223,Narayani,Terai,Central
2069/70,2012/13,Bara,Narayani,Terai,Central,Disfunctional uterine bleeding,202,Narayani,Terai,Central
2069/70,2012/13,Bara,Narayani,Terai,Central,Leukerrhoea (Veginal discharge syndrom,1376,Narayani,Terai,Central
2069/70,2012/13,Bara,Narayani,Terai,Central,Mastitis (Ingorged breast),57,Narayani,Terai,Central
2069/70,2012/13,Bara,Narayani,Terai,Central,Menstrual disorder,753,Narayani,Terai,Central
2069/70,2012/13,Bara,Narayani,Terai,Central,Pelvic Inflamatory Disease (PID),837,Narayani,Terai,Central
2069/70,2012/13,Bara,Narayani,Terai,Central,Prolapsed uterus,82,Narayani,Terai,Central
2070/71,2013/14,Bara,Narayani,Terai,Central,Breast lumps / Breast Abscess,173,Narayani,Terai,Central
2070/71,2013/14,Bara,Narayani,Terai,Central,Disfunctional uterine bleeding,251,Narayani,Terai,Central
2070/71,2013/14,Bara,Narayani,Terai,Central,Leukerrhoea (Veginal discharge syndrom,1454,Narayani,Terai,Central
2070/71,2013/14,Bara,Narayani,Terai,Central,Mastitis (Ingorged breast),61,Narayani,Terai,Central
2070/71,2013/14,Bara,Narayani,Terai,Central,Menstrual disorder,930,Narayani,Terai,Central
2070/71,2013/14,Bara,Narayani,Terai,Central,Pelvic Inflamatory Disease (PID),1100,Narayani,Terai,Central
2070/71,2013/14,Bara,Narayani,Terai,Central,Prolapsed uterus,105,Narayani,Terai,Central
2066/67,2009/10,Bardiya,Bheri,Terai,Mid-Western,Breast lumps / Breast Abscess,367,Bheri,Terai,Mid-Western
2066/67,2009/10,Bardiya,Bheri,Terai,Mid-Western,Disfunctional uterine bleeding,1033,Bheri,Terai,Mid-Western
2066/67,2009/10,Bardiya,Bheri,Terai,Mid-Western,Leukerrhoea (Veginal discharge syndrom,3804,Bheri,Terai,Mid-Western
2066/67,2009/10,Bardiya,Bheri,Terai,Mid-Western,Mastitis (Ingorged breast),182,Bheri,Terai,Mid-Western
2066/67,2009/10,Bardiya,Bheri,Terai,Mid-Western,Menstrual disorder,1613,Bheri,Terai,Mid-Western
2066/67,2009/10,Bardiya,Bheri,Terai,Mid-Western,Pelvic Inflamatory Disease (PID),1949,Bheri,Terai,Mid-Western
2066/67,2009/10,Bardiya,Bheri,Terai,Mid-Western,Prolapsed uterus,291,Bheri,Terai,Mid-Western
2067/68,2010/11,Bardiya,Bheri,Terai,Mid-Western,Breast lumps / Breast Abscess,348,Bheri,Terai,Mid-Western
2067/68,2010/11,Bardiya,Bheri,Terai,Mid-Western,Disfunctional uterine bleeding,1022,Bheri,Terai,Mid-Western
2067/68,2010/11,Bardiya,Bheri,Terai,Mid-Western,Leukerrhoea (Veginal discharge syndrom,3277,Bheri,Terai,Mid-Western
2067/68,2010/11,Bardiya,Bheri,Terai,Mid-Western,Mastitis (Ingorged breast),171,Bheri,Terai,Mid-Western
2067/68,2010/11,Bardiya,Bheri,Terai,Mid-Western,Menstrual disorder,1887,Bheri,Terai,Mid-Western
2067/68,2010/11,Bardiya,Bheri,Terai,Mid-Western,Pelvic Inflamatory Disease (PID),1984,Bheri,Terai,Mid-Western
2067/68,2010/11,Bardiya,Bheri,Terai,Mid-Western,Prolapsed uterus,144,Bheri,Terai,Mid-Western
2068/69,2011/12,Bardiya,Bheri,Terai,Mid-Western,Breast lumps / Breast Abscess,347,Bheri,Terai,Mid-Western
2068/69,2011/12,Bardiya,Bheri,Terai,Mid-Western,Disfunctional uterine bleeding,1011,Bheri,Terai,Mid-Western
2068/69,2011/12,Bardiya,Bheri,Terai,Mid-Western,Leukerrhoea (Veginal discharge syndrom,3667,Bheri,Terai,Mid-Western
2068/69,2011/12,Bardiya,Bheri,Terai,Mid-Western,Mastitis (Ingorged breast),191,Bheri,Terai,Mid-Western
2068/69,2011/12,Bardiya,Bheri,Terai,Mid-Western,Menstrual disorder,1546,Bheri,Terai,Mid-Western
2068/69,2011/12,Bardiya,Bheri,Terai,Mid-Western,Pelvic Inflamatory Disease (PID),2176,Bheri,Terai,Mid-Western
2068/69,2011/12,Bardiya,Bheri,Terai,Mid-Western,Prolapsed uterus,188,Bheri,Terai,Mid-Western
2069/70,2012/13,Bardiya,Bheri,Terai,Mid-Western,Breast lumps / Breast Abscess,309,Bheri,Terai,Mid-Western
2069/70,2012/13,Bardiya,Bheri,Terai,Mid-Western,Disfunctional uterine bleeding,863,Bheri,Terai,Mid-Western
2069/70,2012/13,Bardiya,Bheri,Terai,Mid-Western,Leukerrhoea (Veginal discharge syndrom,3933,Bheri,Terai,Mid-Western
2069/70,2012/13,Bardiya,Bheri,Terai,Mid-Western,Mastitis (Ingorged breast),171,Bheri,Terai,Mid-Western
2069/70,2012/13,Bardiya,Bheri,Terai,Mid-Western,Menstrual disorder,1381,Bheri,Terai,Mid-Western
2069/70,2012/13,Bardiya,Bheri,Terai,Mid-Western,Pelvic Inflamatory Disease (PID),2309,Bheri,Terai,Mid-Western
2069/70,2012/13,Bardiya,Bheri,Terai,Mid-Western,Prolapsed uterus,206,Bheri,Terai,Mid-Western
2070/71,2013/14,Bardiya,Bheri,Terai,Mid-Western,Breast lumps / Breast Abscess,344,Bheri,Terai,Mid-Western
2070/71,2013/14,Bardiya,Bheri,Terai,Mid-Western,Disfunctional uterine bleeding,802,Bheri,Terai,Mid-Western
2070/71,2013/14,Bardiya,Bheri,Terai,Mid-Western,Leukerrhoea (Veginal discharge syndrom,3835,Bheri,Terai,Mid-Western
2070/71,2013/14,Bardiya,Bheri,Terai,Mid-Western,Mastitis (Ingorged breast),139,Bheri,Terai,Mid-Western
2070/71,2013/14,Bardiya,Bheri,Terai,Mid-Western,Menstrual disorder,1362,Bheri,Terai,Mid-Western
2070/71,2013/14,Bardiya,Bheri,Terai,Mid-Western,Pelvic Inflamatory Disease (PID),2357,Bheri,Terai,Mid-Western
2070/71,2013/14,Bardiya,Bheri,Terai,Mid-Western,Prolapsed uterus,146,Bheri,Terai,Mid-Western
2066/67,2009/10,Bhaktapur,Bagmati,Hill,Central,Breast lumps / Breast Abscess,140,Bagmati,Hill,Central
2066/67,2009/10,Bhaktapur,Bagmati,Hill,Central,Disfunctional uterine bleeding,173,Bagmati,Hill,Central
2066/67,2009/10,Bhaktapur,Bagmati,Hill,Central,Leukerrhoea (Veginal discharge syndrom,400,Bagmati,Hill,Central
2066/67,2009/10,Bhaktapur,Bagmati,Hill,Central,Mastitis (Ingorged breast),57,Bagmati,Hill,Central
2066/67,2009/10,Bhaktapur,Bagmati,Hill,Central,Menstrual disorder,395,Bagmati,Hill,Central
2066/67,2009/10,Bhaktapur,Bagmati,Hill,Central,Pelvic Inflamatory Disease (PID),429,Bagmati,Hill,Central
2066/67,2009/10,Bhaktapur,Bagmati,Hill,Central,Prolapsed uterus,53,Bagmati,Hill,Central
2067/68,2010/11,Bhaktapur,Bagmati,Hill,Central,Breast lumps / Breast Abscess,127,Bagmati,Hill,Central
2067/68,2010/11,Bhaktapur,Bagmati,Hill,Central,Disfunctional uterine bleeding,222,Bagmati,Hill,Central
2067/68,2010/11,Bhaktapur,Bagmati,Hill,Central,Leukerrhoea (Veginal discharge syndrom,519,Bagmati,Hill,Central
2067/68,2010/11,Bhaktapur,Bagmati,Hill,Central,Mastitis (Ingorged breast),58,Bagmati,Hill,Central
2067/68,2010/11,Bhaktapur,Bagmati,Hill,Central,Menstrual disorder,348,Bagmati,Hill,Central
2067/68,2010/11,Bhaktapur,Bagmati,Hill,Central,Pelvic Inflamatory Disease (PID),599,Bagmati,Hill,Central
2067/68,2010/11,Bhaktapur,Bagmati,Hill,Central,Prolapsed uterus,173,Bagmati,Hill,Central
2068/69,2011/12,Bhaktapur,Bagmati,Hill,Central,Breast lumps / Breast Abscess,147,Bagmati,Hill,Central
2068/69,2011/12,Bhaktapur,Bagmati,Hill,Central,Disfunctional uterine bleeding,183,Bagmati,Hill,Central
2068/69,2011/12,Bhaktapur,Bagmati,Hill,Central,Leukerrhoea (Veginal discharge syndrom,662,Bagmati,Hill,Central
2068/69,2011/12,Bhaktapur,Bagmati,Hill,Central,Mastitis (Ingorged breast),67,Bagmati,Hill,Central
2068/69,2011/12,Bhaktapur,Bagmati,Hill,Central,Menstrual disorder,581,Bagmati,Hill,Central
2068/69,2011/12,Bhaktapur,Bagmati,Hill,Central,Pelvic Inflamatory Disease (PID),834,Bagmati,Hill,Central
2068/69,2011/12,Bhaktapur,Bagmati,Hill,Central,Prolapsed uterus,103,Bagmati,Hill,Central
2069/70,2012/13,Bhaktapur,Bagmati,Hill,Central,Breast lumps / Breast Abscess,226,Bagmati,Hill,Central
2069/70,2012/13,Bhaktapur,Bagmati,Hill,Central,Disfunctional uterine bleeding,243,Bagmati,Hill,Central
2069/70,2012/13,Bhaktapur,Bagmati,Hill,Central,Leukerrhoea (Veginal discharge syndrom,1147,Bagmati,Hill,Central
2069/70,2012/13,Bhaktapur,Bagmati,Hill,Central,Mastitis (Ingorged breast),116,Bagmati,Hill,Central
2069/70,2012/13,Bhaktapur,Bagmati,Hill,Central,Menstrual disorder,758,Bagmati,Hill,Central
2069/70,2012/13,Bhaktapur,Bagmati,Hill,Central,Pelvic Inflamatory Disease (PID),937,Bagmati,Hill,Central
2069/70,2012/13,Bhaktapur,Bagmati,Hill,Central,Prolapsed uterus,100,Bagmati,Hill,Central
2070/71,2013/14,Bhaktapur,Bagmati,Hill,Central,Breast lumps / Breast Abscess,184,Bagmati,Hill,Central
2070/71,2013/14,Bhaktapur,Bagmati,Hill,Central,Disfunctional uterine bleeding,252,Bagmati,Hill,Central
2070/71,2013/14,Bhaktapur,Bagmati,Hill,Central,Leukerrhoea (Veginal discharge syndrom,1402,Bagmati,Hill,Central
2070/71,2013/14,Bhaktapur,Bagmati,Hill,Central,Mastitis (Ingorged breast),64,Bagmati,Hill,Central
2070/71,2013/14,Bhaktapur,Bagmati,Hill,Central,Menstrual disorder,950,Bagmati,Hill,Central
2070/71,2013/14,Bhaktapur,Bagmati,Hill,Central,Pelvic Inflamatory Disease (PID),1603,Bagmati,Hill,Central
2070/71,2013/14,Bhaktapur,Bagmati,Hill,Central,Prolapsed uterus,89,Bagmati,Hill,Central
2066/67,2009/10,Bhojpur,Kosi,Hill,Eastern,Breast lumps / Breast Abscess,248,Kosi,Hill,Eastern
2066/67,2009/10,Bhojpur,Kosi,Hill,Eastern,Disfunctional uterine bleeding,208,Kosi,Hill,Eastern
2066/67,2009/10,Bhojpur,Kosi,Hill,Eastern,Leukerrhoea (Veginal discharge syndrom,194,Kosi,Hill,Eastern
2066/67,2009/10,Bhojpur,Kosi,Hill,Eastern,Mastitis (Ingorged breast),62,Kosi,Hill,Eastern
2066/67,2009/10,Bhojpur,Kosi,Hill,Eastern,Menstrual disorder,389,Kosi,Hill,Eastern
2066/67,2009/10,Bhojpur,Kosi,Hill,Eastern,Pelvic Inflamatory Disease (PID),308,Kosi,Hill,Eastern
2066/67,2009/10,Bhojpur,Kosi,Hill,Eastern,Prolapsed uterus,102,Kosi,Hill,Eastern
2067/68,2010/11,Bhojpur,Kosi,Hill,Eastern,Breast lumps / Breast Abscess,193,Kosi,Hill,Eastern
2067/68,2010/11,Bhojpur,Kosi,Hill,Eastern,Disfunctional uterine bleeding,282,Kosi,Hill,Eastern
2067/68,2010/11,Bhojpur,Kosi,Hill,Eastern,Leukerrhoea (Veginal discharge syndrom,230,Kosi,Hill,Eastern
2067/68,2010/11,Bhojpur,Kosi,Hill,Eastern,Mastitis (Ingorged breast),68,Kosi,Hill,Eastern
2067/68,2010/11,Bhojpur,Kosi,Hill,Eastern,Menstrual disorder,372,Kosi,Hill,Eastern
2067/68,2010/11,Bhojpur,Kosi,Hill,Eastern,Pelvic Inflamatory Disease (PID),346,Kosi,Hill,Eastern
2067/68,2010/11,Bhojpur,Kosi,Hill,Eastern,Prolapsed uterus,60,Kosi,Hill,Eastern
2068/69,2011/12,Bhojpur,Kosi,Hill,Eastern,Breast lumps / Breast Abscess,217,Kosi,Hill,Eastern
2068/69,2011/12,Bhojpur,Kosi,Hill,Eastern,Disfunctional uterine bleeding,277,Kosi,Hill,Eastern
2068/69,2011/12,Bhojpur,Kosi,Hill,Eastern,Leukerrhoea (Veginal discharge syndrom,352,Kosi,Hill,Eastern
2068/69,2011/12,Bhojpur,Kosi,Hill,Eastern,Mastitis (Ingorged breast),67,Kosi,Hill,Eastern
2068/69,2011/12,Bhojpur,Kosi,Hill,Eastern,Menstrual disorder,662,Kosi,Hill,Eastern
2068/69,2011/12,Bhojpur,Kosi,Hill,Eastern,Pelvic Inflamatory Disease (PID),311,Kosi,Hill,Eastern
2068/69,2011/12,Bhojpur,Kosi,Hill,Eastern,Prolapsed uterus,88,Kosi,Hill,Eastern
2069/70,2012/13,Bhojpur,Kosi,Hill,Eastern,Breast lumps / Breast Abscess,196,Kosi,Hill,Eastern
2069/70,2012/13,Bhojpur,Kosi,Hill,Eastern,Disfunctional uterine bleeding,204,Kosi,Hill,Eastern
2069/70,2012/13,Bhojpur,Kosi,Hill,Eastern,Leukerrhoea (Veginal discharge syndrom,334,Kosi,Hill,Eastern
2069/70,2012/13,Bhojpur,Kosi,Hill,Eastern,Mastitis (Ingorged breast),67,Kosi,Hill,Eastern
2069/70,2012/13,Bhojpur,Kosi,Hill,Eastern,Menstrual disorder,799,Kosi,Hill,Eastern
2069/70,2012/13,Bhojpur,Kosi,Hill,Eastern,Pelvic Inflamatory Disease (PID),362,Kosi,Hill,Eastern
2069/70,2012/13,Bhojpur,Kosi,Hill,Eastern,Prolapsed uterus,112,Kosi,Hill,Eastern
2070/71,2013/14,Bhojpur,Kosi,Hill,Eastern,Breast lumps / Breast Abscess,181,Kosi,Hill,Eastern
2070/71,2013/14,Bhojpur,Kosi,Hill,Eastern,Disfunctional uterine bleeding,151,Kosi,Hill,Eastern
2070/71,2013/14,Bhojpur,Kosi,Hill,Eastern,Leukerrhoea (Veginal discharge syndrom,230,Kosi,Hill,Eastern
2070/71,2013/14,Bhojpur,Kosi,Hill,Eastern,Mastitis (Ingorged breast),75,Kosi,Hill,Eastern
2070/71,2013/14,Bhojpur,Kosi,Hill,Eastern,Menstrual disorder,833,Kosi,Hill,Eastern
2070/71,2013/14,Bhojpur,Kosi,Hill,Eastern,Pelvic Inflamatory Disease (PID),370,Kosi,Hill,Eastern
2070/71,2013/14,Bhojpur,Kosi,Hill,Eastern,Prolapsed uterus,101,Kosi,Hill,Eastern
2066/67,2009/10,Chitawan,Narayani,Terai,Central,Breast lumps / Breast Abscess,416,Narayani,Terai,Central
2066/67,2009/10,Chitawan,Narayani,Terai,Central,Disfunctional uterine bleeding,1261,Narayani,Terai,Central
2066/67,2009/10,Chitawan,Narayani,Terai,Central,Leukerrhoea (Veginal discharge syndrom,1319,Narayani,Terai,Central
2066/67,2009/10,Chitawan,Narayani,Terai,Central,Mastitis (Ingorged breast),122,Narayani,Terai,Central
2066/67,2009/10,Chitawan,Narayani,Terai,Central,Menstrual disorder,1225,Narayani,Terai,Central
2066/67,2009/10,Chitawan,Narayani,Terai,Central,Pelvic Inflamatory Disease (PID),2609,Narayani,Terai,Central
2066/67,2009/10,Chitawan,Narayani,Terai,Central,Prolapsed uterus,1697,Narayani,Terai,Central
2067/68,2010/11,Chitawan,Narayani,Terai,Central,Breast lumps / Breast Abscess,957,Narayani,Terai,Central
2067/68,2010/11,Chitawan,Narayani,Terai,Central,Disfunctional uterine bleeding,1400,Narayani,Terai,Central
2067/68,2010/11,Chitawan,Narayani,Terai,Central,Leukerrhoea (Veginal discharge syndrom,1421,Narayani,Terai,Central
2067/68,2010/11,Chitawan,Narayani,Terai,Central,Mastitis (Ingorged breast),118,Narayani,Terai,Central
2067/68,2010/11,Chitawan,Narayani,Terai,Central,Menstrual disorder,1513,Narayani,Terai,Central
2067/68,2010/11,Chitawan,Narayani,Terai,Central,Pelvic Inflamatory Disease (PID),3570,Narayani,Terai,Central
2067/68,2010/11,Chitawan,Narayani,Terai,Central,Prolapsed uterus,2325,Narayani,Terai,Central
2068/69,2011/12,Chitawan,Narayani,Terai,Central,Breast lumps / Breast Abscess,624,Narayani,Terai,Central
2068/69,2011/12,Chitawan,Narayani,Terai,Central,Disfunctional uterine bleeding,736,Narayani,Terai,Central
2068/69,2011/12,Chitawan,Narayani,Terai,Central,Leukerrhoea (Veginal discharge syndrom,1131,Narayani,Terai,Central
2068/69,2011/12,Chitawan,Narayani,Terai,Central,Mastitis (Ingorged breast),110,Narayani,Terai,Central
2068/69,2011/12,Chitawan,Narayani,Terai,Central,Menstrual disorder,956,Narayani,Terai,Central
2068/69,2011/12,Chitawan,Narayani,Terai,Central,Pelvic Inflamatory Disease (PID),2433,Narayani,Terai,Central
2068/69,2011/12,Chitawan,Narayani,Terai,Central,Prolapsed uterus,924,Narayani,Terai,Central
2069/70,2012/13,Chitawan,Narayani,Terai,Central,Breast lumps / Breast Abscess,1473,Narayani,Terai,Central
2069/70,2012/13,Chitawan,Narayani,Terai,Central,Disfunctional uterine bleeding,1419,Narayani,Terai,Central
2069/70,2012/13,Chitawan,Narayani,Terai,Central,Leukerrhoea (Veginal discharge syndrom,2481,Narayani,Terai,Central
2069/70,2012/13,Chitawan,Narayani,Terai,Central,Mastitis (Ingorged breast),238,Narayani,Terai,Central
2069/70,2012/13,Chitawan,Narayani,Terai,Central,Menstrual disorder,1906,Narayani,Terai,Central
2069/70,2012/13,Chitawan,Narayani,Terai,Central,Pelvic Inflamatory Disease (PID),21861,Narayani,Terai,Central
2069/70,2012/13,Chitawan,Narayani,Terai,Central,Prolapsed uterus,796,Narayani,Terai,Central
2070/71,2013/14,Chitawan,Narayani,Terai,Central,Breast lumps / Breast Abscess,1820,Narayani,Terai,Central
2070/71,2013/14,Chitawan,Narayani,Terai,Central,Disfunctional uterine bleeding,2651,Narayani,Terai,Central
2070/71,2013/14,Chitawan,Narayani,Terai,Central,Leukerrhoea (Veginal discharge syndrom,5024,Narayani,Terai,Central
2070/71,2013/14,Chitawan,Narayani,Terai,Central,Mastitis (Ingorged breast),403,Narayani,Terai,Central
2070/71,2013/14,Chitawan,Narayani,Terai,Central,Menstrual disorder,3577,Narayani,Terai,Central
2070/71,2013/14,Chitawan,Narayani,Terai,Central,Pelvic Inflamatory Disease (PID),6594,Narayani,Terai,Central
2070/71,2013/14,Chitawan,Narayani,Terai,Central,Prolapsed uterus,1486,Narayani,Terai,Central
2066/67,2009/10,Dadeldhura,Mahakali,Hill,Far-Western,Breast lumps / Breast Abscess,160,Mahakali,Hill,Far-Western
2066/67,2009/10,Dadeldhura,Mahakali,Hill,Far-Western,Disfunctional uterine bleeding,249,Mahakali,Hill,Far-Western
2066/67,2009/10,Dadeldhura,Mahakali,Hill,Far-Western,Leukerrhoea (Veginal discharge syndrom,1001,Mahakali,Hill,Far-Western
2066/67,2009/10,Dadeldhura,Mahakali,Hill,Far-Western,Mastitis (Ingorged breast),84,Mahakali,Hill,Far-Western
2066/67,2009/10,Dadeldhura,Mahakali,Hill,Far-Western,Menstrual disorder,345,Mahakali,Hill,Far-Western
2066/67,2009/10,Dadeldhura,Mahakali,Hill,Far-Western,Pelvic Inflamatory Disease (PID),2424,Mahakali,Hill,Far-Western
2066/67,2009/10,Dadeldhura,Mahakali,Hill,Far-Western,Prolapsed uterus,308,Mahakali,Hill,Far-Western
2067/68,2010/11,Dadeldhura,Mahakali,Hill,Far-Western,Breast lumps / Breast Abscess,93,Mahakali,Hill,Far-Western
2067/68,2010/11,Dadeldhura,Mahakali,Hill,Far-Western,Disfunctional uterine bleeding,284,Mahakali,Hill,Far-Western
2067/68,2010/11,Dadeldhura,Mahakali,Hill,Far-Western,Leukerrhoea (Veginal discharge syndrom,1291,Mahakali,Hill,Far-Western
2067/68,2010/11,Dadeldhura,Mahakali,Hill,Far-Western,Mastitis (Ingorged breast),67,Mahakali,Hill,Far-Western
2067/68,2010/11,Dadeldhura,Mahakali,Hill,Far-Western,Menstrual disorder,607,Mahakali,Hill,Far-Western
2067/68,2010/11,Dadeldhura,Mahakali,Hill,Far-Western,Pelvic Inflamatory Disease (PID),1857,Mahakali,Hill,Far-Western
2067/68,2010/11,Dadeldhura,Mahakali,Hill,Far-Western,Prolapsed uterus,380,Mahakali,Hill,Far-Western
2068/69,2011/12,Dadeldhura,Mahakali,Hill,Far-Western,Breast lumps / Breast Abscess,151,Mahakali,Hill,Far-Western
2068/69,2011/12,Dadeldhura,Mahakali,Hill,Far-Western,Disfunctional uterine bleeding,333,Mahakali,Hill,Far-Western
2068/69,2011/12,Dadeldhura,Mahakali,Hill,Far-Western,Leukerrhoea (Veginal discharge syndrom,1497,Mahakali,Hill,Far-Western
