District,zone,belt,region,Year BS,Year AD,Method,Contraceptives,Gender,Number of user,Zone,Belt,Region
Sarlahi,Janakpur,Terai,Central,2066/67,2009/10,Temporary Methods,Norplant,,1417,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2066/67,2009/10,Permanent method,Sterilization,Male,2936,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2066/67,2009/10,Permanent method,Sterilization,Female,62316,Janakpur,Terai,Central
Sindhuli,Janakpur,Hill,Central,2066/67,2009/10,Temporary Methods,Condom,,1083,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2066/67,2009/10,Temporary Methods,Pills,,1477,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2066/67,2009/10,Temporary Methods,Depo,,3676,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2066/67,2009/10,Temporary Methods,IUD,,407,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2066/67,2009/10,Temporary Methods,Norplant,,380,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2066/67,2009/10,Permanent method,Sterilization,Male,4635,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2066/67,2009/10,Permanent method,Sterilization,Female,4937,Janakpur,Hill,Central
Sindhupalchok,Bagmati,Mountain,Central,2066/67,2009/10,Temporary Methods,Condom,,836,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2066/67,2009/10,Temporary Methods,Pills,,1461,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2066/67,2009/10,Temporary Methods,Depo,,9988,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2066/67,2009/10,Temporary Methods,IUD,,777,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2066/67,2009/10,Temporary Methods,Norplant,,1249,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2066/67,2009/10,Permanent method,Sterilization,Male,7821,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2066/67,2009/10,Permanent method,Sterilization,Female,2126,Bagmati,Mountain,Central
Arghakhanchi,Lumbini,Hill,Western,2066/67,2009/10,Temporary Methods,Condom,,1630,Lumbini,Hill,Western
Arghakhanchi,Lumbini,Hill,Western,2066/67,2009/10,Temporary Methods,Pills,,550,Lumbini,Hill,Western
Arghakhanchi,Lumbini,Hill,Western,2066/67,2009/10,Temporary Methods,Depo,,1609,Lumbini,Hill,Western
Arghakhanchi,Lumbini,Hill,Western,2066/67,2009/10,Temporary Methods,IUD,,166,Lumbini,Hill,Western
Arghakhanchi,Lumbini,Hill,Western,2066/67,2009/10,Temporary Methods,Norplant,,225,Lumbini,Hill,Western
Arghakhanchi,Lumbini,Hill,Western,2066/67,2009/10,Permanent method,Sterilization,Male,3299,Lumbini,Hill,Western
Arghakhanchi,Lumbini,Hill,Western,2066/67,2009/10,Permanent method,Sterilization,Female,2936,Lumbini,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2066/67,2009/10,Temporary Methods,Condom,,1580,Dhawalagiri,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2066/67,2009/10,Temporary Methods,Pills,,1345,Dhawalagiri,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2066/67,2009/10,Temporary Methods,Depo,,2258,Dhawalagiri,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2066/67,2009/10,Temporary Methods,IUD,,724,Dhawalagiri,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2066/67,2009/10,Temporary Methods,Norplant,,133,Dhawalagiri,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2066/67,2009/10,Permanent method,Sterilization,Male,6394,Dhawalagiri,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2066/67,2009/10,Permanent method,Sterilization,Female,3511,Dhawalagiri,Hill,Western
Gorkha,Gandaki,Hill,Western,2066/67,2009/10,Temporary Methods,Condom,,1128,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2066/67,2009/10,Temporary Methods,Pills,,1682,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2066/67,2009/10,Temporary Methods,Depo,,3787,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2066/67,2009/10,Temporary Methods,IUD,,265,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2066/67,2009/10,Temporary Methods,Norplant,,100,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2066/67,2009/10,Permanent method,Sterilization,Male,6564,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2066/67,2009/10,Permanent method,Sterilization,Female,6101,Gandaki,Hill,Western
Gulmi,Lumbini,Hill,Western,2066/67,2009/10,Temporary Methods,Condom,,2352,Lumbini,Hill,Western
Gulmi,Lumbini,Hill,Western,2066/67,2009/10,Temporary Methods,Pills,,1760,Lumbini,Hill,Western
Gulmi,Lumbini,Hill,Western,2066/67,2009/10,Temporary Methods,Depo,,4192,Lumbini,Hill,Western
Gulmi,Lumbini,Hill,Western,2066/67,2009/10,Temporary Methods,IUD,,1052,Lumbini,Hill,Western
Gulmi,Lumbini,Hill,Western,2066/67,2009/10,Temporary Methods,Norplant,,1113,Lumbini,Hill,Western
Gulmi,Lumbini,Hill,Western,2066/67,2009/10,Permanent method,Sterilization,Male,3949,Lumbini,Hill,Western
Gulmi,Lumbini,Hill,Western,2066/67,2009/10,Permanent method,Sterilization,Female,6111,Lumbini,Hill,Western
Kapilbastu,Lumbini,Terai,Western,2066/67,2009/10,Temporary Methods,Condom,,2591,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2066/67,2009/10,Temporary Methods,Pills,,3239,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2066/67,2009/10,Temporary Methods,Depo,,11204,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2066/67,2009/10,Temporary Methods,IUD,,603,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2066/67,2009/10,Temporary Methods,Norplant,,457,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2066/67,2009/10,Permanent method,Sterilization,Male,1965,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2066/67,2009/10,Permanent method,Sterilization,Female,13286,Lumbini,Terai,Western
Kaski,Gandaki,Hill,Western,2066/67,2009/10,Temporary Methods,Condom,,2340,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2066/67,2009/10,Temporary Methods,Pills,,2493,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2066/67,2009/10,Temporary Methods,Depo,,4299,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2066/67,2009/10,Temporary Methods,IUD,,1944,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2066/67,2009/10,Temporary Methods,Norplant,,978,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2066/67,2009/10,Permanent method,Sterilization,Male,12986,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2066/67,2009/10,Permanent method,Sterilization,Female,11192,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2066/67,2009/10,Temporary Methods,Condom,,1448,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2066/67,2009/10,Temporary Methods,Pills,,622,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2066/67,2009/10,Temporary Methods,Depo,,2534,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2066/67,2009/10,Temporary Methods,IUD,,229,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2066/67,2009/10,Temporary Methods,Norplant,,226,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2066/67,2009/10,Permanent method,Sterilization,Male,6044,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2066/67,2009/10,Permanent method,Sterilization,Female,2083,Gandaki,Hill,Western
Manang,Gandaki,Mountain,Western,2066/67,2009/10,Temporary Methods,Condom,,107,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2066/67,2009/10,Temporary Methods,Pills,,44,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2066/67,2009/10,Temporary Methods,Depo,,97,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2066/67,2009/10,Temporary Methods,IUD,,4,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2066/67,2009/10,Temporary Methods,Norplant,,57,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2066/67,2009/10,Permanent method,Sterilization,Male,206,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2066/67,2009/10,Permanent method,Sterilization,Female,18,Gandaki,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2066/67,2009/10,Temporary Methods,Condom,,200,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2066/67,2009/10,Temporary Methods,Pills,,158,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2066/67,2009/10,Temporary Methods,Depo,,362,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2066/67,2009/10,Temporary Methods,IUD,,21,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2066/67,2009/10,Temporary Methods,Norplant,,81,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2066/67,2009/10,Permanent method,Sterilization,Male,326,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2066/67,2009/10,Permanent method,Sterilization,Female,257,Dhawalagiri,Mountain,Western
Myagdi,Dhawalagiri,Hill,Western,2066/67,2009/10,Temporary Methods,Condom,,1478,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2066/67,2009/10,Temporary Methods,Pills,,481,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2066/67,2009/10,Temporary Methods,Depo,,1237,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2066/67,2009/10,Temporary Methods,IUD,,119,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2066/67,2009/10,Temporary Methods,Norplant,,157,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2066/67,2009/10,Permanent method,Sterilization,Male,3101,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2066/67,2009/10,Permanent method,Sterilization,Female,939,Dhawalagiri,Hill,Western
Nawalparasi,Lumbini,Terai,Western,2066/67,2009/10,Temporary Methods,Condom,,4544,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2066/67,2009/10,Temporary Methods,Pills,,2584,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2066/67,2009/10,Temporary Methods,Depo,,7221,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2066/67,2009/10,Temporary Methods,IUD,,1323,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2066/67,2009/10,Temporary Methods,Norplant,,1355,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2066/67,2009/10,Permanent method,Sterilization,Male,8913,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2066/67,2009/10,Permanent method,Sterilization,Female,28923,Lumbini,Terai,Western
Palpa,Lumbini,Hill,Western,2066/67,2009/10,Temporary Methods,Condom,,2418,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2066/67,2009/10,Temporary Methods,Pills,,1748,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2066/67,2009/10,Temporary Methods,Depo,,3438,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2066/67,2009/10,Temporary Methods,IUD,,448,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2066/67,2009/10,Temporary Methods,Norplant,,1163,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2066/67,2009/10,Permanent method,Sterilization,Male,5261,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2066/67,2009/10,Permanent method,Sterilization,Female,8362,Lumbini,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2066/67,2009/10,Temporary Methods,Condom,,814,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2066/67,2009/10,Temporary Methods,Pills,,522,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2066/67,2009/10,Temporary Methods,Depo,,1240,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2066/67,2009/10,Temporary Methods,IUD,,340,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2066/67,2009/10,Temporary Methods,Norplant,,324,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2066/67,2009/10,Permanent method,Sterilization,Male,4472,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2066/67,2009/10,Permanent method,Sterilization,Female,1076,Dhawalagiri,Hill,Western
Rupandehi,Lumbini,Terai,Western,2066/67,2009/10,Temporary Methods,Condom,,2843,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2066/67,2009/10,Temporary Methods,Pills,,3444,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2066/67,2009/10,Temporary Methods,Depo,,10964,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2066/67,2009/10,Temporary Methods,IUD,,1604,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2066/67,2009/10,Temporary Methods,Norplant,,1930,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2066/67,2009/10,Permanent method,Sterilization,Male,2706,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2066/67,2009/10,Permanent method,Sterilization,Female,30084,Lumbini,Terai,Western
Syangja,Gandaki,Hill,Western,2066/67,2009/10,Temporary Methods,Condom,,1570,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2066/67,2009/10,Temporary Methods,Pills,,1678,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2066/67,2009/10,Temporary Methods,Depo,,2325,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2066/67,2009/10,Temporary Methods,IUD,,332,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2066/67,2009/10,Temporary Methods,Norplant,,45,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2066/67,2009/10,Permanent method,Sterilization,Male,4627,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2066/67,2009/10,Permanent method,Sterilization,Female,9657,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2066/67,2009/10,Temporary Methods,Condom,,1576,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2066/67,2009/10,Temporary Methods,Pills,,1277,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2066/67,2009/10,Temporary Methods,Depo,,2755,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2066/67,2009/10,Temporary Methods,IUD,,1096,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2066/67,2009/10,Temporary Methods,Norplant,,634,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2066/67,2009/10,Permanent method,Sterilization,Male,7715,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2066/67,2009/10,Permanent method,Sterilization,Female,6467,Gandaki,Hill,Western
Banke,Bheri,Terai,Mid-Western,2066/67,2009/10,Temporary Methods,Condom,,5428,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2066/67,2009/10,Temporary Methods,Pills,,4752,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2066/67,2009/10,Temporary Methods,Depo,,12476,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2066/67,2009/10,Temporary Methods,IUD,,1696,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2066/67,2009/10,Temporary Methods,Norplant,,2091,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2066/67,2009/10,Permanent method,Sterilization,Male,6963,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2066/67,2009/10,Permanent method,Sterilization,Female,16617,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2066/67,2009/10,Temporary Methods,Condom,,3949,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2066/67,2009/10,Temporary Methods,Pills,,1564,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2066/67,2009/10,Temporary Methods,Depo,,5972,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2066/67,2009/10,Temporary Methods,IUD,,3121,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2066/67,2009/10,Temporary Methods,Norplant,,2522,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2066/67,2009/10,Permanent method,Sterilization,Male,3274,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2066/67,2009/10,Permanent method,Sterilization,Female,24486,Bheri,Terai,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2066/67,2009/10,Temporary Methods,Condom,,2898,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2066/67,2009/10,Temporary Methods,Pills,,2257,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2066/67,2009/10,Temporary Methods,Depo,,3091,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2066/67,2009/10,Temporary Methods,IUD,,723,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2066/67,2009/10,Temporary Methods,Norplant,,993,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2066/67,2009/10,Permanent method,Sterilization,Male,6814,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2066/67,2009/10,Permanent method,Sterilization,Female,68,Bheri,Hill,Mid-Western
Dang,Rapti,Terai,Mid-Western,2066/67,2009/10,Temporary Methods,Condom,,3606,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2066/67,2009/10,Temporary Methods,Pills,,4294,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2066/67,2009/10,Temporary Methods,Depo,,18686,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2066/67,2009/10,Temporary Methods,IUD,,1874,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2066/67,2009/10,Temporary Methods,Norplant,,826,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2066/67,2009/10,Permanent method,Sterilization,Male,4226,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2066/67,2009/10,Permanent method,Sterilization,Female,20151,Rapti,Terai,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2066/67,2009/10,Temporary Methods,Condom,,319,Karnali,Mountain,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2066/67,2009/10,Temporary Methods,Pills,,204,Karnali,Mountain,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2066/67,2009/10,Temporary Methods,Depo,,505,Karnali,Mountain,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2066/67,2009/10,Temporary Methods,IUD,,38,Karnali,Mountain,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2066/67,2009/10,Temporary Methods,Norplant,,0,Karnali,Mountain,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2066/67,2009/10,Permanent method,Sterilization,Male,709,Karnali,Mountain,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2066/67,2009/10,Permanent method,Sterilization,Female,15,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Temporary Methods,Condom,,360,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Temporary Methods,Pills,,1266,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Temporary Methods,Depo,,1532,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Temporary Methods,IUD,,32,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Temporary Methods,Norplant,,128,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Permanent method,Sterilization,Male,1131,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Permanent method,Sterilization,Female,57,Karnali,Mountain,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2066/67,2009/10,Temporary Methods,Condom,,843,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2066/67,2009/10,Temporary Methods,Pills,,1570,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2066/67,2009/10,Temporary Methods,Depo,,3608,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2066/67,2009/10,Temporary Methods,IUD,,152,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2066/67,2009/10,Temporary Methods,Norplant,,339,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2066/67,2009/10,Permanent method,Sterilization,Male,3418,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2066/67,2009/10,Permanent method,Sterilization,Female,225,Bheri,Hill,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Temporary Methods,Condom,,1353,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Temporary Methods,Pills,,807,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Temporary Methods,Depo,,1066,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Temporary Methods,IUD,,90,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Temporary Methods,Norplant,,473,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Permanent method,Sterilization,Male,5264,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Permanent method,Sterilization,Female,231,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2066/67,2009/10,Temporary Methods,Condom,,800,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2066/67,2009/10,Temporary Methods,Pills,,800,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2066/67,2009/10,Temporary Methods,Depo,,733,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2066/67,2009/10,Temporary Methods,IUD,,160,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2066/67,2009/10,Temporary Methods,Norplant,,417,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2066/67,2009/10,Permanent method,Sterilization,Male,2235,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2066/67,2009/10,Permanent method,Sterilization,Female,8,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2066/67,2009/10,Temporary Methods,Condom,,227,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2066/67,2009/10,Temporary Methods,Pills,,110,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2066/67,2009/10,Temporary Methods,Depo,,576,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2066/67,2009/10,Temporary Methods,IUD,,55,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2066/67,2009/10,Temporary Methods,Norplant,,6,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2066/67,2009/10,Permanent method,Sterilization,Male,1480,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2066/67,2009/10,Permanent method,Sterilization,Female,31,Karnali,Mountain,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2066/67,2009/10,Temporary Methods,Condom,,4691,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2066/67,2009/10,Temporary Methods,Pills,,4286,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2066/67,2009/10,Temporary Methods,Depo,,6541,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2066/67,2009/10,Temporary Methods,IUD,,585,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2066/67,2009/10,Temporary Methods,Norplant,,270,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2066/67,2009/10,Permanent method,Sterilization,Male,3093,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2066/67,2009/10,Permanent method,Sterilization,Female,1983,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2066/67,2009/10,Temporary Methods,Condom,,3940,Rapti,Hill,Mid-Western
