District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Sub-Indicator,Sub-Indicator,Value
Dhading,Bagmati,Hill,Central,2069/70,2012/13,HCV,Total,50
Dhading,Bagmati,Hill,Central,2069/70,2012/13,HCV,+Ve,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Western Bloot,Total,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Western Bloot,+Ve,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,HBsAg,Total,1206
Dhading,Bagmati,Hill,Central,2069/70,2012/13,HBsAg,+Ve,2
Dhading,Bagmati,Hill,Central,2069/70,2012/13,HEV,Total,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,HEV,+Ve,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,CD4 count,,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Viral Load,,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Others,,21
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,HIV,Total,0
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,HIV,+Ve,0
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,HCV,Total,0
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,HCV,+Ve,0
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,Western Bloot,Total,0
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,Western Bloot,+Ve,0
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,HBsAg,Total,0
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,HBsAg,+Ve,0
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,HEV,Total,0
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,HEV,+Ve,0
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,CD4 count,,0
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,Viral Load,,0
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,Others,,0
Rautahat,Narayani,Terai,Central,2069/70,2012/13,HIV,Total,2
Rautahat,Narayani,Terai,Central,2069/70,2012/13,HIV,+Ve,1
Rautahat,Narayani,Terai,Central,2069/70,2012/13,HCV,Total,0
Rautahat,Narayani,Terai,Central,2069/70,2012/13,HCV,+Ve,0
Rautahat,Narayani,Terai,Central,2069/70,2012/13,Western Bloot,Total,0
Rautahat,Narayani,Terai,Central,2069/70,2012/13,Western Bloot,+Ve,0
Rautahat,Narayani,Terai,Central,2069/70,2012/13,HBsAg,Total,0
Rautahat,Narayani,Terai,Central,2069/70,2012/13,HBsAg,+Ve,0
Rautahat,Narayani,Terai,Central,2069/70,2012/13,HEV,Total,0
Rautahat,Narayani,Terai,Central,2069/70,2012/13,HEV,+Ve,0
Rautahat,Narayani,Terai,Central,2069/70,2012/13,CD4 count,,0
Rautahat,Narayani,Terai,Central,2069/70,2012/13,Viral Load,,0
Rautahat,Narayani,Terai,Central,2069/70,2012/13,Others,,0
Bara,Narayani,Terai,Central,2069/70,2012/13,HIV,Total,111
Bara,Narayani,Terai,Central,2069/70,2012/13,HIV,+Ve,0
Bara,Narayani,Terai,Central,2069/70,2012/13,HCV,Total,3
Bara,Narayani,Terai,Central,2069/70,2012/13,HCV,+Ve,0
Bara,Narayani,Terai,Central,2069/70,2012/13,Western Bloot,Total,0
Bara,Narayani,Terai,Central,2069/70,2012/13,Western Bloot,+Ve,0
Bara,Narayani,Terai,Central,2069/70,2012/13,HBsAg,Total,139
Bara,Narayani,Terai,Central,2069/70,2012/13,HBsAg,+Ve,0
Bara,Narayani,Terai,Central,2069/70,2012/13,HEV,Total,0
Bara,Narayani,Terai,Central,2069/70,2012/13,HEV,+Ve,0
Bara,Narayani,Terai,Central,2069/70,2012/13,CD4 count,,0
Bara,Narayani,Terai,Central,2069/70,2012/13,Viral Load,,0
Bara,Narayani,Terai,Central,2069/70,2012/13,Others,,0
Parsa,Narayani,Terai,Central,2069/70,2012/13,HIV,Total,0
Parsa,Narayani,Terai,Central,2069/70,2012/13,HIV,+Ve,0
Parsa,Narayani,Terai,Central,2069/70,2012/13,HCV,Total,0
Parsa,Narayani,Terai,Central,2069/70,2012/13,HCV,+Ve,0
Parsa,Narayani,Terai,Central,2069/70,2012/13,Western Bloot,Total,0
Parsa,Narayani,Terai,Central,2069/70,2012/13,Western Bloot,+Ve,0
Parsa,Narayani,Terai,Central,2069/70,2012/13,HBsAg,Total,0
Parsa,Narayani,Terai,Central,2069/70,2012/13,HBsAg,+Ve,0
Parsa,Narayani,Terai,Central,2069/70,2012/13,HEV,Total,0
Parsa,Narayani,Terai,Central,2069/70,2012/13,HEV,+Ve,0
Parsa,Narayani,Terai,Central,2069/70,2012/13,CD4 count,,0
Parsa,Narayani,Terai,Central,2069/70,2012/13,Viral Load,,0
Parsa,Narayani,Terai,Central,2069/70,2012/13,Others,,0
Chitwan,Narayani,Terai,Central,2069/70,2012/13,HIV,Total,9069
Chitwan,Narayani,Terai,Central,2069/70,2012/13,HIV,+Ve,50
Chitwan,Narayani,Terai,Central,2069/70,2012/13,HCV,Total,5083
Chitwan,Narayani,Terai,Central,2069/70,2012/13,HCV,+Ve,16
Chitwan,Narayani,Terai,Central,2069/70,2012/13,Western Bloot,Total,14
Chitwan,Narayani,Terai,Central,2069/70,2012/13,Western Bloot,+Ve,0
Chitwan,Narayani,Terai,Central,2069/70,2012/13,HBsAg,Total,9830
Chitwan,Narayani,Terai,Central,2069/70,2012/13,HBsAg,+Ve,43
Chitwan,Narayani,Terai,Central,2069/70,2012/13,HEV,Total,213
Chitwan,Narayani,Terai,Central,2069/70,2012/13,HEV,+Ve,5
Chitwan,Narayani,Terai,Central,2069/70,2012/13,CD4 count,,150
Chitwan,Narayani,Terai,Central,2069/70,2012/13,Viral Load,,1
Chitwan,Narayani,Terai,Central,2069/70,2012/13,Others,,0
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,HIV,Total,1986
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,HIV,+Ve,25
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,HCV,Total,88
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,HCV,+Ve,2
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Western Bloot,Total,0
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Western Bloot,+Ve,0
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,HBsAg,Total,1221
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,HBsAg,+Ve,3
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,HEV,Total,0
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,HEV,+Ve,0
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,CD4 count,,0
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Viral Load,,0
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Others,,0
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,HIV,Total,1958
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,HIV,+Ve,6
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,HCV,Total,26
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,HCV,+Ve,0
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Western Bloot,Total,0
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Western Bloot,+Ve,0
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,HBsAg,Total,297
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,HBsAg,+Ve,8
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,HEV,Total,0
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,HEV,+Ve,0
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,CD4 count,,0
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Viral Load,,0
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Others,,0
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,HIV,Total,2378
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,HIV,+Ve,15
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,HCV,Total,965
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,HCV,+Ve,0
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Western Bloot,Total,0
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Western Bloot,+Ve,7
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,HBsAg,Total,1336
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,HBsAg,+Ve,40
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,HEV,Total,0
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,HEV,+Ve,0
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,CD4 count,,0
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Viral Load,,0
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Others,,8
Syangja,Gandaki,Hill,Western,2069/70,2012/13,HIV,Total,758
Syangja,Gandaki,Hill,Western,2069/70,2012/13,HIV,+Ve,16
Syangja,Gandaki,Hill,Western,2069/70,2012/13,HCV,Total,18
Syangja,Gandaki,Hill,Western,2069/70,2012/13,HCV,+Ve,207
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Western Bloot,Total,0
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Western Bloot,+Ve,0
Syangja,Gandaki,Hill,Western,2069/70,2012/13,HBsAg,Total,1247
Syangja,Gandaki,Hill,Western,2069/70,2012/13,HBsAg,+Ve,24
Syangja,Gandaki,Hill,Western,2069/70,2012/13,HEV,Total,0
Syangja,Gandaki,Hill,Western,2069/70,2012/13,HEV,+Ve,0
Syangja,Gandaki,Hill,Western,2069/70,2012/13,CD4 count,,0
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Viral Load,,0
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Others,,0
Kaski,Gandaki,Hill,Western,2069/70,2012/13,HIV,Total,12707
Kaski,Gandaki,Hill,Western,2069/70,2012/13,HIV,+Ve,54
Kaski,Gandaki,Hill,Western,2069/70,2012/13,HCV,Total,8878
Kaski,Gandaki,Hill,Western,2069/70,2012/13,HCV,+Ve,65
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Western Bloot,Total,0
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Western Bloot,+Ve,536
Kaski,Gandaki,Hill,Western,2069/70,2012/13,HBsAg,Total,11680
Kaski,Gandaki,Hill,Western,2069/70,2012/13,HBsAg,+Ve,155
Kaski,Gandaki,Hill,Western,2069/70,2012/13,HEV,Total,132
Kaski,Gandaki,Hill,Western,2069/70,2012/13,HEV,+Ve,11
Kaski,Gandaki,Hill,Western,2069/70,2012/13,CD4 count,,0
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Viral Load,,0
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Others,,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,HIV,Total,18
Manang,Gandaki,Mountain,Western,2069/70,2012/13,HIV,+Ve,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,HCV,Total,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,HCV,+Ve,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Western Bloot,Total,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Western Bloot,+Ve,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,HBsAg,Total,10
Manang,Gandaki,Mountain,Western,2069/70,2012/13,HBsAg,+Ve,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,HEV,Total,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,HEV,+Ve,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,CD4 count,,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Viral Load,,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Others,,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,HIV,Total,13
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,HIV,+Ve,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,HCV,Total,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,HCV,+Ve,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Western Bloot,Total,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Western Bloot,+Ve,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,HBsAg,Total,25
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,HBsAg,+Ve,1
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,HEV,Total,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,HEV,+Ve,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,CD4 count,,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Viral Load,,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Others,,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,HIV,Total,517
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,HIV,+Ve,6
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,HCV,Total,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,HCV,+Ve,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Western Bloot,Total,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Western Bloot,+Ve,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,HBsAg,Total,815
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,HBsAg,+Ve,6
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,HEV,Total,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,HEV,+Ve,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,CD4 count,,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Viral Load,,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Others,,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,HIV,Total,77
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,HIV,+Ve,10
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,HCV,Total,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,HCV,+Ve,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Western Bloot,Total,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Western Bloot,+Ve,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,HBsAg,Total,24
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,HBsAg,+Ve,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,HEV,Total,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,HEV,+Ve,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,CD4 count,,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Viral Load,,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Others,,0
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,HIV,Total,1082
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,HIV,+Ve,1
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,HCV,Total,271
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,HCV,+Ve,0
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Western Bloot,Total,0
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Western Bloot,+Ve,0
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,HBsAg,Total,446
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,HBsAg,+Ve,0
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,HEV,Total,76
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,HEV,+Ve,0
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,CD4 count,,21
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Viral Load,,0
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Others,,0
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,HIV,Total,1761
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,HIV,+Ve,6
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,HCV,Total,17
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,HCV,+Ve,0
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Western Bloot,Total,0
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Western Bloot,+Ve,0
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,HBsAg,Total,51
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,HBsAg,+Ve,1
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,HEV,Total,0
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,HEV,+Ve,0
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,CD4 count,,0
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Viral Load,,0
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Others,,0
Palpa,Lumbini,Hill,Western,2069/70,2012/13,HIV,Total,6143
Palpa,Lumbini,Hill,Western,2069/70,2012/13,HIV,+Ve,55
Palpa,Lumbini,Hill,Western,2069/70,2012/13,HCV,Total,2274
Palpa,Lumbini,Hill,Western,2069/70,2012/13,HCV,+Ve,5
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Western Bloot,Total,0
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Western Bloot,+Ve,0
Palpa,Lumbini,Hill,Western,2069/70,2012/13,HBsAg,Total,4157
Palpa,Lumbini,Hill,Western,2069/70,2012/13,HBsAg,+Ve,48
Palpa,Lumbini,Hill,Western,2069/70,2012/13,HEV,Total,34
Palpa,Lumbini,Hill,Western,2069/70,2012/13,HEV,+Ve,11
Palpa,Lumbini,Hill,Western,2069/70,2012/13,CD4 count,,0
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Viral Load,,0
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Others,,0
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,HIV,Total,272
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,HIV,+Ve,7
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,HCV,Total,12
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,HCV,+Ve,0
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Western Bloot,Total,5
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Western Bloot,+Ve,0
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,HBsAg,Total,381
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,HBsAg,+Ve,5
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,HEV,Total,5
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,HEV,+Ve,0
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,CD4 count,,0
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Viral Load,,0
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Others,,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,HIV,Total,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,HIV,+Ve,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,HCV,Total,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,HCV,+Ve,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Western Bloot,Total,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Western Bloot,+Ve,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,HBsAg,Total,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,HBsAg,+Ve,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,HEV,Total,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,HEV,+Ve,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,CD4 count,,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Viral Load,,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Others,,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,HIV,Total,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,HIV,+Ve,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,HCV,Total,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,HCV,+Ve,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Western Bloot,Total,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Western Bloot,+Ve,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,HBsAg,Total,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,HBsAg,+Ve,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,HEV,Total,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,HEV,+Ve,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,CD4 count,,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Viral Load,,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Others,,0
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,HIV,Total,100
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,HIV,+Ve,0
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,HCV,Total,180
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,HCV,+Ve,0
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Western Bloot,Total,8
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Western Bloot,+Ve,0
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,HBsAg,Total,185
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,HBsAg,+Ve,0
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,HEV,Total,0
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,HEV,+Ve,0
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,CD4 count,,0
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Viral Load,,0
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Others,,0
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,HIV,Total,539
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,HIV,+Ve,0
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,HCV,Total,458
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,HCV,+Ve,0
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Western Bloot,Total,0
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Western Bloot,+Ve,0
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,HBsAg,Total,524
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,HBsAg,+Ve,4
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,HEV,Total,0
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,HEV,+Ve,0
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,CD4 count,,0
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Viral Load,,0
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Others,,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,HIV,Total,412
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,HIV,+Ve,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,HCV,Total,6
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,HCV,+Ve,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Western Bloot,Total,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Western Bloot,+Ve,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,HBsAg,Total,476
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,HBsAg,+Ve,1
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,HEV,Total,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,HEV,+Ve,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,CD4 count,,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Viral Load,,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Others,,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,HIV,Total,944
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,HIV,+Ve,6
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,HCV,Total,224
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,HCV,+Ve,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Western Bloot,Total,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Western Bloot,+Ve,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,HBsAg,Total,730
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,HBsAg,+Ve,13
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,HEV,Total,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,HEV,+Ve,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,CD4 count,,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Viral Load,,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Others,,9
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,HIV,Total,524
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,HIV,+Ve,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,HCV,Total,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,HCV,+Ve,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Western Bloot,Total,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Western Bloot,+Ve,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,HBsAg,Total,734
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,HBsAg,+Ve,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,HEV,Total,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,HEV,+Ve,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,CD4 count,,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Viral Load,,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Others,,0
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,HIV,Total,1531
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,HIV,+Ve,8
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,HCV,Total,398
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,HCV,+Ve,1
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Western Bloot,Total,4
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Western Bloot,+Ve,0
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,HBsAg,Total,2781
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,HBsAg,+Ve,3
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,HEV,Total,2
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,HEV,+Ve,0
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,CD4 count,,0
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Viral Load,,0
