District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Sub- Indicator,Value
Dhading,Bagmati,Hill,Central,2068/69,2011/12,% of OPD Visits for,Mental Health related problems,0.29
Dhading,Bagmati,Hill,Central,2068/69,2011/12,% of OPD Visits for,Malignancy,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,% of OPD Visits for,Cardiovascular related problem,1.66
Dhading,Bagmati,Hill,Central,2068/69,2011/12,% of OPD Visits for,Other Diseases and Injuries,25.95
Dhading,Bagmati,Hill,Central,2068/69,2011/12,% of OPD Visits for,Surgical Problems,6.68
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Not Mentioned Others,,0
Makawanpur,Narayani,Hill,Central,2068/69,2011/12,% of OPD Visits for,Eye Problem,3.32
Makawanpur,Narayani,Hill,Central,2068/69,2011/12,% of OPD Visits for,Obstetrics Complications,0.14
Makawanpur,Narayani,Hill,Central,2068/69,2011/12,% of OPD Visits for,Gyne Problems,1.67
Makawanpur,Narayani,Hill,Central,2068/69,2011/12,% of OPD Visits for,Mental Health related problems,0.75
Makawanpur,Narayani,Hill,Central,2068/69,2011/12,% of OPD Visits for,Malignancy,0.07
Makawanpur,Narayani,Hill,Central,2068/69,2011/12,% of OPD Visits for,Cardiovascular related problem,2.02
Makawanpur,Narayani,Hill,Central,2068/69,2011/12,% of OPD Visits for,Other Diseases and Injuries,22.99
Makawanpur,Narayani,Hill,Central,2068/69,2011/12,% of OPD Visits for,Surgical Problems,15.25
Makawanpur,Narayani,Hill,Central,2068/69,2011/12,Not Mentioned Others,,0
Rautahat,Narayani,Terai,Central,2068/69,2011/12,% of OPD Visits for,Eye Problem,1.54
Rautahat,Narayani,Terai,Central,2068/69,2011/12,% of OPD Visits for,Obstetrics Complications,0.66
Rautahat,Narayani,Terai,Central,2068/69,2011/12,% of OPD Visits for,Gyne Problems,1.1
Rautahat,Narayani,Terai,Central,2068/69,2011/12,% of OPD Visits for,Mental Health related problems,0.09
Rautahat,Narayani,Terai,Central,2068/69,2011/12,% of OPD Visits for,Malignancy,0
Rautahat,Narayani,Terai,Central,2068/69,2011/12,% of OPD Visits for,Cardiovascular related problem,1.43
Rautahat,Narayani,Terai,Central,2068/69,2011/12,% of OPD Visits for,Other Diseases and Injuries,23.94
Rautahat,Narayani,Terai,Central,2068/69,2011/12,% of OPD Visits for,Surgical Problems,8.31
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Not Mentioned Others,,0
Bara,Narayani,Terai,Central,2068/69,2011/12,% of OPD Visits for,Eye Problem,2.37
Bara,Narayani,Terai,Central,2068/69,2011/12,% of OPD Visits for,Obstetrics Complications,0.12
Bara,Narayani,Terai,Central,2068/69,2011/12,% of OPD Visits for,Gyne Problems,0.86
Bara,Narayani,Terai,Central,2068/69,2011/12,% of OPD Visits for,Mental Health related problems,0.15
Bara,Narayani,Terai,Central,2068/69,2011/12,% of OPD Visits for,Malignancy,0.06
Bara,Narayani,Terai,Central,2068/69,2011/12,% of OPD Visits for,Cardiovascular related problem,1.28
Bara,Narayani,Terai,Central,2068/69,2011/12,% of OPD Visits for,Other Diseases and Injuries,23.63
Bara,Narayani,Terai,Central,2068/69,2011/12,% of OPD Visits for,Surgical Problems,3.91
Bara,Narayani,Terai,Central,2068/69,2011/12,Not Mentioned Others,,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,% of OPD Visits for,Eye Problem,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,% of OPD Visits for,Obstetrics Complications,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,% of OPD Visits for,Gyne Problems,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,% of OPD Visits for,Mental Health related problems,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,% of OPD Visits for,Malignancy,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,% of OPD Visits for,Cardiovascular related problem,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,% of OPD Visits for,Other Diseases and Injuries,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,% of OPD Visits for,Surgical Problems,100
Parsa,Narayani,Terai,Central,2068/69,2011/12,Not Mentioned Others,,0
Chitwan,Narayani,Terai,Central,2068/69,2011/12,% of OPD Visits for,Eye Problem,1.57
Chitwan,Narayani,Terai,Central,2068/69,2011/12,% of OPD Visits for,Obstetrics Complications,0.32
Chitwan,Narayani,Terai,Central,2068/69,2011/12,% of OPD Visits for,Gyne Problems,1.48
Chitwan,Narayani,Terai,Central,2068/69,2011/12,% of OPD Visits for,Mental Health related problems,1.56
Chitwan,Narayani,Terai,Central,2068/69,2011/12,% of OPD Visits for,Malignancy,0.02
Chitwan,Narayani,Terai,Central,2068/69,2011/12,% of OPD Visits for,Cardiovascular related problem,3.04
Chitwan,Narayani,Terai,Central,2068/69,2011/12,% of OPD Visits for,Other Diseases and Injuries,20.11
Chitwan,Narayani,Terai,Central,2068/69,2011/12,% of OPD Visits for,Surgical Problems,18.61
Chitwan,Narayani,Terai,Central,2068/69,2011/12,Not Mentioned Others,,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Eye Problem,2.64
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Obstetrics Complications,0.03
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Gyne Problems,2.68
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Mental Health related problems,1.36
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Malignancy,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Cardiovascular related problem,3.43
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Other Diseases and Injuries,24.07
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Surgical Problems,8.53
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Not Mentioned Others,,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Eye Problem,2.87
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Obstetrics Complications,0.01
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Gyne Problems,1.4
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Mental Health related problems,0.53
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Malignancy,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Cardiovascular related problem,2.23
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Other Diseases and Injuries,29.86
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Surgical Problems,11.32
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Not Mentioned Others,,0
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Eye Problem,1.89
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Obstetrics Complications,0.06
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Gyne Problems,2.22
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Mental Health related problems,0.27
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Malignancy,0
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Cardiovascular related problem,3.49
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Other Diseases and Injuries,25.87
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Surgical Problems,14.09
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Not Mentioned Others,,0
Syangja,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Eye Problem,1.93
Syangja,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Obstetrics Complications,0.24
Syangja,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Gyne Problems,1.76
Syangja,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Mental Health related problems,0.43
Syangja,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Malignancy,0.02
Syangja,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Cardiovascular related problem,3.19
Syangja,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Other Diseases and Injuries,22.54
Syangja,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Surgical Problems,10.29
Syangja,Gandaki,Hill,Western,2068/69,2011/12,Not Mentioned Others,,0
Kaski,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Eye Problem,1.97
Kaski,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Obstetrics Complications,1.28
Kaski,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Gyne Problems,2.53
Kaski,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Mental Health related problems,2.75
Kaski,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Malignancy,1.12
Kaski,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Cardiovascular related problem,6.23
Kaski,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Other Diseases and Injuries,18.27
Kaski,Gandaki,Hill,Western,2068/69,2011/12,% of OPD Visits for,Surgical Problems,12.29
Kaski,Gandaki,Hill,Western,2068/69,2011/12,Not Mentioned Others,,0
Manang,Gandaki,Mountain,Western,2068/69,2011/12,% of OPD Visits for,Eye Problem,4.25
Manang,Gandaki,Mountain,Western,2068/69,2011/12,% of OPD Visits for,Obstetrics Complications,0.02
Manang,Gandaki,Mountain,Western,2068/69,2011/12,% of OPD Visits for,Gyne Problems,0.57
Manang,Gandaki,Mountain,Western,2068/69,2011/12,% of OPD Visits for,Mental Health related problems,0.05
Manang,Gandaki,Mountain,Western,2068/69,2011/12,% of OPD Visits for,Malignancy,0
Manang,Gandaki,Mountain,Western,2068/69,2011/12,% of OPD Visits for,Cardiovascular related problem,4.65
Manang,Gandaki,Mountain,Western,2068/69,2011/12,% of OPD Visits for,Other Diseases and Injuries,35.71
Manang,Gandaki,Mountain,Western,2068/69,2011/12,% of OPD Visits for,Surgical Problems,4.26
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Not Mentioned Others,,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,% of OPD Visits for,Eye Problem,2.06
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,% of OPD Visits for,Obstetrics Complications,0.03
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,% of OPD Visits for,Gyne Problems,0.61
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,% of OPD Visits for,Mental Health related problems,0.12
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,% of OPD Visits for,Malignancy,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,% of OPD Visits for,Cardiovascular related problem,2.83
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,% of OPD Visits for,Other Diseases and Injuries,22.52
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,% of OPD Visits for,Surgical Problems,24.89
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Not Mentioned Others,,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,% of OPD Visits for,Eye Problem,3.64
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,% of OPD Visits for,Obstetrics Complications,0.07
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,% of OPD Visits for,Gyne Problems,1.71
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,% of OPD Visits for,Mental Health related problems,0.27
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,% of OPD Visits for,Malignancy,0.01
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,% of OPD Visits for,Cardiovascular related problem,1.36
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,% of OPD Visits for,Other Diseases and Injuries,24.14
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,% of OPD Visits for,Surgical Problems,12.14
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Not Mentioned Others,,0
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,% of OPD Visits for,Eye Problem,2.5
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,% of OPD Visits for,Obstetrics Complications,0.04
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,% of OPD Visits for,Gyne Problems,1.09
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,% of OPD Visits for,Mental Health related problems,0.22
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,% of OPD Visits for,Malignancy,0
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,% of OPD Visits for,Cardiovascular related problem,1.66
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,% of OPD Visits for,Other Diseases and Injuries,25.28
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,% of OPD Visits for,Surgical Problems,11.06
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Not Mentioned Others,,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,% of OPD Visits for,Eye Problem,1.86
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,% of OPD Visits for,Obstetrics Complications,0.12
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,% of OPD Visits for,Gyne Problems,1.56
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,% of OPD Visits for,Mental Health related problems,0.52
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,% of OPD Visits for,Malignancy,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,% of OPD Visits for,Cardiovascular related problem,2.24
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,% of OPD Visits for,Other Diseases and Injuries,18.92
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,% of OPD Visits for,Surgical Problems,11.56
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Not Mentioned Others,,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,% of OPD Visits for,Eye Problem,1.42
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,% of OPD Visits for,Obstetrics Complications,0.04
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,% of OPD Visits for,Gyne Problems,1.06
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,% of OPD Visits for,Mental Health related problems,0.51
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,% of OPD Visits for,Malignancy,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,% of OPD Visits for,Cardiovascular related problem,2.02
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,% of OPD Visits for,Other Diseases and Injuries,20.22
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,% of OPD Visits for,Surgical Problems,25.66
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Not Mentioned Others,,0
Palpa,Lumbini,Hill,Western,2068/69,2011/12,% of OPD Visits for,Eye Problem,2.54
Palpa,Lumbini,Hill,Western,2068/69,2011/12,% of OPD Visits for,Obstetrics Complications,0.26
Palpa,Lumbini,Hill,Western,2068/69,2011/12,% of OPD Visits for,Gyne Problems,2.14
Palpa,Lumbini,Hill,Western,2068/69,2011/12,% of OPD Visits for,Mental Health related problems,2.4
Palpa,Lumbini,Hill,Western,2068/69,2011/12,% of OPD Visits for,Malignancy,0.09
Palpa,Lumbini,Hill,Western,2068/69,2011/12,% of OPD Visits for,Cardiovascular related problem,3.94
Palpa,Lumbini,Hill,Western,2068/69,2011/12,% of OPD Visits for,Other Diseases and Injuries,20.25
Palpa,Lumbini,Hill,Western,2068/69,2011/12,% of OPD Visits for,Surgical Problems,23.99
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Not Mentioned Others,,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,% of OPD Visits for,Eye Problem,2.47
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,% of OPD Visits for,Obstetrics Complications,0.06
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,% of OPD Visits for,Gyne Problems,1.87
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,% of OPD Visits for,Mental Health related problems,0.15
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,% of OPD Visits for,Malignancy,0.1
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,% of OPD Visits for,Cardiovascular related problem,1.56
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,% of OPD Visits for,Other Diseases and Injuries,22.83
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,% of OPD Visits for,Surgical Problems,10.71
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Not Mentioned Others,,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,% of OPD Visits for,Eye Problem,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,% of OPD Visits for,Obstetrics Complications,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,% of OPD Visits for,Gyne Problems,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,% of OPD Visits for,Mental Health related problems,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,% of OPD Visits for,Malignancy,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,% of OPD Visits for,Cardiovascular related problem,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,% of OPD Visits for,Other Diseases and Injuries,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,% of OPD Visits for,Surgical Problems,100
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Not Mentioned Others,,0
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,% of OPD Visits for,Eye Problem,2.48
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,% of OPD Visits for,Obstetrics Complications,0.11
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,% of OPD Visits for,Gyne Problems,1.85
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,% of OPD Visits for,Mental Health related problems,0.14
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,% of OPD Visits for,Malignancy,0
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,% of OPD Visits for,Cardiovascular related problem,1.63
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,% of OPD Visits for,Other Diseases and Injuries,22.14
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,% of OPD Visits for,Surgical Problems,3.19
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,Not Mentioned Others,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,% of OPD Visits for,Eye Problem,1.92
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,% of OPD Visits for,Obstetrics Complications,0.22
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,% of OPD Visits for,Gyne Problems,1.78
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,% of OPD Visits for,Mental Health related problems,0.46
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,% of OPD Visits for,Malignancy,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,% of OPD Visits for,Cardiovascular related problem,2.94
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,% of OPD Visits for,Other Diseases and Injuries,22.63
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,% of OPD Visits for,Surgical Problems,6.64
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Not Mentioned Others,,0
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,% of OPD Visits for,Eye Problem,2.34
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,% of OPD Visits for,Obstetrics Complications,0.04
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,% of OPD Visits for,Gyne Problems,1.54
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,% of OPD Visits for,Mental Health related problems,0.25
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,% of OPD Visits for,Malignancy,0
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,% of OPD Visits for,Cardiovascular related problem,1.7
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,% of OPD Visits for,Other Diseases and Injuries,23.08
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,% of OPD Visits for,Surgical Problems,15.19
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Not Mentioned Others,,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,% of OPD Visits for,Eye Problem,2.57
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,% of OPD Visits for,Obstetrics Complications,0.05
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,% of OPD Visits for,Gyne Problems,1.8
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,% of OPD Visits for,Mental Health related problems,0.19
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,% of OPD Visits for,Malignancy,0.02
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,% of OPD Visits for,Cardiovascular related problem,0.78
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,% of OPD Visits for,Other Diseases and Injuries,25.82
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,% of OPD Visits for,Surgical Problems,12.07
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Not Mentioned Others,,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,% of OPD Visits for,Eye Problem,1.88
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,% of OPD Visits for,Obstetrics Complications,0.35
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,% of OPD Visits for,Gyne Problems,1.98
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,% of OPD Visits for,Mental Health related problems,0.33
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,% of OPD Visits for,Malignancy,0.01
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,% of OPD Visits for,Cardiovascular related problem,1.15
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,% of OPD Visits for,Other Diseases and Injuries,24.42
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,% of OPD Visits for,Surgical Problems,8.11
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Not Mentioned Others,,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,% of OPD Visits for,Eye Problem,2.08
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,% of OPD Visits for,Obstetrics Complications,0.05
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,% of OPD Visits for,Gyne Problems,1.71
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,% of OPD Visits for,Mental Health related problems,0.31
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,% of OPD Visits for,Malignancy,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,% of OPD Visits for,Cardiovascular related problem,1.72
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,% of OPD Visits for,Other Diseases and Injuries,26.44
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,% of OPD Visits for,Surgical Problems,5.63
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Not Mentioned Others,,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,% of OPD Visits for,Eye Problem,1.94
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,% of OPD Visits for,Obstetrics Complications,0.13
