Year BS,Year AD,District,zone,belt,region,Skin diseases,No of people,Zone,Belt,Region
2066/67,2009/10,Banke,Bheri,Terai,Mid-Western,Abscess,11382,Bheri,Terai,Mid-Western
2066/67,2009/10,Banke,Bheri,Terai,Mid-Western,"Eczema/
Dermatatis",8088,Bheri,Terai,Mid-Western
2066/67,2009/10,Banke,Bheri,Terai,Mid-Western,"Fungal
Infection",10629,Bheri,Terai,Mid-Western
2066/67,2009/10,Banke,Bheri,Terai,Mid-Western,"Impegtigo/
Boils/
Furunculosis",26788,Bheri,Terai,Mid-Western
2066/67,2009/10,Banke,Bheri,Terai,Mid-Western,Leukoderma,299,Bheri,Terai,Mid-Western
2066/67,2009/10,Banke,Bheri,Terai,Mid-Western,Lymphadenitis,316,Bheri,Terai,Mid-Western
2066/67,2009/10,Banke,Bheri,Terai,Mid-Western,Psoriasis,155,Bheri,Terai,Mid-Western
2066/67,2009/10,Banke,Bheri,Terai,Mid-Western,Scabies,12560,Bheri,Terai,Mid-Western
2067/68,2010/11,Banke,Bheri,Terai,Mid-Western,Abscess,9761,Bheri,Terai,Mid-Western
2067/68,2010/11,Banke,Bheri,Terai,Mid-Western,"Eczema/
Dermatatis",8716,Bheri,Terai,Mid-Western
2067/68,2010/11,Banke,Bheri,Terai,Mid-Western,"Fungal
Infection",10523,Bheri,Terai,Mid-Western
2067/68,2010/11,Banke,Bheri,Terai,Mid-Western,"Impegtigo/
Boils/
Furunculosis",23788,Bheri,Terai,Mid-Western
2067/68,2010/11,Banke,Bheri,Terai,Mid-Western,Leukoderma,174,Bheri,Terai,Mid-Western
2067/68,2010/11,Banke,Bheri,Terai,Mid-Western,Lymphadenitis,202,Bheri,Terai,Mid-Western
2067/68,2010/11,Banke,Bheri,Terai,Mid-Western,Psoriasis,44,Bheri,Terai,Mid-Western
2067/68,2010/11,Banke,Bheri,Terai,Mid-Western,Scabies,9715,Bheri,Terai,Mid-Western
2068/69,2011/12,Banke,Bheri,Terai,Mid-Western,Abscess,11488,Bheri,Terai,Mid-Western
2068/69,2011/12,Banke,Bheri,Terai,Mid-Western,"Eczema/
Dermatatis",9473,Bheri,Terai,Mid-Western
2068/69,2011/12,Banke,Bheri,Terai,Mid-Western,"Fungal
Infection",12573,Bheri,Terai,Mid-Western
2068/69,2011/12,Banke,Bheri,Terai,Mid-Western,"Impegtigo/
Boils/
Furunculosis",29596,Bheri,Terai,Mid-Western
2068/69,2011/12,Banke,Bheri,Terai,Mid-Western,Leukoderma,544,Bheri,Terai,Mid-Western
2068/69,2011/12,Banke,Bheri,Terai,Mid-Western,Lymphadenitis,275,Bheri,Terai,Mid-Western
2068/69,2011/12,Banke,Bheri,Terai,Mid-Western,Psoriasis,136,Bheri,Terai,Mid-Western
2068/69,2011/12,Banke,Bheri,Terai,Mid-Western,Scabies,12547,Bheri,Terai,Mid-Western
2069/70,2012/13,Banke,Bheri,Terai,Mid-Western,Abscess,11376,Bheri,Terai,Mid-Western
2069/70,2012/13,Banke,Bheri,Terai,Mid-Western,"Eczema/
Dermatatis",9749,Bheri,Terai,Mid-Western
2069/70,2012/13,Banke,Bheri,Terai,Mid-Western,"Fungal
Infection",14891,Bheri,Terai,Mid-Western
2069/70,2012/13,Banke,Bheri,Terai,Mid-Western,"Impegtigo/
Boils/
Furunculosis",26383,Bheri,Terai,Mid-Western
2069/70,2012/13,Banke,Bheri,Terai,Mid-Western,Leukoderma,288,Bheri,Terai,Mid-Western
2069/70,2012/13,Banke,Bheri,Terai,Mid-Western,Lymphadenitis,269,Bheri,Terai,Mid-Western
2069/70,2012/13,Banke,Bheri,Terai,Mid-Western,Psoriasis,30,Bheri,Terai,Mid-Western
2069/70,2012/13,Banke,Bheri,Terai,Mid-Western,Scabies,15249,Bheri,Terai,Mid-Western
2070/71,2013/14,Banke,Bheri,Terai,Mid-Western,Abscess,10360,Bheri,Terai,Mid-Western
2070/71,2013/14,Banke,Bheri,Terai,Mid-Western,"Eczema/
Dermatatis",10530,Bheri,Terai,Mid-Western
2070/71,2013/14,Banke,Bheri,Terai,Mid-Western,"Fungal
Infection",18191,Bheri,Terai,Mid-Western
2070/71,2013/14,Banke,Bheri,Terai,Mid-Western,"Impegtigo/
Boils/
Furunculosis",30332,Bheri,Terai,Mid-Western
2070/71,2013/14,Banke,Bheri,Terai,Mid-Western,Leukoderma,171,Bheri,Terai,Mid-Western
2070/71,2013/14,Banke,Bheri,Terai,Mid-Western,Lymphadenitis,164,Bheri,Terai,Mid-Western
2070/71,2013/14,Banke,Bheri,Terai,Mid-Western,Psoriasis,81,Bheri,Terai,Mid-Western
2070/71,2013/14,Banke,Bheri,Terai,Mid-Western,Scabies,19641,Bheri,Terai,Mid-Western
2066/67,2009/10,Bara,Narayani,Terai,Central,Abscess,19314,Narayani,Terai,Central
2066/67,2009/10,Bara,Narayani,Terai,Central,"Eczema/
Dermatatis",10842,Narayani,Terai,Central
2066/67,2009/10,Bara,Narayani,Terai,Central,"Fungal
Infection",13540,Narayani,Terai,Central
2066/67,2009/10,Bara,Narayani,Terai,Central,"Impegtigo/
Boils/
Furunculosis",37090,Narayani,Terai,Central
2066/67,2009/10,Bara,Narayani,Terai,Central,Leukoderma,643,Narayani,Terai,Central
2066/67,2009/10,Bara,Narayani,Terai,Central,Lymphadenitis,779,Narayani,Terai,Central
2066/67,2009/10,Bara,Narayani,Terai,Central,Psoriasis,80,Narayani,Terai,Central
2066/67,2009/10,Bara,Narayani,Terai,Central,Scabies,24145,Narayani,Terai,Central
2067/68,2010/11,Bara,Narayani,Terai,Central,Abscess,17930,Narayani,Terai,Central
2067/68,2010/11,Bara,Narayani,Terai,Central,"Eczema/
Dermatatis",11442,Narayani,Terai,Central
2067/68,2010/11,Bara,Narayani,Terai,Central,"Fungal
Infection",16182,Narayani,Terai,Central
2067/68,2010/11,Bara,Narayani,Terai,Central,"Impegtigo/
Boils/
Furunculosis",65473,Narayani,Terai,Central
2067/68,2010/11,Bara,Narayani,Terai,Central,Leukoderma,694,Narayani,Terai,Central
2067/68,2010/11,Bara,Narayani,Terai,Central,Lymphadenitis,830,Narayani,Terai,Central
2067/68,2010/11,Bara,Narayani,Terai,Central,Psoriasis,68,Narayani,Terai,Central
2067/68,2010/11,Bara,Narayani,Terai,Central,Scabies,26059,Narayani,Terai,Central
2068/69,2011/12,Bara,Narayani,Terai,Central,Abscess,17021,Narayani,Terai,Central
2068/69,2011/12,Bara,Narayani,Terai,Central,"Eczema/
Dermatatis",13799,Narayani,Terai,Central
2068/69,2011/12,Bara,Narayani,Terai,Central,"Fungal
Infection",17303,Narayani,Terai,Central
2068/69,2011/12,Bara,Narayani,Terai,Central,"Impegtigo/
Boils/
Furunculosis",46535,Narayani,Terai,Central
2068/69,2011/12,Bara,Narayani,Terai,Central,Leukoderma,491,Narayani,Terai,Central
2068/69,2011/12,Bara,Narayani,Terai,Central,Lymphadenitis,988,Narayani,Terai,Central
2068/69,2011/12,Bara,Narayani,Terai,Central,Psoriasis,85,Narayani,Terai,Central
2068/69,2011/12,Bara,Narayani,Terai,Central,Scabies,28259,Narayani,Terai,Central
2069/70,2012/13,Bara,Narayani,Terai,Central,Abscess,16334,Narayani,Terai,Central
2069/70,2012/13,Bara,Narayani,Terai,Central,"Eczema/
Dermatatis",11336,Narayani,Terai,Central
2069/70,2012/13,Bara,Narayani,Terai,Central,"Fungal
Infection",15653,Narayani,Terai,Central
2069/70,2012/13,Bara,Narayani,Terai,Central,"Impegtigo/
Boils/
Furunculosis",41106,Narayani,Terai,Central
2069/70,2012/13,Bara,Narayani,Terai,Central,Leukoderma,467,Narayani,Terai,Central
2069/70,2012/13,Bara,Narayani,Terai,Central,Lymphadenitis,792,Narayani,Terai,Central
2069/70,2012/13,Bara,Narayani,Terai,Central,Psoriasis,73,Narayani,Terai,Central
2069/70,2012/13,Bara,Narayani,Terai,Central,Scabies,24681,Narayani,Terai,Central
2070/71,2013/14,Bara,Narayani,Terai,Central,Abscess,14361,Narayani,Terai,Central
2070/71,2013/14,Bara,Narayani,Terai,Central,"Eczema/
Dermatatis",9533,Narayani,Terai,Central
2070/71,2013/14,Bara,Narayani,Terai,Central,"Fungal
Infection",16536,Narayani,Terai,Central
2070/71,2013/14,Bara,Narayani,Terai,Central,"Impegtigo/
Boils/
Furunculosis",40463,Narayani,Terai,Central
2070/71,2013/14,Bara,Narayani,Terai,Central,Leukoderma,237,Narayani,Terai,Central
2070/71,2013/14,Bara,Narayani,Terai,Central,Lymphadenitis,629,Narayani,Terai,Central
2070/71,2013/14,Bara,Narayani,Terai,Central,Psoriasis,95,Narayani,Terai,Central
2070/71,2013/14,Bara,Narayani,Terai,Central,Scabies,24561,Narayani,Terai,Central
2066/67,2009/10,Bardiya,Bheri,Terai,Mid-Western,Abscess,9260,Bheri,Terai,Mid-Western
2066/67,2009/10,Bardiya,Bheri,Terai,Mid-Western,"Eczema/
Dermatatis",9694,Bheri,Terai,Mid-Western
2066/67,2009/10,Bardiya,Bheri,Terai,Mid-Western,"Fungal
Infection",10609,Bheri,Terai,Mid-Western
2066/67,2009/10,Bardiya,Bheri,Terai,Mid-Western,"Impegtigo/
Boils/
Furunculosis",25548,Bheri,Terai,Mid-Western
2066/67,2009/10,Bardiya,Bheri,Terai,Mid-Western,Leukoderma,481,Bheri,Terai,Mid-Western
2066/67,2009/10,Bardiya,Bheri,Terai,Mid-Western,Lymphadenitis,976,Bheri,Terai,Mid-Western
2066/67,2009/10,Bardiya,Bheri,Terai,Mid-Western,Psoriasis,298,Bheri,Terai,Mid-Western
2066/67,2009/10,Bardiya,Bheri,Terai,Mid-Western,Scabies,8440,Bheri,Terai,Mid-Western
2067/68,2010/11,Bardiya,Bheri,Terai,Mid-Western,Abscess,8742,Bheri,Terai,Mid-Western
2067/68,2010/11,Bardiya,Bheri,Terai,Mid-Western,"Eczema/
Dermatatis",9522,Bheri,Terai,Mid-Western
2067/68,2010/11,Bardiya,Bheri,Terai,Mid-Western,"Fungal
Infection",11716,Bheri,Terai,Mid-Western
2067/68,2010/11,Bardiya,Bheri,Terai,Mid-Western,"Impegtigo/
Boils/
Furunculosis",24017,Bheri,Terai,Mid-Western
2067/68,2010/11,Bardiya,Bheri,Terai,Mid-Western,Leukoderma,532,Bheri,Terai,Mid-Western
2067/68,2010/11,Bardiya,Bheri,Terai,Mid-Western,Lymphadenitis,1282,Bheri,Terai,Mid-Western
2067/68,2010/11,Bardiya,Bheri,Terai,Mid-Western,Psoriasis,371,Bheri,Terai,Mid-Western
2067/68,2010/11,Bardiya,Bheri,Terai,Mid-Western,Scabies,8203,Bheri,Terai,Mid-Western
2068/69,2011/12,Bardiya,Bheri,Terai,Mid-Western,Abscess,8799,Bheri,Terai,Mid-Western
2068/69,2011/12,Bardiya,Bheri,Terai,Mid-Western,"Eczema/
Dermatatis",11144,Bheri,Terai,Mid-Western
2068/69,2011/12,Bardiya,Bheri,Terai,Mid-Western,"Fungal
Infection",12633,Bheri,Terai,Mid-Western
2068/69,2011/12,Bardiya,Bheri,Terai,Mid-Western,"Impegtigo/
Boils/
Furunculosis",28346,Bheri,Terai,Mid-Western
2068/69,2011/12,Bardiya,Bheri,Terai,Mid-Western,Leukoderma,498,Bheri,Terai,Mid-Western
2068/69,2011/12,Bardiya,Bheri,Terai,Mid-Western,Lymphadenitis,1266,Bheri,Terai,Mid-Western
2068/69,2011/12,Bardiya,Bheri,Terai,Mid-Western,Psoriasis,307,Bheri,Terai,Mid-Western
2068/69,2011/12,Bardiya,Bheri,Terai,Mid-Western,Scabies,10016,Bheri,Terai,Mid-Western
2069/70,2012/13,Bardiya,Bheri,Terai,Mid-Western,Abscess,9150,Bheri,Terai,Mid-Western
2069/70,2012/13,Bardiya,Bheri,Terai,Mid-Western,"Eczema/
Dermatatis",11454,Bheri,Terai,Mid-Western
2069/70,2012/13,Bardiya,Bheri,Terai,Mid-Western,"Fungal
Infection",12916,Bheri,Terai,Mid-Western
2069/70,2012/13,Bardiya,Bheri,Terai,Mid-Western,"Impegtigo/
Boils/
Furunculosis",25103,Bheri,Terai,Mid-Western
2069/70,2012/13,Bardiya,Bheri,Terai,Mid-Western,Leukoderma,416,Bheri,Terai,Mid-Western
2069/70,2012/13,Bardiya,Bheri,Terai,Mid-Western,Lymphadenitis,1134,Bheri,Terai,Mid-Western
2069/70,2012/13,Bardiya,Bheri,Terai,Mid-Western,Psoriasis,186,Bheri,Terai,Mid-Western
2069/70,2012/13,Bardiya,Bheri,Terai,Mid-Western,Scabies,10816,Bheri,Terai,Mid-Western
2070/71,2013/14,Bardiya,Bheri,Terai,Mid-Western,Abscess,9873,Bheri,Terai,Mid-Western
2070/71,2013/14,Bardiya,Bheri,Terai,Mid-Western,"Eczema/
Dermatatis",13437,Bheri,Terai,Mid-Western
2070/71,2013/14,Bardiya,Bheri,Terai,Mid-Western,"Fungal
Infection",13948,Bheri,Terai,Mid-Western
2070/71,2013/14,Bardiya,Bheri,Terai,Mid-Western,"Impegtigo/
Boils/
Furunculosis",23539,Bheri,Terai,Mid-Western
2070/71,2013/14,Bardiya,Bheri,Terai,Mid-Western,Leukoderma,435,Bheri,Terai,Mid-Western
2070/71,2013/14,Bardiya,Bheri,Terai,Mid-Western,Lymphadenitis,1039,Bheri,Terai,Mid-Western
2070/71,2013/14,Bardiya,Bheri,Terai,Mid-Western,Psoriasis,288,Bheri,Terai,Mid-Western
2070/71,2013/14,Bardiya,Bheri,Terai,Mid-Western,Scabies,14408,Bheri,Terai,Mid-Western
2066/67,2009/10,Bhaktapur,Bagmati,Hill,Central,Abscess,2221,Bagmati,Hill,Central
2066/67,2009/10,Bhaktapur,Bagmati,Hill,Central,"Eczema/
Dermatatis",2820,Bagmati,Hill,Central
2066/67,2009/10,Bhaktapur,Bagmati,Hill,Central,"Fungal
Infection",3000,Bagmati,Hill,Central
2066/67,2009/10,Bhaktapur,Bagmati,Hill,Central,"Impegtigo/
Boils/
Furunculosis",3235,Bagmati,Hill,Central
2066/67,2009/10,Bhaktapur,Bagmati,Hill,Central,Leukoderma,255,Bagmati,Hill,Central
2066/67,2009/10,Bhaktapur,Bagmati,Hill,Central,Lymphadenitis,275,Bagmati,Hill,Central
2066/67,2009/10,Bhaktapur,Bagmati,Hill,Central,Psoriasis,67,Bagmati,Hill,Central
2066/67,2009/10,Bhaktapur,Bagmati,Hill,Central,Scabies,1375,Bagmati,Hill,Central
2067/68,2010/11,Bhaktapur,Bagmati,Hill,Central,Abscess,1964,Bagmati,Hill,Central
2067/68,2010/11,Bhaktapur,Bagmati,Hill,Central,"Eczema/
Dermatatis",2763,Bagmati,Hill,Central
2067/68,2010/11,Bhaktapur,Bagmati,Hill,Central,"Fungal
Infection",2662,Bagmati,Hill,Central
2067/68,2010/11,Bhaktapur,Bagmati,Hill,Central,"Impegtigo/
Boils/
Furunculosis",3385,Bagmati,Hill,Central
2067/68,2010/11,Bhaktapur,Bagmati,Hill,Central,Leukoderma,205,Bagmati,Hill,Central
2067/68,2010/11,Bhaktapur,Bagmati,Hill,Central,Lymphadenitis,262,Bagmati,Hill,Central
2067/68,2010/11,Bhaktapur,Bagmati,Hill,Central,Psoriasis,175,Bagmati,Hill,Central
2067/68,2010/11,Bhaktapur,Bagmati,Hill,Central,Scabies,1187,Bagmati,Hill,Central
2068/69,2011/12,Bhaktapur,Bagmati,Hill,Central,Abscess,2225,Bagmati,Hill,Central
2068/69,2011/12,Bhaktapur,Bagmati,Hill,Central,"Eczema/
Dermatatis",2663,Bagmati,Hill,Central
2068/69,2011/12,Bhaktapur,Bagmati,Hill,Central,"Fungal
Infection",2760,Bagmati,Hill,Central
2068/69,2011/12,Bhaktapur,Bagmati,Hill,Central,"Impegtigo/
Boils/
Furunculosis",4183,Bagmati,Hill,Central
2068/69,2011/12,Bhaktapur,Bagmati,Hill,Central,Leukoderma,69,Bagmati,Hill,Central
2068/69,2011/12,Bhaktapur,Bagmati,Hill,Central,Lymphadenitis,218,Bagmati,Hill,Central
2068/69,2011/12,Bhaktapur,Bagmati,Hill,Central,Psoriasis,75,Bagmati,Hill,Central
2068/69,2011/12,Bhaktapur,Bagmati,Hill,Central,Scabies,1296,Bagmati,Hill,Central
2069/70,2012/13,Bhaktapur,Bagmati,Hill,Central,Abscess,2949,Bagmati,Hill,Central
2069/70,2012/13,Bhaktapur,Bagmati,Hill,Central,"Eczema/
Dermatatis",3588,Bagmati,Hill,Central
2069/70,2012/13,Bhaktapur,Bagmati,Hill,Central,"Fungal
Infection",3086,Bagmati,Hill,Central
2069/70,2012/13,Bhaktapur,Bagmati,Hill,Central,"Impegtigo/
Boils/
Furunculosis",4360,Bagmati,Hill,Central
2069/70,2012/13,Bhaktapur,Bagmati,Hill,Central,Leukoderma,112,Bagmati,Hill,Central
2069/70,2012/13,Bhaktapur,Bagmati,Hill,Central,Lymphadenitis,231,Bagmati,Hill,Central
2069/70,2012/13,Bhaktapur,Bagmati,Hill,Central,Psoriasis,130,Bagmati,Hill,Central
2069/70,2012/13,Bhaktapur,Bagmati,Hill,Central,Scabies,1434,Bagmati,Hill,Central
2070/71,2013/14,Bhaktapur,Bagmati,Hill,Central,Abscess,2744,Bagmati,Hill,Central
2070/71,2013/14,Bhaktapur,Bagmati,Hill,Central,"Eczema/
Dermatatis",3731,Bagmati,Hill,Central
2070/71,2013/14,Bhaktapur,Bagmati,Hill,Central,"Fungal
Infection",3234,Bagmati,Hill,Central
2070/71,2013/14,Bhaktapur,Bagmati,Hill,Central,"Impegtigo/
Boils/
Furunculosis",4415,Bagmati,Hill,Central
2070/71,2013/14,Bhaktapur,Bagmati,Hill,Central,Leukoderma,121,Bagmati,Hill,Central
2070/71,2013/14,Bhaktapur,Bagmati,Hill,Central,Lymphadenitis,212,Bagmati,Hill,Central
2070/71,2013/14,Bhaktapur,Bagmati,Hill,Central,Psoriasis,103,Bagmati,Hill,Central
2070/71,2013/14,Bhaktapur,Bagmati,Hill,Central,Scabies,1409,Bagmati,Hill,Central
2066/67,2009/10,Bhojpur,Kosi,Hill,Eastern,Abscess,4831,Kosi,Hill,Eastern
2066/67,2009/10,Bhojpur,Kosi,Hill,Eastern,"Eczema/
Dermatatis",5246,Kosi,Hill,Eastern
2066/67,2009/10,Bhojpur,Kosi,Hill,Eastern,"Fungal
Infection",3769,Kosi,Hill,Eastern
2066/67,2009/10,Bhojpur,Kosi,Hill,Eastern,"Impegtigo/
Boils/
Furunculosis",7538,Kosi,Hill,Eastern
2066/67,2009/10,Bhojpur,Kosi,Hill,Eastern,Leukoderma,73,Kosi,Hill,Eastern
2066/67,2009/10,Bhojpur,Kosi,Hill,Eastern,Lymphadenitis,810,Kosi,Hill,Eastern
2066/67,2009/10,Bhojpur,Kosi,Hill,Eastern,Psoriasis,56,Kosi,Hill,Eastern
2066/67,2009/10,Bhojpur,Kosi,Hill,Eastern,Scabies,4171,Kosi,Hill,Eastern
2067/68,2010/11,Bhojpur,Kosi,Hill,Eastern,Abscess,6297,Kosi,Hill,Eastern
2067/68,2010/11,Bhojpur,Kosi,Hill,Eastern,"Eczema/
Dermatatis",5388,Kosi,Hill,Eastern
2067/68,2010/11,Bhojpur,Kosi,Hill,Eastern,"Fungal
Infection",3719,Kosi,Hill,Eastern
2067/68,2010/11,Bhojpur,Kosi,Hill,Eastern,"Impegtigo/
Boils/
Furunculosis",6385,Kosi,Hill,Eastern
2067/68,2010/11,Bhojpur,Kosi,Hill,Eastern,Leukoderma,44,Kosi,Hill,Eastern
2067/68,2010/11,Bhojpur,Kosi,Hill,Eastern,Lymphadenitis,695,Kosi,Hill,Eastern
2067/68,2010/11,Bhojpur,Kosi,Hill,Eastern,Psoriasis,56,Kosi,Hill,Eastern
2067/68,2010/11,Bhojpur,Kosi,Hill,Eastern,Scabies,3799,Kosi,Hill,Eastern
2068/69,2011/12,Bhojpur,Kosi,Hill,Eastern,Abscess,5320,Kosi,Hill,Eastern
2068/69,2011/12,Bhojpur,Kosi,Hill,Eastern,"Eczema/
Dermatatis",5294,Kosi,Hill,Eastern
2068/69,2011/12,Bhojpur,Kosi,Hill,Eastern,"Fungal
Infection",3848,Kosi,Hill,Eastern
2068/69,2011/12,Bhojpur,Kosi,Hill,Eastern,"Impegtigo/
Boils/
Furunculosis",7314,Kosi,Hill,Eastern
2068/69,2011/12,Bhojpur,Kosi,Hill,Eastern,Leukoderma,128,Kosi,Hill,Eastern
2068/69,2011/12,Bhojpur,Kosi,Hill,Eastern,Lymphadenitis,816,Kosi,Hill,Eastern
2068/69,2011/12,Bhojpur,Kosi,Hill,Eastern,Psoriasis,54,Kosi,Hill,Eastern
2068/69,2011/12,Bhojpur,Kosi,Hill,Eastern,Scabies,4567,Kosi,Hill,Eastern
2069/70,2012/13,Bhojpur,Kosi,Hill,Eastern,Abscess,4309,Kosi,Hill,Eastern
2069/70,2012/13,Bhojpur,Kosi,Hill,Eastern,"Eczema/
Dermatatis",3897,Kosi,Hill,Eastern
2069/70,2012/13,Bhojpur,Kosi,Hill,Eastern,"Fungal
Infection",3365,Kosi,Hill,Eastern
2069/70,2012/13,Bhojpur,Kosi,Hill,Eastern,"Impegtigo/
Boils/
Furunculosis",6488,Kosi,Hill,Eastern
2069/70,2012/13,Bhojpur,Kosi,Hill,Eastern,Leukoderma,45,Kosi,Hill,Eastern
2069/70,2012/13,Bhojpur,Kosi,Hill,Eastern,Lymphadenitis,607,Kosi,Hill,Eastern
2069/70,2012/13,Bhojpur,Kosi,Hill,Eastern,Psoriasis,135,Kosi,Hill,Eastern
2069/70,2012/13,Bhojpur,Kosi,Hill,Eastern,Scabies,4060,Kosi,Hill,Eastern
2070/71,2013/14,Bhojpur,Kosi,Hill,Eastern,Abscess,3730,Kosi,Hill,Eastern
2070/71,2013/14,Bhojpur,Kosi,Hill,Eastern,"Eczema/
Dermatatis",4508,Kosi,Hill,Eastern
2070/71,2013/14,Bhojpur,Kosi,Hill,Eastern,"Fungal
Infection",3089,Kosi,Hill,Eastern
2070/71,2013/14,Bhojpur,Kosi,Hill,Eastern,"Impegtigo/
Boils/
Furunculosis",6017,Kosi,Hill,Eastern
2070/71,2013/14,Bhojpur,Kosi,Hill,Eastern,Leukoderma,32,Kosi,Hill,Eastern
2070/71,2013/14,Bhojpur,Kosi,Hill,Eastern,Lymphadenitis,373,Kosi,Hill,Eastern
2070/71,2013/14,Bhojpur,Kosi,Hill,Eastern,Psoriasis,111,Kosi,Hill,Eastern
2070/71,2013/14,Bhojpur,Kosi,Hill,Eastern,Scabies,4033,Kosi,Hill,Eastern
2066/67,2009/10,Chitawan,Narayani,Terai,Central,Abscess,8649,Narayani,Terai,Central
2066/67,2009/10,Chitawan,Narayani,Terai,Central,"Eczema/
Dermatatis",8716,Narayani,Terai,Central
2066/67,2009/10,Chitawan,Narayani,Terai,Central,"Fungal
Infection",7433,Narayani,Terai,Central
2066/67,2009/10,Chitawan,Narayani,Terai,Central,"Impegtigo/
Boils/
Furunculosis",17507,Narayani,Terai,Central
2066/67,2009/10,Chitawan,Narayani,Terai,Central,Leukoderma,475,Narayani,Terai,Central
2066/67,2009/10,Chitawan,Narayani,Terai,Central,Lymphadenitis,581,Narayani,Terai,Central
2066/67,2009/10,Chitawan,Narayani,Terai,Central,Psoriasis,4592,Narayani,Terai,Central
2066/67,2009/10,Chitawan,Narayani,Terai,Central,Scabies,3920,Narayani,Terai,Central
2067/68,2010/11,Chitawan,Narayani,Terai,Central,Abscess,8951,Narayani,Terai,Central
2067/68,2010/11,Chitawan,Narayani,Terai,Central,"Eczema/
Dermatatis",10715,Narayani,Terai,Central
2067/68,2010/11,Chitawan,Narayani,Terai,Central,"Fungal
Infection",12386,Narayani,Terai,Central
2067/68,2010/11,Chitawan,Narayani,Terai,Central,"Impegtigo/
Boils/
Furunculosis",17179,Narayani,Terai,Central
2067/68,2010/11,Chitawan,Narayani,Terai,Central,Leukoderma,465,Narayani,Terai,Central
2067/68,2010/11,Chitawan,Narayani,Terai,Central,Lymphadenitis,566,Narayani,Terai,Central
2067/68,2010/11,Chitawan,Narayani,Terai,Central,Psoriasis,674,Narayani,Terai,Central
2067/68,2010/11,Chitawan,Narayani,Terai,Central,Scabies,4994,Narayani,Terai,Central
2068/69,2011/12,Chitawan,Narayani,Terai,Central,Abscess,9516,Narayani,Terai,Central
2068/69,2011/12,Chitawan,Narayani,Terai,Central,"Eczema/
Dermatatis",11186,Narayani,Terai,Central
2068/69,2011/12,Chitawan,Narayani,Terai,Central,"Fungal
Infection",12910,Narayani,Terai,Central
2068/69,2011/12,Chitawan,Narayani,Terai,Central,"Impegtigo/
Boils/
Furunculosis",18597,Narayani,Terai,Central
2068/69,2011/12,Chitawan,Narayani,Terai,Central,Leukoderma,410,Narayani,Terai,Central
2068/69,2011/12,Chitawan,Narayani,Terai,Central,Lymphadenitis,510,Narayani,Terai,Central
2068/69,2011/12,Chitawan,Narayani,Terai,Central,Psoriasis,1165,Narayani,Terai,Central
2068/69,2011/12,Chitawan,Narayani,Terai,Central,Scabies,6301,Narayani,Terai,Central
2069/70,2012/13,Chitawan,Narayani,Terai,Central,Abscess,10672,Narayani,Terai,Central
2069/70,2012/13,Chitawan,Narayani,Terai,Central,"Eczema/
Dermatatis",14994,Narayani,Terai,Central
2069/70,2012/13,Chitawan,Narayani,Terai,Central,"Fungal
Infection",22825,Narayani,Terai,Central
2069/70,2012/13,Chitawan,Narayani,Terai,Central,"Impegtigo/
Boils/
Furunculosis",20367,Narayani,Terai,Central
2069/70,2012/13,Chitawan,Narayani,Terai,Central,Leukoderma,430,Narayani,Terai,Central
2069/70,2012/13,Chitawan,Narayani,Terai,Central,Lymphadenitis,1015,Narayani,Terai,Central
2069/70,2012/13,Chitawan,Narayani,Terai,Central,Psoriasis,596,Narayani,Terai,Central
2069/70,2012/13,Chitawan,Narayani,Terai,Central,Scabies,6393,Narayani,Terai,Central
2070/71,2013/14,Chitawan,Narayani,Terai,Central,Abscess,12788,Narayani,Terai,Central
2070/71,2013/14,Chitawan,Narayani,Terai,Central,"Eczema/
Dermatatis",19432,Narayani,Terai,Central
2070/71,2013/14,Chitawan,Narayani,Terai,Central,"Fungal
Infection",25870,Narayani,Terai,Central
2070/71,2013/14,Chitawan,Narayani,Terai,Central,"Impegtigo/
Boils/
Furunculosis",22424,Narayani,Terai,Central
2070/71,2013/14,Chitawan,Narayani,Terai,Central,Leukoderma,867,Narayani,Terai,Central
2070/71,2013/14,Chitawan,Narayani,Terai,Central,Lymphadenitis,1051,Narayani,Terai,Central
2070/71,2013/14,Chitawan,Narayani,Terai,Central,Psoriasis,1492,Narayani,Terai,Central
2070/71,2013/14,Chitawan,Narayani,Terai,Central,Scabies,7578,Narayani,Terai,Central
2066/67,2009/10,Dadeldhura,Mahakali,Hill,Far-Western,Abscess,3178,Mahakali,Hill,Far-Western
2066/67,2009/10,Dadeldhura,Mahakali,Hill,Far-Western,"Eczema/
Dermatatis",3395,Mahakali,Hill,Far-Western
2066/67,2009/10,Dadeldhura,Mahakali,Hill,Far-Western,"Fungal
Infection",3029,Mahakali,Hill,Far-Western
2066/67,2009/10,Dadeldhura,Mahakali,Hill,Far-Western,"Impegtigo/
Boils/
Furunculosis",3943,Mahakali,Hill,Far-Western
2066/67,2009/10,Dadeldhura,Mahakali,Hill,Far-Western,Leukoderma,80,Mahakali,Hill,Far-Western
2066/67,2009/10,Dadeldhura,Mahakali,Hill,Far-Western,Lymphadenitis,195,Mahakali,Hill,Far-Western
2066/67,2009/10,Dadeldhura,Mahakali,Hill,Far-Western,Psoriasis,134,Mahakali,Hill,Far-Western
2066/67,2009/10,Dadeldhura,Mahakali,Hill,Far-Western,Scabies,3553,Mahakali,Hill,Far-Western
