District,zone,belt,region,Year BS,Year AD,Conducted by,Institution,Number of women,Zone,Belt,Region
Palpa,Lumbini,Hill,Western,2066/67,2009/10,Conducted by SBA,Health Institution,2373,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2066/67,2009/10,Conducted by SBA,Home,222,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2066/67,2009/10,Conducted by health workers,Health Institution ,24,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2066/67,2009/10,Conducted by health workers,Home,275,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2066/67,2009/10,,At BEOC/CEOC centers,819,Lumbini,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2066/67,2009/10,Conducted by SBA,Health Institution,604,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2066/67,2009/10,Conducted by SBA,Home,295,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2066/67,2009/10,Conducted by health workers,Health Institution ,30,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2066/67,2009/10,Conducted by health workers,Home,415,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2066/67,2009/10,,At BEOC/CEOC centers,330,Dhawalagiri,Hill,Western
Rupandehi,Lumbini,Terai,Western,2066/67,2009/10,Conducted by SBA,Health Institution,9002,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2066/67,2009/10,Conducted by SBA,Home,2788,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2066/67,2009/10,Conducted by health workers,Health Institution ,0,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2066/67,2009/10,Conducted by health workers,Home,0,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2066/67,2009/10,,At BEOC/CEOC centers,0,Lumbini,Terai,Western
Syangja,Gandaki,Hill,Western,2066/67,2009/10,Conducted by SBA,Health Institution,1122,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2066/67,2009/10,Conducted by SBA,Home,48,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2066/67,2009/10,Conducted by health workers,Health Institution ,99,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2066/67,2009/10,Conducted by health workers,Home,429,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2066/67,2009/10,,At BEOC/CEOC centers,355,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2066/67,2009/10,Conducted by SBA,Health Institution,1138,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2066/67,2009/10,Conducted by SBA,Home,164,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2066/67,2009/10,Conducted by health workers,Health Institution ,64,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2066/67,2009/10,Conducted by health workers,Home,300,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2066/67,2009/10,,At BEOC/CEOC centers,620,Gandaki,Hill,Western
Banke,Bheri,Terai,Mid-Western,2066/67,2009/10,Conducted by SBA,Health Institution,7883,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2066/67,2009/10,Conducted by SBA,Home,313,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2066/67,2009/10,Conducted by health workers,Health Institution ,110,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2066/67,2009/10,Conducted by health workers,Home,636,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2066/67,2009/10,,At BEOC/CEOC centers,7084,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2066/67,2009/10,Conducted by SBA,Health Institution,3748,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2066/67,2009/10,Conducted by SBA,Home,197,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2066/67,2009/10,Conducted by health workers,Health Institution ,143,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2066/67,2009/10,Conducted by health workers,Home,204,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2066/67,2009/10,,At BEOC/CEOC centers,1470,Bheri,Terai,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2066/67,2009/10,Conducted by SBA,Health Institution,3001,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2066/67,2009/10,Conducted by SBA,Home,83,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2066/67,2009/10,Conducted by health workers,Health Institution ,192,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2066/67,2009/10,Conducted by health workers,Home,121,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2066/67,2009/10,,At BEOC/CEOC centers,356,Bheri,Hill,Mid-Western
Dang,Rapti,Terai,Mid-Western,2066/67,2009/10,Conducted by SBA,Health Institution,4816,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2066/67,2009/10,Conducted by SBA,Home,205,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2066/67,2009/10,Conducted by health workers,Health Institution ,349,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2066/67,2009/10,Conducted by health workers,Home,356,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2066/67,2009/10,,At BEOC/CEOC centers,3583,Rapti,Terai,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2066/67,2009/10,Conducted by SBA,Health Institution,98,Karnali,Mountain,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2066/67,2009/10,Conducted by SBA,Home,35,Karnali,Mountain,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2066/67,2009/10,Conducted by health workers,Health Institution ,22,Karnali,Mountain,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2066/67,2009/10,Conducted by health workers,Home,48,Karnali,Mountain,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2066/67,2009/10,,At BEOC/CEOC centers,6,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Conducted by SBA,Health Institution,442,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Conducted by SBA,Home,139,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Conducted by health workers,Health Institution ,210,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Conducted by health workers,Home,227,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2066/67,2009/10,,At BEOC/CEOC centers,4,Karnali,Mountain,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2066/67,2009/10,Conducted by SBA,Health Institution,489,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2066/67,2009/10,Conducted by SBA,Home,236,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2066/67,2009/10,Conducted by health workers,Health Institution ,108,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2066/67,2009/10,Conducted by health workers,Home,445,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2066/67,2009/10,,At BEOC/CEOC centers,12,Bheri,Hill,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Conducted by SBA,Health Institution,818,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Conducted by SBA,Home,81,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Conducted by health workers,Health Institution ,33,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2066/67,2009/10,Conducted by health workers,Home,209,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2066/67,2009/10,,At BEOC/CEOC centers,0,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2066/67,2009/10,Conducted by SBA,Health Institution,452,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2066/67,2009/10,Conducted by SBA,Home,185,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2066/67,2009/10,Conducted by health workers,Health Institution ,119,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2066/67,2009/10,Conducted by health workers,Home,260,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2066/67,2009/10,,At BEOC/CEOC centers,68,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2066/67,2009/10,Conducted by SBA,Health Institution,419,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2066/67,2009/10,Conducted by SBA,Home,34,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2066/67,2009/10,Conducted by health workers,Health Institution ,45,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2066/67,2009/10,Conducted by health workers,Home,132,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2066/67,2009/10,,At BEOC/CEOC centers,178,Karnali,Mountain,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2066/67,2009/10,Conducted by SBA,Health Institution,760,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2066/67,2009/10,Conducted by SBA,Home,184,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2066/67,2009/10,Conducted by health workers,Health Institution ,129,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2066/67,2009/10,Conducted by health workers,Home,559,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2066/67,2009/10,,At BEOC/CEOC centers,169,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2066/67,2009/10,Conducted by SBA,Health Institution,846,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2066/67,2009/10,Conducted by SBA,Home,99,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2066/67,2009/10,Conducted by health workers,Health Institution ,90,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2066/67,2009/10,Conducted by health workers,Home,377,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2066/67,2009/10,,At BEOC/CEOC centers,58,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2066/67,2009/10,Conducted by SBA,Health Institution,873,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2066/67,2009/10,Conducted by SBA,Home,313,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2066/67,2009/10,Conducted by health workers,Health Institution ,88,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2066/67,2009/10,Conducted by health workers,Home,804,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2066/67,2009/10,,At BEOC/CEOC centers,56,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2066/67,2009/10,Conducted by SBA,Health Institution,1103,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2066/67,2009/10,Conducted by SBA,Home,63,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2066/67,2009/10,Conducted by health workers,Health Institution ,99,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2066/67,2009/10,Conducted by health workers,Home,147,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2066/67,2009/10,,At BEOC/CEOC centers,19,Rapti,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2066/67,2009/10,Conducted by SBA,Health Institution,4313,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2066/67,2009/10,Conducted by SBA,Home,147,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2066/67,2009/10,Conducted by health workers,Health Institution ,223,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2066/67,2009/10,Conducted by health workers,Home,707,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2066/67,2009/10,,At BEOC/CEOC centers,2878,Bheri,Hill,Mid-Western
Achham,Seti,Hill,Far-Western,2066/67,2009/10,Conducted by SBA,Health Institution,1145,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2066/67,2009/10,Conducted by SBA,Home,102,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2066/67,2009/10,Conducted by health workers,Health Institution ,117,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2066/67,2009/10,Conducted by health workers,Home,1191,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2066/67,2009/10,,At BEOC/CEOC centers,219,Seti,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2066/67,2009/10,Conducted by SBA,Health Institution,390,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2066/67,2009/10,Conducted by SBA,Home,99,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2066/67,2009/10,Conducted by health workers,Health Institution ,206,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2066/67,2009/10,Conducted by health workers,Home,742,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2066/67,2009/10,,At BEOC/CEOC centers,202,Mahakali,Hill,Far-Western
Bajhang,Seti,Mountain,Far-Western,2066/67,2009/10,Conducted by SBA,Health Institution,723,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2066/67,2009/10,Conducted by SBA,Home,107,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2066/67,2009/10,Conducted by health workers,Health Institution ,499,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2066/67,2009/10,Conducted by health workers,Home,327,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2066/67,2009/10,,At BEOC/CEOC centers,49,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2066/67,2009/10,Conducted by SBA,Health Institution,721,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2066/67,2009/10,Conducted by SBA,Home,96,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2066/67,2009/10,Conducted by health workers,Health Institution ,310,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2066/67,2009/10,Conducted by health workers,Home,53,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2066/67,2009/10,,At BEOC/CEOC centers,0,Seti,Mountain,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2066/67,2009/10,Conducted by SBA,Health Institution,1710,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2066/67,2009/10,Conducted by SBA,Home,84,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2066/67,2009/10,Conducted by health workers,Health Institution ,518,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2066/67,2009/10,Conducted by health workers,Home,64,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2066/67,2009/10,,At BEOC/CEOC centers,1,Mahakali,Hill,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2066/67,2009/10,Conducted by SBA,Health Institution,655,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2066/67,2009/10,Conducted by SBA,Home,92,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2066/67,2009/10,Conducted by health workers,Health Institution ,35,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2066/67,2009/10,Conducted by health workers,Home,172,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2066/67,2009/10,,At BEOC/CEOC centers,132,Mahakali,Mountain,Far-Western
Doti,Seti,Hill,Far-Western,2066/67,2009/10,Conducted by SBA,Health Institution,1328,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2066/67,2009/10,Conducted by SBA,Home,165,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2066/67,2009/10,Conducted by health workers,Health Institution ,305,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2066/67,2009/10,Conducted by health workers,Home,280,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2066/67,2009/10,,At BEOC/CEOC centers,1,Seti,Hill,Far-Western
Kailali,Seti,Terai,Far-Western,2066/67,2009/10,Conducted by SBA,Health Institution,6181,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2066/67,2009/10,Conducted by SBA,Home,235,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2066/67,2009/10,Conducted by health workers,Health Institution ,617,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2066/67,2009/10,Conducted by health workers,Home,306,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2066/67,2009/10,,At BEOC/CEOC centers,4863,Seti,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2066/67,2009/10,Conducted by SBA,Health Institution,4116,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2066/67,2009/10,Conducted by SBA,Home,58,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2066/67,2009/10,Conducted by health workers,Health Institution ,56,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2066/67,2009/10,Conducted by health workers,Home,169,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2066/67,2009/10,,At BEOC/CEOC centers,1876,Mahakali,Terai,Far-Western
Taplejung,Mechi,Mountain,Eastern,2067/68,2010/11,Conducted by SBA,Health Institution,412,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2067/68,2010/11,Conducted by SBA,Home,23,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2067/68,2010/11,Conducted by health workers,Health Institution ,121,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2067/68,2010/11,Conducted by health workers,Home,671,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2067/68,2010/11,,At BEOC/CEOC centers,310,Mechi,Mountain,Eastern
Panchthar,Mechi,Hill,Eastern,2067/68,2010/11,Conducted by SBA,Health Institution,1197,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2067/68,2010/11,Conducted by SBA,Home,48,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2067/68,2010/11,Conducted by health workers,Health Institution ,53,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2067/68,2010/11,Conducted by health workers,Home,206,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2067/68,2010/11,,At BEOC/CEOC centers,485,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2067/68,2010/11,Conducted by SBA,Health Institution,1503,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2067/68,2010/11,Conducted by SBA,Home,16,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2067/68,2010/11,Conducted by health workers,Health Institution ,48,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2067/68,2010/11,Conducted by health workers,Home,650,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2067/68,2010/11,,At BEOC/CEOC centers,257,Mechi,Hill,Eastern
Jhapa,Mechi,Terai,Eastern,2067/68,2010/11,Conducted by SBA,Health Institution,12294,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2067/68,2010/11,Conducted by SBA,Home,287,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2067/68,2010/11,Conducted by health workers,Health Institution ,2661,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2067/68,2010/11,Conducted by health workers,Home,826,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2067/68,2010/11,,At BEOC/CEOC centers,187,Mechi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2067/68,2010/11,Conducted by SBA,Health Institution,13253,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2067/68,2010/11,Conducted by SBA,Home,101,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2067/68,2010/11,Conducted by health workers,Health Institution ,13,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2067/68,2010/11,Conducted by health workers,Home,243,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2067/68,2010/11,,At BEOC/CEOC centers,18,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2067/68,2010/11,Conducted by SBA,Health Institution,14360,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2067/68,2010/11,Conducted by SBA,Home,57,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2067/68,2010/11,Conducted by health workers,Health Institution ,20,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2067/68,2010/11,Conducted by health workers,Home,204,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2067/68,2010/11,,At BEOC/CEOC centers,1761,Kosi,Terai,Eastern
Dhankuta,Kosi,Hill,Eastern,2067/68,2010/11,Conducted by SBA,Health Institution,572,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2067/68,2010/11,Conducted by SBA,Home,43,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2067/68,2010/11,Conducted by health workers,Health Institution ,36,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2067/68,2010/11,Conducted by health workers,Home,346,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2067/68,2010/11,,At BEOC/CEOC centers,179,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2067/68,2010/11,Conducted by SBA,Health Institution,409,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2067/68,2010/11,Conducted by SBA,Home,83,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2067/68,2010/11,Conducted by health workers,Health Institution ,61,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2067/68,2010/11,Conducted by health workers,Home,180,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2067/68,2010/11,,At BEOC/CEOC centers,115,Kosi,Hill,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2067/68,2010/11,Conducted by SBA,Health Institution,1127,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2067/68,2010/11,Conducted by SBA,Home,42,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2067/68,2010/11,Conducted by health workers,Health Institution ,138,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2067/68,2010/11,Conducted by health workers,Home,60,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2067/68,2010/11,,At BEOC/CEOC centers,535,Kosi,Mountain,Eastern
Bhojpur,Kosi,Hill,Eastern,2067/68,2010/11,Conducted by SBA,Health Institution,397,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2067/68,2010/11,Conducted by SBA,Home,11,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2067/68,2010/11,Conducted by health workers,Health Institution ,156,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2067/68,2010/11,Conducted by health workers,Home,344,Kosi,Hill,Eastern
