Year BS,Year AD,District,zone,belt,region,"Ear,Nose and Throat related problems",No of people,Zone,Belt,Region
2066/67,2009/10,Bhaktapur,Bagmati,Hill,Central,Foreign body in respiratory tract,61,Bagmati,Hill,Central
2066/67,2009/10,Bhaktapur,Bagmati,Hill,Central,Pharyngities/ Sore throat,2181,Bagmati,Hill,Central
2066/67,2009/10,Bhaktapur,Bagmati,Hill,Central,Sinusitis,1050,Bagmati,Hill,Central
2066/67,2009/10,Bhaktapur,Bagmati,Hill,Central,Tonsilitis,3947,Bagmati,Hill,Central
2067/68,2010/11,Bhaktapur,Bagmati,Hill,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),2498,Bagmati,Hill,Central
2067/68,2010/11,Bhaktapur,Bagmati,Hill,Central,Foreign body in respiratory tract,108,Bagmati,Hill,Central
2067/68,2010/11,Bhaktapur,Bagmati,Hill,Central,Pharyngities/ Sore throat,2388,Bagmati,Hill,Central
2067/68,2010/11,Bhaktapur,Bagmati,Hill,Central,Sinusitis,1857,Bagmati,Hill,Central
2067/68,2010/11,Bhaktapur,Bagmati,Hill,Central,Tonsilitis,4278,Bagmati,Hill,Central
2068/69,2011/12,Bhaktapur,Bagmati,Hill,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),3109,Bagmati,Hill,Central
2068/69,2011/12,Bhaktapur,Bagmati,Hill,Central,Foreign body in respiratory tract,148,Bagmati,Hill,Central
2068/69,2011/12,Bhaktapur,Bagmati,Hill,Central,Pharyngities/ Sore throat,3416,Bagmati,Hill,Central
2068/69,2011/12,Bhaktapur,Bagmati,Hill,Central,Sinusitis,1672,Bagmati,Hill,Central
2068/69,2011/12,Bhaktapur,Bagmati,Hill,Central,Tonsilitis,5254,Bagmati,Hill,Central
2069/70,2012/13,Bhaktapur,Bagmati,Hill,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),3997,Bagmati,Hill,Central
2069/70,2012/13,Bhaktapur,Bagmati,Hill,Central,Foreign body in respiratory tract,101,Bagmati,Hill,Central
2069/70,2012/13,Bhaktapur,Bagmati,Hill,Central,Pharyngities/ Sore throat,3851,Bagmati,Hill,Central
2069/70,2012/13,Bhaktapur,Bagmati,Hill,Central,Sinusitis,2122,Bagmati,Hill,Central
2069/70,2012/13,Bhaktapur,Bagmati,Hill,Central,Tonsilitis,6376,Bagmati,Hill,Central
2070/71,2013/14,Bhaktapur,Bagmati,Hill,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),3085,Bagmati,Hill,Central
2070/71,2013/14,Bhaktapur,Bagmati,Hill,Central,Foreign body in respiratory tract,96,Bagmati,Hill,Central
2070/71,2013/14,Bhaktapur,Bagmati,Hill,Central,Pharyngities/ Sore throat,4411,Bagmati,Hill,Central
2070/71,2013/14,Bhaktapur,Bagmati,Hill,Central,Sinusitis,936,Bagmati,Hill,Central
2070/71,2013/14,Bhaktapur,Bagmati,Hill,Central,Tonsilitis,12896,Bagmati,Hill,Central
2066/67,2009/10,Bhojpur,Kosi,Hill,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),3666,Kosi,Hill,Eastern
2066/67,2009/10,Bhojpur,Kosi,Hill,Eastern,Foreign body in respiratory tract,178,Kosi,Hill,Eastern
2066/67,2009/10,Bhojpur,Kosi,Hill,Eastern,Pharyngities/ Sore throat,4150,Kosi,Hill,Eastern
2066/67,2009/10,Bhojpur,Kosi,Hill,Eastern,Sinusitis,1193,Kosi,Hill,Eastern
2066/67,2009/10,Bhojpur,Kosi,Hill,Eastern,Tonsilitis,13867,Kosi,Hill,Eastern
2067/68,2010/11,Bhojpur,Kosi,Hill,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),3873,Kosi,Hill,Eastern
2067/68,2010/11,Bhojpur,Kosi,Hill,Eastern,Foreign body in respiratory tract,81,Kosi,Hill,Eastern
2067/68,2010/11,Bhojpur,Kosi,Hill,Eastern,Pharyngities/ Sore throat,4920,Kosi,Hill,Eastern
2067/68,2010/11,Bhojpur,Kosi,Hill,Eastern,Sinusitis,1099,Kosi,Hill,Eastern
2067/68,2010/11,Bhojpur,Kosi,Hill,Eastern,Tonsilitis,14155,Kosi,Hill,Eastern
2068/69,2011/12,Bhojpur,Kosi,Hill,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),4000,Kosi,Hill,Eastern
2068/69,2011/12,Bhojpur,Kosi,Hill,Eastern,Foreign body in respiratory tract,275,Kosi,Hill,Eastern
2068/69,2011/12,Bhojpur,Kosi,Hill,Eastern,Pharyngities/ Sore throat,6088,Kosi,Hill,Eastern
2068/69,2011/12,Bhojpur,Kosi,Hill,Eastern,Sinusitis,1190,Kosi,Hill,Eastern
2068/69,2011/12,Bhojpur,Kosi,Hill,Eastern,Tonsilitis,13187,Kosi,Hill,Eastern
2069/70,2012/13,Bhojpur,Kosi,Hill,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),3766,Kosi,Hill,Eastern
2069/70,2012/13,Bhojpur,Kosi,Hill,Eastern,Foreign body in respiratory tract,130,Kosi,Hill,Eastern
2069/70,2012/13,Bhojpur,Kosi,Hill,Eastern,Pharyngities/ Sore throat,5809,Kosi,Hill,Eastern
2069/70,2012/13,Bhojpur,Kosi,Hill,Eastern,Sinusitis,1195,Kosi,Hill,Eastern
2069/70,2012/13,Bhojpur,Kosi,Hill,Eastern,Tonsilitis,13766,Kosi,Hill,Eastern
2070/71,2013/14,Bhojpur,Kosi,Hill,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),2830,Kosi,Hill,Eastern
2070/71,2013/14,Bhojpur,Kosi,Hill,Eastern,Foreign body in respiratory tract,117,Kosi,Hill,Eastern
2070/71,2013/14,Bhojpur,Kosi,Hill,Eastern,Pharyngities/ Sore throat,3007,Kosi,Hill,Eastern
2070/71,2013/14,Bhojpur,Kosi,Hill,Eastern,Sinusitis,1523,Kosi,Hill,Eastern
2070/71,2013/14,Bhojpur,Kosi,Hill,Eastern,Tonsilitis,7418,Kosi,Hill,Eastern
2066/67,2009/10,Chitawan,Narayani,Terai,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),8507,Narayani,Terai,Central
2066/67,2009/10,Chitawan,Narayani,Terai,Central,Foreign body in respiratory tract,582,Narayani,Terai,Central
2066/67,2009/10,Chitawan,Narayani,Terai,Central,Pharyngities/ Sore throat,3667,Narayani,Terai,Central
2066/67,2009/10,Chitawan,Narayani,Terai,Central,Sinusitis,3866,Narayani,Terai,Central
2066/67,2009/10,Chitawan,Narayani,Terai,Central,Tonsilitis,6881,Narayani,Terai,Central
2067/68,2010/11,Chitawan,Narayani,Terai,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),15629,Narayani,Terai,Central
2067/68,2010/11,Chitawan,Narayani,Terai,Central,Foreign body in respiratory tract,630,Narayani,Terai,Central
2067/68,2010/11,Chitawan,Narayani,Terai,Central,Pharyngities/ Sore throat,6957,Narayani,Terai,Central
2067/68,2010/11,Chitawan,Narayani,Terai,Central,Sinusitis,7686,Narayani,Terai,Central
2067/68,2010/11,Chitawan,Narayani,Terai,Central,Tonsilitis,11765,Narayani,Terai,Central
2068/69,2011/12,Chitawan,Narayani,Terai,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),13608,Narayani,Terai,Central
2068/69,2011/12,Chitawan,Narayani,Terai,Central,Foreign body in respiratory tract,277,Narayani,Terai,Central
2068/69,2011/12,Chitawan,Narayani,Terai,Central,Pharyngities/ Sore throat,6973,Narayani,Terai,Central
2068/69,2011/12,Chitawan,Narayani,Terai,Central,Sinusitis,7300,Narayani,Terai,Central
2068/69,2011/12,Chitawan,Narayani,Terai,Central,Tonsilitis,10854,Narayani,Terai,Central
2069/70,2012/13,Chitawan,Narayani,Terai,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),17175,Narayani,Terai,Central
2069/70,2012/13,Chitawan,Narayani,Terai,Central,Foreign body in respiratory tract,262,Narayani,Terai,Central
2069/70,2012/13,Chitawan,Narayani,Terai,Central,Pharyngities/ Sore throat,10602,Narayani,Terai,Central
2069/70,2012/13,Chitawan,Narayani,Terai,Central,Sinusitis,9848,Narayani,Terai,Central
2069/70,2012/13,Chitawan,Narayani,Terai,Central,Tonsilitis,15552,Narayani,Terai,Central
2070/71,2013/14,Chitawan,Narayani,Terai,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),2780,Narayani,Terai,Central
2070/71,2013/14,Chitawan,Narayani,Terai,Central,Foreign body in respiratory tract,36,Narayani,Terai,Central
2070/71,2013/14,Chitawan,Narayani,Terai,Central,Pharyngities/ Sore throat,4616,Narayani,Terai,Central
2070/71,2013/14,Chitawan,Narayani,Terai,Central,Sinusitis,1084,Narayani,Terai,Central
2070/71,2013/14,Chitawan,Narayani,Terai,Central,Tonsilitis,9058,Narayani,Terai,Central
2066/67,2009/10,Dadeldhura,Mahakali,Hill,Far-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),4282,Mahakali,Hill,Far-Western
2066/67,2009/10,Dadeldhura,Mahakali,Hill,Far-Western,Foreign body in respiratory tract,132,Mahakali,Hill,Far-Western
2066/67,2009/10,Dadeldhura,Mahakali,Hill,Far-Western,Pharyngities/ Sore throat,973,Mahakali,Hill,Far-Western
2066/67,2009/10,Dadeldhura,Mahakali,Hill,Far-Western,Sinusitis,1165,Mahakali,Hill,Far-Western
2066/67,2009/10,Dadeldhura,Mahakali,Hill,Far-Western,Tonsilitis,1565,Mahakali,Hill,Far-Western
2067/68,2010/11,Dadeldhura,Mahakali,Hill,Far-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),4127,Mahakali,Hill,Far-Western
2067/68,2010/11,Dadeldhura,Mahakali,Hill,Far-Western,Foreign body in respiratory tract,102,Mahakali,Hill,Far-Western
2067/68,2010/11,Dadeldhura,Mahakali,Hill,Far-Western,Pharyngities/ Sore throat,1198,Mahakali,Hill,Far-Western
2067/68,2010/11,Dadeldhura,Mahakali,Hill,Far-Western,Sinusitis,924,Mahakali,Hill,Far-Western
2067/68,2010/11,Dadeldhura,Mahakali,Hill,Far-Western,Tonsilitis,1683,Mahakali,Hill,Far-Western
2068/69,2011/12,Dadeldhura,Mahakali,Hill,Far-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),4240,Mahakali,Hill,Far-Western
2068/69,2011/12,Dadeldhura,Mahakali,Hill,Far-Western,Foreign body in respiratory tract,214,Mahakali,Hill,Far-Western
2068/69,2011/12,Dadeldhura,Mahakali,Hill,Far-Western,Pharyngities/ Sore throat,1340,Mahakali,Hill,Far-Western
2068/69,2011/12,Dadeldhura,Mahakali,Hill,Far-Western,Sinusitis,1364,Mahakali,Hill,Far-Western
2068/69,2011/12,Dadeldhura,Mahakali,Hill,Far-Western,Tonsilitis,2097,Mahakali,Hill,Far-Western
2069/70,2012/13,Dadeldhura,Mahakali,Hill,Far-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),4095,Mahakali,Hill,Far-Western
2069/70,2012/13,Dadeldhura,Mahakali,Hill,Far-Western,Foreign body in respiratory tract,95,Mahakali,Hill,Far-Western
2069/70,2012/13,Dadeldhura,Mahakali,Hill,Far-Western,Pharyngities/ Sore throat,1408,Mahakali,Hill,Far-Western
2069/70,2012/13,Dadeldhura,Mahakali,Hill,Far-Western,Sinusitis,1457,Mahakali,Hill,Far-Western
2069/70,2012/13,Dadeldhura,Mahakali,Hill,Far-Western,Tonsilitis,2377,Mahakali,Hill,Far-Western
2070/71,2013/14,Dadeldhura,Mahakali,Hill,Far-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),4133,Mahakali,Hill,Far-Western
2070/71,2013/14,Dadeldhura,Mahakali,Hill,Far-Western,Foreign body in respiratory tract,217,Mahakali,Hill,Far-Western
2070/71,2013/14,Dadeldhura,Mahakali,Hill,Far-Western,Pharyngities/ Sore throat,4476,Mahakali,Hill,Far-Western
2070/71,2013/14,Dadeldhura,Mahakali,Hill,Far-Western,Sinusitis,2075,Mahakali,Hill,Far-Western
2070/71,2013/14,Dadeldhura,Mahakali,Hill,Far-Western,Tonsilitis,13505,Mahakali,Hill,Far-Western
2066/67,2009/10,Dailekh,Bheri,Hill,Mid-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),5738,Bheri,Hill,Mid-Western
2066/67,2009/10,Dailekh,Bheri,Hill,Mid-Western,Foreign body in respiratory tract,70,Bheri,Hill,Mid-Western
2066/67,2009/10,Dailekh,Bheri,Hill,Mid-Western,Pharyngities/ Sore throat,1477,Bheri,Hill,Mid-Western
2066/67,2009/10,Dailekh,Bheri,Hill,Mid-Western,Sinusitis,1049,Bheri,Hill,Mid-Western
2066/67,2009/10,Dailekh,Bheri,Hill,Mid-Western,Tonsilitis,2987,Bheri,Hill,Mid-Western
2067/68,2010/11,Dailekh,Bheri,Hill,Mid-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),6152,Bheri,Hill,Mid-Western
2067/68,2010/11,Dailekh,Bheri,Hill,Mid-Western,Foreign body in respiratory tract,49,Bheri,Hill,Mid-Western
2067/68,2010/11,Dailekh,Bheri,Hill,Mid-Western,Pharyngities/ Sore throat,1181,Bheri,Hill,Mid-Western
2067/68,2010/11,Dailekh,Bheri,Hill,Mid-Western,Sinusitis,937,Bheri,Hill,Mid-Western
2067/68,2010/11,Dailekh,Bheri,Hill,Mid-Western,Tonsilitis,2878,Bheri,Hill,Mid-Western
2068/69,2011/12,Dailekh,Bheri,Hill,Mid-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),5304,Bheri,Hill,Mid-Western
2068/69,2011/12,Dailekh,Bheri,Hill,Mid-Western,Foreign body in respiratory tract,67,Bheri,Hill,Mid-Western
2068/69,2011/12,Dailekh,Bheri,Hill,Mid-Western,Pharyngities/ Sore throat,933,Bheri,Hill,Mid-Western
2068/69,2011/12,Dailekh,Bheri,Hill,Mid-Western,Sinusitis,978,Bheri,Hill,Mid-Western
2068/69,2011/12,Dailekh,Bheri,Hill,Mid-Western,Tonsilitis,2814,Bheri,Hill,Mid-Western
2069/70,2012/13,Dailekh,Bheri,Hill,Mid-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),4826,Bheri,Hill,Mid-Western
2069/70,2012/13,Dailekh,Bheri,Hill,Mid-Western,Foreign body in respiratory tract,13,Bheri,Hill,Mid-Western
2069/70,2012/13,Dailekh,Bheri,Hill,Mid-Western,Pharyngities/ Sore throat,874,Bheri,Hill,Mid-Western
2069/70,2012/13,Dailekh,Bheri,Hill,Mid-Western,Sinusitis,1041,Bheri,Hill,Mid-Western
2069/70,2012/13,Dailekh,Bheri,Hill,Mid-Western,Tonsilitis,2649,Bheri,Hill,Mid-Western
2070/71,2013/14,Dailekh,Bheri,Hill,Mid-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),5512,Bheri,Hill,Mid-Western
2070/71,2013/14,Dailekh,Bheri,Hill,Mid-Western,Foreign body in respiratory tract,139,Bheri,Hill,Mid-Western
2070/71,2013/14,Dailekh,Bheri,Hill,Mid-Western,Pharyngities/ Sore throat,4915,Bheri,Hill,Mid-Western
2070/71,2013/14,Dailekh,Bheri,Hill,Mid-Western,Sinusitis,1609,Bheri,Hill,Mid-Western
2070/71,2013/14,Dailekh,Bheri,Hill,Mid-Western,Tonsilitis,7708,Bheri,Hill,Mid-Western
2066/67,2009/10,Dang,Rapti,Terai,Mid-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),10554,Rapti,Terai,Mid-Western
2066/67,2009/10,Dang,Rapti,Terai,Mid-Western,Foreign body in respiratory tract,64,Rapti,Terai,Mid-Western
2066/67,2009/10,Dang,Rapti,Terai,Mid-Western,Pharyngities/ Sore throat,2483,Rapti,Terai,Mid-Western
2066/67,2009/10,Dang,Rapti,Terai,Mid-Western,Sinusitis,3111,Rapti,Terai,Mid-Western
2066/67,2009/10,Dang,Rapti,Terai,Mid-Western,Tonsilitis,4690,Rapti,Terai,Mid-Western
2067/68,2010/11,Dang,Rapti,Terai,Mid-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),10112,Rapti,Terai,Mid-Western
2067/68,2010/11,Dang,Rapti,Terai,Mid-Western,Foreign body in respiratory tract,36,Rapti,Terai,Mid-Western
2067/68,2010/11,Dang,Rapti,Terai,Mid-Western,Pharyngities/ Sore throat,2664,Rapti,Terai,Mid-Western
2067/68,2010/11,Dang,Rapti,Terai,Mid-Western,Sinusitis,2887,Rapti,Terai,Mid-Western
2067/68,2010/11,Dang,Rapti,Terai,Mid-Western,Tonsilitis,4786,Rapti,Terai,Mid-Western
2068/69,2011/12,Dang,Rapti,Terai,Mid-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),9620,Rapti,Terai,Mid-Western
2068/69,2011/12,Dang,Rapti,Terai,Mid-Western,Foreign body in respiratory tract,10,Rapti,Terai,Mid-Western
2068/69,2011/12,Dang,Rapti,Terai,Mid-Western,Pharyngities/ Sore throat,2795,Rapti,Terai,Mid-Western
2068/69,2011/12,Dang,Rapti,Terai,Mid-Western,Sinusitis,2713,Rapti,Terai,Mid-Western
2068/69,2011/12,Dang,Rapti,Terai,Mid-Western,Tonsilitis,4453,Rapti,Terai,Mid-Western
2069/70,2012/13,Dang,Rapti,Terai,Mid-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),10582,Rapti,Terai,Mid-Western
2069/70,2012/13,Dang,Rapti,Terai,Mid-Western,Foreign body in respiratory tract,137,Rapti,Terai,Mid-Western
2069/70,2012/13,Dang,Rapti,Terai,Mid-Western,Pharyngities/ Sore throat,3759,Rapti,Terai,Mid-Western
2069/70,2012/13,Dang,Rapti,Terai,Mid-Western,Sinusitis,3463,Rapti,Terai,Mid-Western
2069/70,2012/13,Dang,Rapti,Terai,Mid-Western,Tonsilitis,5678,Rapti,Terai,Mid-Western
2070/71,2013/14,Dang,Rapti,Terai,Mid-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),16852,Rapti,Terai,Mid-Western
2070/71,2013/14,Dang,Rapti,Terai,Mid-Western,Foreign body in respiratory tract,69,Rapti,Terai,Mid-Western
2070/71,2013/14,Dang,Rapti,Terai,Mid-Western,Pharyngities/ Sore throat,3198,Rapti,Terai,Mid-Western
2070/71,2013/14,Dang,Rapti,Terai,Mid-Western,Sinusitis,2417,Rapti,Terai,Mid-Western
2070/71,2013/14,Dang,Rapti,Terai,Mid-Western,Tonsilitis,4884,Rapti,Terai,Mid-Western
2066/67,2009/10,Darchaula,Mahakali,Mountain,Far-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),3216,Mahakali,Mountain,Far-Western
2066/67,2009/10,Darchaula,Mahakali,Mountain,Far-Western,Foreign body in respiratory tract,54,Mahakali,Mountain,Far-Western
2066/67,2009/10,Darchaula,Mahakali,Mountain,Far-Western,Pharyngities/ Sore throat,1021,Mahakali,Mountain,Far-Western
2066/67,2009/10,Darchaula,Mahakali,Mountain,Far-Western,Sinusitis,522,Mahakali,Mountain,Far-Western
2066/67,2009/10,Darchaula,Mahakali,Mountain,Far-Western,Tonsilitis,2178,Mahakali,Mountain,Far-Western
2067/68,2010/11,Darchaula,Mahakali,Mountain,Far-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),2121,Mahakali,Mountain,Far-Western
2067/68,2010/11,Darchaula,Mahakali,Mountain,Far-Western,Foreign body in respiratory tract,78,Mahakali,Mountain,Far-Western
2067/68,2010/11,Darchaula,Mahakali,Mountain,Far-Western,Pharyngities/ Sore throat,513,Mahakali,Mountain,Far-Western
2067/68,2010/11,Darchaula,Mahakali,Mountain,Far-Western,Sinusitis,845,Mahakali,Mountain,Far-Western
2067/68,2010/11,Darchaula,Mahakali,Mountain,Far-Western,Tonsilitis,1684,Mahakali,Mountain,Far-Western
2068/69,2011/12,Darchaula,Mahakali,Mountain,Far-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),2943,Mahakali,Mountain,Far-Western
2068/69,2011/12,Darchaula,Mahakali,Mountain,Far-Western,Foreign body in respiratory tract,48,Mahakali,Mountain,Far-Western
2068/69,2011/12,Darchaula,Mahakali,Mountain,Far-Western,Pharyngities/ Sore throat,1001,Mahakali,Mountain,Far-Western
2068/69,2011/12,Darchaula,Mahakali,Mountain,Far-Western,Sinusitis,738,Mahakali,Mountain,Far-Western
2068/69,2011/12,Darchaula,Mahakali,Mountain,Far-Western,Tonsilitis,2632,Mahakali,Mountain,Far-Western
2069/70,2012/13,Darchaula,Mahakali,Mountain,Far-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),2449,Mahakali,Mountain,Far-Western
2069/70,2012/13,Darchaula,Mahakali,Mountain,Far-Western,Foreign body in respiratory tract,10,Mahakali,Mountain,Far-Western
2069/70,2012/13,Darchaula,Mahakali,Mountain,Far-Western,Pharyngities/ Sore throat,438,Mahakali,Mountain,Far-Western
2069/70,2012/13,Darchaula,Mahakali,Mountain,Far-Western,Sinusitis,400,Mahakali,Mountain,Far-Western
2069/70,2012/13,Darchaula,Mahakali,Mountain,Far-Western,Tonsilitis,2370,Mahakali,Mountain,Far-Western
2070/71,2013/14,Darchaula,Mahakali,Mountain,Far-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),15866,Mahakali,Mountain,Far-Western
2070/71,2013/14,Darchaula,Mahakali,Mountain,Far-Western,Foreign body in respiratory tract,189,Mahakali,Mountain,Far-Western
2070/71,2013/14,Darchaula,Mahakali,Mountain,Far-Western,Pharyngities/ Sore throat,2663,Mahakali,Mountain,Far-Western
2070/71,2013/14,Darchaula,Mahakali,Mountain,Far-Western,Sinusitis,2845,Mahakali,Mountain,Far-Western
2070/71,2013/14,Darchaula,Mahakali,Mountain,Far-Western,Tonsilitis,5338,Mahakali,Mountain,Far-Western
2066/67,2009/10,Dhading,Bagmati,Hill,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),6089,Bagmati,Hill,Central
2066/67,2009/10,Dhading,Bagmati,Hill,Central,Foreign body in respiratory tract,110,Bagmati,Hill,Central
2066/67,2009/10,Dhading,Bagmati,Hill,Central,Pharyngities/ Sore throat,2579,Bagmati,Hill,Central
2066/67,2009/10,Dhading,Bagmati,Hill,Central,Sinusitis,1905,Bagmati,Hill,Central
2066/67,2009/10,Dhading,Bagmati,Hill,Central,Tonsilitis,5239,Bagmati,Hill,Central
2067/68,2010/11,Dhading,Bagmati,Hill,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),6145,Bagmati,Hill,Central
2067/68,2010/11,Dhading,Bagmati,Hill,Central,Foreign body in respiratory tract,106,Bagmati,Hill,Central
2067/68,2010/11,Dhading,Bagmati,Hill,Central,Pharyngities/ Sore throat,2653,Bagmati,Hill,Central
2067/68,2010/11,Dhading,Bagmati,Hill,Central,Sinusitis,2012,Bagmati,Hill,Central
2067/68,2010/11,Dhading,Bagmati,Hill,Central,Tonsilitis,5214,Bagmati,Hill,Central
2068/69,2011/12,Dhading,Bagmati,Hill,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),6193,Bagmati,Hill,Central
2068/69,2011/12,Dhading,Bagmati,Hill,Central,Foreign body in respiratory tract,104,Bagmati,Hill,Central
2068/69,2011/12,Dhading,Bagmati,Hill,Central,Pharyngities/ Sore throat,2920,Bagmati,Hill,Central
2068/69,2011/12,Dhading,Bagmati,Hill,Central,Sinusitis,2266,Bagmati,Hill,Central
2068/69,2011/12,Dhading,Bagmati,Hill,Central,Tonsilitis,7853,Bagmati,Hill,Central
2069/70,2012/13,Dhading,Bagmati,Hill,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),6126,Bagmati,Hill,Central
2069/70,2012/13,Dhading,Bagmati,Hill,Central,Foreign body in respiratory tract,86,Bagmati,Hill,Central
2069/70,2012/13,Dhading,Bagmati,Hill,Central,Pharyngities/ Sore throat,3267,Bagmati,Hill,Central
2069/70,2012/13,Dhading,Bagmati,Hill,Central,Sinusitis,2841,Bagmati,Hill,Central
2069/70,2012/13,Dhading,Bagmati,Hill,Central,Tonsilitis,9074,Bagmati,Hill,Central
2070/71,2013/14,Dhading,Bagmati,Hill,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),14132,Bagmati,Hill,Central
2070/71,2013/14,Dhading,Bagmati,Hill,Central,Foreign body in respiratory tract,184,Bagmati,Hill,Central
2070/71,2013/14,Dhading,Bagmati,Hill,Central,Pharyngities/ Sore throat,2479,Bagmati,Hill,Central
2070/71,2013/14,Dhading,Bagmati,Hill,Central,Sinusitis,2153,Bagmati,Hill,Central
2070/71,2013/14,Dhading,Bagmati,Hill,Central,Tonsilitis,4677,Bagmati,Hill,Central
2066/67,2009/10,Dhankuta,Kosi,Hill,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),2607,Kosi,Hill,Eastern
2066/67,2009/10,Dhankuta,Kosi,Hill,Eastern,Foreign body in respiratory tract,93,Kosi,Hill,Eastern
2066/67,2009/10,Dhankuta,Kosi,Hill,Eastern,Pharyngities/ Sore throat,3735,Kosi,Hill,Eastern
2066/67,2009/10,Dhankuta,Kosi,Hill,Eastern,Sinusitis,923,Kosi,Hill,Eastern
2066/67,2009/10,Dhankuta,Kosi,Hill,Eastern,Tonsilitis,10039,Kosi,Hill,Eastern
2067/68,2010/11,Dhankuta,Kosi,Hill,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),2527,Kosi,Hill,Eastern
2067/68,2010/11,Dhankuta,Kosi,Hill,Eastern,Foreign body in respiratory tract,22,Kosi,Hill,Eastern
2067/68,2010/11,Dhankuta,Kosi,Hill,Eastern,Pharyngities/ Sore throat,4044,Kosi,Hill,Eastern
2067/68,2010/11,Dhankuta,Kosi,Hill,Eastern,Sinusitis,812,Kosi,Hill,Eastern
2067/68,2010/11,Dhankuta,Kosi,Hill,Eastern,Tonsilitis,11463,Kosi,Hill,Eastern
2068/69,2011/12,Dhankuta,Kosi,Hill,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),2568,Kosi,Hill,Eastern
2068/69,2011/12,Dhankuta,Kosi,Hill,Eastern,Foreign body in respiratory tract,28,Kosi,Hill,Eastern
2068/69,2011/12,Dhankuta,Kosi,Hill,Eastern,Pharyngities/ Sore throat,3556,Kosi,Hill,Eastern
2068/69,2011/12,Dhankuta,Kosi,Hill,Eastern,Sinusitis,1182,Kosi,Hill,Eastern
2068/69,2011/12,Dhankuta,Kosi,Hill,Eastern,Tonsilitis,11931,Kosi,Hill,Eastern
2069/70,2012/13,Dhankuta,Kosi,Hill,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),2561,Kosi,Hill,Eastern
2069/70,2012/13,Dhankuta,Kosi,Hill,Eastern,Foreign body in respiratory tract,22,Kosi,Hill,Eastern
2069/70,2012/13,Dhankuta,Kosi,Hill,Eastern,Pharyngities/ Sore throat,4361,Kosi,Hill,Eastern
