Year BS,Year AD,District,zone,belt,region,Oral Problem,No of People,Zone,Belt,Region
2066/67,2009/10,Myagdi,Dhawalagiri,Hill,Western,Other disorder of teeth,406,Dhawalagiri,Hill,Western
2066/67,2009/10,Myagdi,Dhawalagiri,Hill,Western,Periodontal diseases (gum diseases),749,Dhawalagiri,Hill,Western
2067/68,2010/11,Myagdi,Dhawalagiri,Hill,Western,Dental Carries/ Toothache,3200,Dhawalagiri,Hill,Western
2067/68,2010/11,Myagdi,Dhawalagiri,Hill,Western,"Oral ulcer,mucosa and other related disease",645,Dhawalagiri,Hill,Western
2067/68,2010/11,Myagdi,Dhawalagiri,Hill,Western,Other disorder of teeth,180,Dhawalagiri,Hill,Western
2067/68,2010/11,Myagdi,Dhawalagiri,Hill,Western,Periodontal diseases (gum diseases),515,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,Dental Carries/ Toothache,2955,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,"Oral ulcer,mucosa and other related disease",760,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,Other disorder of teeth,215,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,Periodontal diseases (gum diseases),430,Dhawalagiri,Hill,Western
2069/70,2012/13,Myagdi,Dhawalagiri,Hill,Western,Dental Carries/ Toothache,2636,Dhawalagiri,Hill,Western
2069/70,2012/13,Myagdi,Dhawalagiri,Hill,Western,"Oral ulcer,mucosa and other related disease",685,Dhawalagiri,Hill,Western
2069/70,2012/13,Myagdi,Dhawalagiri,Hill,Western,Other disorder of teeth,376,Dhawalagiri,Hill,Western
2069/70,2012/13,Myagdi,Dhawalagiri,Hill,Western,Periodontal diseases (gum diseases),335,Dhawalagiri,Hill,Western
2070/71,2013/14,Myagdi,Dhawalagiri,Hill,Western,Dental Carries/ Toothache,2904,Dhawalagiri,Hill,Western
2070/71,2013/14,Myagdi,Dhawalagiri,Hill,Western,"Oral ulcer,mucosa and other related disease",548,Dhawalagiri,Hill,Western
2070/71,2013/14,Myagdi,Dhawalagiri,Hill,Western,Other disorder of teeth,178,Dhawalagiri,Hill,Western
2070/71,2013/14,Myagdi,Dhawalagiri,Hill,Western,Periodontal diseases (gum diseases),182,Dhawalagiri,Hill,Western
2066/67,2009/10,Nawalparasi,Lumbini,Terai,Western,Dental Carries/ Toothache,5271,Lumbini,Terai,Western
2066/67,2009/10,Nawalparasi,Lumbini,Terai,Western,"Oral ulcer,mucosa and other related disease",1737,Lumbini,Terai,Western
2066/67,2009/10,Nawalparasi,Lumbini,Terai,Western,Other disorder of teeth,210,Lumbini,Terai,Western
2066/67,2009/10,Nawalparasi,Lumbini,Terai,Western,Periodontal diseases (gum diseases),985,Lumbini,Terai,Western
2067/68,2010/11,Nawalparasi,Lumbini,Terai,Western,Dental Carries/ Toothache,4730,Lumbini,Terai,Western
2067/68,2010/11,Nawalparasi,Lumbini,Terai,Western,"Oral ulcer,mucosa and other related disease",1906,Lumbini,Terai,Western
2067/68,2010/11,Nawalparasi,Lumbini,Terai,Western,Other disorder of teeth,256,Lumbini,Terai,Western
2067/68,2010/11,Nawalparasi,Lumbini,Terai,Western,Periodontal diseases (gum diseases),898,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,Dental Carries/ Toothache,5381,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,"Oral ulcer,mucosa and other related disease",1830,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,Other disorder of teeth,330,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,Periodontal diseases (gum diseases),899,Lumbini,Terai,Western
2069/70,2012/13,Nawalparasi,Lumbini,Terai,Western,Dental Carries/ Toothache,5873,Lumbini,Terai,Western
2069/70,2012/13,Nawalparasi,Lumbini,Terai,Western,"Oral ulcer,mucosa and other related disease",2460,Lumbini,Terai,Western
2069/70,2012/13,Nawalparasi,Lumbini,Terai,Western,Other disorder of teeth,403,Lumbini,Terai,Western
2069/70,2012/13,Nawalparasi,Lumbini,Terai,Western,Periodontal diseases (gum diseases),993,Lumbini,Terai,Western
2070/71,2013/14,Nawalparasi,Lumbini,Terai,Western,Dental Carries/ Toothache,5818,Lumbini,Terai,Western
2070/71,2013/14,Nawalparasi,Lumbini,Terai,Western,"Oral ulcer,mucosa and other related disease",2836,Lumbini,Terai,Western
2070/71,2013/14,Nawalparasi,Lumbini,Terai,Western,Other disorder of teeth,341,Lumbini,Terai,Western
2070/71,2013/14,Nawalparasi,Lumbini,Terai,Western,Periodontal diseases (gum diseases),1058,Lumbini,Terai,Western
2066/67,2009/10,Nuwakot,Bagmati,Hill,Central,Dental Carries/ Toothache,3214,Bagmati,Hill,Central
2066/67,2009/10,Nuwakot,Bagmati,Hill,Central,"Oral ulcer,mucosa and other related disease",1468,Bagmati,Hill,Central
2066/67,2009/10,Nuwakot,Bagmati,Hill,Central,Other disorder of teeth,459,Bagmati,Hill,Central
2066/67,2009/10,Nuwakot,Bagmati,Hill,Central,Periodontal diseases (gum diseases),672,Bagmati,Hill,Central
2067/68,2010/11,Nuwakot,Bagmati,Hill,Central,Dental Carries/ Toothache,3515,Bagmati,Hill,Central
2067/68,2010/11,Nuwakot,Bagmati,Hill,Central,"Oral ulcer,mucosa and other related disease",1434,Bagmati,Hill,Central
2067/68,2010/11,Nuwakot,Bagmati,Hill,Central,Other disorder of teeth,494,Bagmati,Hill,Central
2067/68,2010/11,Nuwakot,Bagmati,Hill,Central,Periodontal diseases (gum diseases),713,Bagmati,Hill,Central
2068/69,2011/12,Nuwakot,Bagmati,Hill,Central,Dental Carries/ Toothache,3306,Bagmati,Hill,Central
2068/69,2011/12,Nuwakot,Bagmati,Hill,Central,"Oral ulcer,mucosa and other related disease",1328,Bagmati,Hill,Central
2068/69,2011/12,Nuwakot,Bagmati,Hill,Central,Other disorder of teeth,250,Bagmati,Hill,Central
2068/69,2011/12,Nuwakot,Bagmati,Hill,Central,Periodontal diseases (gum diseases),659,Bagmati,Hill,Central
2069/70,2012/13,Nuwakot,Bagmati,Hill,Central,Dental Carries/ Toothache,5631,Bagmati,Hill,Central
2069/70,2012/13,Nuwakot,Bagmati,Hill,Central,"Oral ulcer,mucosa and other related disease",1900,Bagmati,Hill,Central
2069/70,2012/13,Nuwakot,Bagmati,Hill,Central,Other disorder of teeth,659,Bagmati,Hill,Central
2069/70,2012/13,Nuwakot,Bagmati,Hill,Central,Periodontal diseases (gum diseases),1126,Bagmati,Hill,Central
2070/71,2013/14,Nuwakot,Bagmati,Hill,Central,Dental Carries/ Toothache,5546,Bagmati,Hill,Central
2070/71,2013/14,Nuwakot,Bagmati,Hill,Central,"Oral ulcer,mucosa and other related disease",2466,Bagmati,Hill,Central
2070/71,2013/14,Nuwakot,Bagmati,Hill,Central,Other disorder of teeth,455,Bagmati,Hill,Central
2070/71,2013/14,Nuwakot,Bagmati,Hill,Central,Periodontal diseases (gum diseases),1424,Bagmati,Hill,Central
2066/67,2009/10,Okhaldhunga,Sagarmatha,Hill,Eastern,Dental Carries/ Toothache,5873,Sagarmatha,Hill,Eastern
2066/67,2009/10,Okhaldhunga,Sagarmatha,Hill,Eastern,"Oral ulcer,mucosa and other related disease",1684,Sagarmatha,Hill,Eastern
2066/67,2009/10,Okhaldhunga,Sagarmatha,Hill,Eastern,Other disorder of teeth,692,Sagarmatha,Hill,Eastern
2066/67,2009/10,Okhaldhunga,Sagarmatha,Hill,Eastern,Periodontal diseases (gum diseases),1210,Sagarmatha,Hill,Eastern
2067/68,2010/11,Okhaldhunga,Sagarmatha,Hill,Eastern,Dental Carries/ Toothache,4818,Sagarmatha,Hill,Eastern
2067/68,2010/11,Okhaldhunga,Sagarmatha,Hill,Eastern,"Oral ulcer,mucosa and other related disease",1530,Sagarmatha,Hill,Eastern
2067/68,2010/11,Okhaldhunga,Sagarmatha,Hill,Eastern,Other disorder of teeth,643,Sagarmatha,Hill,Eastern
2067/68,2010/11,Okhaldhunga,Sagarmatha,Hill,Eastern,Periodontal diseases (gum diseases),883,Sagarmatha,Hill,Eastern
2068/69,2011/12,Okhaldhunga,Sagarmatha,Hill,Eastern,Dental Carries/ Toothache,4608,Sagarmatha,Hill,Eastern
2068/69,2011/12,Okhaldhunga,Sagarmatha,Hill,Eastern,"Oral ulcer,mucosa and other related disease",932,Sagarmatha,Hill,Eastern
2068/69,2011/12,Okhaldhunga,Sagarmatha,Hill,Eastern,Other disorder of teeth,384,Sagarmatha,Hill,Eastern
2068/69,2011/12,Okhaldhunga,Sagarmatha,Hill,Eastern,Periodontal diseases (gum diseases),667,Sagarmatha,Hill,Eastern
2069/70,2012/13,Okhaldhunga,Sagarmatha,Hill,Eastern,Dental Carries/ Toothache,3748,Sagarmatha,Hill,Eastern
2069/70,2012/13,Okhaldhunga,Sagarmatha,Hill,Eastern,"Oral ulcer,mucosa and other related disease",830,Sagarmatha,Hill,Eastern
2069/70,2012/13,Okhaldhunga,Sagarmatha,Hill,Eastern,Other disorder of teeth,195,Sagarmatha,Hill,Eastern
2069/70,2012/13,Okhaldhunga,Sagarmatha,Hill,Eastern,Periodontal diseases (gum diseases),588,Sagarmatha,Hill,Eastern
2070/71,2013/14,Okhaldhunga,Sagarmatha,Hill,Eastern,Dental Carries/ Toothache,3705,Sagarmatha,Hill,Eastern
2070/71,2013/14,Okhaldhunga,Sagarmatha,Hill,Eastern,"Oral ulcer,mucosa and other related disease",820,Sagarmatha,Hill,Eastern
2070/71,2013/14,Okhaldhunga,Sagarmatha,Hill,Eastern,Other disorder of teeth,202,Sagarmatha,Hill,Eastern
2070/71,2013/14,Okhaldhunga,Sagarmatha,Hill,Eastern,Periodontal diseases (gum diseases),559,Sagarmatha,Hill,Eastern
2066/67,2009/10,Palpa,Lumbini,Hill,Western,Dental Carries/ Toothache,5957,Lumbini,Hill,Western
2066/67,2009/10,Palpa,Lumbini,Hill,Western,"Oral ulcer,mucosa and other related disease",933,Lumbini,Hill,Western
2066/67,2009/10,Palpa,Lumbini,Hill,Western,Other disorder of teeth,1996,Lumbini,Hill,Western
2066/67,2009/10,Palpa,Lumbini,Hill,Western,Periodontal diseases (gum diseases),1317,Lumbini,Hill,Western
2067/68,2010/11,Palpa,Lumbini,Hill,Western,Dental Carries/ Toothache,6754,Lumbini,Hill,Western
2067/68,2010/11,Palpa,Lumbini,Hill,Western,"Oral ulcer,mucosa and other related disease",938,Lumbini,Hill,Western
2067/68,2010/11,Palpa,Lumbini,Hill,Western,Other disorder of teeth,2399,Lumbini,Hill,Western
2067/68,2010/11,Palpa,Lumbini,Hill,Western,Periodontal diseases (gum diseases),1375,Lumbini,Hill,Western
2068/69,2011/12,Palpa,Lumbini,Hill,Western,Dental Carries/ Toothache,8108,Lumbini,Hill,Western
2068/69,2011/12,Palpa,Lumbini,Hill,Western,"Oral ulcer,mucosa and other related disease",1254,Lumbini,Hill,Western
2068/69,2011/12,Palpa,Lumbini,Hill,Western,Other disorder of teeth,2226,Lumbini,Hill,Western
2068/69,2011/12,Palpa,Lumbini,Hill,Western,Periodontal diseases (gum diseases),1985,Lumbini,Hill,Western
2069/70,2012/13,Palpa,Lumbini,Hill,Western,Dental Carries/ Toothache,7429,Lumbini,Hill,Western
2069/70,2012/13,Palpa,Lumbini,Hill,Western,"Oral ulcer,mucosa and other related disease",1653,Lumbini,Hill,Western
2069/70,2012/13,Palpa,Lumbini,Hill,Western,Other disorder of teeth,2139,Lumbini,Hill,Western
2069/70,2012/13,Palpa,Lumbini,Hill,Western,Periodontal diseases (gum diseases),1842,Lumbini,Hill,Western
2070/71,2013/14,Palpa,Lumbini,Hill,Western,Dental Carries/ Toothache,8194,Lumbini,Hill,Western
2070/71,2013/14,Palpa,Lumbini,Hill,Western,"Oral ulcer,mucosa and other related disease",1124,Lumbini,Hill,Western
2070/71,2013/14,Palpa,Lumbini,Hill,Western,Other disorder of teeth,1668,Lumbini,Hill,Western
2070/71,2013/14,Palpa,Lumbini,Hill,Western,Periodontal diseases (gum diseases),2605,Lumbini,Hill,Western
2066/67,2009/10,Panchthar,Mechi,Hill,Eastern,Dental Carries/ Toothache,2718,Mechi,Hill,Eastern
2066/67,2009/10,Panchthar,Mechi,Hill,Eastern,"Oral ulcer,mucosa and other related disease",691,Mechi,Hill,Eastern
2066/67,2009/10,Panchthar,Mechi,Hill,Eastern,Other disorder of teeth,260,Mechi,Hill,Eastern
2066/67,2009/10,Panchthar,Mechi,Hill,Eastern,Periodontal diseases (gum diseases),443,Mechi,Hill,Eastern
2067/68,2010/11,Panchthar,Mechi,Hill,Eastern,Dental Carries/ Toothache,2165,Mechi,Hill,Eastern
2067/68,2010/11,Panchthar,Mechi,Hill,Eastern,"Oral ulcer,mucosa and other related disease",734,Mechi,Hill,Eastern
2067/68,2010/11,Panchthar,Mechi,Hill,Eastern,Other disorder of teeth,238,Mechi,Hill,Eastern
2067/68,2010/11,Panchthar,Mechi,Hill,Eastern,Periodontal diseases (gum diseases),573,Mechi,Hill,Eastern
2068/69,2011/12,Panchthar,Mechi,Hill,Eastern,Dental Carries/ Toothache,2302,Mechi,Hill,Eastern
2068/69,2011/12,Panchthar,Mechi,Hill,Eastern,"Oral ulcer,mucosa and other related disease",604,Mechi,Hill,Eastern
2068/69,2011/12,Panchthar,Mechi,Hill,Eastern,Other disorder of teeth,91,Mechi,Hill,Eastern
2068/69,2011/12,Panchthar,Mechi,Hill,Eastern,Periodontal diseases (gum diseases),513,Mechi,Hill,Eastern
2069/70,2012/13,Panchthar,Mechi,Hill,Eastern,Dental Carries/ Toothache,2244,Mechi,Hill,Eastern
2069/70,2012/13,Panchthar,Mechi,Hill,Eastern,"Oral ulcer,mucosa and other related disease",779,Mechi,Hill,Eastern
2069/70,2012/13,Panchthar,Mechi,Hill,Eastern,Other disorder of teeth,148,Mechi,Hill,Eastern
2069/70,2012/13,Panchthar,Mechi,Hill,Eastern,Periodontal diseases (gum diseases),512,Mechi,Hill,Eastern
2070/71,2013/14,Panchthar,Mechi,Hill,Eastern,Dental Carries/ Toothache,2003,Mechi,Hill,Eastern
2070/71,2013/14,Panchthar,Mechi,Hill,Eastern,"Oral ulcer,mucosa and other related disease",699,Mechi,Hill,Eastern
2070/71,2013/14,Panchthar,Mechi,Hill,Eastern,Other disorder of teeth,92,Mechi,Hill,Eastern
2070/71,2013/14,Panchthar,Mechi,Hill,Eastern,Periodontal diseases (gum diseases),574,Mechi,Hill,Eastern
2066/67,2009/10,Parbat,Dhawalagiri,Hill,Western,Dental Carries/ Toothache,4738,Dhawalagiri,Hill,Western
2066/67,2009/10,Parbat,Dhawalagiri,Hill,Western,"Oral ulcer,mucosa and other related disease",610,Dhawalagiri,Hill,Western
2066/67,2009/10,Parbat,Dhawalagiri,Hill,Western,Other disorder of teeth,203,Dhawalagiri,Hill,Western
2066/67,2009/10,Parbat,Dhawalagiri,Hill,Western,Periodontal diseases (gum diseases),515,Dhawalagiri,Hill,Western
2067/68,2010/11,Parbat,Dhawalagiri,Hill,Western,Dental Carries/ Toothache,4602,Dhawalagiri,Hill,Western
2067/68,2010/11,Parbat,Dhawalagiri,Hill,Western,"Oral ulcer,mucosa and other related disease",749,Dhawalagiri,Hill,Western
2067/68,2010/11,Parbat,Dhawalagiri,Hill,Western,Other disorder of teeth,251,Dhawalagiri,Hill,Western
2067/68,2010/11,Parbat,Dhawalagiri,Hill,Western,Periodontal diseases (gum diseases),499,Dhawalagiri,Hill,Western
2068/69,2011/12,Parbat,Dhawalagiri,Hill,Western,Dental Carries/ Toothache,4089,Dhawalagiri,Hill,Western
2068/69,2011/12,Parbat,Dhawalagiri,Hill,Western,"Oral ulcer,mucosa and other related disease",691,Dhawalagiri,Hill,Western
2068/69,2011/12,Parbat,Dhawalagiri,Hill,Western,Other disorder of teeth,135,Dhawalagiri,Hill,Western
2068/69,2011/12,Parbat,Dhawalagiri,Hill,Western,Periodontal diseases (gum diseases),433,Dhawalagiri,Hill,Western
2069/70,2012/13,Parbat,Dhawalagiri,Hill,Western,Dental Carries/ Toothache,3811,Dhawalagiri,Hill,Western
2069/70,2012/13,Parbat,Dhawalagiri,Hill,Western,"Oral ulcer,mucosa and other related disease",625,Dhawalagiri,Hill,Western
2069/70,2012/13,Parbat,Dhawalagiri,Hill,Western,Other disorder of teeth,134,Dhawalagiri,Hill,Western
2069/70,2012/13,Parbat,Dhawalagiri,Hill,Western,Periodontal diseases (gum diseases),442,Dhawalagiri,Hill,Western
2070/71,2013/14,Parbat,Dhawalagiri,Hill,Western,Dental Carries/ Toothache,3391,Dhawalagiri,Hill,Western
2070/71,2013/14,Parbat,Dhawalagiri,Hill,Western,"Oral ulcer,mucosa and other related disease",665,Dhawalagiri,Hill,Western
2070/71,2013/14,Parbat,Dhawalagiri,Hill,Western,Other disorder of teeth,166,Dhawalagiri,Hill,Western
2070/71,2013/14,Parbat,Dhawalagiri,Hill,Western,Periodontal diseases (gum diseases),342,Dhawalagiri,Hill,Western
2066/67,2009/10,Parsa,Narayani,Terai,Central,Dental Carries/ Toothache,0,Narayani,Terai,Central
2066/67,2009/10,Parsa,Narayani,Terai,Central,"Oral ulcer,mucosa and other related disease",0,Narayani,Terai,Central
2066/67,2009/10,Parsa,Narayani,Terai,Central,Other disorder of teeth,0,Narayani,Terai,Central
2066/67,2009/10,Parsa,Narayani,Terai,Central,Periodontal diseases (gum diseases),0,Narayani,Terai,Central
2067/68,2010/11,Parsa,Narayani,Terai,Central,Dental Carries/ Toothache,0,Narayani,Terai,Central
2067/68,2010/11,Parsa,Narayani,Terai,Central,"Oral ulcer,mucosa and other related disease",0,Narayani,Terai,Central
2067/68,2010/11,Parsa,Narayani,Terai,Central,Other disorder of teeth,0,Narayani,Terai,Central
2067/68,2010/11,Parsa,Narayani,Terai,Central,Periodontal diseases (gum diseases),0,Narayani,Terai,Central
2068/69,2011/12,Parsa,Narayani,Terai,Central,Dental Carries/ Toothache,0,Narayani,Terai,Central
2068/69,2011/12,Parsa,Narayani,Terai,Central,"Oral ulcer,mucosa and other related disease",0,Narayani,Terai,Central
2068/69,2011/12,Parsa,Narayani,Terai,Central,Other disorder of teeth,0,Narayani,Terai,Central
2068/69,2011/12,Parsa,Narayani,Terai,Central,Periodontal diseases (gum diseases),0,Narayani,Terai,Central
2069/70,2012/13,Parsa,Narayani,Terai,Central,Dental Carries/ Toothache,0,Narayani,Terai,Central
2069/70,2012/13,Parsa,Narayani,Terai,Central,"Oral ulcer,mucosa and other related disease",0,Narayani,Terai,Central
2069/70,2012/13,Parsa,Narayani,Terai,Central,Other disorder of teeth,0,Narayani,Terai,Central
2069/70,2012/13,Parsa,Narayani,Terai,Central,Periodontal diseases (gum diseases),0,Narayani,Terai,Central
2070/71,2013/14,Parsa,Narayani,Terai,Central,Dental Carries/ Toothache,0,Narayani,Terai,Central
2070/71,2013/14,Parsa,Narayani,Terai,Central,"Oral ulcer,mucosa and other related disease",0,Narayani,Terai,Central
2070/71,2013/14,Parsa,Narayani,Terai,Central,Other disorder of teeth,0,Narayani,Terai,Central
2070/71,2013/14,Parsa,Narayani,Terai,Central,Periodontal diseases (gum diseases),0,Narayani,Terai,Central
2066/67,2009/10,Pyuthan,Rapti,Hill,Mid-Western,Dental Carries/ Toothache,4159,Rapti,Hill,Mid-Western
2066/67,2009/10,Pyuthan,Rapti,Hill,Mid-Western,"Oral ulcer,mucosa and other related disease",1258,Rapti,Hill,Mid-Western
2066/67,2009/10,Pyuthan,Rapti,Hill,Mid-Western,Other disorder of teeth,303,Rapti,Hill,Mid-Western
2066/67,2009/10,Pyuthan,Rapti,Hill,Mid-Western,Periodontal diseases (gum diseases),630,Rapti,Hill,Mid-Western
2067/68,2010/11,Pyuthan,Rapti,Hill,Mid-Western,Dental Carries/ Toothache,3867,Rapti,Hill,Mid-Western
2067/68,2010/11,Pyuthan,Rapti,Hill,Mid-Western,"Oral ulcer,mucosa and other related disease",941,Rapti,Hill,Mid-Western
2067/68,2010/11,Pyuthan,Rapti,Hill,Mid-Western,Other disorder of teeth,230,Rapti,Hill,Mid-Western
2067/68,2010/11,Pyuthan,Rapti,Hill,Mid-Western,Periodontal diseases (gum diseases),445,Rapti,Hill,Mid-Western
2068/69,2011/12,Pyuthan,Rapti,Hill,Mid-Western,Dental Carries/ Toothache,4070,Rapti,Hill,Mid-Western
2068/69,2011/12,Pyuthan,Rapti,Hill,Mid-Western,"Oral ulcer,mucosa and other related disease",836,Rapti,Hill,Mid-Western
2068/69,2011/12,Pyuthan,Rapti,Hill,Mid-Western,Other disorder of teeth,125,Rapti,Hill,Mid-Western
2068/69,2011/12,Pyuthan,Rapti,Hill,Mid-Western,Periodontal diseases (gum diseases),357,Rapti,Hill,Mid-Western
2069/70,2012/13,Pyuthan,Rapti,Hill,Mid-Western,Dental Carries/ Toothache,4274,Rapti,Hill,Mid-Western
2069/70,2012/13,Pyuthan,Rapti,Hill,Mid-Western,"Oral ulcer,mucosa and other related disease",1117,Rapti,Hill,Mid-Western
2069/70,2012/13,Pyuthan,Rapti,Hill,Mid-Western,Other disorder of teeth,180,Rapti,Hill,Mid-Western
2069/70,2012/13,Pyuthan,Rapti,Hill,Mid-Western,Periodontal diseases (gum diseases),462,Rapti,Hill,Mid-Western
2070/71,2013/14,Pyuthan,Rapti,Hill,Mid-Western,Dental Carries/ Toothache,3780,Rapti,Hill,Mid-Western
2070/71,2013/14,Pyuthan,Rapti,Hill,Mid-Western,"Oral ulcer,mucosa and other related disease",1195,Rapti,Hill,Mid-Western
2070/71,2013/14,Pyuthan,Rapti,Hill,Mid-Western,Other disorder of teeth,186,Rapti,Hill,Mid-Western
2070/71,2013/14,Pyuthan,Rapti,Hill,Mid-Western,Periodontal diseases (gum diseases),534,Rapti,Hill,Mid-Western
2066/67,2009/10,Ramechhap,Janakpur,Hill,Central,Dental Carries/ Toothache,6164,Janakpur,Hill,Central
2066/67,2009/10,Ramechhap,Janakpur,Hill,Central,"Oral ulcer,mucosa and other related disease",941,Janakpur,Hill,Central
2066/67,2009/10,Ramechhap,Janakpur,Hill,Central,Other disorder of teeth,199,Janakpur,Hill,Central
2066/67,2009/10,Ramechhap,Janakpur,Hill,Central,Periodontal diseases (gum diseases),507,Janakpur,Hill,Central
2067/68,2010/11,Ramechhap,Janakpur,Hill,Central,Dental Carries/ Toothache,5694,Janakpur,Hill,Central
2067/68,2010/11,Ramechhap,Janakpur,Hill,Central,"Oral ulcer,mucosa and other related disease",1007,Janakpur,Hill,Central
2067/68,2010/11,Ramechhap,Janakpur,Hill,Central,Other disorder of teeth,92,Janakpur,Hill,Central
2067/68,2010/11,Ramechhap,Janakpur,Hill,Central,Periodontal diseases (gum diseases),687,Janakpur,Hill,Central
2068/69,2011/12,Ramechhap,Janakpur,Hill,Central,Dental Carries/ Toothache,6611,Janakpur,Hill,Central
2068/69,2011/12,Ramechhap,Janakpur,Hill,Central,"Oral ulcer,mucosa and other related disease",1169,Janakpur,Hill,Central
2068/69,2011/12,Ramechhap,Janakpur,Hill,Central,Other disorder of teeth,275,Janakpur,Hill,Central
2068/69,2011/12,Ramechhap,Janakpur,Hill,Central,Periodontal diseases (gum diseases),816,Janakpur,Hill,Central
2069/70,2012/13,Ramechhap,Janakpur,Hill,Central,Dental Carries/ Toothache,6145,Janakpur,Hill,Central
2069/70,2012/13,Ramechhap,Janakpur,Hill,Central,"Oral ulcer,mucosa and other related disease",1029,Janakpur,Hill,Central
2069/70,2012/13,Ramechhap,Janakpur,Hill,Central,Other disorder of teeth,432,Janakpur,Hill,Central
2069/70,2012/13,Ramechhap,Janakpur,Hill,Central,Periodontal diseases (gum diseases),644,Janakpur,Hill,Central
2070/71,2013/14,Ramechhap,Janakpur,Hill,Central,Dental Carries/ Toothache,5540,Janakpur,Hill,Central
2070/71,2013/14,Ramechhap,Janakpur,Hill,Central,"Oral ulcer,mucosa and other related disease",1294,Janakpur,Hill,Central
2070/71,2013/14,Ramechhap,Janakpur,Hill,Central,Other disorder of teeth,438,Janakpur,Hill,Central
2070/71,2013/14,Ramechhap,Janakpur,Hill,Central,Periodontal diseases (gum diseases),604,Janakpur,Hill,Central
2066/67,2009/10,Rasuwa,Bagmati,Mountain,Central,Dental Carries/ Toothache,783,Bagmati,Mountain,Central
2066/67,2009/10,Rasuwa,Bagmati,Mountain,Central,"Oral ulcer,mucosa and other related disease",416,Bagmati,Mountain,Central
2066/67,2009/10,Rasuwa,Bagmati,Mountain,Central,Other disorder of teeth,96,Bagmati,Mountain,Central
2066/67,2009/10,Rasuwa,Bagmati,Mountain,Central,Periodontal diseases (gum diseases),59,Bagmati,Mountain,Central
2067/68,2010/11,Rasuwa,Bagmati,Mountain,Central,Dental Carries/ Toothache,863,Bagmati,Mountain,Central
2067/68,2010/11,Rasuwa,Bagmati,Mountain,Central,"Oral ulcer,mucosa and other related disease",400,Bagmati,Mountain,Central
2067/68,2010/11,Rasuwa,Bagmati,Mountain,Central,Other disorder of teeth,52,Bagmati,Mountain,Central
2067/68,2010/11,Rasuwa,Bagmati,Mountain,Central,Periodontal diseases (gum diseases),131,Bagmati,Mountain,Central
2068/69,2011/12,Rasuwa,Bagmati,Mountain,Central,Dental Carries/ Toothache,1000,Bagmati,Mountain,Central
2068/69,2011/12,Rasuwa,Bagmati,Mountain,Central,"Oral ulcer,mucosa and other related disease",411,Bagmati,Mountain,Central
2068/69,2011/12,Rasuwa,Bagmati,Mountain,Central,Other disorder of teeth,153,Bagmati,Mountain,Central
2068/69,2011/12,Rasuwa,Bagmati,Mountain,Central,Periodontal diseases (gum diseases),114,Bagmati,Mountain,Central
2069/70,2012/13,Rasuwa,Bagmati,Mountain,Central,Dental Carries/ Toothache,969,Bagmati,Mountain,Central
2069/70,2012/13,Rasuwa,Bagmati,Mountain,Central,"Oral ulcer,mucosa and other related disease",466,Bagmati,Mountain,Central
2069/70,2012/13,Rasuwa,Bagmati,Mountain,Central,Other disorder of teeth,15,Bagmati,Mountain,Central
2069/70,2012/13,Rasuwa,Bagmati,Mountain,Central,Periodontal diseases (gum diseases),92,Bagmati,Mountain,Central
2070/71,2013/14,Rasuwa,Bagmati,Mountain,Central,Dental Carries/ Toothache,965,Bagmati,Mountain,Central
2070/71,2013/14,Rasuwa,Bagmati,Mountain,Central,"Oral ulcer,mucosa and other related disease",617,Bagmati,Mountain,Central
2070/71,2013/14,Rasuwa,Bagmati,Mountain,Central,Other disorder of teeth,8,Bagmati,Mountain,Central
2070/71,2013/14,Rasuwa,Bagmati,Mountain,Central,Periodontal diseases (gum diseases),95,Bagmati,Mountain,Central
2066/67,2009/10,Rautahat,Narayani,Terai,Central,Dental Carries/ Toothache,7454,Narayani,Terai,Central
2066/67,2009/10,Rautahat,Narayani,Terai,Central,"Oral ulcer,mucosa and other related disease",1319,Narayani,Terai,Central
2066/67,2009/10,Rautahat,Narayani,Terai,Central,Other disorder of teeth,2428,Narayani,Terai,Central
2066/67,2009/10,Rautahat,Narayani,Terai,Central,Periodontal diseases (gum diseases),988,Narayani,Terai,Central
2067/68,2010/11,Rautahat,Narayani,Terai,Central,Dental Carries/ Toothache,7621,Narayani,Terai,Central
2067/68,2010/11,Rautahat,Narayani,Terai,Central,"Oral ulcer,mucosa and other related disease",984,Narayani,Terai,Central
2067/68,2010/11,Rautahat,Narayani,Terai,Central,Other disorder of teeth,1197,Narayani,Terai,Central
2067/68,2010/11,Rautahat,Narayani,Terai,Central,Periodontal diseases (gum diseases),1322,Narayani,Terai,Central
2068/69,2011/12,Rautahat,Narayani,Terai,Central,Dental Carries/ Toothache,9243,Narayani,Terai,Central
