District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicators,Sub-Indicator,Value
Gorkha,Gandaki,Hill,Western,2068/69,2011/2012,Drop Out Rate (%),Measles,78.69
Gorkha,Gandaki,Hill,Western,2068/69,2011/2012,Drop Out Rate (%),TT,57.1
Gulmi,Lumbini,Hill,Western,2068/69,2011/2012,Wastage Rate(%),BCG,80.71
Gulmi,Lumbini,Hill,Western,2068/69,2011/2012,Wastage Rate(%),DPT3,81.54
Gulmi,Lumbini,Hill,Western,2068/69,2011/2012,Wastage Rate(%),Polio3,81.41
Gulmi,Lumbini,Hill,Western,2068/69,2011/2012,Wastage Rate(%),Measles,80.37
Gulmi,Lumbini,Hill,Western,2068/69,2011/2012,Wastage Rate(%),TT1,7.95
Gulmi,Lumbini,Hill,Western,2068/69,2011/2012,Coverage (%),TT2,34.04
Gulmi,Lumbini,Hill,Western,2068/69,2011/2012,Coverage (%),TT2+,49.33
Gulmi,Lumbini,Hill,Western,2068/69,2011/2012,Coverage (%),BCG Vs Measles,0.42
Gulmi,Lumbini,Hill,Western,2068/69,2011/2012,Coverage (%),DPT1 Vs DPT3,-0.71
Gulmi,Lumbini,Hill,Western,2068/69,2011/2012,Coverage (%),Polio1 Vs Polio3,-0.53
Gulmi,Lumbini,Hill,Western,2068/69,2011/2012,Coverage (%),BCG,87.01
Gulmi,Lumbini,Hill,Western,2068/69,2011/2012,Coverage (%),DPT,1.28
Gulmi,Lumbini,Hill,Western,2068/69,2011/2012,Drop Out Rate (%),Polio3,23.5
Gulmi,Lumbini,Hill,Western,2068/69,2011/2012,Drop Out Rate (%),Measles,73.61
Gulmi,Lumbini,Hill,Western,2068/69,2011/2012,Drop Out Rate (%),TT,40.16
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Wastage Rate(%),BCG,96.9
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Wastage Rate(%),DPT3,92.81
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Wastage Rate(%),Polio3,92.81
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Wastage Rate(%),Measles,83.12
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Wastage Rate(%),TT1,46.99
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Coverage (%),TT2,32.93
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Coverage (%),TT2+,7.77
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Coverage (%),BCG Vs Measles,14.22
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Coverage (%),DPT1 Vs DPT3,2.9
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Coverage (%),Polio1 Vs Polio3,2.9
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Coverage (%),BCG,73.37
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Coverage (%),DPT,13.25
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Drop Out Rate (%),Polio3,26.17
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Drop Out Rate (%),Measles,60.3
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Drop Out Rate (%),TT,43.37
Ilam,Mechi,Hill,Eastern,2068/69,2011/2012,Wastage Rate(%),BCG,80.84
Ilam,Mechi,Hill,Eastern,2068/69,2011/2012,Wastage Rate(%),DPT3,76.18
Ilam,Mechi,Hill,Eastern,2068/69,2011/2012,Wastage Rate(%),Polio3,76.18
Ilam,Mechi,Hill,Eastern,2068/69,2011/2012,Wastage Rate(%),Measles,74.1
Ilam,Mechi,Hill,Eastern,2068/69,2011/2012,Wastage Rate(%),TT1,11.15
Ilam,Mechi,Hill,Eastern,2068/69,2011/2012,Coverage (%),TT2,21.42
Ilam,Mechi,Hill,Eastern,2068/69,2011/2012,Coverage (%),TT2+,48.59
Ilam,Mechi,Hill,Eastern,2068/69,2011/2012,Coverage (%),BCG Vs Measles,8.34
Ilam,Mechi,Hill,Eastern,2068/69,2011/2012,Coverage (%),DPT1 Vs DPT3,1.53
Ilam,Mechi,Hill,Eastern,2068/69,2011/2012,Coverage (%),Polio1 Vs Polio3,1.53
Ilam,Mechi,Hill,Eastern,2068/69,2011/2012,Coverage (%),BCG,82.39
Ilam,Mechi,Hill,Eastern,2068/69,2011/2012,Coverage (%),DPT,1.56
Ilam,Mechi,Hill,Eastern,2068/69,2011/2012,Drop Out Rate (%),Polio3,18.82
Ilam,Mechi,Hill,Eastern,2068/69,2011/2012,Drop Out Rate (%),Measles,67.17
Ilam,Mechi,Hill,Eastern,2068/69,2011/2012,Drop Out Rate (%),TT,37.53
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/2012,Wastage Rate(%),BCG,129.21
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/2012,Wastage Rate(%),DPT3,125.96
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/2012,Wastage Rate(%),Polio3,125.96
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/2012,Wastage Rate(%),Measles,126.25
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/2012,Wastage Rate(%),TT1,70.39
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/2012,Coverage (%),TT2,66.03
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/2012,Coverage (%),TT2+,21.56
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/2012,Coverage (%),BCG Vs Measles,2.29
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/2012,Coverage (%),DPT1 Vs DPT3,4.54
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/2012,Coverage (%),Polio1 Vs Polio3,4.54
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/2012,Coverage (%),BCG,81.69
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/2012,Coverage (%),DPT,20.18
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/2012,Drop Out Rate (%),Polio3,21.79
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/2012,Drop Out Rate (%),Measles,68.4
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/2012,Drop Out Rate (%),TT,51.07
Jhapa,Mechi,Terai,Eastern,2068/69,2011/2012,Wastage Rate(%),BCG,85.73
Jhapa,Mechi,Terai,Eastern,2068/69,2011/2012,Wastage Rate(%),DPT3,93.71
Jhapa,Mechi,Terai,Eastern,2068/69,2011/2012,Wastage Rate(%),Polio3,93.72
Jhapa,Mechi,Terai,Eastern,2068/69,2011/2012,Wastage Rate(%),Measles,95.07
Jhapa,Mechi,Terai,Eastern,2068/69,2011/2012,Wastage Rate(%),JE,62.56
Jhapa,Mechi,Terai,Eastern,2068/69,2011/2012,Coverage (%),TT1,45.78
Jhapa,Mechi,Terai,Eastern,2068/69,2011/2012,Coverage (%),TT2,51.4
Jhapa,Mechi,Terai,Eastern,2068/69,2011/2012,Coverage (%),TT2+,22.72
Jhapa,Mechi,Terai,Eastern,2068/69,2011/2012,Coverage (%),BCG Vs Measles,-10.89
Jhapa,Mechi,Terai,Eastern,2068/69,2011/2012,Coverage (%),DPT1 Vs DPT3,2.5
Jhapa,Mechi,Terai,Eastern,2068/69,2011/2012,Coverage (%),Polio1 Vs Polio3,2.52
Jhapa,Mechi,Terai,Eastern,2068/69,2011/2012,Coverage (%),BCG,63.2
Jhapa,Mechi,Terai,Eastern,2068/69,2011/2012,Drop Out Rate (%),DPT,1.79
Jhapa,Mechi,Terai,Eastern,2068/69,2011/2012,Drop Out Rate (%),Polio3,8.9
Jhapa,Mechi,Terai,Eastern,2068/69,2011/2012,Drop Out Rate (%),Measles,34.1
Jhapa,Mechi,Terai,Eastern,2068/69,2011/2012,Wastage Rate(%),JE,26.16
Jhapa,Mechi,Terai,Eastern,2068/69,2011/2012,Wastage Rate(%),TT,10.88
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Wastage Rate(%),BCG,128.91
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Wastage Rate(%),DPT3,128.01
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Wastage Rate(%),Polio3,127.49
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Coverage (%),Measles,112.3
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Coverage (%),TT1,58.93
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Coverage (%),TT2,47.82
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Coverage (%),TT2+,58.75
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Coverage (%),BCG Vs Measles,12.88
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Coverage (%),DPT1 Vs DPT3,0.57
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Coverage (%),Polio1 Vs Polio3,0.06
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Drop Out Rate (%),BCG,77.25
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Drop Out Rate (%),DPT,6.06
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Drop Out Rate (%),Polio3,26.42
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Wastage Rate(%),Measles,66.03
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Wastage Rate(%),TT,39.92
Kailali,Seti,Terai,Far-Western,2068/69,2011/2012,Wastage Rate(%),BCG,84.9
Kailali,Seti,Terai,Far-Western,2068/69,2011/2012,Wastage Rate(%),DPT3,80.39
Kailali,Seti,Terai,Far-Western,2068/69,2011/2012,Wastage Rate(%),Polio3,80.39
Kailali,Seti,Terai,Far-Western,2068/69,2011/2012,Coverage (%),Measles,79.25
Kailali,Seti,Terai,Far-Western,2068/69,2011/2012,Coverage (%),JE,61.24
Kailali,Seti,Terai,Far-Western,2068/69,2011/2012,Coverage (%),TT1,30.92
Kailali,Seti,Terai,Far-Western,2068/69,2011/2012,Coverage (%),TT2,26.49
Kailali,Seti,Terai,Far-Western,2068/69,2011/2012,Coverage (%),TT2+,28.12
Kailali,Seti,Terai,Far-Western,2068/69,2011/2012,Coverage (%),BCG Vs Measles,6.66
Kailali,Seti,Terai,Far-Western,2068/69,2011/2012,Coverage (%),DPT1 Vs DPT3,2.24
Kailali,Seti,Terai,Far-Western,2068/69,2011/2012,Drop Out Rate (%),Polio1 Vs Polio3,2.26
Kailali,Seti,Terai,Far-Western,2068/69,2011/2012,Drop Out Rate (%),BCG,71.3
Kailali,Seti,Terai,Far-Western,2068/69,2011/2012,Drop Out Rate (%),DPT,1.93
Kailali,Seti,Terai,Far-Western,2068/69,2011/2012,Wastage Rate(%),Polio3,12.18
Kailali,Seti,Terai,Far-Western,2068/69,2011/2012,Wastage Rate(%),Measles,47.77
Kailali,Seti,Terai,Far-Western,2068/69,2011/2012,Wastage Rate(%),JE,26.3
Kailali,Seti,Terai,Far-Western,2068/69,2011/2012,Wastage Rate(%),TT,12.39
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Wastage Rate(%),BCG,133.56
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Coverage (%),DPT3,119.06
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Coverage (%),Polio3,116.83
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Coverage (%),Measles,112.17
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Coverage (%),TT1,81.43
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Coverage (%),TT2,54.24
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Coverage (%),TT2+,5.29
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Coverage (%),BCG Vs Measles,16.02
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Drop Out Rate (%),DPT1 Vs DPT3,9.96
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Drop Out Rate (%),Polio1 Vs Polio3,10.38
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Drop Out Rate (%),BCG,80.34
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Wastage Rate(%),DPT,23.37
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Wastage Rate(%),Polio3,25.09
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Wastage Rate(%),Measles,66.39
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/2012,Wastage Rate(%),TT,56.99
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/2012,Wastage Rate(%),BCG,85.7
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/2012,Coverage (%),DPT3,82.28
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/2012,Coverage (%),Polio3,82.36
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/2012,Coverage (%),Measles,78.37
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/2012,Coverage (%),JE,64.83
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/2012,Coverage (%),TT1,31.58
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/2012,Coverage (%),TT2,24.36
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/2012,Coverage (%),TT2+,29.16
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/2012,Drop Out Rate (%),BCG Vs Measles,8.55
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/2012,Drop Out Rate (%),DPT1 Vs DPT3,2.67
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/2012,Drop Out Rate (%),Polio1 Vs Polio3,2.56
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/2012,Wastage Rate(%),BCG,70.5
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/2012,Wastage Rate(%),DPT,0.88
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/2012,Wastage Rate(%),Polio3,7.14
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/2012,Wastage Rate(%),Measles,46.73
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/2012,Wastage Rate(%),JE,30.24
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/2012,Coverage (%),TT,11.42
Kaski,Gandaki,Hill,Western,2068/69,2011/2012,Coverage (%),BCG,107.76
Kaski,Gandaki,Hill,Western,2068/69,2011/2012,Coverage (%),DPT3,80.56
Kaski,Gandaki,Hill,Western,2068/69,2011/2012,Coverage (%),Polio3,80.56
Kaski,Gandaki,Hill,Western,2068/69,2011/2012,Coverage (%),Measles,79.64
Kaski,Gandaki,Hill,Western,2068/69,2011/2012,Coverage (%),JE,29.58
Kaski,Gandaki,Hill,Western,2068/69,2011/2012,Coverage (%),TT1,20.07
Kaski,Gandaki,Hill,Western,2068/69,2011/2012,Drop Out Rate (%),TT2,35.62
Kaski,Gandaki,Hill,Western,2068/69,2011/2012,Drop Out Rate (%),TT2+,39.08
Kaski,Gandaki,Hill,Western,2068/69,2011/2012,Drop Out Rate (%),BCG Vs Measles,26.09
Kaski,Gandaki,Hill,Western,2068/69,2011/2012,Wastage Rate(%),DPT1 Vs DPT3,-5.97
Kaski,Gandaki,Hill,Western,2068/69,2011/2012,Wastage Rate(%),Polio1 Vs Polio3,-5.97
Kaski,Gandaki,Hill,Western,2068/69,2011/2012,Wastage Rate(%),BCG,73.44
Kaski,Gandaki,Hill,Western,2068/69,2011/2012,Wastage Rate(%),DPT,3.68
Kaski,Gandaki,Hill,Western,2068/69,2011/2012,Wastage Rate(%),Polio3,23.24
Kaski,Gandaki,Hill,Western,2068/69,2011/2012,Coverage (%),Measles,58.95
Kaski,Gandaki,Hill,Western,2068/69,2011/2012,Coverage (%),JE,58.63
Kaski,Gandaki,Hill,Western,2068/69,2011/2012,Coverage (%),TT,31.34
Kathmandu,Bagmati,Hill,Central,2068/69,2011/2012,Coverage (%),BCG,143.07
Kathmandu,Bagmati,Hill,Central,2068/69,2011/2012,Coverage (%),DPT3,103.59
Kathmandu,Bagmati,Hill,Central,2068/69,2011/2012,Coverage (%),Polio3,103.72
Kathmandu,Bagmati,Hill,Central,2068/69,2011/2012,Coverage (%),Measles,101.91
Kathmandu,Bagmati,Hill,Central,2068/69,2011/2012,Drop Out Rate (%),JE,36.98
Kathmandu,Bagmati,Hill,Central,2068/69,2011/2012,Drop Out Rate (%),TT1,69.17
Kathmandu,Bagmati,Hill,Central,2068/69,2011/2012,Drop Out Rate (%),TT2,51.98
Kathmandu,Bagmati,Hill,Central,2068/69,2011/2012,Wastage Rate(%),TT2+,8.76
Kathmandu,Bagmati,Hill,Central,2068/69,2011/2012,Wastage Rate(%),BCG Vs Measles,28.77
Kathmandu,Bagmati,Hill,Central,2068/69,2011/2012,Wastage Rate(%),DPT1 Vs DPT3,-3.31
Kathmandu,Bagmati,Hill,Central,2068/69,2011/2012,Wastage Rate(%),Polio1 Vs Polio3,-3.27
Kathmandu,Bagmati,Hill,Central,2068/69,2011/2012,Wastage Rate(%),BCG,53.24
Kathmandu,Bagmati,Hill,Central,2068/69,2011/2012,Coverage (%),DPT,4.29
Kathmandu,Bagmati,Hill,Central,2068/69,2011/2012,Coverage (%),Polio3,10.67
Kathmandu,Bagmati,Hill,Central,2068/69,2011/2012,Coverage (%),Measles,38.32
Kathmandu,Bagmati,Hill,Central,2068/69,2011/2012,Coverage (%),JE,32.94
Kathmandu,Bagmati,Hill,Central,2068/69,2011/2012,Coverage (%),TT,13.66
Kavre,Bagmati,Hill,Central,2068/69,2011/2012,Coverage (%),BCG,67.88
Kavre,Bagmati,Hill,Central,2068/69,2011/2012,Coverage (%),DPT3,72.43
Kavre,Bagmati,Hill,Central,2068/69,2011/2012,Drop Out Rate (%),Polio3,72.33
Kavre,Bagmati,Hill,Central,2068/69,2011/2012,Drop Out Rate (%),Measles,68.61
Kavre,Bagmati,Hill,Central,2068/69,2011/2012,Drop Out Rate (%),JE,30.08
Kavre,Bagmati,Hill,Central,2068/69,2011/2012,Wastage Rate(%),TT1,38.89
Kavre,Bagmati,Hill,Central,2068/69,2011/2012,Wastage Rate(%),TT2,34.98
Kavre,Bagmati,Hill,Central,2068/69,2011/2012,Wastage Rate(%),TT2+,13.16
Kavre,Bagmati,Hill,Central,2068/69,2011/2012,Wastage Rate(%),BCG Vs Measles,-1.07
Kavre,Bagmati,Hill,Central,2068/69,2011/2012,Wastage Rate(%),DPT1 Vs DPT3,-0.43
Kavre,Bagmati,Hill,Central,2068/69,2011/2012,Coverage (%),Polio1 Vs Polio3,-0.29
Kavre,Bagmati,Hill,Central,2068/69,2011/2012,Coverage (%),BCG,83.98
Kavre,Bagmati,Hill,Central,2068/69,2011/2012,Coverage (%),DPT,2.9
Kavre,Bagmati,Hill,Central,2068/69,2011/2012,Coverage (%),Polio3,6.7
Kavre,Bagmati,Hill,Central,2068/69,2011/2012,Coverage (%),Measles,69.64
Kavre,Bagmati,Hill,Central,2068/69,2011/2012,Coverage (%),JE,67.53
Kavre,Bagmati,Hill,Central,2068/69,2011/2012,Coverage (%),TT,6.94
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/2012,Drop Out Rate (%),BCG,77.13
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/2012,Drop Out Rate (%),DPT3,74.44
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/2012,Drop Out Rate (%),Polio3,74.34
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/2012,Wastage Rate(%),Measles,72.01
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/2012,Wastage Rate(%),TT1,28.36
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/2012,Wastage Rate(%),TT2,29.43
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/2012,Wastage Rate(%),TT2+,32.26
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/2012,Wastage Rate(%),BCG Vs Measles,6.64
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/2012,Coverage (%),DPT1 Vs DPT3,5.23
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/2012,Coverage (%),Polio1 Vs Polio3,5.04
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/2012,Coverage (%),BCG,88.08
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/2012,Coverage (%),DPT,16.44
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/2012,Coverage (%),Polio3,42.73
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/2012,Coverage (%),Measles,80.37
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/2012,Coverage (%),TT,66.24
Lalitpur,Bagmati,Hill,Central,2068/69,2011/2012,Drop Out Rate (%),BCG,99.9
Lalitpur,Bagmati,Hill,Central,2068/69,2011/2012,Drop Out Rate (%),DPT3,69.92
Lalitpur,Bagmati,Hill,Central,2068/69,2011/2012,Drop Out Rate (%),Polio3,69.92
Lalitpur,Bagmati,Hill,Central,2068/69,2011/2012,Wastage Rate(%),Measles,65.73
Lalitpur,Bagmati,Hill,Central,2068/69,2011/2012,Wastage Rate(%),JE,41.8
Lalitpur,Bagmati,Hill,Central,2068/69,2011/2012,Wastage Rate(%),TT1,8.45
Lalitpur,Bagmati,Hill,Central,2068/69,2011/2012,Wastage Rate(%),TT2,72.11
Lalitpur,Bagmati,Hill,Central,2068/69,2011/2012,Wastage Rate(%),TT2+,34.24
Lalitpur,Bagmati,Hill,Central,2068/69,2011/2012,Coverage (%),BCG Vs Measles,34.21
Lalitpur,Bagmati,Hill,Central,2068/69,2011/2012,Coverage (%),DPT1 Vs DPT3,-23.76
Lalitpur,Bagmati,Hill,Central,2068/69,2011/2012,Coverage (%),Polio1 Vs Polio3,-23.76
Lalitpur,Bagmati,Hill,Central,2068/69,2011/2012,Coverage (%),BCG,59.36
Lalitpur,Bagmati,Hill,Central,2068/69,2011/2012,Coverage (%),DPT,39.12
Lalitpur,Bagmati,Hill,Central,2068/69,2011/2012,Coverage (%),Polio3,47.59
Lalitpur,Bagmati,Hill,Central,2068/69,2011/2012,Coverage (%),Measles,62.96
Lalitpur,Bagmati,Hill,Central,2068/69,2011/2012,Drop Out Rate (%),JE,41.05
Lalitpur,Bagmati,Hill,Central,2068/69,2011/2012,Drop Out Rate (%),TT,-57.76
Lamjung,Gandaki,Hill,Western,2068/69,2011/2012,Drop Out Rate (%),BCG,69.18
Lamjung,Gandaki,Hill,Western,2068/69,2011/2012,Wastage Rate(%),DPT3,71.51
Lamjung,Gandaki,Hill,Western,2068/69,2011/2012,Wastage Rate(%),Polio3,71.51
Lamjung,Gandaki,Hill,Western,2068/69,2011/2012,Wastage Rate(%),Measles,71.04
Lamjung,Gandaki,Hill,Western,2068/69,2011/2012,Wastage Rate(%),TT1,28.11
Lamjung,Gandaki,Hill,Western,2068/69,2011/2012,Wastage Rate(%),TT2,37.81
Lamjung,Gandaki,Hill,Western,2068/69,2011/2012,Coverage (%),TT2+,21.35
Lamjung,Gandaki,Hill,Western,2068/69,2011/2012,Coverage (%),BCG Vs Measles,-2.68
Lamjung,Gandaki,Hill,Western,2068/69,2011/2012,Coverage (%),DPT1 Vs DPT3,1.41
Lamjung,Gandaki,Hill,Western,2068/69,2011/2012,Coverage (%),Polio1 Vs Polio3,1.41
Lamjung,Gandaki,Hill,Western,2068/69,2011/2012,Coverage (%),BCG,89.31
Lamjung,Gandaki,Hill,Western,2068/69,2011/2012,Coverage (%),DPT,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/2012,Coverage (%),Polio3,35.29
Lamjung,Gandaki,Hill,Western,2068/69,2011/2012,Drop Out Rate (%),Measles,79.55
Lamjung,Gandaki,Hill,Western,2068/69,2011/2012,Drop Out Rate (%),TT,52.46
Mahottari,Janakpur,Terai,Central,2068/69,2011/2012,Drop Out Rate (%),BCG,100.8
Mahottari,Janakpur,Terai,Central,2068/69,2011/2012,Wastage Rate(%),DPT3,97.61
Mahottari,Janakpur,Terai,Central,2068/69,2011/2012,Wastage Rate(%),Polio3,97.61
Mahottari,Janakpur,Terai,Central,2068/69,2011/2012,Wastage Rate(%),Measles,95.73
Mahottari,Janakpur,Terai,Central,2068/69,2011/2012,Wastage Rate(%),JE,71.29
Mahottari,Janakpur,Terai,Central,2068/69,2011/2012,Wastage Rate(%),TT1,87.93
Mahottari,Janakpur,Terai,Central,2068/69,2011/2012,Coverage (%),TT2,87.75
Mahottari,Janakpur,Terai,Central,2068/69,2011/2012,Coverage (%),TT2+,8.98
Mahottari,Janakpur,Terai,Central,2068/69,2011/2012,Coverage (%),BCG Vs Measles,5.02
Mahottari,Janakpur,Terai,Central,2068/69,2011/2012,Coverage (%),DPT1 Vs DPT3,1.93
Mahottari,Janakpur,Terai,Central,2068/69,2011/2012,Coverage (%),Polio1 Vs Polio3,4.03
Mahottari,Janakpur,Terai,Central,2068/69,2011/2012,Coverage (%),BCG,80.83
Mahottari,Janakpur,Terai,Central,2068/69,2011/2012,Coverage (%),DPT,17.13
Mahottari,Janakpur,Terai,Central,2068/69,2011/2012,Drop Out Rate (%),Polio3,21.57
Mahottari,Janakpur,Terai,Central,2068/69,2011/2012,Drop Out Rate (%),Measles,65.16
Mahottari,Janakpur,Terai,Central,2068/69,2011/2012,Drop Out Rate (%),JE,69.81
Mahottari,Janakpur,Terai,Central,2068/69,2011/2012,Wastage Rate(%),TT,18.96
Manang,Gandaki,Mountain,Western,2068/69,2011/2012,Wastage Rate(%),BCG,13.13
Manang,Gandaki,Mountain,Western,2068/69,2011/2012,Wastage Rate(%),DPT3,21.89
Manang,Gandaki,Mountain,Western,2068/69,2011/2012,Wastage Rate(%),Polio3,21.89
Manang,Gandaki,Mountain,Western,2068/69,2011/2012,Wastage Rate(%),Measles,20.88
Manang,Gandaki,Mountain,Western,2068/69,2011/2012,Coverage (%),TT1,12.93
Manang,Gandaki,Mountain,Western,2068/69,2011/2012,Coverage (%),TT2,9.2
Manang,Gandaki,Mountain,Western,2068/69,2011/2012,Coverage (%),TT2+,3.45
Manang,Gandaki,Mountain,Western,2068/69,2011/2012,Coverage (%),BCG Vs Measles,-58.97
Manang,Gandaki,Mountain,Western,2068/69,2011/2012,Coverage (%),DPT1 Vs DPT3,-44.44
Manang,Gandaki,Mountain,Western,2068/69,2011/2012,Coverage (%),Polio1 Vs Polio3,-44.44
Manang,Gandaki,Mountain,Western,2068/69,2011/2012,Coverage (%),BCG,92.78
Manang,Gandaki,Mountain,Western,2068/69,2011/2012,Drop Out Rate (%),DPT,16.67
Manang,Gandaki,Mountain,Western,2068/69,2011/2012,Drop Out Rate (%),Polio3,81.32
Manang,Gandaki,Mountain,Western,2068/69,2011/2012,Drop Out Rate (%),Measles,86.3
Manang,Gandaki,Mountain,Western,2068/69,2011/2012,Wastage Rate(%),TT,77.64
Morang,Kosi,Terai,Eastern,2068/69,2011/2012,Wastage Rate(%),BCG,94.33
Morang,Kosi,Terai,Eastern,2068/69,2011/2012,Wastage Rate(%),DPT3,86.11
Morang,Kosi,Terai,Eastern,2068/69,2011/2012,Wastage Rate(%),Polio3,86.11
Morang,Kosi,Terai,Eastern,2068/69,2011/2012,Wastage Rate(%),Measles,80.22
Morang,Kosi,Terai,Eastern,2068/69,2011/2012,Coverage (%),JE,62.39
Morang,Kosi,Terai,Eastern,2068/69,2011/2012,Coverage (%),TT1,15.25
Morang,Kosi,Terai,Eastern,2068/69,2011/2012,Coverage (%),TT2,20.33
Morang,Kosi,Terai,Eastern,2068/69,2011/2012,Coverage (%),TT2+,44.59
