Year BS,Year AD,District,zone,belt,region,Deficiencies,No of people,Zone,Belt,Region
2068/69,2011/12,Bajura,Seti,Mountain,Far-Western,"Goiter,Cretinism",34,Seti,Mountain,Far-Western
2068/69,2011/12,Bajura,Seti,Mountain,Far-Western,Malnutrition,553,Seti,Mountain,Far-Western
2068/69,2011/12,Bajura,Seti,Mountain,Far-Western,Night blindness,98,Seti,Mountain,Far-Western
2068/69,2011/12,Bajura,Seti,Mountain,Far-Western,Obesity,2,Seti,Mountain,Far-Western
2068/69,2011/12,Bajura,Seti,Mountain,Far-Western,Polyneuritis,373,Seti,Mountain,Far-Western
2069/70,2012/13,Bajura,Seti,Mountain,Far-Western,Anemia,682,Seti,Mountain,Far-Western
2069/70,2012/13,Bajura,Seti,Mountain,Far-Western,Avitaminoses and other nutrideficency,1155,Seti,Mountain,Far-Western
2069/70,2012/13,Bajura,Seti,Mountain,Far-Western,Dehydration,1084,Seti,Mountain,Far-Western
2069/70,2012/13,Bajura,Seti,Mountain,Far-Western,Diabetic myelitis,7,Seti,Mountain,Far-Western
2069/70,2012/13,Bajura,Seti,Mountain,Far-Western,"Goiter,Cretinism",15,Seti,Mountain,Far-Western
2069/70,2012/13,Bajura,Seti,Mountain,Far-Western,Malnutrition,330,Seti,Mountain,Far-Western
2069/70,2012/13,Bajura,Seti,Mountain,Far-Western,Night blindness,57,Seti,Mountain,Far-Western
2069/70,2012/13,Bajura,Seti,Mountain,Far-Western,Obesity,9,Seti,Mountain,Far-Western
2069/70,2012/13,Bajura,Seti,Mountain,Far-Western,Polyneuritis,269,Seti,Mountain,Far-Western
2070/71,2013/14,Bajura,Seti,Mountain,Far-Western,Anemia,1938,Seti,Mountain,Far-Western
2070/71,2013/14,Bajura,Seti,Mountain,Far-Western,Avitaminoses and other nutrideficency,7625,Seti,Mountain,Far-Western
2070/71,2013/14,Bajura,Seti,Mountain,Far-Western,Dehydration,1925,Seti,Mountain,Far-Western
2070/71,2013/14,Bajura,Seti,Mountain,Far-Western,Diabetic myelitis,231,Seti,Mountain,Far-Western
2070/71,2013/14,Bajura,Seti,Mountain,Far-Western,"Goiter,Cretinism",3,Seti,Mountain,Far-Western
2070/71,2013/14,Bajura,Seti,Mountain,Far-Western,Malnutrition,602,Seti,Mountain,Far-Western
2070/71,2013/14,Bajura,Seti,Mountain,Far-Western,Night blindness,175,Seti,Mountain,Far-Western
2070/71,2013/14,Bajura,Seti,Mountain,Far-Western,Obesity,17,Seti,Mountain,Far-Western
2070/71,2013/14,Bajura,Seti,Mountain,Far-Western,Polyneuritis,1460,Seti,Mountain,Far-Western
2066/67,2009/10,Banke,Bheri,Terai,Mid-Western,Anemia,3002,Bheri,Terai,Mid-Western
2066/67,2009/10,Banke,Bheri,Terai,Mid-Western,Avitaminoses and other nutrideficency,4147,Bheri,Terai,Mid-Western
2066/67,2009/10,Banke,Bheri,Terai,Mid-Western,Dehydration,1551,Bheri,Terai,Mid-Western
2066/67,2009/10,Banke,Bheri,Terai,Mid-Western,Diabetic myelitis,9,Bheri,Terai,Mid-Western
2066/67,2009/10,Banke,Bheri,Terai,Mid-Western,"Goiter,Cretinism",13,Bheri,Terai,Mid-Western
2066/67,2009/10,Banke,Bheri,Terai,Mid-Western,Malnutrition,504,Bheri,Terai,Mid-Western
2066/67,2009/10,Banke,Bheri,Terai,Mid-Western,Night blindness,1471,Bheri,Terai,Mid-Western
2066/67,2009/10,Banke,Bheri,Terai,Mid-Western,Obesity,32,Bheri,Terai,Mid-Western
2066/67,2009/10,Banke,Bheri,Terai,Mid-Western,Polyneuritis,1263,Bheri,Terai,Mid-Western
2067/68,2010/11,Banke,Bheri,Terai,Mid-Western,Anemia,1972,Bheri,Terai,Mid-Western
2067/68,2010/11,Banke,Bheri,Terai,Mid-Western,Avitaminoses and other nutrideficency,3627,Bheri,Terai,Mid-Western
2067/68,2010/11,Banke,Bheri,Terai,Mid-Western,Dehydration,2496,Bheri,Terai,Mid-Western
2067/68,2010/11,Banke,Bheri,Terai,Mid-Western,Diabetic myelitis,76,Bheri,Terai,Mid-Western
2067/68,2010/11,Banke,Bheri,Terai,Mid-Western,"Goiter,Cretinism",34,Bheri,Terai,Mid-Western
2067/68,2010/11,Banke,Bheri,Terai,Mid-Western,Malnutrition,685,Bheri,Terai,Mid-Western
2067/68,2010/11,Banke,Bheri,Terai,Mid-Western,Night blindness,432,Bheri,Terai,Mid-Western
2067/68,2010/11,Banke,Bheri,Terai,Mid-Western,Obesity,227,Bheri,Terai,Mid-Western
2067/68,2010/11,Banke,Bheri,Terai,Mid-Western,Polyneuritis,928,Bheri,Terai,Mid-Western
2068/69,2011/12,Banke,Bheri,Terai,Mid-Western,Anemia,2324,Bheri,Terai,Mid-Western
2068/69,2011/12,Banke,Bheri,Terai,Mid-Western,Avitaminoses and other nutrideficency,3446,Bheri,Terai,Mid-Western
2068/69,2011/12,Banke,Bheri,Terai,Mid-Western,Dehydration,1581,Bheri,Terai,Mid-Western
2068/69,2011/12,Banke,Bheri,Terai,Mid-Western,Diabetic myelitis,166,Bheri,Terai,Mid-Western
2068/69,2011/12,Banke,Bheri,Terai,Mid-Western,"Goiter,Cretinism",51,Bheri,Terai,Mid-Western
2068/69,2011/12,Banke,Bheri,Terai,Mid-Western,Malnutrition,494,Bheri,Terai,Mid-Western
2068/69,2011/12,Banke,Bheri,Terai,Mid-Western,Night blindness,488,Bheri,Terai,Mid-Western
2068/69,2011/12,Banke,Bheri,Terai,Mid-Western,Obesity,79,Bheri,Terai,Mid-Western
2068/69,2011/12,Banke,Bheri,Terai,Mid-Western,Polyneuritis,1024,Bheri,Terai,Mid-Western
2069/70,2012/13,Banke,Bheri,Terai,Mid-Western,Anemia,2101,Bheri,Terai,Mid-Western
2069/70,2012/13,Banke,Bheri,Terai,Mid-Western,Avitaminoses and other nutrideficency,3408,Bheri,Terai,Mid-Western
2069/70,2012/13,Banke,Bheri,Terai,Mid-Western,Dehydration,1007,Bheri,Terai,Mid-Western
2069/70,2012/13,Banke,Bheri,Terai,Mid-Western,Diabetic myelitis,144,Bheri,Terai,Mid-Western
2069/70,2012/13,Banke,Bheri,Terai,Mid-Western,"Goiter,Cretinism",64,Bheri,Terai,Mid-Western
2069/70,2012/13,Banke,Bheri,Terai,Mid-Western,Malnutrition,312,Bheri,Terai,Mid-Western
2069/70,2012/13,Banke,Bheri,Terai,Mid-Western,Night blindness,587,Bheri,Terai,Mid-Western
2069/70,2012/13,Banke,Bheri,Terai,Mid-Western,Obesity,148,Bheri,Terai,Mid-Western
2069/70,2012/13,Banke,Bheri,Terai,Mid-Western,Polyneuritis,1008,Bheri,Terai,Mid-Western
2070/71,2013/14,Banke,Bheri,Terai,Mid-Western,Anemia,160,Bheri,Terai,Mid-Western
2070/71,2013/14,Banke,Bheri,Terai,Mid-Western,Avitaminoses and other nutrideficency,1104,Bheri,Terai,Mid-Western
2070/71,2013/14,Banke,Bheri,Terai,Mid-Western,Dehydration,496,Bheri,Terai,Mid-Western
2070/71,2013/14,Banke,Bheri,Terai,Mid-Western,Diabetic myelitis,100,Bheri,Terai,Mid-Western
2070/71,2013/14,Banke,Bheri,Terai,Mid-Western,"Goiter,Cretinism",48,Bheri,Terai,Mid-Western
2070/71,2013/14,Banke,Bheri,Terai,Mid-Western,Malnutrition,18,Bheri,Terai,Mid-Western
2070/71,2013/14,Banke,Bheri,Terai,Mid-Western,Night blindness,3,Bheri,Terai,Mid-Western
2070/71,2013/14,Banke,Bheri,Terai,Mid-Western,Obesity,6,Bheri,Terai,Mid-Western
2070/71,2013/14,Banke,Bheri,Terai,Mid-Western,Polyneuritis,225,Bheri,Terai,Mid-Western
2066/67,2009/10,Bara,Narayani,Terai,Central,Anemia,5274,Narayani,Terai,Central
2066/67,2009/10,Bara,Narayani,Terai,Central,Avitaminoses and other nutrideficency,6314,Narayani,Terai,Central
2066/67,2009/10,Bara,Narayani,Terai,Central,Dehydration,3047,Narayani,Terai,Central
2066/67,2009/10,Bara,Narayani,Terai,Central,Diabetic myelitis,123,Narayani,Terai,Central
2066/67,2009/10,Bara,Narayani,Terai,Central,"Goiter,Cretinism",208,Narayani,Terai,Central
2066/67,2009/10,Bara,Narayani,Terai,Central,Malnutrition,1617,Narayani,Terai,Central
2066/67,2009/10,Bara,Narayani,Terai,Central,Night blindness,1533,Narayani,Terai,Central
2066/67,2009/10,Bara,Narayani,Terai,Central,Obesity,21,Narayani,Terai,Central
2066/67,2009/10,Bara,Narayani,Terai,Central,Polyneuritis,1801,Narayani,Terai,Central
2067/68,2010/11,Bara,Narayani,Terai,Central,Anemia,5875,Narayani,Terai,Central
2067/68,2010/11,Bara,Narayani,Terai,Central,Avitaminoses and other nutrideficency,7217,Narayani,Terai,Central
2067/68,2010/11,Bara,Narayani,Terai,Central,Dehydration,3279,Narayani,Terai,Central
2067/68,2010/11,Bara,Narayani,Terai,Central,Diabetic myelitis,336,Narayani,Terai,Central
2067/68,2010/11,Bara,Narayani,Terai,Central,"Goiter,Cretinism",67,Narayani,Terai,Central
2067/68,2010/11,Bara,Narayani,Terai,Central,Malnutrition,1254,Narayani,Terai,Central
2067/68,2010/11,Bara,Narayani,Terai,Central,Night blindness,1531,Narayani,Terai,Central
2067/68,2010/11,Bara,Narayani,Terai,Central,Obesity,124,Narayani,Terai,Central
2067/68,2010/11,Bara,Narayani,Terai,Central,Polyneuritis,1691,Narayani,Terai,Central
2068/69,2011/12,Bara,Narayani,Terai,Central,Anemia,5081,Narayani,Terai,Central
2068/69,2011/12,Bara,Narayani,Terai,Central,Avitaminoses and other nutrideficency,8373,Narayani,Terai,Central
2068/69,2011/12,Bara,Narayani,Terai,Central,Dehydration,3799,Narayani,Terai,Central
2068/69,2011/12,Bara,Narayani,Terai,Central,Diabetic myelitis,345,Narayani,Terai,Central
2068/69,2011/12,Bara,Narayani,Terai,Central,"Goiter,Cretinism",54,Narayani,Terai,Central
2068/69,2011/12,Bara,Narayani,Terai,Central,Malnutrition,1022,Narayani,Terai,Central
2068/69,2011/12,Bara,Narayani,Terai,Central,Night blindness,1255,Narayani,Terai,Central
2068/69,2011/12,Bara,Narayani,Terai,Central,Obesity,86,Narayani,Terai,Central
2068/69,2011/12,Bara,Narayani,Terai,Central,Polyneuritis,1677,Narayani,Terai,Central
2069/70,2012/13,Bara,Narayani,Terai,Central,Anemia,4172,Narayani,Terai,Central
2069/70,2012/13,Bara,Narayani,Terai,Central,Avitaminoses and other nutrideficency,8112,Narayani,Terai,Central
2069/70,2012/13,Bara,Narayani,Terai,Central,Dehydration,2637,Narayani,Terai,Central
2069/70,2012/13,Bara,Narayani,Terai,Central,Diabetic myelitis,247,Narayani,Terai,Central
2069/70,2012/13,Bara,Narayani,Terai,Central,"Goiter,Cretinism",130,Narayani,Terai,Central
2069/70,2012/13,Bara,Narayani,Terai,Central,Malnutrition,1052,Narayani,Terai,Central
2069/70,2012/13,Bara,Narayani,Terai,Central,Night blindness,1111,Narayani,Terai,Central
2069/70,2012/13,Bara,Narayani,Terai,Central,Obesity,85,Narayani,Terai,Central
2069/70,2012/13,Bara,Narayani,Terai,Central,Polyneuritis,1090,Narayani,Terai,Central
2070/71,2013/14,Bara,Narayani,Terai,Central,Anemia,162,Narayani,Terai,Central
2070/71,2013/14,Bara,Narayani,Terai,Central,Avitaminoses and other nutrideficency,614,Narayani,Terai,Central
2070/71,2013/14,Bara,Narayani,Terai,Central,Dehydration,280,Narayani,Terai,Central
2070/71,2013/14,Bara,Narayani,Terai,Central,Diabetic myelitis,244,Narayani,Terai,Central
2070/71,2013/14,Bara,Narayani,Terai,Central,"Goiter,Cretinism",20,Narayani,Terai,Central
2070/71,2013/14,Bara,Narayani,Terai,Central,Malnutrition,66,Narayani,Terai,Central
2070/71,2013/14,Bara,Narayani,Terai,Central,Night blindness,8,Narayani,Terai,Central
2070/71,2013/14,Bara,Narayani,Terai,Central,Obesity,1,Narayani,Terai,Central
2070/71,2013/14,Bara,Narayani,Terai,Central,Polyneuritis,218,Narayani,Terai,Central
2066/67,2009/10,Bardiya,Bheri,Terai,Mid-Western,Anemia,2784,Bheri,Terai,Mid-Western
2066/67,2009/10,Bardiya,Bheri,Terai,Mid-Western,Avitaminoses and other nutrideficency,4306,Bheri,Terai,Mid-Western
2066/67,2009/10,Bardiya,Bheri,Terai,Mid-Western,Dehydration,1273,Bheri,Terai,Mid-Western
2066/67,2009/10,Bardiya,Bheri,Terai,Mid-Western,Diabetic myelitis,94,Bheri,Terai,Mid-Western
2066/67,2009/10,Bardiya,Bheri,Terai,Mid-Western,"Goiter,Cretinism",54,Bheri,Terai,Mid-Western
2066/67,2009/10,Bardiya,Bheri,Terai,Mid-Western,Malnutrition,1793,Bheri,Terai,Mid-Western
2066/67,2009/10,Bardiya,Bheri,Terai,Mid-Western,Night blindness,308,Bheri,Terai,Mid-Western
2066/67,2009/10,Bardiya,Bheri,Terai,Mid-Western,Obesity,12,Bheri,Terai,Mid-Western
2066/67,2009/10,Bardiya,Bheri,Terai,Mid-Western,Polyneuritis,3302,Bheri,Terai,Mid-Western
2067/68,2010/11,Bardiya,Bheri,Terai,Mid-Western,Anemia,2727,Bheri,Terai,Mid-Western
2067/68,2010/11,Bardiya,Bheri,Terai,Mid-Western,Avitaminoses and other nutrideficency,4045,Bheri,Terai,Mid-Western
2067/68,2010/11,Bardiya,Bheri,Terai,Mid-Western,Dehydration,1187,Bheri,Terai,Mid-Western
2067/68,2010/11,Bardiya,Bheri,Terai,Mid-Western,Diabetic myelitis,136,Bheri,Terai,Mid-Western
2067/68,2010/11,Bardiya,Bheri,Terai,Mid-Western,"Goiter,Cretinism",18,Bheri,Terai,Mid-Western
2067/68,2010/11,Bardiya,Bheri,Terai,Mid-Western,Malnutrition,935,Bheri,Terai,Mid-Western
2067/68,2010/11,Bardiya,Bheri,Terai,Mid-Western,Night blindness,577,Bheri,Terai,Mid-Western
2067/68,2010/11,Bardiya,Bheri,Terai,Mid-Western,Obesity,26,Bheri,Terai,Mid-Western
2067/68,2010/11,Bardiya,Bheri,Terai,Mid-Western,Polyneuritis,3750,Bheri,Terai,Mid-Western
2068/69,2011/12,Bardiya,Bheri,Terai,Mid-Western,Anemia,2346,Bheri,Terai,Mid-Western
2068/69,2011/12,Bardiya,Bheri,Terai,Mid-Western,Avitaminoses and other nutrideficency,4355,Bheri,Terai,Mid-Western
2068/69,2011/12,Bardiya,Bheri,Terai,Mid-Western,Dehydration,1286,Bheri,Terai,Mid-Western
2068/69,2011/12,Bardiya,Bheri,Terai,Mid-Western,Diabetic myelitis,220,Bheri,Terai,Mid-Western
2068/69,2011/12,Bardiya,Bheri,Terai,Mid-Western,"Goiter,Cretinism",66,Bheri,Terai,Mid-Western
2068/69,2011/12,Bardiya,Bheri,Terai,Mid-Western,Malnutrition,724,Bheri,Terai,Mid-Western
2068/69,2011/12,Bardiya,Bheri,Terai,Mid-Western,Night blindness,300,Bheri,Terai,Mid-Western
2068/69,2011/12,Bardiya,Bheri,Terai,Mid-Western,Obesity,8,Bheri,Terai,Mid-Western
2068/69,2011/12,Bardiya,Bheri,Terai,Mid-Western,Polyneuritis,4021,Bheri,Terai,Mid-Western
2069/70,2012/13,Bardiya,Bheri,Terai,Mid-Western,Anemia,2289,Bheri,Terai,Mid-Western
2069/70,2012/13,Bardiya,Bheri,Terai,Mid-Western,Avitaminoses and other nutrideficency,4354,Bheri,Terai,Mid-Western
2069/70,2012/13,Bardiya,Bheri,Terai,Mid-Western,Dehydration,1184,Bheri,Terai,Mid-Western
2069/70,2012/13,Bardiya,Bheri,Terai,Mid-Western,Diabetic myelitis,185,Bheri,Terai,Mid-Western
2069/70,2012/13,Bardiya,Bheri,Terai,Mid-Western,"Goiter,Cretinism",21,Bheri,Terai,Mid-Western
2069/70,2012/13,Bardiya,Bheri,Terai,Mid-Western,Malnutrition,709,Bheri,Terai,Mid-Western
2069/70,2012/13,Bardiya,Bheri,Terai,Mid-Western,Night blindness,305,Bheri,Terai,Mid-Western
2069/70,2012/13,Bardiya,Bheri,Terai,Mid-Western,Obesity,5,Bheri,Terai,Mid-Western
2069/70,2012/13,Bardiya,Bheri,Terai,Mid-Western,Polyneuritis,3249,Bheri,Terai,Mid-Western
2070/71,2013/14,Bardiya,Bheri,Terai,Mid-Western,Anemia,414,Bheri,Terai,Mid-Western
2070/71,2013/14,Bardiya,Bheri,Terai,Mid-Western,Avitaminoses and other nutrideficency,703,Bheri,Terai,Mid-Western
2070/71,2013/14,Bardiya,Bheri,Terai,Mid-Western,Dehydration,318,Bheri,Terai,Mid-Western
2070/71,2013/14,Bardiya,Bheri,Terai,Mid-Western,Diabetic myelitis,297,Bheri,Terai,Mid-Western
2070/71,2013/14,Bardiya,Bheri,Terai,Mid-Western,"Goiter,Cretinism",26,Bheri,Terai,Mid-Western
2070/71,2013/14,Bardiya,Bheri,Terai,Mid-Western,Malnutrition,14,Bheri,Terai,Mid-Western
2070/71,2013/14,Bardiya,Bheri,Terai,Mid-Western,Night blindness,18,Bheri,Terai,Mid-Western
2070/71,2013/14,Bardiya,Bheri,Terai,Mid-Western,Obesity,59,Bheri,Terai,Mid-Western
2070/71,2013/14,Bardiya,Bheri,Terai,Mid-Western,Polyneuritis,21,Bheri,Terai,Mid-Western
2066/67,2009/10,Bhaktapur,Bagmati,Hill,Central,Anemia,162,Bagmati,Hill,Central
2066/67,2009/10,Bhaktapur,Bagmati,Hill,Central,Avitaminoses and other nutrideficency,1337,Bagmati,Hill,Central
2066/67,2009/10,Bhaktapur,Bagmati,Hill,Central,Dehydration,267,Bagmati,Hill,Central
2066/67,2009/10,Bhaktapur,Bagmati,Hill,Central,Diabetic myelitis,505,Bagmati,Hill,Central
2066/67,2009/10,Bhaktapur,Bagmati,Hill,Central,"Goiter,Cretinism",18,Bagmati,Hill,Central
2066/67,2009/10,Bhaktapur,Bagmati,Hill,Central,Malnutrition,98,Bagmati,Hill,Central
2066/67,2009/10,Bhaktapur,Bagmati,Hill,Central,Night blindness,13,Bagmati,Hill,Central
2066/67,2009/10,Bhaktapur,Bagmati,Hill,Central,Obesity,29,Bagmati,Hill,Central
2066/67,2009/10,Bhaktapur,Bagmati,Hill,Central,Polyneuritis,125,Bagmati,Hill,Central
2067/68,2010/11,Bhaktapur,Bagmati,Hill,Central,Anemia,178,Bagmati,Hill,Central
2067/68,2010/11,Bhaktapur,Bagmati,Hill,Central,Avitaminoses and other nutrideficency,1009,Bagmati,Hill,Central
2067/68,2010/11,Bhaktapur,Bagmati,Hill,Central,Dehydration,65,Bagmati,Hill,Central
2067/68,2010/11,Bhaktapur,Bagmati,Hill,Central,Diabetic myelitis,677,Bagmati,Hill,Central
2067/68,2010/11,Bhaktapur,Bagmati,Hill,Central,"Goiter,Cretinism",9,Bagmati,Hill,Central
2067/68,2010/11,Bhaktapur,Bagmati,Hill,Central,Malnutrition,71,Bagmati,Hill,Central
2067/68,2010/11,Bhaktapur,Bagmati,Hill,Central,Night blindness,11,Bagmati,Hill,Central
2067/68,2010/11,Bhaktapur,Bagmati,Hill,Central,Obesity,79,Bagmati,Hill,Central
2067/68,2010/11,Bhaktapur,Bagmati,Hill,Central,Polyneuritis,189,Bagmati,Hill,Central
2068/69,2011/12,Bhaktapur,Bagmati,Hill,Central,Anemia,238,Bagmati,Hill,Central
2068/69,2011/12,Bhaktapur,Bagmati,Hill,Central,Avitaminoses and other nutrideficency,1141,Bagmati,Hill,Central
2068/69,2011/12,Bhaktapur,Bagmati,Hill,Central,Dehydration,117,Bagmati,Hill,Central
2068/69,2011/12,Bhaktapur,Bagmati,Hill,Central,Diabetic myelitis,850,Bagmati,Hill,Central
2068/69,2011/12,Bhaktapur,Bagmati,Hill,Central,"Goiter,Cretinism",3,Bagmati,Hill,Central
2068/69,2011/12,Bhaktapur,Bagmati,Hill,Central,Malnutrition,64,Bagmati,Hill,Central
2068/69,2011/12,Bhaktapur,Bagmati,Hill,Central,Night blindness,5,Bagmati,Hill,Central
2068/69,2011/12,Bhaktapur,Bagmati,Hill,Central,Obesity,75,Bagmati,Hill,Central
2068/69,2011/12,Bhaktapur,Bagmati,Hill,Central,Polyneuritis,131,Bagmati,Hill,Central
2069/70,2012/13,Bhaktapur,Bagmati,Hill,Central,Anemia,294,Bagmati,Hill,Central
2069/70,2012/13,Bhaktapur,Bagmati,Hill,Central,Avitaminoses and other nutrideficency,963,Bagmati,Hill,Central
2069/70,2012/13,Bhaktapur,Bagmati,Hill,Central,Dehydration,290,Bagmati,Hill,Central
2069/70,2012/13,Bhaktapur,Bagmati,Hill,Central,Diabetic myelitis,1438,Bagmati,Hill,Central
2069/70,2012/13,Bhaktapur,Bagmati,Hill,Central,"Goiter,Cretinism",21,Bagmati,Hill,Central
2069/70,2012/13,Bhaktapur,Bagmati,Hill,Central,Malnutrition,54,Bagmati,Hill,Central
2069/70,2012/13,Bhaktapur,Bagmati,Hill,Central,Night blindness,25,Bagmati,Hill,Central
2069/70,2012/13,Bhaktapur,Bagmati,Hill,Central,Obesity,63,Bagmati,Hill,Central
2069/70,2012/13,Bhaktapur,Bagmati,Hill,Central,Polyneuritis,122,Bagmati,Hill,Central
2070/71,2013/14,Bhaktapur,Bagmati,Hill,Central,Anemia,498,Bagmati,Hill,Central
2070/71,2013/14,Bhaktapur,Bagmati,Hill,Central,Avitaminoses and other nutrideficency,1266,Bagmati,Hill,Central
2070/71,2013/14,Bhaktapur,Bagmati,Hill,Central,Dehydration,384,Bagmati,Hill,Central
2070/71,2013/14,Bhaktapur,Bagmati,Hill,Central,Diabetic myelitis,127,Bagmati,Hill,Central
2070/71,2013/14,Bhaktapur,Bagmati,Hill,Central,"Goiter,Cretinism",3,Bagmati,Hill,Central
2070/71,2013/14,Bhaktapur,Bagmati,Hill,Central,Malnutrition,62,Bagmati,Hill,Central
2070/71,2013/14,Bhaktapur,Bagmati,Hill,Central,Night blindness,27,Bagmati,Hill,Central
2070/71,2013/14,Bhaktapur,Bagmati,Hill,Central,Obesity,15,Bagmati,Hill,Central
2070/71,2013/14,Bhaktapur,Bagmati,Hill,Central,Polyneuritis,48,Bagmati,Hill,Central
2066/67,2009/10,Bhojpur,Kosi,Hill,Eastern,Anemia,926,Kosi,Hill,Eastern
2066/67,2009/10,Bhojpur,Kosi,Hill,Eastern,Avitaminoses and other nutrideficency,1666,Kosi,Hill,Eastern
2066/67,2009/10,Bhojpur,Kosi,Hill,Eastern,Dehydration,805,Kosi,Hill,Eastern
2066/67,2009/10,Bhojpur,Kosi,Hill,Eastern,Diabetic myelitis,45,Kosi,Hill,Eastern
2066/67,2009/10,Bhojpur,Kosi,Hill,Eastern,"Goiter,Cretinism",3,Kosi,Hill,Eastern
2066/67,2009/10,Bhojpur,Kosi,Hill,Eastern,Malnutrition,236,Kosi,Hill,Eastern
2066/67,2009/10,Bhojpur,Kosi,Hill,Eastern,Night blindness,47,Kosi,Hill,Eastern
2066/67,2009/10,Bhojpur,Kosi,Hill,Eastern,Obesity,3,Kosi,Hill,Eastern
2066/67,2009/10,Bhojpur,Kosi,Hill,Eastern,Polyneuritis,287,Kosi,Hill,Eastern
2067/68,2010/11,Bhojpur,Kosi,Hill,Eastern,Anemia,890,Kosi,Hill,Eastern
2067/68,2010/11,Bhojpur,Kosi,Hill,Eastern,Avitaminoses and other nutrideficency,1613,Kosi,Hill,Eastern
2067/68,2010/11,Bhojpur,Kosi,Hill,Eastern,Dehydration,612,Kosi,Hill,Eastern
2067/68,2010/11,Bhojpur,Kosi,Hill,Eastern,Diabetic myelitis,55,Kosi,Hill,Eastern
2067/68,2010/11,Bhojpur,Kosi,Hill,Eastern,"Goiter,Cretinism",5,Kosi,Hill,Eastern
2067/68,2010/11,Bhojpur,Kosi,Hill,Eastern,Malnutrition,35,Kosi,Hill,Eastern
2067/68,2010/11,Bhojpur,Kosi,Hill,Eastern,Night blindness,29,Kosi,Hill,Eastern
2067/68,2010/11,Bhojpur,Kosi,Hill,Eastern,Obesity,2,Kosi,Hill,Eastern
2067/68,2010/11,Bhojpur,Kosi,Hill,Eastern,Polyneuritis,166,Kosi,Hill,Eastern
2068/69,2011/12,Bhojpur,Kosi,Hill,Eastern,Anemia,784,Kosi,Hill,Eastern
2068/69,2011/12,Bhojpur,Kosi,Hill,Eastern,Avitaminoses and other nutrideficency,1545,Kosi,Hill,Eastern
2068/69,2011/12,Bhojpur,Kosi,Hill,Eastern,Dehydration,737,Kosi,Hill,Eastern
2068/69,2011/12,Bhojpur,Kosi,Hill,Eastern,Diabetic myelitis,89,Kosi,Hill,Eastern
2068/69,2011/12,Bhojpur,Kosi,Hill,Eastern,"Goiter,Cretinism",27,Kosi,Hill,Eastern
2068/69,2011/12,Bhojpur,Kosi,Hill,Eastern,Malnutrition,68,Kosi,Hill,Eastern
2068/69,2011/12,Bhojpur,Kosi,Hill,Eastern,Night blindness,42,Kosi,Hill,Eastern
2068/69,2011/12,Bhojpur,Kosi,Hill,Eastern,Obesity,22,Kosi,Hill,Eastern
2068/69,2011/12,Bhojpur,Kosi,Hill,Eastern,Polyneuritis,250,Kosi,Hill,Eastern
2069/70,2012/13,Bhojpur,Kosi,Hill,Eastern,Anemia,486,Kosi,Hill,Eastern
2069/70,2012/13,Bhojpur,Kosi,Hill,Eastern,Avitaminoses and other nutrideficency,1092,Kosi,Hill,Eastern
2069/70,2012/13,Bhojpur,Kosi,Hill,Eastern,Dehydration,423,Kosi,Hill,Eastern
2069/70,2012/13,Bhojpur,Kosi,Hill,Eastern,Diabetic myelitis,135,Kosi,Hill,Eastern
2069/70,2012/13,Bhojpur,Kosi,Hill,Eastern,"Goiter,Cretinism",19,Kosi,Hill,Eastern
2069/70,2012/13,Bhojpur,Kosi,Hill,Eastern,Malnutrition,46,Kosi,Hill,Eastern
2069/70,2012/13,Bhojpur,Kosi,Hill,Eastern,Night blindness,28,Kosi,Hill,Eastern
2069/70,2012/13,Bhojpur,Kosi,Hill,Eastern,Obesity,12,Kosi,Hill,Eastern
2069/70,2012/13,Bhojpur,Kosi,Hill,Eastern,Polyneuritis,98,Kosi,Hill,Eastern
2070/71,2013/14,Bhojpur,Kosi,Hill,Eastern,Anemia,580,Kosi,Hill,Eastern
2070/71,2013/14,Bhojpur,Kosi,Hill,Eastern,Avitaminoses and other nutrideficency,456,Kosi,Hill,Eastern
2070/71,2013/14,Bhojpur,Kosi,Hill,Eastern,Dehydration,607,Kosi,Hill,Eastern
2070/71,2013/14,Bhojpur,Kosi,Hill,Eastern,Diabetic myelitis,225,Kosi,Hill,Eastern
2070/71,2013/14,Bhojpur,Kosi,Hill,Eastern,"Goiter,Cretinism",41,Kosi,Hill,Eastern
2070/71,2013/14,Bhojpur,Kosi,Hill,Eastern,Malnutrition,120,Kosi,Hill,Eastern
2070/71,2013/14,Bhojpur,Kosi,Hill,Eastern,Night blindness,107,Kosi,Hill,Eastern
2070/71,2013/14,Bhojpur,Kosi,Hill,Eastern,Obesity,6,Kosi,Hill,Eastern
2070/71,2013/14,Bhojpur,Kosi,Hill,Eastern,Polyneuritis,310,Kosi,Hill,Eastern
2066/67,2009/10,Chitawan,Narayani,Terai,Central,Anemia,2240,Narayani,Terai,Central
2066/67,2009/10,Chitawan,Narayani,Terai,Central,Avitaminoses and other nutrideficency,2273,Narayani,Terai,Central
