District,zone,belt,region,Year BS,Year AD,Clinical Malaria/Total Treatment,Age group,Gender,Number of people,Zone,Belt,Region
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,Total Treatment,Under 5 Years,Female,0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,Total Treatment,5 Years & Above,Male,0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,Total Treatment,Under 5 Years,Female,0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,Total Treatment,5 Years & Above,Male,0,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,0,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,0,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,2,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,3,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2067/68,2010/11,Total Treatment,Under 5 Years,Female,0,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2067/68,2010/11,Total Treatment,5 Years & Above,Male,0,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2067/68,2010/11,Total Treatment,Under 5 Years,Female,2,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2067/68,2010/11,Total Treatment,5 Years & Above,Male,3,Bagmati,Hill,Central
Rasuwa,Bagmati,Mountain,Central,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2067/68,2010/11,Total Treatment,Under 5 Years,Female,0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2067/68,2010/11,Total Treatment,5 Years & Above,Male,0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2067/68,2010/11,Total Treatment,Under 5 Years,Female,0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2067/68,2010/11,Total Treatment,5 Years & Above,Male,0,Bagmati,Mountain,Central
Dhading,Bagmati,Hill,Central,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,8,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,10,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,11,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,28,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2067/68,2010/11,Total Treatment,Under 5 Years,Female,8,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2067/68,2010/11,Total Treatment,5 Years & Above,Male,10,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2067/68,2010/11,Total Treatment,Under 5 Years,Female,11,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2067/68,2010/11,Total Treatment,5 Years & Above,Male,28,Bagmati,Hill,Central
Makwanpur,Narayani,Hill,Central,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,37,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,29,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,220,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,201,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2067/68,2010/11,Total Treatment,Under 5 Years,Female,37,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2067/68,2010/11,Total Treatment,5 Years & Above,Male,29,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2067/68,2010/11,Total Treatment,Under 5 Years,Female,220,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2067/68,2010/11,Total Treatment,5 Years & Above,Male,201,Narayani,Hill,Central
Rautahat,Narayani,Terai,Central,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,107,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,88,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,1035,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,1268,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2067/68,2010/11,Total Treatment,Under 5 Years,Female,107,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2067/68,2010/11,Total Treatment,5 Years & Above,Male,88,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2067/68,2010/11,Total Treatment,Under 5 Years,Female,1035,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2067/68,2010/11,Total Treatment,5 Years & Above,Male,1268,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,32,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,50,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,1850,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,2712,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2067/68,2010/11,Total Treatment,Under 5 Years,Female,32,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2067/68,2010/11,Total Treatment,5 Years & Above,Male,50,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2067/68,2010/11,Total Treatment,Under 5 Years,Female,1850,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2067/68,2010/11,Total Treatment,5 Years & Above,Male,2712,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2067/68,2010/11,Total Treatment,Under 5 Years,Female,0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2067/68,2010/11,Total Treatment,5 Years & Above,Male,0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2067/68,2010/11,Total Treatment,Under 5 Years,Female,0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2067/68,2010/11,Total Treatment,5 Years & Above,Male,0,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,19,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,7,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,117,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,156,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2067/68,2010/11,Total Treatment,Under 5 Years,Female,19,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2067/68,2010/11,Total Treatment,5 Years & Above,Male,7,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2067/68,2010/11,Total Treatment,Under 5 Years,Female,117,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2067/68,2010/11,Total Treatment,5 Years & Above,Male,156,Narayani,Terai,Central
Gorkha,Gandaki,Hill,Western,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,0,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,0,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,283,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,314,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2067/68,2010/11,Total Treatment,Under 5 Years,Female,0,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2067/68,2010/11,Total Treatment,5 Years & Above,Male,0,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2067/68,2010/11,Total Treatment,Under 5 Years,Female,283,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2067/68,2010/11,Total Treatment,5 Years & Above,Male,314,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,0,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,0,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,0,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,0,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2067/68,2010/11,Total Treatment,Under 5 Years,Female,0,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2067/68,2010/11,Total Treatment,5 Years & Above,Male,0,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2067/68,2010/11,Total Treatment,Under 5 Years,Female,0,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2067/68,2010/11,Total Treatment,5 Years & Above,Male,0,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,0,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,0,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,9,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,2,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2067/68,2010/11,Total Treatment,Under 5 Years,Female,0,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2067/68,2010/11,Total Treatment,5 Years & Above,Male,0,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2067/68,2010/11,Total Treatment,Under 5 Years,Female,9,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2067/68,2010/11,Total Treatment,5 Years & Above,Male,2,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,0,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,0,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,0,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,4,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2067/68,2010/11,Total Treatment,Under 5 Years,Female,0,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2067/68,2010/11,Total Treatment,5 Years & Above,Male,0,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2067/68,2010/11,Total Treatment,Under 5 Years,Female,0,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2067/68,2010/11,Total Treatment,5 Years & Above,Male,4,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,0,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,0,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,0,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,0,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2067/68,2010/11,Total Treatment,Under 5 Years,Female,0,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2067/68,2010/11,Total Treatment,5 Years & Above,Male,0,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2067/68,2010/11,Total Treatment,Under 5 Years,Female,0,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2067/68,2010/11,Total Treatment,5 Years & Above,Male,0,Gandaki,Hill,Western
Manang,Gandaki,Mountain,Western,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,0,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,0,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,0,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,0,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2067/68,2010/11,Total Treatment,Under 5 Years,Female,0,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2067/68,2010/11,Total Treatment,5 Years & Above,Male,0,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2067/68,2010/11,Total Treatment,Under 5 Years,Female,0,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2067/68,2010/11,Total Treatment,5 Years & Above,Male,0,Gandaki,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,0,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,0,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,0,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,0,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2067/68,2010/11,Total Treatment,Under 5 Years,Female,0,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2067/68,2010/11,Total Treatment,5 Years & Above,Male,0,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2067/68,2010/11,Total Treatment,Under 5 Years,Female,0,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2067/68,2010/11,Total Treatment,5 Years & Above,Male,0,Dhawalagiri,Mountain,Western
Myagdi,Dhawalagiri,Hill,Western,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,0,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,0,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,0,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,0,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2067/68,2010/11,Total Treatment,Under 5 Years,Female,0,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2067/68,2010/11,Total Treatment,5 Years & Above,Male,0,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2067/68,2010/11,Total Treatment,Under 5 Years,Female,0,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2067/68,2010/11,Total Treatment,5 Years & Above,Male,0,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,0,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,0,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,0,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,0,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2067/68,2010/11,Total Treatment,Under 5 Years,Female,0,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2067/68,2010/11,Total Treatment,5 Years & Above,Male,0,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2067/68,2010/11,Total Treatment,Under 5 Years,Female,0,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2067/68,2010/11,Total Treatment,5 Years & Above,Male,0,Dhawalagiri,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,0,Dhawalagiri,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,0,Dhawalagiri,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,0,Dhawalagiri,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,0,Dhawalagiri,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2067/68,2010/11,Total Treatment,Under 5 Years,Female,0,Dhawalagiri,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2067/68,2010/11,Total Treatment,5 Years & Above,Male,0,Dhawalagiri,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2067/68,2010/11,Total Treatment,Under 5 Years,Female,0,Dhawalagiri,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2067/68,2010/11,Total Treatment,5 Years & Above,Male,0,Dhawalagiri,Hill,Western
Gulmi,Lumbini,Hill,Western,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,7,Lumbini,Hill,Western
Gulmi,Lumbini,Hill,Western,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,11,Lumbini,Hill,Western
Gulmi,Lumbini,Hill,Western,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,42,Lumbini,Hill,Western
Gulmi,Lumbini,Hill,Western,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,104,Lumbini,Hill,Western
Gulmi,Lumbini,Hill,Western,2067/68,2010/11,Total Treatment,Under 5 Years,Female,7,Lumbini,Hill,Western
Gulmi,Lumbini,Hill,Western,2067/68,2010/11,Total Treatment,5 Years & Above,Male,11,Lumbini,Hill,Western
Gulmi,Lumbini,Hill,Western,2067/68,2010/11,Total Treatment,Under 5 Years,Female,42,Lumbini,Hill,Western
Gulmi,Lumbini,Hill,Western,2067/68,2010/11,Total Treatment,5 Years & Above,Male,104,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,0,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,0,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,24,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,66,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2067/68,2010/11,Total Treatment,Under 5 Years,Female,0,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2067/68,2010/11,Total Treatment,5 Years & Above,Male,0,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2067/68,2010/11,Total Treatment,Under 5 Years,Female,24,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2067/68,2010/11,Total Treatment,5 Years & Above,Male,66,Lumbini,Hill,Western
Nawalparasi,Lumbini,Terai,Western,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,113,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,108,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,1565,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,1660,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2067/68,2010/11,Total Treatment,Under 5 Years,Female,113,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2067/68,2010/11,Total Treatment,5 Years & Above,Male,108,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2067/68,2010/11,Total Treatment,Under 5 Years,Female,1565,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2067/68,2010/11,Total Treatment,5 Years & Above,Male,1660,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,20,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,28,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,1485,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,1695,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2067/68,2010/11,Total Treatment,Under 5 Years,Female,20,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2067/68,2010/11,Total Treatment,5 Years & Above,Male,28,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2067/68,2010/11,Total Treatment,Under 5 Years,Female,1485,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2067/68,2010/11,Total Treatment,5 Years & Above,Male,1695,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,56,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,108,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,1165,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,1384,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2067/68,2010/11,Total Treatment,Under 5 Years,Female,56,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2067/68,2010/11,Total Treatment,5 Years & Above,Male,108,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2067/68,2010/11,Total Treatment,Under 5 Years,Female,1165,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2067/68,2010/11,Total Treatment,5 Years & Above,Male,1384,Lumbini,Terai,Western
Arghakhanchi,Lumbini,Hill,Western,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,0,Lumbini,Hill,Western
Arghakhanchi,Lumbini,Hill,Western,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,0,Lumbini,Hill,Western
Arghakhanchi,Lumbini,Hill,Western,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,13,Lumbini,Hill,Western
Arghakhanchi,Lumbini,Hill,Western,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,23,Lumbini,Hill,Western
Arghakhanchi,Lumbini,Hill,Western,2067/68,2010/11,Total Treatment,Under 5 Years,Female,0,Lumbini,Hill,Western
Arghakhanchi,Lumbini,Hill,Western,2067/68,2010/11,Total Treatment,5 Years & Above,Male,0,Lumbini,Hill,Western
Arghakhanchi,Lumbini,Hill,Western,2067/68,2010/11,Total Treatment,Under 5 Years,Female,13,Lumbini,Hill,Western
Arghakhanchi,Lumbini,Hill,Western,2067/68,2010/11,Total Treatment,5 Years & Above,Male,23,Lumbini,Hill,Western
Pyuthan,Rapti,Hill,Mid-Western,2067/68,2010/11,Clinical Malaria,Under 5 Years,Female,0,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2067/68,2010/11,Clinical Malaria,5 Years & Above,Male,0,Rapti,Hill,Mid-Western
