District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator 1,Indicator 2,Indicator 3,Indicator 4,Value
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Native Cases,Diagnosis Method,RK 39,,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Native Cases,Diagnosis Method,BM,,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Native Cases,Diagnosis Method,Sp,,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Native Cases,Diagnosis Method,Other,,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Native Cases,Diagnosis Method,Total,,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Native Cases,No of Patients Treated,Fungizone,,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Native Cases,No of Patients Treated,Others,,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Native Cases,No of Patients Treated,Total,,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Native Cases,No of Deaths,Female,,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Native Cases,No of Deaths,Male,,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Affected,No of VDCs,,,11
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Affected,No of Village/Tole,,,11
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Female,2
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Male,1
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Female,3
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Male,5
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Native Cases,No of Patients,Total,,11
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Native Cases,Diagnosis Method,RK 39,,1
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Native Cases,Diagnosis Method,BM,,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Native Cases,Diagnosis Method,Sp,,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Native Cases,Diagnosis Method,Other,,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Native Cases,Diagnosis Method,Total,,1
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Native Cases,No of Patients Treated,Fungizone,,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Native Cases,No of Patients Treated,Others,,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Native Cases,No of Patients Treated,Total,,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Native Cases,No of Deaths,Female,,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Native Cases,No of Deaths,Male,,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Affected,No of VDCs,,,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Affected,No of Village/Tole,,,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Female,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Male,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Female,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Male,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,No of Patients,Total,,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,Diagnosis Method,RK 39,,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,Diagnosis Method,BM,,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Sp,,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Other,,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Total,,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,No of Patients Treated,Fungizone,,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,No of Patients Treated,Others,,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,No of Patients Treated,Total,,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,No of Deaths,Female,,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,No of Deaths,Male,,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Affected,No of VDCs,,,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Affected,No of Village/Tole,,,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Female,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Male,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Female,2
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Male,6
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,No of Patients,Total,,8
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,Diagnosis Method,RK 39,,8
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,Diagnosis Method,BM,,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Sp,,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Other,,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Total,,8
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,No of Patients Treated,SAG/ Miltefosine,,8
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,No of Patients Treated,Fungizone,,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,No of Patients Treated,Others,,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,No of Patients Treated,Total,,8
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,No of Deaths,Female,,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,No of Deaths,Male,,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Affected,No of VDCs,,,20
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Affected,No of Village/Tole,,,23
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Female,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Male,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Female,18
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Male,27
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,No of Patients,Total,,45
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,Diagnosis Method,RK 39,,45
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,Diagnosis Method,BM,,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Sp,,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Other,,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Total,,45
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,No of Patients Treated,SAG/ Miltefosine,,31
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,No of Patients Treated,Fungizone,,14
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,No of Patients Treated,Others,,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,No of Patients Treated,Total,,45
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,No of Deaths,Female,,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Native Cases,No of Deaths,Male,,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Affected,No of VDCs,,,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Affected,No of Village/Tole,,,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Female,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Male,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Female,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Male,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Native Cases,No of Patients,Total,,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Native Cases,Diagnosis Method,RK 39,,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Native Cases,Diagnosis Method,BM,,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Sp,,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Other,,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Total,,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Native Cases,No of Patients Treated,Fungizone,,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Native Cases,No of Patients Treated,Others,,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Native Cases,No of Patients Treated,Total,,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Native Cases,No of Deaths,Female,,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Native Cases,No of Deaths,Male,,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Affected,No of VDCs,,,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Affected,No of Village/Tole,,,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Female,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Male,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Female,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Male,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Native Cases,No of Patients,Total,,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Native Cases,Diagnosis Method,RK 39,,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Native Cases,Diagnosis Method,BM,,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Sp,,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Other,,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Total,,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Native Cases,No of Patients Treated,Fungizone,,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Native Cases,No of Patients Treated,Others,,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Native Cases,No of Patients Treated,Total,,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Native Cases,No of Deaths,Female,,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Native Cases,No of Deaths,Male,,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Affected,No of VDCs,,,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Affected,No of Village/Tole,,,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Female,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Male,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Female,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Male,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Native Cases,No of Patients,Total,,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Native Cases,Diagnosis Method,RK 39,,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Native Cases,Diagnosis Method,BM,,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Sp,,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Other,,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Total,,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Native Cases,No of Patients Treated,Fungizone,,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Native Cases,No of Patients Treated,Others,,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Native Cases,No of Patients Treated,Total,,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Native Cases,No of Deaths,Female,,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Native Cases,No of Deaths,Male,,0
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,Affected,No of VDCs,,,0
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,Affected,No of Village/Tole,,,0
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Female,0
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Male,0
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Female,0
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Male,0
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,Native Cases,No of Patients,Total,,0
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,Native Cases,Diagnosis Method,RK 39,,0
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,Native Cases,Diagnosis Method,BM,,0
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Sp,,0
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Other,,0
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Total,,0
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,Native Cases,No of Patients Treated,Fungizone,,0
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,Native Cases,No of Patients Treated,Others,,0
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,Native Cases,No of Patients Treated,Total,,0
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,Native Cases,No of Deaths,Female,,0
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,Native Cases,No of Deaths,Male,,0
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Affected,No of VDCs,,,0
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Affected,No of Village/Tole,,,0
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Female,0
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Male,0
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Female,0
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Male,0
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients,Total,,0
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,Diagnosis Method,RK 39,,0
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,Diagnosis Method,BM,,0
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Sp,,0
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Other,,0
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Total,,0
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients Treated,Fungizone,,0
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients Treated,Others,,0
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients Treated,Total,,0
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Deaths,Female,,0
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Deaths,Male,,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Affected,No of VDCs,,,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Affected,No of Village/Tole,,,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Female,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Male,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Female,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Male,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients,Total,,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,Diagnosis Method,RK 39,,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,Diagnosis Method,BM,,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Sp,,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Other,,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Total,,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients Treated,Fungizone,,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients Treated,Others,,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients Treated,Total,,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Deaths,Female,,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Deaths,Male,,0
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Affected,No of VDCs,,,0
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Affected,No of Village/Tole,,,0
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Female,0
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Male,0
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Female,0
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Male,0
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients,Total,,0
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,Diagnosis Method,RK 39,,0
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,Diagnosis Method,BM,,0
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Sp,,0
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Other,,0
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Total,,0
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients Treated,Fungizone,,0
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients Treated,Others,,0
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients Treated,Total,,0
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Deaths,Female,,0
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Deaths,Male,,0
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Affected,No of VDCs,,,0
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Affected,No of Village/Tole,,,0
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Female,0
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Male,0
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Female,0
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Male,0
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients,Total,,0
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,Diagnosis Method,RK 39,,0
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,Diagnosis Method,BM,,0
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Sp,,0
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Other,,0
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Total,,0
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients Treated,Fungizone,,0
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients Treated,Others,,0
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients Treated,Total,,0
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Deaths,Female,,0
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Deaths,Male,,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Affected,No of VDCs,,,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Affected,No of Village/Tole,,,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Female,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Male,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Female,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Male,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients,Total,,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,Diagnosis Method,RK 39,,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,Diagnosis Method,BM,,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Sp,,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Other,,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Total,,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients Treated,Fungizone,,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients Treated,Others,,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Patients Treated,Total,,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Deaths,Female,,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Native Cases,No of Deaths,Male,,0
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Affected,No of VDCs,,,0
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Affected,No of Village/Tole,,,0
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Female,0
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Male,0
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Female,0
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Male,0
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Native Cases,No of Patients,Total,,0
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Native Cases,Diagnosis Method,RK 39,,0
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Native Cases,Diagnosis Method,BM,,0
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Sp,,0
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Other,,0
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Native Cases,Diagnosis Method,Total,,0
