District,zone,belt,region,Year BS,Year AD,Vaccines,No of children,Zone,Belt,Region
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,TT 2+ 4,3326,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2070/71,2013/14,BCG5,19961,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2070/71,2013/14,DPT-HepB 1 4,19328,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2070/71,2013/14,DPT-HepB 2 4,18754,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2070/71,2013/14,DPT-HepB 3 4,19009,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2070/71,2013/14,Polio14,19346,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2070/71,2013/14,Polio24,18751,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2070/71,2013/14,Polio34,19020,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2070/71,2013/14,Measles 9-11 months 4,18110,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2070/71,2013/14,Measles 12-23 4,613,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2070/71,2013/14,Japenese Encephalitis 4,13265,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2070/71,2013/14,TT 1 5,13987,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2070/71,2013/14,TT24,14597,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2070/71,2013/14,TT 2+ 5,6659,Mahakali,Hill,Far-Western
Bajhang,Seti,Mountain,Far-Western,2066/67,2009/10,BCG,5222,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2066/67,2009/10,DPT-HepB 1,4808,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2066/67,2009/10,DPT-HepB 2,4328,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2066/67,2009/10,DPT-HepB 3,3942,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2066/67,2009/10,Japenese Encephalitis,0,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2066/67,2009/10,Measles 12-23,206,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2066/67,2009/10,Measles 9-11 months,4452,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2066/67,2009/10,Polio1,5220,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2066/67,2009/10,Polio2,4792,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2066/67,2009/10,Polio3,4591,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2066/67,2009/10,TT 1,4029,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2066/67,2009/10,TT 2+,859,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2066/67,2009/10,TT2,2961,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2067/68,2010/11,BCG2,5638,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2067/68,2010/11,DPT-HepB 1 2,5700,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2067/68,2010/11,DPT-HepB 2 2,5758,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2067/68,2010/11,DPT-HepB 3 2,5785,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2067/68,2010/11,Japenese Encephalitis 2,0,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2067/68,2010/11,Measles 12-23 2,127,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2067/68,2010/11,Measles 9-11 months 2,4764,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2067/68,2010/11,Polio12,5673,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2067/68,2010/11,Polio22,5689,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2067/68,2010/11,Polio32,5765,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2067/68,2010/11,TT 1 2,4103,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2067/68,2010/11,TT 2+ 2,1090,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2067/68,2010/11,TT22,3156,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,BCG3,5322,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,DPT-HepB 1 3,5252,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,DPT-HepB 2 3,5214,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,DPT-HepB 3 3,5182,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Japenese Encephalitis 3,0,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Measles 12-23 3,86,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Measles 9-11 months 3,5081,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Polio13,5195,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Polio23,5118,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Polio33,5125,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,TT 1 3,3764,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,TT 2+ 3,1223,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,TT23,2931,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,BCG4,5122,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,DPT-Hep B1,4968,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,DPT-Hep B2,4910,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,DPT-Hep B3,4728,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,"Japnese
Encephalitis",0,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,"Measles 12-23
months",122,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,"Measles 9-11
months",4627,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,Polio 1,4956,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,Polio 2,4900,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,Polio 3,4727,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,TT 1 4,3629,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,TT 2,2612,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,TT 2+ 4,948,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2070/71,2013/14,BCG5,26503,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2070/71,2013/14,DPT-HepB 1 4,22770,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2070/71,2013/14,DPT-HepB 2 4,22552,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2070/71,2013/14,DPT-HepB 3 4,22601,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2070/71,2013/14,Polio14,22770,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2070/71,2013/14,Polio24,22552,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2070/71,2013/14,Polio34,22601,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2070/71,2013/14,Measles 9-11 months 4,20898,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2070/71,2013/14,Measles 12-23 4,204,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2070/71,2013/14,Japenese Encephalitis 4,15597,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2070/71,2013/14,TT 1 5,4531,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2070/71,2013/14,TT24,6986,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2070/71,2013/14,TT 2+ 5,13767,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2066/67,2009/10,BCG,4546,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2066/67,2009/10,DPT-HepB 1,4204,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2066/67,2009/10,DPT-HepB 2,3864,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2066/67,2009/10,DPT-HepB 3,3788,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2066/67,2009/10,Japenese Encephalitis,0,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2066/67,2009/10,Measles 12-23,441,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2066/67,2009/10,Measles 9-11 months,3531,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2066/67,2009/10,Polio1,4471,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2066/67,2009/10,Polio2,3860,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2066/67,2009/10,Polio3,3894,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2066/67,2009/10,TT 1,2277,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2066/67,2009/10,TT 2+,1155,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2066/67,2009/10,TT2,2197,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2067/68,2010/11,BCG2,3894,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2067/68,2010/11,DPT-HepB 1 2,3941,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2067/68,2010/11,DPT-HepB 2 2,4083,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2067/68,2010/11,DPT-HepB 3 2,4099,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2067/68,2010/11,Japenese Encephalitis 2,0,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2067/68,2010/11,Measles 12-23 2,222,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2067/68,2010/11,Measles 9-11 months 2,3702,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2067/68,2010/11,Polio12,3856,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2067/68,2010/11,Polio22,4013,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2067/68,2010/11,Polio32,4008,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2067/68,2010/11,TT 1 2,1421,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2067/68,2010/11,TT 2+ 2,1370,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2067/68,2010/11,TT22,1569,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,BCG3,3646,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,DPT-HepB 1 3,3442,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,DPT-HepB 2 3,3420,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,DPT-HepB 3 3,3386,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Japenese Encephalitis 3,0,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Measles 12-23 3,145,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Measles 9-11 months 3,3233,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Polio13,3433,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Polio23,3432,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Polio33,3329,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,TT 1 3,1095,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,TT 2+ 3,1237,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,TT23,1119,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,BCG4,3477,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,DPT-Hep B1,3477,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,DPT-Hep B2,3408,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,DPT-Hep B3,3381,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,"Japnese
Encephalitis",0,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,"Measles 12-23
months",162,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,"Measles 9-11
months",3375,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,Polio 1,3388,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,Polio 2,3506,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,Polio 3,3315,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,TT 1 4,1150,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,TT 2,1185,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,TT 2+ 4,1142,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,BCG5,17308,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,DPT-HepB 1 4,17403,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,DPT-HepB 2 4,16860,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,DPT-HepB 3 4,16755,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,Polio14,17403,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,Polio24,16860,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,Polio34,16755,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,Measles 9-11 months 4,16265,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,Measles 12-23 4,142,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,Japenese Encephalitis 4,11097,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,TT 1 5,7365,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,TT24,6826,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,TT 2+ 5,7625,Seti,Mountain,Far-Western
Banke,Bheri,Terai,Mid-Western,2066/67,2009/10,BCG,12021,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2066/67,2009/10,DPT-HepB 1,10296,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2066/67,2009/10,DPT-HepB 2,9662,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2066/67,2009/10,DPT-HepB 3,9224,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2066/67,2009/10,Japenese Encephalitis,6515,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2066/67,2009/10,Measles 12-23,158,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2066/67,2009/10,Measles 9-11 months,9477,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2066/67,2009/10,Polio1,10515,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2066/67,2009/10,Polio2,9997,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2066/67,2009/10,Polio3,9564,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2066/67,2009/10,TT 1,5635,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2066/67,2009/10,TT 2+,5308,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2066/67,2009/10,TT2,4740,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2067/68,2010/11,BCG2,12917,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2067/68,2010/11,DPT-HepB 1 2,11030,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2067/68,2010/11,DPT-HepB 2 2,11019,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2067/68,2010/11,DPT-HepB 3 2,10805,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2067/68,2010/11,Japenese Encephalitis 2,7475,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2067/68,2010/11,Measles 12-23 2,185,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2067/68,2010/11,Measles 9-11 months 2,9552,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2067/68,2010/11,Polio12,11022,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2067/68,2010/11,Polio22,11019,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2067/68,2010/11,Polio32,10803,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2067/68,2010/11,TT 1 2,6043,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2067/68,2010/11,TT 2+ 2,5315,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2067/68,2010/11,TT22,5175,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,BCG3,13593,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,DPT-HepB 1 3,11808,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,DPT-HepB 2 3,11381,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,DPT-HepB 3 3,11077,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Japenese Encephalitis 3,8254,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Measles 12-23 3,302,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Measles 9-11 months 3,10177,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Polio13,11808,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Polio23,11381,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Polio33,11077,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,TT 1 3,5991,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,TT 2+ 3,5740,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,TT23,4819,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,BCG4,12180,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,DPT-Hep B1,11183,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,DPT-Hep B2,10957,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,DPT-Hep B3,10934,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,"Japnese
Encephalitis",9233,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,"Measles 12-23
months",268,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,"Measles 9-11
months",10269,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Polio 1,11183,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Polio 2,10957,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Polio 3,10934,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,TT 1 4,6251,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,TT 2,5264,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,TT 2+ 4,5499,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,BCG5,3520,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,DPT-HepB 1 4,3522,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,DPT-HepB 2 4,3483,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,DPT-HepB 3 4,3512,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,Polio14,3522,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,Polio24,3483,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,Polio34,3512,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,Measles 9-11 months 4,3439,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,Measles 12-23 4,10,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,Japenese Encephalitis 4,0,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,TT 1 5,1283,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,TT24,1394,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,TT 2+ 5,1829,Bheri,Terai,Mid-Western
Bara,Narayani,Terai,Central,2066/67,2009/10,BCG,15743,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2066/67,2009/10,DPT-HepB 1,15260,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2066/67,2009/10,DPT-HepB 2,14232,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2066/67,2009/10,DPT-HepB 3,14772,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2066/67,2009/10,Japenese Encephalitis,2609,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2066/67,2009/10,Measles 12-23,251,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2066/67,2009/10,Measles 9-11 months,14384,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2066/67,2009/10,Polio1,15454,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2066/67,2009/10,Polio2,14538,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2066/67,2009/10,Polio3,14079,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2066/67,2009/10,TT 1,10162,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2066/67,2009/10,TT 2+,7306,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2066/67,2009/10,TT2,8461,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2067/68,2010/11,BCG2,17126,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2067/68,2010/11,DPT-HepB 1 2,17587,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2067/68,2010/11,DPT-HepB 2 2,18129,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2067/68,2010/11,DPT-HepB 3 2,17819,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2067/68,2010/11,Japenese Encephalitis 2,9372,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2067/68,2010/11,Measles 12-23 2,359,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2067/68,2010/11,Measles 9-11 months 2,15924,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2067/68,2010/11,Polio12,17588,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2067/68,2010/11,Polio22,18129,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2067/68,2010/11,Polio32,17811,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2067/68,2010/11,TT 1 2,8402,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2067/68,2010/11,TT 2+ 2,9050,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2067/68,2010/11,TT22,7363,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2068/69,2011/12,BCG3,17245,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2068/69,2011/12,DPT-HepB 1 3,16910,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2068/69,2011/12,DPT-HepB 2 3,16468,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2068/69,2011/12,DPT-HepB 3 3,15958,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2068/69,2011/12,Japenese Encephalitis 3,9183,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2068/69,2011/12,Measles 12-23 3,306,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2068/69,2011/12,Measles 9-11 months 3,15130,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2068/69,2011/12,Polio13,16930,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2068/69,2011/12,Polio23,16351,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2068/69,2011/12,Polio33,15901,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2068/69,2011/12,TT 1 3,7723,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2068/69,2011/12,TT 2+ 3,8779,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2068/69,2011/12,TT23,7029,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2069/70,2012/13,BCG4,16068,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2069/70,2012/13,DPT-Hep B1,16719,Narayani,Terai,Central
