District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator 1,Sub-Indicator,Sub-Indicator,Value
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,CYP,Depo,Total,5034.5
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,CYP,IUD,Total,2008
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,CYP,Norplant,Total,475
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Condom,2.68
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Pills,1.79
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Depo,3.2
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,IUD,0.09
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Norplant,0.03
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Total,7.79
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Condom,2.68
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Pills,3.92
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Depo,9.25
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,IUD,0.54
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Implant,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Total,16.39
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,CPR,Current Users as % of MWRA,Total,57.82
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,CYP,Condom,Total,3689.52
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,CYP,Pills,Total,4151
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,CYP,Depo,Total,9102.5
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,CYP,IUD,Total,1008
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,CYP,Norplant,Total,215
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Condom,2.76
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Pills,1.89
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Depo,4.8
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,IUD,0.51
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Norplant,0.31
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Total,10.26
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Condom,2.76
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Pills,1.88
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Depo,5.03
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,IUD,1.24
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Implant,1.27
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Total,12.17
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,CPR,Current Users as % of MWRA,Total,53.89
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,CYP,Condom,Total,3744.54
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,CYP,Pills,Total,2707
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,CYP,Depo,Total,7982
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,CYP,IUD,Total,6512
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,CYP,Norplant,Total,2150
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Condom,2.66
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Pills,1.33
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Depo,3.33
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,IUD,0.26
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Norplant,0.12
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Total,7.7
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Condom,2.66
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Pills,1.25
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Depo,4.01
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,IUD,0.16
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Implant,0.07
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Total,8.15
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,CPR,Current Users as % of MWRA,Total,59.75
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,CYP,Condom,Total,4140.18
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,CYP,Pills,Total,1744.62
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,CYP,Depo,Total,6447.75
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,CYP,IUD,Total,3616
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,CYP,Norplant,Total,1640
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Condom,2.69
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Pills,1.74
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Depo,3.43
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,IUD,0.79
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Norplant,0.14
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Total,8.8
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Condom,2.69
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Pills,4.47
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Depo,10.73
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,IUD,1.52
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Implant,0.39
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Total,19.8
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,CPR,Current Users as % of MWRA,Total,61.82
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,CYP,Condom,Total,3423.22
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,CYP,Pills,Total,2848.77
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,CYP,Depo,Total,8086.5
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,CYP,IUD,Total,8096
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,CYP,Norplant,Total,900
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Condom,2.5
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Pills,2.99
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Depo,3.33
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,IUD,0.81
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Norplant,0.66
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Total,10.29
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Condom,2.5
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Pills,3.6
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Depo,4.76
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,IUD,2.15
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Implant,1.73
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Total,14.73
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,CPR,Current Users as % of MWRA,Total,60.7
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,CYP,Condom,Total,3674.01
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,CYP,Pills,Total,3724.69
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,CYP,Depo,Total,5418.75
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,CYP,IUD,Total,9512
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,CYP,Norplant,Total,4880
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Condom,2.03
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Pills,1.73
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Depo,3.6
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,IUD,0.17
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Norplant,0.57
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Total,8.1
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Condom,2.03
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Pills,3.06
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Depo,7.28
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,IUD,1.14
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Implant,1.97
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Total,15.48
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,CPR,Current Users as % of MWRA,Total,30
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,CYP,Condom,Total,1315.83
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,CYP,Pills,Total,1447.31
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,CYP,Depo,Total,4104.5
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,CYP,IUD,Total,864
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,CYP,Norplant,Total,1855
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Condom,1.74
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Pills,0.54
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Depo,3.34
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,IUD,0.47
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Norplant,0.55
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Total,6.64
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Condom,1.74
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Pills,1.33
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Depo,10.07
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,IUD,2.59
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Implant,2.57
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Total,18.3
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,CPR,Current Users as % of MWRA,Total,25.98
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,CYP,Condom,Total,836.89
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,CYP,Pills,Total,605.92
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,CYP,Depo,Total,4478.75
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,CYP,IUD,Total,1824
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,CYP,Norplant,Total,1345
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Condom,1.8
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Pills,2.66
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Depo,7.51
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,IUD,0.23
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Norplant,0.46
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Total,12.67
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Condom,1.8
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Pills,1.66
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Depo,7.89
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,IUD,0.65
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Implant,1.43
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Total,13.43
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,CPR,Current Users as % of MWRA,Total,29.89
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,CYP,Condom,Total,879.22
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,CYP,Pills,Total,820.54
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,CYP,Depo,Total,3869.5
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,CYP,IUD,Total,832
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,CYP,Norplant,Total,1080
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Condom,1.47
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Pills,0.99
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Depo,3.8
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,IUD,1.05
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Norplant,0.27
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Total,7.58
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Condom,1.47
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Pills,1.93
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Depo,12.25
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,IUD,2.03
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Implant,1.65
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Total,19.33
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,CPR,Current Users as % of MWRA,Total,33.12
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,CYP,Condom,Total,1048.89
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,CYP,Pills,Total,1219.62
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,CYP,Depo,Total,8880.75
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,CYP,IUD,Total,6136
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,CYP,Norplant,Total,965
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Condom,2.83
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Pills,1.6
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Depo,4.97
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,IUD,0.9
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Norplant,1.34
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Total,11.63
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Condom,2.83
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Pills,2.18
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Depo,13.52
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,IUD,4.29
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Implant,7.85
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Total,30.66
Kavre,Bagmati,Hill,Central,2068/69,2011/12,CPR,Current Users as % of MWRA,Total,50.69
Kavre,Bagmati,Hill,Central,2068/69,2011/12,CYP,Condom,Total,2631.57
Kavre,Bagmati,Hill,Central,2068/69,2011/12,CYP,Pills,Total,2063.62
Kavre,Bagmati,Hill,Central,2068/69,2011/12,CYP,Depo,Total,10104.5
Kavre,Bagmati,Hill,Central,2068/69,2011/12,CYP,IUD,Total,6728
Kavre,Bagmati,Hill,Central,2068/69,2011/12,CYP,Norplant,Total,6345
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Condom,2.32
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Pills,2.11
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Depo,5.32
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,IUD,1.56
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Norplant,0.7
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Total,12.01
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Condom,2.32
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Pills,2.98
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Depo,13.65
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,IUD,5.65
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Implant,6.52
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Total,31.12
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,CPR,Current Users as % of MWRA,Total,62.15
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,CYP,Condom,Total,2193.25
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,CYP,Pills,Total,1614.85
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,CYP,Depo,Total,8134.25
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,CYP,IUD,Total,13656
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,CYP,Norplant,Total,4145
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Condom,1.32
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Pills,1.58
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Depo,5.02
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,IUD,1.14
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Norplant,0.6
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Total,9.65
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Condom,1.32
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Pills,2.13
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Depo,9.98
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,IUD,3.7
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Implant,3.03
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Total,20.16
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,CPR,Current Users as % of MWRA,Total,40.02
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,CYP,Condom,Total,813.47
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,CYP,Pills,Total,1399.85
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,CYP,Depo,Total,6150.5
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,CYP,IUD,Total,5648
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,CYP,Norplant,Total,1840
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Condom,1.2
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Pills,1.68
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Depo,4.21
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,IUD,0.89
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Norplant,0.74
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Total,8.72
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Condom,1.2
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Pills,2.57
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Depo,9.99
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,IUD,4.83
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Implant,3.09
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Total,21.68
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,CPR,Current Users as % of MWRA,Total,39.69
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,CYP,Condom,Total,3458.54
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,CYP,Pills,Total,4985
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,CYP,Depo,Total,22699.25
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,CYP,IUD,Total,20416
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,CYP,Norplant,Total,10625
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Condom,1.77
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Pills,1.59
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Depo,4.97
