Year AD,Year BS,District,zone,belt,region,Type of disease,Number of patient,Zone,Belt,Region
2012/013,2069/70,Manang,Gandaki,Mountain,Western,Intestinal Worms,608,Gandaki,Mountain,Western
2012/013,2069/70,Manang,Gandaki,Mountain,Western,"Jaundice and Infective
Hepatitis",11,Gandaki,Mountain,Western
2012/013,2069/70,Mustang,Dhawalagiri,Mountain,Western,Typhoid (Enteric Fever),61,Dhawalagiri,Mountain,Western
2012/013,2069/70,Mustang,Dhawalagiri,Mountain,Western,Acute gastro enteritis,706,Dhawalagiri,Mountain,Western
2012/013,2069/70,Mustang,Dhawalagiri,Mountain,Western,Ameobic Dysentry,442,Dhawalagiri,Mountain,Western
2012/013,2069/70,Mustang,Dhawalagiri,Mountain,Western,Baccilary Dysentry,154,Dhawalagiri,Mountain,Western
2012/013,2069/70,Mustang,Dhawalagiri,Mountain,Western,"Presumed non infectious
diarrhoea",931,Dhawalagiri,Mountain,Western
2012/013,2069/70,Mustang,Dhawalagiri,Mountain,Western,Cholera,6,Dhawalagiri,Mountain,Western
2012/013,2069/70,Mustang,Dhawalagiri,Mountain,Western,Intestinal Worms,725,Dhawalagiri,Mountain,Western
2012/013,2069/70,Mustang,Dhawalagiri,Mountain,Western,"Jaundice and Infective
Hepatitis",14,Dhawalagiri,Mountain,Western
2012/013,2069/70,Myagdi,Dhawalagiri,Hill,Western,Typhoid (Enteric Fever),1350,Dhawalagiri,Hill,Western
2012/013,2069/70,Myagdi,Dhawalagiri,Hill,Western,Acute gastro enteritis,1000,Dhawalagiri,Hill,Western
2012/013,2069/70,Myagdi,Dhawalagiri,Hill,Western,Ameobic Dysentry,3081,Dhawalagiri,Hill,Western
2012/013,2069/70,Myagdi,Dhawalagiri,Hill,Western,Baccilary Dysentry,1246,Dhawalagiri,Hill,Western
2012/013,2069/70,Myagdi,Dhawalagiri,Hill,Western,"Presumed non infectious
diarrhoea",4571,Dhawalagiri,Hill,Western
2012/013,2069/70,Myagdi,Dhawalagiri,Hill,Western,Cholera,0,Dhawalagiri,Hill,Western
2012/013,2069/70,Myagdi,Dhawalagiri,Hill,Western,Intestinal Worms,2965,Dhawalagiri,Hill,Western
2012/013,2069/70,Myagdi,Dhawalagiri,Hill,Western,"Jaundice and Infective
Hepatitis",453,Dhawalagiri,Hill,Western
2012/013,2069/70,Parbat,Dhawalagiri,Hill,Western,Typhoid (Enteric Fever),5397,Dhawalagiri,Hill,Western
2012/013,2069/70,Parbat,Dhawalagiri,Hill,Western,Acute gastro enteritis,1752,Dhawalagiri,Hill,Western
2012/013,2069/70,Parbat,Dhawalagiri,Hill,Western,Ameobic Dysentry,4246,Dhawalagiri,Hill,Western
2012/013,2069/70,Parbat,Dhawalagiri,Hill,Western,Baccilary Dysentry,923,Dhawalagiri,Hill,Western
2012/013,2069/70,Parbat,Dhawalagiri,Hill,Western,"Presumed non infectious
diarrhoea",4925,Dhawalagiri,Hill,Western
2012/013,2069/70,Parbat,Dhawalagiri,Hill,Western,Cholera,48,Dhawalagiri,Hill,Western
2012/013,2069/70,Parbat,Dhawalagiri,Hill,Western,Intestinal Worms,3725,Dhawalagiri,Hill,Western
2012/013,2069/70,Parbat,Dhawalagiri,Hill,Western,"Jaundice and Infective
Hepatitis",495,Dhawalagiri,Hill,Western
2012/013,2069/70,Baglung,Dhawalagiri,Hill,Western,Typhoid (Enteric Fever),12653,Dhawalagiri,Hill,Western
2012/013,2069/70,Baglung,Dhawalagiri,Hill,Western,Acute gastro enteritis,3833,Dhawalagiri,Hill,Western
2012/013,2069/70,Baglung,Dhawalagiri,Hill,Western,Ameobic Dysentry,6602,Dhawalagiri,Hill,Western
2012/013,2069/70,Baglung,Dhawalagiri,Hill,Western,Baccilary Dysentry,3402,Dhawalagiri,Hill,Western
2012/013,2069/70,Baglung,Dhawalagiri,Hill,Western,"Presumed non infectious
diarrhoea",7137,Dhawalagiri,Hill,Western
2012/013,2069/70,Baglung,Dhawalagiri,Hill,Western,Cholera,0,Dhawalagiri,Hill,Western
2012/013,2069/70,Baglung,Dhawalagiri,Hill,Western,Intestinal Worms,6071,Dhawalagiri,Hill,Western
2012/013,2069/70,Baglung,Dhawalagiri,Hill,Western,"Jaundice and Infective
Hepatitis",839,Dhawalagiri,Hill,Western
2012/013,2069/70,Gulmi,Lumbini,Hill,Western,Typhoid (Enteric Fever),7826,Lumbini,Hill,Western
2012/013,2069/70,Gulmi,Lumbini,Hill,Western,Acute gastro enteritis,4588,Lumbini,Hill,Western
2012/013,2069/70,Gulmi,Lumbini,Hill,Western,Ameobic Dysentry,7443,Lumbini,Hill,Western
2012/013,2069/70,Gulmi,Lumbini,Hill,Western,Baccilary Dysentry,2106,Lumbini,Hill,Western
2012/013,2069/70,Gulmi,Lumbini,Hill,Western,"Presumed non infectious
diarrhoea",3657,Lumbini,Hill,Western
2012/013,2069/70,Gulmi,Lumbini,Hill,Western,Cholera,0,Lumbini,Hill,Western
2012/013,2069/70,Gulmi,Lumbini,Hill,Western,Intestinal Worms,9513,Lumbini,Hill,Western
2012/013,2069/70,Gulmi,Lumbini,Hill,Western,"Jaundice and Infective
Hepatitis",1116,Lumbini,Hill,Western
2012/013,2069/70,Palpa,Lumbini,Hill,Western,Typhoid (Enteric Fever),11094,Lumbini,Hill,Western
2012/013,2069/70,Palpa,Lumbini,Hill,Western,Acute gastro enteritis,2071,Lumbini,Hill,Western
2012/013,2069/70,Palpa,Lumbini,Hill,Western,Ameobic Dysentry,6165,Lumbini,Hill,Western
2012/013,2069/70,Palpa,Lumbini,Hill,Western,Baccilary Dysentry,2163,Lumbini,Hill,Western
2012/013,2069/70,Palpa,Lumbini,Hill,Western,"Presumed non infectious
diarrhoea",8646,Lumbini,Hill,Western
2012/013,2069/70,Palpa,Lumbini,Hill,Western,Cholera,48,Lumbini,Hill,Western
2012/013,2069/70,Palpa,Lumbini,Hill,Western,Intestinal Worms,5331,Lumbini,Hill,Western
2012/013,2069/70,Palpa,Lumbini,Hill,Western,"Jaundice and Infective
Hepatitis",425,Lumbini,Hill,Western
2012/013,2069/70,Nawalparasi,Lumbini,Terai,Western,Typhoid (Enteric Fever),10445,Lumbini,Terai,Western
2012/013,2069/70,Nawalparasi,Lumbini,Terai,Western,Acute gastro enteritis,7813,Lumbini,Terai,Western
2012/013,2069/70,Nawalparasi,Lumbini,Terai,Western,Ameobic Dysentry,9135,Lumbini,Terai,Western
2012/013,2069/70,Nawalparasi,Lumbini,Terai,Western,Baccilary Dysentry,4855,Lumbini,Terai,Western
2012/013,2069/70,Nawalparasi,Lumbini,Terai,Western,"Presumed non infectious
diarrhoea",22822,Lumbini,Terai,Western
2012/013,2069/70,Nawalparasi,Lumbini,Terai,Western,Cholera,0,Lumbini,Terai,Western
2012/013,2069/70,Nawalparasi,Lumbini,Terai,Western,Intestinal Worms,11630,Lumbini,Terai,Western
2012/013,2069/70,Nawalparasi,Lumbini,Terai,Western,"Jaundice and Infective
Hepatitis",537,Lumbini,Terai,Western
2012/013,2069/70,Rupandehi,Lumbini,Terai,Western,Typhoid (Enteric Fever),0,Lumbini,Terai,Western
2012/013,2069/70,Rupandehi,Lumbini,Terai,Western,Acute gastro enteritis,0,Lumbini,Terai,Western
2012/013,2069/70,Rupandehi,Lumbini,Terai,Western,Ameobic Dysentry,0,Lumbini,Terai,Western
2012/013,2069/70,Rupandehi,Lumbini,Terai,Western,Baccilary Dysentry,0,Lumbini,Terai,Western
2012/013,2069/70,Rupandehi,Lumbini,Terai,Western,"Presumed non infectious
diarrhoea",0,Lumbini,Terai,Western
2012/013,2069/70,Rupandehi,Lumbini,Terai,Western,Cholera,0,Lumbini,Terai,Western
2012/013,2069/70,Rupandehi,Lumbini,Terai,Western,Intestinal Worms,0,Lumbini,Terai,Western
2012/013,2069/70,Rupandehi,Lumbini,Terai,Western,"Jaundice and Infective
Hepatitis",0,Lumbini,Terai,Western
2012/013,2069/70,Kapilbastu,Lumbini,Terai,Western,Typhoid (Enteric Fever),13518,Lumbini,Terai,Western
2012/013,2069/70,Kapilbastu,Lumbini,Terai,Western,Acute gastro enteritis,12833,Lumbini,Terai,Western
2012/013,2069/70,Kapilbastu,Lumbini,Terai,Western,Ameobic Dysentry,27141,Lumbini,Terai,Western
2012/013,2069/70,Kapilbastu,Lumbini,Terai,Western,Baccilary Dysentry,12028,Lumbini,Terai,Western
2012/013,2069/70,Kapilbastu,Lumbini,Terai,Western,"Presumed non infectious
diarrhoea",16466,Lumbini,Terai,Western
2012/013,2069/70,Kapilbastu,Lumbini,Terai,Western,Cholera,237,Lumbini,Terai,Western
2012/013,2069/70,Kapilbastu,Lumbini,Terai,Western,Intestinal Worms,17681,Lumbini,Terai,Western
2012/013,2069/70,Kapilbastu,Lumbini,Terai,Western,"Jaundice and Infective
Hepatitis",545,Lumbini,Terai,Western
2012/013,2069/70,Arghakhanchi,Lumbini,Hill,Western,Typhoid (Enteric Fever),7148,Lumbini,Hill,Western
2012/013,2069/70,Arghakhanchi,Lumbini,Hill,Western,Acute gastro enteritis,2260,Lumbini,Hill,Western
2012/013,2069/70,Arghakhanchi,Lumbini,Hill,Western,Ameobic Dysentry,5994,Lumbini,Hill,Western
2012/013,2069/70,Arghakhanchi,Lumbini,Hill,Western,Baccilary Dysentry,2276,Lumbini,Hill,Western
2012/013,2069/70,Arghakhanchi,Lumbini,Hill,Western,"Presumed non infectious
diarrhoea",5735,Lumbini,Hill,Western
2012/013,2069/70,Arghakhanchi,Lumbini,Hill,Western,Cholera,35,Lumbini,Hill,Western
2012/013,2069/70,Arghakhanchi,Lumbini,Hill,Western,Intestinal Worms,5485,Lumbini,Hill,Western
2012/013,2069/70,Arghakhanchi,Lumbini,Hill,Western,"Jaundice and Infective
Hepatitis",611,Lumbini,Hill,Western
2012/013,2069/70,Western,,,,Typhoid (Enteric Fever),111386,,,
2012/013,2069/70,Western,,,,Acute gastro enteritis,63851,,,
2012/013,2069/70,Western,,,,Ameobic Dysentry,101275,,,
2012/013,2069/70,Western,,,,Baccilary Dysentry,39993,,,
2012/013,2069/70,Western,,,,"Presumed non infectious
diarrhoea",108622,,,
2012/013,2069/70,Western,,,,Cholera,447,,,
2012/013,2069/70,Western,,,,Intestinal Worms,94828,,,
2012/013,2069/70,Western,,,,"Jaundice and Infective
Hepatitis",10886,,,
2012/013,2069/70,Pyuthan,Rapti,Hill,Mid-Western,Typhoid (Enteric Fever),9574,Rapti,Hill,Mid-Western
2012/013,2069/70,Pyuthan,Rapti,Hill,Mid-Western,Acute gastro enteritis,3014,Rapti,Hill,Mid-Western
2012/013,2069/70,Pyuthan,Rapti,Hill,Mid-Western,Ameobic Dysentry,6447,Rapti,Hill,Mid-Western
2012/013,2069/70,Pyuthan,Rapti,Hill,Mid-Western,Baccilary Dysentry,3157,Rapti,Hill,Mid-Western
2012/013,2069/70,Pyuthan,Rapti,Hill,Mid-Western,"Presumed non infectious
diarrhoea",12515,Rapti,Hill,Mid-Western
2012/013,2069/70,Pyuthan,Rapti,Hill,Mid-Western,Cholera,0,Rapti,Hill,Mid-Western
2012/013,2069/70,Pyuthan,Rapti,Hill,Mid-Western,Intestinal Worms,4803,Rapti,Hill,Mid-Western
2012/013,2069/70,Pyuthan,Rapti,Hill,Mid-Western,"Jaundice and Infective
Hepatitis",964,Rapti,Hill,Mid-Western
2012/013,2069/70,Rolpa,Rapti,Hill,Mid-Western,Typhoid (Enteric Fever),7409,Rapti,Hill,Mid-Western
2012/013,2069/70,Rolpa,Rapti,Hill,Mid-Western,Acute gastro enteritis,2748,Rapti,Hill,Mid-Western
2012/013,2069/70,Rolpa,Rapti,Hill,Mid-Western,Ameobic Dysentry,5821,Rapti,Hill,Mid-Western
2012/013,2069/70,Rolpa,Rapti,Hill,Mid-Western,Baccilary Dysentry,2356,Rapti,Hill,Mid-Western
2012/013,2069/70,Rolpa,Rapti,Hill,Mid-Western,"Presumed non infectious
diarrhoea",8874,Rapti,Hill,Mid-Western
2012/013,2069/70,Rolpa,Rapti,Hill,Mid-Western,Cholera,0,Rapti,Hill,Mid-Western
2012/013,2069/70,Rolpa,Rapti,Hill,Mid-Western,Intestinal Worms,3976,Rapti,Hill,Mid-Western
2012/013,2069/70,Rolpa,Rapti,Hill,Mid-Western,"Jaundice and Infective
Hepatitis",263,Rapti,Hill,Mid-Western
2012/013,2069/70,Rukum,Rapti,Hill,Mid-Western,Typhoid (Enteric Fever),8850,Rapti,Hill,Mid-Western
2012/013,2069/70,Rukum,Rapti,Hill,Mid-Western,Acute gastro enteritis,2693,Rapti,Hill,Mid-Western
2012/013,2069/70,Rukum,Rapti,Hill,Mid-Western,Ameobic Dysentry,6310,Rapti,Hill,Mid-Western
2012/013,2069/70,Rukum,Rapti,Hill,Mid-Western,Baccilary Dysentry,3134,Rapti,Hill,Mid-Western
2012/013,2069/70,Rukum,Rapti,Hill,Mid-Western,"Presumed non infectious
diarrhoea",8304,Rapti,Hill,Mid-Western
2012/013,2069/70,Rukum,Rapti,Hill,Mid-Western,Cholera,222,Rapti,Hill,Mid-Western
2012/013,2069/70,Rukum,Rapti,Hill,Mid-Western,Intestinal Worms,6862,Rapti,Hill,Mid-Western
2012/013,2069/70,Rukum,Rapti,Hill,Mid-Western,"Jaundice and Infective
Hepatitis",310,Rapti,Hill,Mid-Western
2012/013,2069/70,Salyan,Rapti,Hill,Mid-Western,Typhoid (Enteric Fever),10609,Rapti,Hill,Mid-Western
2012/013,2069/70,Salyan,Rapti,Hill,Mid-Western,Acute gastro enteritis,3917,Rapti,Hill,Mid-Western
2012/013,2069/70,Salyan,Rapti,Hill,Mid-Western,Ameobic Dysentry,10272,Rapti,Hill,Mid-Western
2012/013,2069/70,Salyan,Rapti,Hill,Mid-Western,Baccilary Dysentry,5715,Rapti,Hill,Mid-Western
2012/013,2069/70,Salyan,Rapti,Hill,Mid-Western,"Presumed non infectious
diarrhoea",7322,Rapti,Hill,Mid-Western
2012/013,2069/70,Salyan,Rapti,Hill,Mid-Western,Cholera,0,Rapti,Hill,Mid-Western
2012/013,2069/70,Salyan,Rapti,Hill,Mid-Western,Intestinal Worms,5186,Rapti,Hill,Mid-Western
2012/013,2069/70,Salyan,Rapti,Hill,Mid-Western,"Jaundice and Infective
Hepatitis",637,Rapti,Hill,Mid-Western
2012/013,2069/70,Dang,Rapti,Terai,Mid-Western,Typhoid (Enteric Fever),18046,Rapti,Terai,Mid-Western
2012/013,2069/70,Dang,Rapti,Terai,Mid-Western,Acute gastro enteritis,7106,Rapti,Terai,Mid-Western
2012/013,2069/70,Dang,Rapti,Terai,Mid-Western,Ameobic Dysentry,11634,Rapti,Terai,Mid-Western
2012/013,2069/70,Dang,Rapti,Terai,Mid-Western,Baccilary Dysentry,5638,Rapti,Terai,Mid-Western
2012/013,2069/70,Dang,Rapti,Terai,Mid-Western,"Presumed non infectious
diarrhoea",13632,Rapti,Terai,Mid-Western
2012/013,2069/70,Dang,Rapti,Terai,Mid-Western,Cholera,0,Rapti,Terai,Mid-Western
2012/013,2069/70,Dang,Rapti,Terai,Mid-Western,Intestinal Worms,12107,Rapti,Terai,Mid-Western
2012/013,2069/70,Dang,Rapti,Terai,Mid-Western,"Jaundice and Infective
Hepatitis",2143,Rapti,Terai,Mid-Western
2012/013,2069/70,Banke,Bheri,Terai,Mid-Western,Typhoid (Enteric Fever),9079,Bheri,Terai,Mid-Western
2012/013,2069/70,Banke,Bheri,Terai,Mid-Western,Acute gastro enteritis,6002,Bheri,Terai,Mid-Western
2012/013,2069/70,Banke,Bheri,Terai,Mid-Western,Ameobic Dysentry,14339,Bheri,Terai,Mid-Western
2012/013,2069/70,Banke,Bheri,Terai,Mid-Western,Baccilary Dysentry,6150,Bheri,Terai,Mid-Western
2012/013,2069/70,Banke,Bheri,Terai,Mid-Western,"Presumed non infectious
diarrhoea",15899,Bheri,Terai,Mid-Western
2012/013,2069/70,Banke,Bheri,Terai,Mid-Western,Cholera,188,Bheri,Terai,Mid-Western
2012/013,2069/70,Banke,Bheri,Terai,Mid-Western,Intestinal Worms,12155,Bheri,Terai,Mid-Western
2012/013,2069/70,Banke,Bheri,Terai,Mid-Western,"Jaundice and Infective
Hepatitis",482,Bheri,Terai,Mid-Western
2012/013,2069/70,Bardiya,Bheri,Terai,Mid-Western,Typhoid (Enteric Fever),15388,Bheri,Terai,Mid-Western
2012/013,2069/70,Bardiya,Bheri,Terai,Mid-Western,Acute gastro enteritis,6150,Bheri,Terai,Mid-Western
2012/013,2069/70,Bardiya,Bheri,Terai,Mid-Western,Ameobic Dysentry,13781,Bheri,Terai,Mid-Western
2012/013,2069/70,Bardiya,Bheri,Terai,Mid-Western,Baccilary Dysentry,8305,Bheri,Terai,Mid-Western
2012/013,2069/70,Bardiya,Bheri,Terai,Mid-Western,"Presumed non infectious
diarrhoea",11556,Bheri,Terai,Mid-Western
2012/013,2069/70,Bardiya,Bheri,Terai,Mid-Western,Cholera,0,Bheri,Terai,Mid-Western
2012/013,2069/70,Bardiya,Bheri,Terai,Mid-Western,Intestinal Worms,13805,Bheri,Terai,Mid-Western
2012/013,2069/70,Bardiya,Bheri,Terai,Mid-Western,"Jaundice and Infective
Hepatitis",1123,Bheri,Terai,Mid-Western
2012/013,2069/70,Surkhet,Bheri,Hill,Mid-Western,Typhoid (Enteric Fever),14801,Bheri,Hill,Mid-Western
2012/013,2069/70,Surkhet,Bheri,Hill,Mid-Western,Acute gastro enteritis,7322,Bheri,Hill,Mid-Western
2012/013,2069/70,Surkhet,Bheri,Hill,Mid-Western,Ameobic Dysentry,11040,Bheri,Hill,Mid-Western
2012/013,2069/70,Surkhet,Bheri,Hill,Mid-Western,Baccilary Dysentry,5261,Bheri,Hill,Mid-Western
2012/013,2069/70,Surkhet,Bheri,Hill,Mid-Western,"Presumed non infectious
diarrhoea",6678,Bheri,Hill,Mid-Western
2012/013,2069/70,Surkhet,Bheri,Hill,Mid-Western,Cholera,0,Bheri,Hill,Mid-Western
2012/013,2069/70,Surkhet,Bheri,Hill,Mid-Western,Intestinal Worms,11545,Bheri,Hill,Mid-Western
2012/013,2069/70,Surkhet,Bheri,Hill,Mid-Western,"Jaundice and Infective
Hepatitis",533,Bheri,Hill,Mid-Western
2012/013,2069/70,Dailekh,Bheri,Hill,Mid-Western,Typhoid (Enteric Fever),14778,Bheri,Hill,Mid-Western
2012/013,2069/70,Dailekh,Bheri,Hill,Mid-Western,Acute gastro enteritis,3402,Bheri,Hill,Mid-Western
2012/013,2069/70,Dailekh,Bheri,Hill,Mid-Western,Ameobic Dysentry,6342,Bheri,Hill,Mid-Western
2012/013,2069/70,Dailekh,Bheri,Hill,Mid-Western,Baccilary Dysentry,3968,Bheri,Hill,Mid-Western
2012/013,2069/70,Dailekh,Bheri,Hill,Mid-Western,"Presumed non infectious
diarrhoea",19399,Bheri,Hill,Mid-Western
2012/013,2069/70,Dailekh,Bheri,Hill,Mid-Western,Cholera,41,Bheri,Hill,Mid-Western
2012/013,2069/70,Dailekh,Bheri,Hill,Mid-Western,Intestinal Worms,6970,Bheri,Hill,Mid-Western
2012/013,2069/70,Dailekh,Bheri,Hill,Mid-Western,"Jaundice and Infective
Hepatitis",196,Bheri,Hill,Mid-Western
2012/013,2069/70,Jajarkot,Bheri,Hill,Mid-Western,Typhoid (Enteric Fever),4071,Bheri,Hill,Mid-Western
2012/013,2069/70,Jajarkot,Bheri,Hill,Mid-Western,Acute gastro enteritis,4053,Bheri,Hill,Mid-Western
2012/013,2069/70,Jajarkot,Bheri,Hill,Mid-Western,Ameobic Dysentry,4747,Bheri,Hill,Mid-Western
2012/013,2069/70,Jajarkot,Bheri,Hill,Mid-Western,Baccilary Dysentry,2978,Bheri,Hill,Mid-Western
2012/013,2069/70,Jajarkot,Bheri,Hill,Mid-Western,"Presumed non infectious
diarrhoea",4941,Bheri,Hill,Mid-Western
2012/013,2069/70,Jajarkot,Bheri,Hill,Mid-Western,Cholera,0,Bheri,Hill,Mid-Western
2012/013,2069/70,Jajarkot,Bheri,Hill,Mid-Western,Intestinal Worms,7028,Bheri,Hill,Mid-Western
2012/013,2069/70,Jajarkot,Bheri,Hill,Mid-Western,"Jaundice and Infective
Hepatitis",192,Bheri,Hill,Mid-Western
2012/013,2069/70,Dolpa,Karnali,Mountain,Mid-Western,Typhoid (Enteric Fever),810,Karnali,Mountain,Mid-Western
2012/013,2069/70,Dolpa,Karnali,Mountain,Mid-Western,Acute gastro enteritis,305,Karnali,Mountain,Mid-Western
2012/013,2069/70,Dolpa,Karnali,Mountain,Mid-Western,Ameobic Dysentry,1209,Karnali,Mountain,Mid-Western
2012/013,2069/70,Dolpa,Karnali,Mountain,Mid-Western,Baccilary Dysentry,691,Karnali,Mountain,Mid-Western
2012/013,2069/70,Dolpa,Karnali,Mountain,Mid-Western,"Presumed non infectious
diarrhoea",1507,Karnali,Mountain,Mid-Western
2012/013,2069/70,Dolpa,Karnali,Mountain,Mid-Western,Cholera,0,Karnali,Mountain,Mid-Western
2012/013,2069/70,Dolpa,Karnali,Mountain,Mid-Western,Intestinal Worms,5515,Karnali,Mountain,Mid-Western
2012/013,2069/70,Dolpa,Karnali,Mountain,Mid-Western,"Jaundice and Infective
Hepatitis",116,Karnali,Mountain,Mid-Western
2012/013,2069/70,Jumla,Karnali,Mountain,Mid-Western,Typhoid (Enteric Fever),1025,Karnali,Mountain,Mid-Western
2012/013,2069/70,Jumla,Karnali,Mountain,Mid-Western,Acute gastro enteritis,2304,Karnali,Mountain,Mid-Western
2012/013,2069/70,Jumla,Karnali,Mountain,Mid-Western,Ameobic Dysentry,2614,Karnali,Mountain,Mid-Western
2012/013,2069/70,Jumla,Karnali,Mountain,Mid-Western,Baccilary Dysentry,1918,Karnali,Mountain,Mid-Western
2012/013,2069/70,Jumla,Karnali,Mountain,Mid-Western,"Presumed non infectious
diarrhoea",3291,Karnali,Mountain,Mid-Western
2012/013,2069/70,Jumla,Karnali,Mountain,Mid-Western,Cholera,0,Karnali,Mountain,Mid-Western
2012/013,2069/70,Jumla,Karnali,Mountain,Mid-Western,Intestinal Worms,6737,Karnali,Mountain,Mid-Western
2012/013,2069/70,Jumla,Karnali,Mountain,Mid-Western,"Jaundice and Infective
Hepatitis",231,Karnali,Mountain,Mid-Western
2012/013,2069/70,Kalikot,Karnali,Mountain,Mid-Western,Typhoid (Enteric Fever),1041,Karnali,Mountain,Mid-Western
2012/013,2069/70,Kalikot,Karnali,Mountain,Mid-Western,Acute gastro enteritis,1853,Karnali,Mountain,Mid-Western
2012/013,2069/70,Kalikot,Karnali,Mountain,Mid-Western,Ameobic Dysentry,4147,Karnali,Mountain,Mid-Western
2012/013,2069/70,Kalikot,Karnali,Mountain,Mid-Western,Baccilary Dysentry,2341,Karnali,Mountain,Mid-Western
2012/013,2069/70,Kalikot,Karnali,Mountain,Mid-Western,"Presumed non infectious
diarrhoea",2097,Karnali,Mountain,Mid-Western
2012/013,2069/70,Kalikot,Karnali,Mountain,Mid-Western,Cholera,39,Karnali,Mountain,Mid-Western
2012/013,2069/70,Kalikot,Karnali,Mountain,Mid-Western,Intestinal Worms,6477,Karnali,Mountain,Mid-Western
2012/013,2069/70,Kalikot,Karnali,Mountain,Mid-Western,"Jaundice and Infective
Hepatitis",130,Karnali,Mountain,Mid-Western
2012/013,2069/70,Mugu,Karnali,Mountain,Mid-Western,Typhoid (Enteric Fever),491,Karnali,Mountain,Mid-Western
2012/013,2069/70,Mugu,Karnali,Mountain,Mid-Western,Acute gastro enteritis,1093,Karnali,Mountain,Mid-Western
2012/013,2069/70,Mugu,Karnali,Mountain,Mid-Western,Ameobic Dysentry,2231,Karnali,Mountain,Mid-Western
2012/013,2069/70,Mugu,Karnali,Mountain,Mid-Western,Baccilary Dysentry,1285,Karnali,Mountain,Mid-Western
2012/013,2069/70,Mugu,Karnali,Mountain,Mid-Western,"Presumed non infectious
diarrhoea",830,Karnali,Mountain,Mid-Western
2012/013,2069/70,Mugu,Karnali,Mountain,Mid-Western,Cholera,35,Karnali,Mountain,Mid-Western
2012/013,2069/70,Mugu,Karnali,Mountain,Mid-Western,Intestinal Worms,4057,Karnali,Mountain,Mid-Western
2012/013,2069/70,Mugu,Karnali,Mountain,Mid-Western,"Jaundice and Infective
Hepatitis",110,Karnali,Mountain,Mid-Western
2012/013,2069/70,Humla,Karnali,Mountain,Mid-Western,Typhoid (Enteric Fever),875,Karnali,Mountain,Mid-Western
2012/013,2069/70,Humla,Karnali,Mountain,Mid-Western,Acute gastro enteritis,2538,Karnali,Mountain,Mid-Western
2012/013,2069/70,Humla,Karnali,Mountain,Mid-Western,Ameobic Dysentry,4778,Karnali,Mountain,Mid-Western
2012/013,2069/70,Humla,Karnali,Mountain,Mid-Western,Baccilary Dysentry,3095,Karnali,Mountain,Mid-Western
2012/013,2069/70,Humla,Karnali,Mountain,Mid-Western,"Presumed non infectious
diarrhoea",2166,Karnali,Mountain,Mid-Western
2012/013,2069/70,Humla,Karnali,Mountain,Mid-Western,Cholera,0,Karnali,Mountain,Mid-Western
2012/013,2069/70,Humla,Karnali,Mountain,Mid-Western,Intestinal Worms,7745,Karnali,Mountain,Mid-Western
2012/013,2069/70,Humla,Karnali,Mountain,Mid-Western,"Jaundice and Infective
Hepatitis",222,Karnali,Mountain,Mid-Western
2012/013,2069/70,Mid Western,,,,Typhoid (Enteric Fever),116847,,,
2012/013,2069/70,Mid Western,,,,Acute gastro enteritis,54500,,,
2012/013,2069/70,Mid Western,,,,Ameobic Dysentry,105712,,,
2012/013,2069/70,Mid Western,,,,Baccilary Dysentry,55992,,,
2012/013,2069/70,Mid Western,,,,"Presumed non infectious
diarrhoea",119011,,,
2012/013,2069/70,Mid Western,,,,Cholera,525,,,
2012/013,2069/70,Mid Western,,,,Intestinal Worms,114968,,,
2012/013,2069/70,Mid Western,,,,"Jaundice and Infective
Hepatitis",7652,,,
2012/013,2069/70,Bajura,Seti,Mountain,Far-Western,Typhoid (Enteric Fever),4728,Seti,Mountain,Far-Western
2012/013,2069/70,Bajura,Seti,Mountain,Far-Western,Acute gastro enteritis,2754,Seti,Mountain,Far-Western
2012/013,2069/70,Bajura,Seti,Mountain,Far-Western,Ameobic Dysentry,7536,Seti,Mountain,Far-Western
2012/013,2069/70,Bajura,Seti,Mountain,Far-Western,Baccilary Dysentry,3357,Seti,Mountain,Far-Western
2012/013,2069/70,Bajura,Seti,Mountain,Far-Western,"Presumed non infectious
diarrhoea",5997,Seti,Mountain,Far-Western
2012/013,2069/70,Bajura,Seti,Mountain,Far-Western,Cholera,45,Seti,Mountain,Far-Western
2012/013,2069/70,Bajura,Seti,Mountain,Far-Western,Intestinal Worms,5810,Seti,Mountain,Far-Western
2012/013,2069/70,Bajura,Seti,Mountain,Far-Western,"Jaundice and Infective
Hepatitis",277,Seti,Mountain,Far-Western
2012/013,2069/70,Bajhang,Seti,Mountain,Far-Western,Typhoid (Enteric Fever),7069,Seti,Mountain,Far-Western
2012/013,2069/70,Bajhang,Seti,Mountain,Far-Western,Acute gastro enteritis,2158,Seti,Mountain,Far-Western
2012/013,2069/70,Bajhang,Seti,Mountain,Far-Western,Ameobic Dysentry,7972,Seti,Mountain,Far-Western
2012/013,2069/70,Bajhang,Seti,Mountain,Far-Western,Baccilary Dysentry,3887,Seti,Mountain,Far-Western
2012/013,2069/70,Bajhang,Seti,Mountain,Far-Western,"Presumed non infectious
diarrhoea",6560,Seti,Mountain,Far-Western
2012/013,2069/70,Bajhang,Seti,Mountain,Far-Western,Cholera,410,Seti,Mountain,Far-Western
2012/013,2069/70,Bajhang,Seti,Mountain,Far-Western,Intestinal Worms,7346,Seti,Mountain,Far-Western
2012/013,2069/70,Bajhang,Seti,Mountain,Far-Western,"Jaundice and Infective
Hepatitis",485,Seti,Mountain,Far-Western
