Year AD,Year BS,District,zone,belt,region,Communicable and infectious disease,Number of people,Zone,Belt,Region
2009/010,2066/67,Mahottari,Janakpur,Terai,Central,ARI /Lower respiratory tract infection,21082,Janakpur,Terai,Central
2009/010,2066/67,Mahottari,Janakpur,Terai,Central,Upper respiratory Tract infection,16752,Janakpur,Terai,Central
2009/010,2066/67,Mahottari,Janakpur,Terai,Central,Pneumonia,8946,Janakpur,Terai,Central
2009/010,2066/67,Mahottari,Janakpur,Terai,Central,Server Pneumonia,620,Janakpur,Terai,Central
2009/010,2066/67,Mahottari,Janakpur,Terai,Central,Bronchitis,9160,Janakpur,Terai,Central
2009/010,2066/67,Mahottari,Janakpur,Terai,Central,Asthma,9457,Janakpur,Terai,Central
2009/010,2066/67,Mahottari,Janakpur,Terai,Central,Urinary Tract infection,4825,Janakpur,Terai,Central
2009/010,2066/67,Mahottari,Janakpur,Terai,Central,Viral Influenza,2489,Janakpur,Terai,Central
2009/010,2066/67,Mahottari,Janakpur,Terai,Central,Reproductive Tract Infection male,179,Janakpur,Terai,Central
2009/010,2066/67,Mahottari,Janakpur,Terai,Central,Reproductive tract infection female,369,Janakpur,Terai,Central
2009/010,2066/67,Makwanpur,Narayani,Hill,Central,ARI /Lower respiratory tract infection,7233,Narayani,Hill,Central
2009/010,2066/67,Makwanpur,Narayani,Hill,Central,Upper respiratory Tract infection,7329,Narayani,Hill,Central
2009/010,2066/67,Makwanpur,Narayani,Hill,Central,Pneumonia,4500,Narayani,Hill,Central
2009/010,2066/67,Makwanpur,Narayani,Hill,Central,Server Pneumonia,393,Narayani,Hill,Central
2009/010,2066/67,Makwanpur,Narayani,Hill,Central,Bronchitis,3516,Narayani,Hill,Central
2009/010,2066/67,Makwanpur,Narayani,Hill,Central,Asthma,2687,Narayani,Hill,Central
2009/010,2066/67,Makwanpur,Narayani,Hill,Central,Urinary Tract infection,1650,Narayani,Hill,Central
2009/010,2066/67,Makwanpur,Narayani,Hill,Central,Viral Influenza,1504,Narayani,Hill,Central
2009/010,2066/67,Makwanpur,Narayani,Hill,Central,Reproductive Tract Infection male,44,Narayani,Hill,Central
2009/010,2066/67,Makwanpur,Narayani,Hill,Central,Reproductive tract infection female,113,Narayani,Hill,Central
2009/010,2066/67,Nuwakot,Bagmati,Hill,Central,ARI /Lower respiratory tract infection,6869,Bagmati,Hill,Central
2009/010,2066/67,Nuwakot,Bagmati,Hill,Central,Upper respiratory Tract infection,5843,Bagmati,Hill,Central
2009/010,2066/67,Nuwakot,Bagmati,Hill,Central,Pneumonia,3066,Bagmati,Hill,Central
2009/010,2066/67,Nuwakot,Bagmati,Hill,Central,Server Pneumonia,157,Bagmati,Hill,Central
2009/010,2066/67,Nuwakot,Bagmati,Hill,Central,Bronchitis,2006,Bagmati,Hill,Central
2009/010,2066/67,Nuwakot,Bagmati,Hill,Central,Asthma,5051,Bagmati,Hill,Central
2009/010,2066/67,Nuwakot,Bagmati,Hill,Central,Urinary Tract infection,1867,Bagmati,Hill,Central
2009/010,2066/67,Nuwakot,Bagmati,Hill,Central,Viral Influenza,871,Bagmati,Hill,Central
2009/010,2066/67,Nuwakot,Bagmati,Hill,Central,Reproductive Tract Infection male,46,Bagmati,Hill,Central
2009/010,2066/67,Nuwakot,Bagmati,Hill,Central,Reproductive tract infection female,94,Bagmati,Hill,Central
2009/010,2066/67,Ramechhap,Janakpur,Hill,Central,ARI /Lower respiratory tract infection,8265,Janakpur,Hill,Central
2009/010,2066/67,Ramechhap,Janakpur,Hill,Central,Upper respiratory Tract infection,8780,Janakpur,Hill,Central
2009/010,2066/67,Ramechhap,Janakpur,Hill,Central,Pneumonia,3870,Janakpur,Hill,Central
2009/010,2066/67,Ramechhap,Janakpur,Hill,Central,Server Pneumonia,69,Janakpur,Hill,Central
2009/010,2066/67,Ramechhap,Janakpur,Hill,Central,Bronchitis,2548,Janakpur,Hill,Central
2009/010,2066/67,Ramechhap,Janakpur,Hill,Central,Asthma,2848,Janakpur,Hill,Central
2009/010,2066/67,Ramechhap,Janakpur,Hill,Central,Urinary Tract infection,2420,Janakpur,Hill,Central
2009/010,2066/67,Ramechhap,Janakpur,Hill,Central,Viral Influenza,1716,Janakpur,Hill,Central
2009/010,2066/67,Ramechhap,Janakpur,Hill,Central,Reproductive Tract Infection male,77,Janakpur,Hill,Central
2009/010,2066/67,Ramechhap,Janakpur,Hill,Central,Reproductive tract infection female,81,Janakpur,Hill,Central
2009/010,2066/67,Rasuwa,Bagmati,Mountain,Central,ARI /Lower respiratory tract infection,2752,Bagmati,Mountain,Central
2009/010,2066/67,Rasuwa,Bagmati,Mountain,Central,Upper respiratory Tract infection,2457,Bagmati,Mountain,Central
2009/010,2066/67,Rasuwa,Bagmati,Mountain,Central,Pneumonia,835,Bagmati,Mountain,Central
2009/010,2066/67,Rasuwa,Bagmati,Mountain,Central,Server Pneumonia,29,Bagmati,Mountain,Central
2009/010,2066/67,Rasuwa,Bagmati,Mountain,Central,Bronchitis,363,Bagmati,Mountain,Central
2009/010,2066/67,Rasuwa,Bagmati,Mountain,Central,Asthma,739,Bagmati,Mountain,Central
2009/010,2066/67,Rasuwa,Bagmati,Mountain,Central,Urinary Tract infection,627,Bagmati,Mountain,Central
2009/010,2066/67,Rasuwa,Bagmati,Mountain,Central,Viral Influenza,1052,Bagmati,Mountain,Central
2009/010,2066/67,Rasuwa,Bagmati,Mountain,Central,Reproductive Tract Infection male,31,Bagmati,Mountain,Central
2009/010,2066/67,Rasuwa,Bagmati,Mountain,Central,Reproductive tract infection female,37,Bagmati,Mountain,Central
2009/010,2066/67,Rautahat,Narayani,Terai,Central,ARI /Lower respiratory tract infection,12788,Narayani,Terai,Central
2009/010,2066/67,Rautahat,Narayani,Terai,Central,Upper respiratory Tract infection,13334,Narayani,Terai,Central
2009/010,2066/67,Rautahat,Narayani,Terai,Central,Pneumonia,8305,Narayani,Terai,Central
2009/010,2066/67,Rautahat,Narayani,Terai,Central,Server Pneumonia,533,Narayani,Terai,Central
2009/010,2066/67,Rautahat,Narayani,Terai,Central,Bronchitis,8323,Narayani,Terai,Central
2009/010,2066/67,Rautahat,Narayani,Terai,Central,Asthma,8441,Narayani,Terai,Central
2009/010,2066/67,Rautahat,Narayani,Terai,Central,Urinary Tract infection,2665,Narayani,Terai,Central
2009/010,2066/67,Rautahat,Narayani,Terai,Central,Viral Influenza,1164,Narayani,Terai,Central
2009/010,2066/67,Rautahat,Narayani,Terai,Central,Reproductive Tract Infection male,207,Narayani,Terai,Central
2009/010,2066/67,Rautahat,Narayani,Terai,Central,Reproductive tract infection female,355,Narayani,Terai,Central
2009/010,2066/67,Sarlahi,Janakpur,Terai,Central,ARI /Lower respiratory tract infection,24257,Janakpur,Terai,Central
2009/010,2066/67,Sarlahi,Janakpur,Terai,Central,Upper respiratory Tract infection,20570,Janakpur,Terai,Central
2009/010,2066/67,Sarlahi,Janakpur,Terai,Central,Pneumonia,8098,Janakpur,Terai,Central
2009/010,2066/67,Sarlahi,Janakpur,Terai,Central,Server Pneumonia,631,Janakpur,Terai,Central
2009/010,2066/67,Sarlahi,Janakpur,Terai,Central,Bronchitis,13067,Janakpur,Terai,Central
2009/010,2066/67,Sarlahi,Janakpur,Terai,Central,Asthma,14116,Janakpur,Terai,Central
2009/010,2066/67,Sarlahi,Janakpur,Terai,Central,Urinary Tract infection,4676,Janakpur,Terai,Central
2009/010,2066/67,Sarlahi,Janakpur,Terai,Central,Viral Influenza,1597,Janakpur,Terai,Central
2009/010,2066/67,Sarlahi,Janakpur,Terai,Central,Reproductive Tract Infection male,206,Janakpur,Terai,Central
2009/010,2066/67,Sarlahi,Janakpur,Terai,Central,Reproductive tract infection female,286,Janakpur,Terai,Central
2009/010,2066/67,Sindhuli,Janakpur,Hill,Central,ARI /Lower respiratory tract infection,5369,Janakpur,Hill,Central
2009/010,2066/67,Sindhuli,Janakpur,Hill,Central,Upper respiratory Tract infection,4559,Janakpur,Hill,Central
2009/010,2066/67,Sindhuli,Janakpur,Hill,Central,Pneumonia,4193,Janakpur,Hill,Central
2009/010,2066/67,Sindhuli,Janakpur,Hill,Central,Server Pneumonia,294,Janakpur,Hill,Central
2009/010,2066/67,Sindhuli,Janakpur,Hill,Central,Bronchitis,2161,Janakpur,Hill,Central
2009/010,2066/67,Sindhuli,Janakpur,Hill,Central,Asthma,3017,Janakpur,Hill,Central
2009/010,2066/67,Sindhuli,Janakpur,Hill,Central,Urinary Tract infection,1743,Janakpur,Hill,Central
2009/010,2066/67,Sindhuli,Janakpur,Hill,Central,Viral Influenza,489,Janakpur,Hill,Central
2009/010,2066/67,Sindhuli,Janakpur,Hill,Central,Reproductive Tract Infection male,60,Janakpur,Hill,Central
2009/010,2066/67,Sindhuli,Janakpur,Hill,Central,Reproductive tract infection female,115,Janakpur,Hill,Central
2009/010,2066/67,Sindhupalchok,Bagmati,Mountain,Central,ARI /Lower respiratory tract infection,14278,Bagmati,Mountain,Central
2009/010,2066/67,Sindhupalchok,Bagmati,Mountain,Central,Upper respiratory Tract infection,12584,Bagmati,Mountain,Central
2009/010,2066/67,Sindhupalchok,Bagmati,Mountain,Central,Pneumonia,6150,Bagmati,Mountain,Central
2009/010,2066/67,Sindhupalchok,Bagmati,Mountain,Central,Server Pneumonia,175,Bagmati,Mountain,Central
2009/010,2066/67,Sindhupalchok,Bagmati,Mountain,Central,Bronchitis,3679,Bagmati,Mountain,Central
2009/010,2066/67,Sindhupalchok,Bagmati,Mountain,Central,Asthma,5096,Bagmati,Mountain,Central
2009/010,2066/67,Sindhupalchok,Bagmati,Mountain,Central,Urinary Tract infection,3137,Bagmati,Mountain,Central
2009/010,2066/67,Sindhupalchok,Bagmati,Mountain,Central,Viral Influenza,3364,Bagmati,Mountain,Central
2009/010,2066/67,Sindhupalchok,Bagmati,Mountain,Central,Reproductive Tract Infection male,138,Bagmati,Mountain,Central
2009/010,2066/67,Sindhupalchok,Bagmati,Mountain,Central,Reproductive tract infection female,251,Bagmati,Mountain,Central
2009/010,2066/67,Arghakhanchi,Lumbini,Hill,Western,ARI /Lower respiratory tract infection,9050,Lumbini,Hill,Western
2009/010,2066/67,Arghakhanchi,Lumbini,Hill,Western,Upper respiratory Tract infection,6622,Lumbini,Hill,Western
2009/010,2066/67,Arghakhanchi,Lumbini,Hill,Western,Pneumonia,5595,Lumbini,Hill,Western
2009/010,2066/67,Arghakhanchi,Lumbini,Hill,Western,Server Pneumonia,95,Lumbini,Hill,Western
2009/010,2066/67,Arghakhanchi,Lumbini,Hill,Western,Bronchitis,5178,Lumbini,Hill,Western
2009/010,2066/67,Arghakhanchi,Lumbini,Hill,Western,Asthma,4220,Lumbini,Hill,Western
2009/010,2066/67,Arghakhanchi,Lumbini,Hill,Western,Urinary Tract infection,3105,Lumbini,Hill,Western
2009/010,2066/67,Arghakhanchi,Lumbini,Hill,Western,Viral Influenza,1833,Lumbini,Hill,Western
2009/010,2066/67,Arghakhanchi,Lumbini,Hill,Western,Reproductive Tract Infection male,342,Lumbini,Hill,Western
2009/010,2066/67,Arghakhanchi,Lumbini,Hill,Western,Reproductive tract infection female,407,Lumbini,Hill,Western
2009/010,2066/67,Baglung,Dhawalagiri,Hill,Western,ARI /Lower respiratory tract infection,13936,Dhawalagiri,Hill,Western
2009/010,2066/67,Baglung,Dhawalagiri,Hill,Western,Upper respiratory Tract infection,15372,Dhawalagiri,Hill,Western
2009/010,2066/67,Baglung,Dhawalagiri,Hill,Western,Pneumonia,5332,Dhawalagiri,Hill,Western
2009/010,2066/67,Baglung,Dhawalagiri,Hill,Western,Server Pneumonia,443,Dhawalagiri,Hill,Western
2009/010,2066/67,Baglung,Dhawalagiri,Hill,Western,Bronchitis,4029,Dhawalagiri,Hill,Western
2009/010,2066/67,Baglung,Dhawalagiri,Hill,Western,Asthma,2445,Dhawalagiri,Hill,Western
2009/010,2066/67,Baglung,Dhawalagiri,Hill,Western,Urinary Tract infection,3197,Dhawalagiri,Hill,Western
2009/010,2066/67,Baglung,Dhawalagiri,Hill,Western,Viral Influenza,1208,Dhawalagiri,Hill,Western
2009/010,2066/67,Baglung,Dhawalagiri,Hill,Western,Reproductive Tract Infection male,71,Dhawalagiri,Hill,Western
2009/010,2066/67,Baglung,Dhawalagiri,Hill,Western,Reproductive tract infection female,92,Dhawalagiri,Hill,Western
2009/010,2066/67,Gorkha,Gandaki,Hill,Western,ARI /Lower respiratory tract infection,13709,Gandaki,Hill,Western
2009/010,2066/67,Gorkha,Gandaki,Hill,Western,Upper respiratory Tract infection,11405,Gandaki,Hill,Western
2009/010,2066/67,Gorkha,Gandaki,Hill,Western,Pneumonia,8348,Gandaki,Hill,Western
2009/010,2066/67,Gorkha,Gandaki,Hill,Western,Server Pneumonia,176,Gandaki,Hill,Western
2009/010,2066/67,Gorkha,Gandaki,Hill,Western,Bronchitis,4750,Gandaki,Hill,Western
2009/010,2066/67,Gorkha,Gandaki,Hill,Western,Asthma,5630,Gandaki,Hill,Western
2009/010,2066/67,Gorkha,Gandaki,Hill,Western,Urinary Tract infection,4645,Gandaki,Hill,Western
2009/010,2066/67,Gorkha,Gandaki,Hill,Western,Viral Influenza,5520,Gandaki,Hill,Western
2009/010,2066/67,Gorkha,Gandaki,Hill,Western,Reproductive Tract Infection male,174,Gandaki,Hill,Western
2009/010,2066/67,Gorkha,Gandaki,Hill,Western,Reproductive tract infection female,295,Gandaki,Hill,Western
2009/010,2066/67,Gulmi,Lumbini,Hill,Western,ARI /Lower respiratory tract infection,21955,Lumbini,Hill,Western
2009/010,2066/67,Gulmi,Lumbini,Hill,Western,Upper respiratory Tract infection,14070,Lumbini,Hill,Western
2009/010,2066/67,Gulmi,Lumbini,Hill,Western,Pneumonia,9997,Lumbini,Hill,Western
2009/010,2066/67,Gulmi,Lumbini,Hill,Western,Server Pneumonia,507,Lumbini,Hill,Western
2009/010,2066/67,Gulmi,Lumbini,Hill,Western,Bronchitis,8327,Lumbini,Hill,Western
2009/010,2066/67,Gulmi,Lumbini,Hill,Western,Asthma,5660,Lumbini,Hill,Western
2009/010,2066/67,Gulmi,Lumbini,Hill,Western,Urinary Tract infection,5983,Lumbini,Hill,Western
2009/010,2066/67,Gulmi,Lumbini,Hill,Western,Viral Influenza,4907,Lumbini,Hill,Western
2009/010,2066/67,Gulmi,Lumbini,Hill,Western,Reproductive Tract Infection male,209,Lumbini,Hill,Western
2009/010,2066/67,Gulmi,Lumbini,Hill,Western,Reproductive tract infection female,419,Lumbini,Hill,Western
2009/010,2066/67,Kapilbastu,Lumbini,Terai,Western,ARI /Lower respiratory tract infection,18452,Lumbini,Terai,Western
2009/010,2066/67,Kapilbastu,Lumbini,Terai,Western,Upper respiratory Tract infection,18660,Lumbini,Terai,Western
2009/010,2066/67,Kapilbastu,Lumbini,Terai,Western,Pneumonia,8148,Lumbini,Terai,Western
2009/010,2066/67,Kapilbastu,Lumbini,Terai,Western,Server Pneumonia,1020,Lumbini,Terai,Western
2009/010,2066/67,Kapilbastu,Lumbini,Terai,Western,Bronchitis,9302,Lumbini,Terai,Western
2009/010,2066/67,Kapilbastu,Lumbini,Terai,Western,Asthma,8196,Lumbini,Terai,Western
2009/010,2066/67,Kapilbastu,Lumbini,Terai,Western,Urinary Tract infection,6557,Lumbini,Terai,Western
2009/010,2066/67,Kapilbastu,Lumbini,Terai,Western,Viral Influenza,1923,Lumbini,Terai,Western
2009/010,2066/67,Kapilbastu,Lumbini,Terai,Western,Reproductive Tract Infection male,323,Lumbini,Terai,Western
2009/010,2066/67,Kapilbastu,Lumbini,Terai,Western,Reproductive tract infection female,712,Lumbini,Terai,Western
2009/010,2066/67,Kaski,Gandaki,Hill,Western,ARI /Lower respiratory tract infection,19083,Gandaki,Hill,Western
2009/010,2066/67,Kaski,Gandaki,Hill,Western,Upper respiratory Tract infection,17404,Gandaki,Hill,Western
2009/010,2066/67,Kaski,Gandaki,Hill,Western,Pneumonia,3576,Gandaki,Hill,Western
2009/010,2066/67,Kaski,Gandaki,Hill,Western,Server Pneumonia,253,Gandaki,Hill,Western
2009/010,2066/67,Kaski,Gandaki,Hill,Western,Bronchitis,4932,Gandaki,Hill,Western
2009/010,2066/67,Kaski,Gandaki,Hill,Western,Asthma,5211,Gandaki,Hill,Western
2009/010,2066/67,Kaski,Gandaki,Hill,Western,Urinary Tract infection,3042,Gandaki,Hill,Western
2009/010,2066/67,Kaski,Gandaki,Hill,Western,Viral Influenza,2724,Gandaki,Hill,Western
2009/010,2066/67,Kaski,Gandaki,Hill,Western,Reproductive Tract Infection male,298,Gandaki,Hill,Western
2009/010,2066/67,Kaski,Gandaki,Hill,Western,Reproductive tract infection female,1053,Gandaki,Hill,Western
2009/010,2066/67,Lamjung,Gandaki,Hill,Western,ARI /Lower respiratory tract infection,6098,Gandaki,Hill,Western
2009/010,2066/67,Lamjung,Gandaki,Hill,Western,Upper respiratory Tract infection,5203,Gandaki,Hill,Western
2009/010,2066/67,Lamjung,Gandaki,Hill,Western,Pneumonia,3351,Gandaki,Hill,Western
2009/010,2066/67,Lamjung,Gandaki,Hill,Western,Server Pneumonia,137,Gandaki,Hill,Western
2009/010,2066/67,Lamjung,Gandaki,Hill,Western,Bronchitis,2520,Gandaki,Hill,Western
2009/010,2066/67,Lamjung,Gandaki,Hill,Western,Asthma,4531,Gandaki,Hill,Western
2009/010,2066/67,Lamjung,Gandaki,Hill,Western,Urinary Tract infection,3491,Gandaki,Hill,Western
2009/010,2066/67,Lamjung,Gandaki,Hill,Western,Viral Influenza,1593,Gandaki,Hill,Western
2009/010,2066/67,Lamjung,Gandaki,Hill,Western,Reproductive Tract Infection male,32,Gandaki,Hill,Western
2009/010,2066/67,Lamjung,Gandaki,Hill,Western,Reproductive tract infection female,24,Gandaki,Hill,Western
2009/010,2066/67,Manang,Gandaki,Mountain,Western,ARI /Lower respiratory tract infection,550,Gandaki,Mountain,Western
2009/010,2066/67,Manang,Gandaki,Mountain,Western,Upper respiratory Tract infection,622,Gandaki,Mountain,Western
2009/010,2066/67,Manang,Gandaki,Mountain,Western,Pneumonia,172,Gandaki,Mountain,Western
2009/010,2066/67,Manang,Gandaki,Mountain,Western,Server Pneumonia,24,Gandaki,Mountain,Western
2009/010,2066/67,Manang,Gandaki,Mountain,Western,Bronchitis,248,Gandaki,Mountain,Western
2009/010,2066/67,Manang,Gandaki,Mountain,Western,Asthma,178,Gandaki,Mountain,Western
2009/010,2066/67,Manang,Gandaki,Mountain,Western,Urinary Tract infection,181,Gandaki,Mountain,Western
2009/010,2066/67,Manang,Gandaki,Mountain,Western,Viral Influenza,44,Gandaki,Mountain,Western
2009/010,2066/67,Manang,Gandaki,Mountain,Western,Reproductive Tract Infection male,5,Gandaki,Mountain,Western
2009/010,2066/67,Manang,Gandaki,Mountain,Western,Reproductive tract infection female,11,Gandaki,Mountain,Western
2009/010,2066/67,Mustang,Dhawalagiri,Mountain,Western,ARI /Lower respiratory tract infection,2269,Dhawalagiri,Mountain,Western
2009/010,2066/67,Mustang,Dhawalagiri,Mountain,Western,Upper respiratory Tract infection,2712,Dhawalagiri,Mountain,Western
2009/010,2066/67,Mustang,Dhawalagiri,Mountain,Western,Pneumonia,620,Dhawalagiri,Mountain,Western
2009/010,2066/67,Mustang,Dhawalagiri,Mountain,Western,Server Pneumonia,22,Dhawalagiri,Mountain,Western
2009/010,2066/67,Mustang,Dhawalagiri,Mountain,Western,Bronchitis,280,Dhawalagiri,Mountain,Western
2009/010,2066/67,Mustang,Dhawalagiri,Mountain,Western,Asthma,151,Dhawalagiri,Mountain,Western
2009/010,2066/67,Mustang,Dhawalagiri,Mountain,Western,Urinary Tract infection,449,Dhawalagiri,Mountain,Western
2009/010,2066/67,Mustang,Dhawalagiri,Mountain,Western,Viral Influenza,65,Dhawalagiri,Mountain,Western
2009/010,2066/67,Mustang,Dhawalagiri,Mountain,Western,Reproductive Tract Infection male,3,Dhawalagiri,Mountain,Western
2009/010,2066/67,Mustang,Dhawalagiri,Mountain,Western,Reproductive tract infection female,5,Dhawalagiri,Mountain,Western
2009/010,2066/67,Myagdi,Dhawalagiri,Hill,Western,ARI /Lower respiratory tract infection,8370,Dhawalagiri,Hill,Western
2009/010,2066/67,Myagdi,Dhawalagiri,Hill,Western,Upper respiratory Tract infection,7819,Dhawalagiri,Hill,Western
2009/010,2066/67,Myagdi,Dhawalagiri,Hill,Western,Pneumonia,2172,Dhawalagiri,Hill,Western
2009/010,2066/67,Myagdi,Dhawalagiri,Hill,Western,Server Pneumonia,117,Dhawalagiri,Hill,Western
2009/010,2066/67,Myagdi,Dhawalagiri,Hill,Western,Bronchitis,2006,Dhawalagiri,Hill,Western
2009/010,2066/67,Myagdi,Dhawalagiri,Hill,Western,Asthma,1462,Dhawalagiri,Hill,Western
2009/010,2066/67,Myagdi,Dhawalagiri,Hill,Western,Urinary Tract infection,2073,Dhawalagiri,Hill,Western
2009/010,2066/67,Myagdi,Dhawalagiri,Hill,Western,Viral Influenza,2079,Dhawalagiri,Hill,Western
2009/010,2066/67,Myagdi,Dhawalagiri,Hill,Western,Reproductive Tract Infection male,70,Dhawalagiri,Hill,Western
2009/010,2066/67,Myagdi,Dhawalagiri,Hill,Western,Reproductive tract infection female,121,Dhawalagiri,Hill,Western
2009/010,2066/67,Nawalparasi,Lumbini,Terai,Western,ARI /Lower respiratory tract infection,23409,Lumbini,Terai,Western
2009/010,2066/67,Nawalparasi,Lumbini,Terai,Western,Upper respiratory Tract infection,22603,Lumbini,Terai,Western
2009/010,2066/67,Nawalparasi,Lumbini,Terai,Western,Pneumonia,11141,Lumbini,Terai,Western
2009/010,2066/67,Nawalparasi,Lumbini,Terai,Western,Server Pneumonia,313,Lumbini,Terai,Western
2009/010,2066/67,Nawalparasi,Lumbini,Terai,Western,Bronchitis,6141,Lumbini,Terai,Western
2009/010,2066/67,Nawalparasi,Lumbini,Terai,Western,Asthma,8245,Lumbini,Terai,Western
2009/010,2066/67,Nawalparasi,Lumbini,Terai,Western,Urinary Tract infection,5523,Lumbini,Terai,Western
2009/010,2066/67,Nawalparasi,Lumbini,Terai,Western,Viral Influenza,2085,Lumbini,Terai,Western
2009/010,2066/67,Nawalparasi,Lumbini,Terai,Western,Reproductive Tract Infection male,38,Lumbini,Terai,Western
2009/010,2066/67,Nawalparasi,Lumbini,Terai,Western,Reproductive tract infection female,130,Lumbini,Terai,Western
2009/010,2066/67,Palpa,Lumbini,Hill,Western,ARI /Lower respiratory tract infection,14805,Lumbini,Hill,Western
2009/010,2066/67,Palpa,Lumbini,Hill,Western,Upper respiratory Tract infection,10973,Lumbini,Hill,Western
2009/010,2066/67,Palpa,Lumbini,Hill,Western,Pneumonia,6688,Lumbini,Hill,Western
2009/010,2066/67,Palpa,Lumbini,Hill,Western,Server Pneumonia,41,Lumbini,Hill,Western
2009/010,2066/67,Palpa,Lumbini,Hill,Western,Bronchitis,5858,Lumbini,Hill,Western
2009/010,2066/67,Palpa,Lumbini,Hill,Western,Asthma,6685,Lumbini,Hill,Western
2009/010,2066/67,Palpa,Lumbini,Hill,Western,Urinary Tract infection,8060,Lumbini,Hill,Western
2009/010,2066/67,Palpa,Lumbini,Hill,Western,Viral Influenza,3924,Lumbini,Hill,Western
2009/010,2066/67,Palpa,Lumbini,Hill,Western,Reproductive Tract Infection male,114,Lumbini,Hill,Western
2009/010,2066/67,Palpa,Lumbini,Hill,Western,Reproductive tract infection female,123,Lumbini,Hill,Western
2009/010,2066/67,Parbat,Dhawalagiri,Hill,Western,ARI /Lower respiratory tract infection,15568,Dhawalagiri,Hill,Western
2009/010,2066/67,Parbat,Dhawalagiri,Hill,Western,Upper respiratory Tract infection,16736,Dhawalagiri,Hill,Western
2009/010,2066/67,Parbat,Dhawalagiri,Hill,Western,Pneumonia,5370,Dhawalagiri,Hill,Western
2009/010,2066/67,Parbat,Dhawalagiri,Hill,Western,Server Pneumonia,317,Dhawalagiri,Hill,Western
2009/010,2066/67,Parbat,Dhawalagiri,Hill,Western,Bronchitis,2690,Dhawalagiri,Hill,Western
2009/010,2066/67,Parbat,Dhawalagiri,Hill,Western,Asthma,3630,Dhawalagiri,Hill,Western
2009/010,2066/67,Parbat,Dhawalagiri,Hill,Western,Urinary Tract infection,1784,Dhawalagiri,Hill,Western
2009/010,2066/67,Parbat,Dhawalagiri,Hill,Western,Viral Influenza,1242,Dhawalagiri,Hill,Western
2009/010,2066/67,Parbat,Dhawalagiri,Hill,Western,Reproductive Tract Infection male,99,Dhawalagiri,Hill,Western
